objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
DknO0bF2Zc,MOOSPMv3Parser,1712430000,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,381.0,98.0,11107.0,15.0,13.0,2.0,13.0,13.0,15.0,43.0,13.0,1.0,14.0,16.0,55.0,46.0,511.122,17.0,2.0,36.634331,-120.382294,28.820999,5,600,58,3,e00fce6835b6173deb1a1f49,2024-04-06 19:00:00.572000+00:00,2024-04-06T19:00:00.779Z,2024-04-06T19:00:00.779Z
qQOT4FzT2F,MOOSPMv3Parser,1712430000,3.62,3.62,1.34,4.58,4.58,1.41,1.41,4.83,4.83,1.41,1191.23,242.79,247350.95,24.19,10.5,1.06,10.54,10.54,18.4,36.1,10.54,0.35,15.5,20.2,48.3,38.9,0.012,42.2,2.0,36.785465,-119.773239,66.176003,6,600,58,1,e00fce68e77e43df92405fdb,2024-04-06 19:00:01.944000+00:00,2024-04-06T19:00:02.164Z,2024-04-06T19:00:02.164Z
zjJuUkSEXH,MOOSPMv3Parser,1712430001,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,601.0,176.0,371637.0,21.0,15.0,1.0,15.0,15.0,19.0,34.0,15.0,0.0,16.0,20.0,49.0,39.0,26.244,40.0,2.0,36.785385,-119.773163,78.278999,0,600,58,3,e00fce6856818e5885f65487,2024-04-06 19:00:02.022000+00:00,2024-04-06T19:00:02.254Z,2024-04-06T19:00:02.254Z
DOxvT9sI5t,MOOSPMv3Parser,1712430000,4.0,4.0,3.0,7.0,7.0,3.0,3.0,7.0,7.0,3.0,870.0,268.0,128702.0,39.0,25.0,4.0,25.0,25.0,0.0,0.0,25.0,0.0,15.0,21.0,51.0,37.0,0.082,78.0,3.0,36.433956,-119.922752,35.042999,11,600,58,3,e00fce6876826e255108c6bd,2024-04-06 19:00:02.798000+00:00,2024-04-06T19:00:03.040Z,2024-04-06T19:00:03.040Z
PuwVuu4gea,MOOSPMv3Parser,1712430001,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,694.0,198.0,218285.0,26.0,14.0,1.0,14.0,14.0,19.0,36.0,14.0,0.0,16.0,21.0,50.0,36.0,41.93,60.0,1.0,36.785412,-119.773087,75.259003,0,600,58,3,e00fce68f12da1a0c5de6248,2024-04-06 19:00:03.680000+00:00,2024-04-06T19:00:03.915Z,2024-04-06T19:00:03.915Z
z8ee0YlFuV,MOOSPMv3Parser,1712430600,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,459.0,118.0,11117.0,20.0,13.0,2.0,13.0,13.0,15.0,41.0,13.0,1.0,14.0,16.0,52.0,44.0,511.12,15.0,3.0,36.634258,-120.382423,25.569,5,600,58,3,e00fce6835b6173deb1a1f49,2024-04-06 19:10:00.707000+00:00,2024-04-06T19:10:00.912Z,2024-04-06T19:10:00.912Z
6shf716wrV,MOOSPMv3Parser,1712430600,3.98,3.98,1.5,5.1,5.1,1.58,1.58,5.2,5.2,1.58,971.68,243.04,247366.16,28.28,11.75,0.92,11.8,11.8,17.4,36.2,11.8,0.35,13.3,17.2,52.6,43.5,0.013,41.2,1.9,36.785389,-119.773186,69.717003,5,600,58,1,e00fce68e77e43df92405fdb,2024-04-06 19:10:01.924000+00:00,2024-04-06T19:10:02.101Z,2024-04-06T19:10:02.101Z
eTeqp6SGQf,MOOSPMv3Parser,1712430601,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,681.0,201.0,371653.0,23.0,14.0,1.0,14.0,14.0,18.0,34.0,14.0,0.0,13.0,19.0,52.0,40.0,26.631,41.0,2.0,36.785458,-119.773163,82.970001,7,600,58,3,e00fce6856818e5885f65487,2024-04-06 19:10:01.851000+00:00,2024-04-06T19:10:02.119Z,2024-04-06T19:10:02.119Z
Ri65NBpHr9,MOOSPMv3Parser,1712430600,5.0,5.0,3.0,7.0,7.0,3.0,3.0,7.0,7.0,3.0,965.0,297.0,128724.0,39.0,24.0,2.0,25.0,25.0,0.0,0.0,25.0,0.0,15.0,21.0,52.0,37.0,0.105,78.0,3.0,36.433865,-119.922829,26.125999,8,600,58,3,e00fce6876826e255108c6bd,2024-04-06 19:10:02.734000+00:00,2024-04-06T19:10:02.915Z,2024-04-06T19:10:02.915Z
ROgdO47JEQ,MOOSPMv3Parser,1712430601,3.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,777.0,218.0,218299.0,28.0,15.0,1.0,15.0,15.0,18.0,35.0,15.0,0.0,14.0,20.0,52.0,36.0,41.413,65.0,1.0,36.785408,-119.773163,68.261002,5,600,58,3,e00fce68f12da1a0c5de6248,2024-04-06 19:10:03.681000+00:00,2024-04-06T19:10:03.870Z,2024-04-06T19:10:03.870Z
