objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
vLRmLZ6PDY,MOOSPMv3Parser,1745776800,3.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,739.0,213.0,73965.0,27.0,16.0,1.0,16.0,16.0,18.0,57.0,16.0,0.0,16.0,19.0,59.0,50.0,509.378,40.0,1.0,36.785385,-119.773163,74.574997,8,600,58,3,e00fce6856818e5885f65487,2025-04-27 18:00:00.511000+00:00,2025-04-27T18:00:00.690Z,2025-04-27T18:00:00.690Z
6tNlY1OwTF,MOOSPMv3Parser,1745776801,0.0,0.0,6553.5,0.0,0.0,6553.5,6553.5,0.0,0.0,6553.5,100.05,28.16,35572548.0,3.32,6553.5,0.17,6553.5,6553.5,15.2,59.8,6553.5,65.54,0.0,327.7,0.0,655.3,40.229,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2025-04-27 18:00:02.309000+00:00,2025-04-27T18:00:02.591Z,2025-04-27T18:00:02.591Z
W4vUwZctrB,MOOSPMv3Parser,1745776801,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,109.0,33.0,129371.0,6.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,16.0,17.0,60.0,56.0,106.484,63.0,2.0,36.138866,-120.368271,186.126999,8,600,58,3,e00fce6876826e255108c6bd,2025-04-27 18:00:02.814000+00:00,2025-04-27T18:00:03.043Z,2025-04-27T18:00:03.043Z
G2h1UUX2gR,MOOSPMv3Parser,1745776800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,36.0,56483.0,6.0,3.0,0.0,3.0,3.0,16.0,48.0,3.0,0.0,15.0,17.0,62.0,55.0,516.401,37.0,6.0,36.139034,-120.368431,177.117996,7,600,58,3,e00fce68e739ecbcf9e91965,2025-04-27 18:00:02.923000+00:00,2025-04-27T18:00:03.155Z,2025-04-27T18:00:03.155Z
zBKVCXh0MT,MOOSPMv3Parser,1745776801,0.0,0.0,0.27,0.02,0.02,0.28,0.28,0.12,0.12,0.28,221.44,36.83,44166.79,4.67,2.12,0.46,2.13,2.13,15.7,56.2,2.13,0.38,14.8,16.4,62.5,57.2,22.271,32.0,3.0,36.13905,-120.368408,183.526993,5,600,58,1,e00fce68e77e43df92405fdb,2025-04-27 18:00:03.580000+00:00,2025-04-27T18:00:03.828Z,2025-04-27T18:00:03.828Z
yOFG8UxZet,MOOSPMv3Parser,1745777400,4.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,831.0,244.0,73977.0,29.0,14.0,1.0,14.0,14.0,19.0,51.0,14.0,0.0,17.0,20.0,53.0,45.0,509.44,41.0,1.0,36.785408,-119.773155,71.244003,7,600,58,3,e00fce6856818e5885f65487,2025-04-27 18:10:00.527000+00:00,2025-04-27T18:10:00.762Z,2025-04-27T18:10:00.762Z
4K4LHgUIOv,MOOSPMv3Parser,1745777400,0.0,0.0,6553.5,0.02,0.02,6553.5,6553.5,0.02,0.02,6553.5,110.75,33.07,35578692.0,3.33,6553.5,0.04,6553.5,6553.5,15.1,58.7,6553.5,65.54,0.0,327.7,0.0,655.3,40.747,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2025-04-27 18:10:02.185000+00:00,2025-04-27T18:10:02.415Z,2025-04-27T18:10:02.415Z
KXZ4IGPsiI,MOOSPMv3Parser,1745777400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,34.0,56486.0,6.0,3.0,0.0,3.0,3.0,16.0,47.0,3.0,0.0,15.0,17.0,61.0,54.0,516.581,25.0,6.0,36.138927,-120.368385,193.375,7,600,58,3,e00fce68e739ecbcf9e91965,2025-04-27 18:10:02.984000+00:00,2025-04-27T18:10:03.245Z,2025-04-27T18:10:03.245Z
pVHkCuyf1F,MOOSPMv3Parser,1745777401,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,118.0,36.0,129373.0,6.0,4.0,1.0,4.0,4.0,0.0,0.0,4.0,0.0,16.0,17.0,59.0,55.0,105.473,63.0,2.0,36.138821,-120.368347,168.304993,6,600,58,3,e00fce6876826e255108c6bd,2025-04-27 18:10:03.229000+00:00,2025-04-27T18:10:03.409Z,2025-04-27T18:10:03.409Z
8UftTS0q8Q,MOOSPMv3Parser,1745777401,0.0,0.0,0.31,0.01,0.01,0.32,0.32,0.06,0.06,0.32,234.59,38.98,44168.72,4.61,2.4,0.13,2.41,2.41,15.6,55.4,2.41,0.37,14.8,16.2,61.3,56.6,22.442,23.7,3.0,36.139275,-120.368568,138.621994,5,600,58,1,e00fce68e77e43df92405fdb,2025-04-27 18:10:03.485000+00:00,2025-04-27T18:10:03.717Z,2025-04-27T18:10:03.717Z
