objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
YDj1uxjMl6,MOOSPMv3Parser,1678356001,0.15,0.15,1.67,0.35,0.35,1.78,1.81,0.42,0.42,1.83,196.5,49.51,256.08,5.64,13.03,0.3,13.11,13.12,20.1,36.8,13.12,0.49,0,21.1,0,41.6,0,54.0,1,47.047577,-122.882095,46.57,5,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 10:00:01.660000+00:00,2023-03-09T10:00:01.888Z,2023-03-09T10:00:01.888Z
ezr7sGDXHj,MOOSPMv3Parser,1678356601,0.04,0.04,1.47,0.24,0.24,1.55,1.56,0.29,0.29,1.57,154.42,39.2,266.07,5.34,11.47,0.3,11.52,11.53,20.2,37.3,11.53,0.47,0,21.1,0,42.9,0,52.9,1,47.047581,-122.882118,56.178001,5,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 10:10:01.651000+00:00,2023-03-09T10:10:01.849Z,2023-03-09T10:10:01.849Z
6ZbuagEXAu,MOOSPMv3Parser,1678357201,0.0,0.0,1.25,0.16,0.16,1.32,1.33,0.23,0.23,1.34,133.38,34.65,274.58,5.28,9.76,0.43,9.81,9.81,20.3,38.0,9.81,0.47,0,21.2,0,43.4,0,61.5,1,47.047581,-122.882118,56.181,0,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 10:20:01.657000+00:00,2023-03-09T10:20:01.865Z,2023-03-09T10:20:01.865Z
DVqmRuhjrh,MOOSPMv3Parser,1678357801,0.03,0.03,1.29,0.19,0.19,1.37,1.39,0.23,0.23,1.4,152.39,36.7,283.36,6.42,10.09,0.4,10.15,10.16,20.1,37.9,10.16,0.48,0,21.1,0,43.0,0,65.3,1,47.047718,-122.882164,69.308998,5,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 10:30:01.667000+00:00,2023-03-09T10:30:01.867Z,2023-03-09T10:30:01.867Z
ES6sagvTwr,MOOSPMv3Parser,1678358401,0.07,0.07,1.26,0.23,0.23,1.34,1.36,0.25,0.25,1.37,146.34,37.24,291.92,5.52,9.84,0.65,9.9,9.91,20.1,38.0,9.91,0.49,0,21.0,0,43.2,0,61.8,1,47.047543,-122.882011,35.759998,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 10:40:01.693000+00:00,2023-03-09T10:40:01.889Z,2023-03-09T10:40:01.889Z
sp3r6IAkKm,MOOSPMv3Parser,1678359001,0.0,0.0,1.14,0.03,0.03,1.23,1.25,0.1,0.1,1.26,111.04,28.06,299.64,3.16,8.89,0.24,8.96,8.97,20.2,38.0,8.97,0.49,0,21.1,0,43.3,0,61.9,1,47.047535,-122.882111,28.582001,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 10:50:01.716000+00:00,2023-03-09T10:50:01.906Z,2023-03-09T10:50:01.906Z
