objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
5y7nlDzopU,MOOSPMv3Parser,1702713600,56.0,37.0,60.0,96.0,63.0,64.0,64.0,108.0,75.0,64.0,9284.0,2812.0,27094.0,665.0,473.0,52.0,475.0,475.0,9.0,59.0,475.0,0.0,8.0,8.0,72.0,70.0,5.604,143.0,1.0,36.785397,-119.773193,73.106003,0,600,58,3,e00fce6856818e5885f65487,2023-12-16 08:00:01.295000+00:00,2023-12-16T08:00:01.480Z,2023-12-16T08:00:01.480Z
Zh7KMogsMg,MOOSPMv3Parser,1702713601,56.15,36.76,49.1,95.64,63.07,54.49,57.01,103.52,73.86,58.19,10179.99,2823.91,329346.03,643.23,381.85,57.27,385.74,386.19,9.3,58.3,386.31,0.59,7.9,7.6,70.3,71.2,4.626,175.4,3276.7,36.785362,-119.773109,69.681,0,600,58,1,e00fce6858b443fd80f27170,2023-12-16 08:00:01.627000+00:00,2023-12-16T08:00:01.876Z,2023-12-16T08:00:01.876Z
ehXHlgxPcF,MOOSPMv3Parser,1702713601,32.0,27.0,31.0,54.0,45.0,33.0,33.0,63.0,58.0,34.0,5109.0,1428.0,18031.0,324.0,244.0,36.0,245.0,246.0,6.0,58.0,246.0,0.0,4.0,4.0,77.0,72.0,11.461,125.0,1.0,36.634235,-120.382324,17.999001,0,600,58,3,e00fce6835b6173deb1a1f49,2023-12-16 08:00:01.780000+00:00,2023-12-16T08:00:01.960Z,2023-12-16T08:00:01.960Z
Hi9EexfYYy,MOOSPMv3Parser,1702713600,56.73,37.75,60.41,94.88,62.43,63.9,64.36,100.13,75.61,64.58,8431.3,2566.58,26285.66,586.6,472.12,51.54,474.52,474.69,9.1,63.3,474.76,0.47,7.5,7.6,72.3,70.5,1.365,156.2,1.0,36.785385,-119.773117,69.164001,0,600,58,1,e00fce682bbf742cd0b6768a,2023-12-16 08:00:02.027000+00:00,2023-12-16T08:00:02.239Z,2023-12-16T08:00:02.239Z
jMvAZSFbXC,MOOSPMv3Parser,1702713600,59.0,39.0,48.0,99.0,65.0,54.0,58.0,108.0,80.0,59.0,8802.0,2590.0,275511.0,607.0,371.0,60.0,375.0,376.0,9.0,58.0,376.0,1.0,8.0,8.0,72.0,72.0,5.442,136.0,3277.0,36.785427,-119.773155,75.660004,9,600,58,3,e00fce68e28dcbc9a589be10,2023-12-16 08:00:02.483000+00:00,2023-12-16T08:00:02.638Z,2023-12-16T08:00:02.638Z
QoJV5BWdMu,MOOSPMv3Parser,1702713600,55.0,39.0,57.0,92.0,62.0,60.0,60.0,99.0,79.0,60.0,8009.0,2296.0,25052.0,520.0,449.0,50.0,451.0,451.0,9.0,58.0,451.0,0.0,8.0,7.0,71.0,71.0,6.422,152.0,1.0,36.785446,-119.773109,63.543999,10,599,58,3,e00fce6808784ceaf209f949,2023-12-16 08:00:02.647000+00:00,2023-12-16T08:00:02.852Z,2023-12-16T08:00:02.852Z
tDLL4nsCGS,MOOSPMv3Parser,1702713600,55.0,36.0,58.0,92.0,60.0,61.0,62.0,101.0,73.0,62.0,9797.0,2770.0,704404.0,599.0,456.0,54.0,458.0,458.0,9.0,56.0,458.0,0.0,8.0,8.0,72.0,70.0,2.917,135.0,1.0,36.785408,-119.77314,72.140999,0,600,58,3,e00fce68e739ecbcf9e91965,2023-12-16 08:00:03.893000+00:00,2023-12-16T08:00:04.100Z,2023-12-16T08:00:04.100Z
EYghCbRCC4,MOOSPMv3Parser,1702713601,52.0,39.0,60.0,94.0,64.0,63.0,63.0,110.0,85.0,64.0,7064.0,2215.0,384241.0,540.0,469.0,66.0,471.0,471.0,1.0,0.0,471.0,0.0,8.0,8.0,71.0,70.0,8.283,139.0,1.0,36.785275,-119.773216,73.515999,6,600,58,3,e00fce6876826e255108c6bd,2023-12-16 08:00:04.088000+00:00,2023-12-16T08:00:04.276Z,2023-12-16T08:00:04.276Z
zat5HpiC3R,MOOSPMv3Parser,1702713601,56.0,37.0,60.0,94.0,62.0,64.0,65.0,106.0,77.0,65.0,9691.0,2623.0,375381.0,604.0,471.0,55.0,474.0,474.0,9.0,58.0,474.0,0.0,8.0,8.0,72.0,69.0,6.236,116.0,1.0,36.785297,-119.773033,71.470001,8,599,58,3,e00fce6850cac69f647dc199,2023-12-16 08:00:04.172000+00:00,2023-12-16T08:00:04.359Z,2023-12-16T08:00:04.359Z
VxoTLCbolD,MOOSPMv3Parser,1702714200,60.0,39.0,65.0,103.0,67.0,68.0,68.0,115.0,78.0,68.0,9863.0,2993.0,27534.0,714.0,505.0,56.0,507.0,508.0,9.0,59.0,508.0,0.0,7.0,8.0,74.0,72.0,4.84,150.0,1.0,36.785347,-119.773109,71.303001,11,600,58,3,e00fce6856818e5885f65487,2023-12-16 08:10:01.309000+00:00,2023-12-16T08:10:01.518Z,2023-12-16T08:10:01.518Z
