objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
AMMlpjPU0o,MOOSPMv3Parser,1785380400,2,2,2,3,3,2,3,3,3,3,578,155,9925,20,15,2,15,15,31,19,15,1,33,35,31,29,31.193,219,1,35.949608,-119.049965,106.643997,5,599,58,3,e00fce6808784ceaf209f949,2026-07-30 03:00:02.121000+00:00,2026-07-30T03:00:02.551Z,2026-07-30T03:00:02.551Z
TFPmbSl7Wg,MOOSPMv3Parser,1785380400,0,0,1,0,0,1,1,0,0,1,188,111,5481,14,10,1,10,10,32,23,10,0,34,36,24,24,32.073,24,2,36.139019,-120.368393,163.746994,8,600,58,3,e00fce68d6b773b56ce8baa0,2026-07-30 03:00:02.828000+00:00,2026-07-30T03:00:03.443Z,2026-07-30T03:00:03.443Z
VSsaCid0ED,MOOSPMv3Parser,1785380401,0,0,1,0,0,1,1,0,0,1,160,79,6628,10,7,1,7,7,32,24,7,1,34,36,23,23,48.748,41,1,36.139,-120.368423,169.968002,9,600,58,3,e00fce686dc2ef0a68fa40b0,2026-07-30 03:00:03.459000+00:00,2026-07-30T03:00:03.876Z,2026-07-30T03:00:03.876Z
hpW7S9OPMd,MOOSPMv3Parser,1785380400,3,3,3,4,4,3,3,4,4,3,740,198,13412,26,20,1,20,20,30,29,20,0,32,34,36,34,31.276,142,2,36.523453,-119.278847,81.730003,7,600,58,3,e00fce68f12da1a0c5de6248,2026-07-30 03:00:03.564000+00:00,2026-07-30T03:00:03.926Z,2026-07-30T03:00:03.926Z
BV2AtxDJKG,MOOSPMv3Parser,1785380401,2,2,2,3,3,2,2,3,3,2,449,124,12118,21,16,2,16,16,32,15,16,1,34,37,26,25,39.051,94,3277,2.7e-05,-0.004244,34922.347656,11,600,58,3,e00fce68e28dcbc9a589be10,2026-07-30 03:00:03.708000+00:00,2026-07-30T03:00:04.089Z,2026-07-30T03:00:04.089Z
qMkHM2660e,MOOSPMv3Parser,1785380400,3,3,2,4,4,3,3,4,4,3,922,175,16616,24,18,2,19,19,32,18,19,0,35,36,26,28,51.831,59,2,36.762791,-119.798798,53.576,8,600,58,3,e00fce68e88237db75a60608,2026-07-30 03:00:03.698000+00:00,2026-07-30T03:00:04.155Z,2026-07-30T03:00:04.155Z
07eSr789UR,MOOSPMv3Parser,1785380400,1,1,1,1,1,2,2,2,2,2,429,89,7083,11,11,1,11,11,31,12,11,0,37,35,19,24,512.793,22,1,36.139194,-120.368073,216.268005,6,600,58,3,e00fce6850cac69f647dc199,2026-07-30 03:00:04.143000+00:00,2026-07-30T03:00:04.347Z,2026-07-30T03:00:04.347Z
YEh50ejszD,MOOSPMv3Parser,1785380401,1,1,0,2,2,0,0,3,3,0,570,134,0,26,0,3,0,0,31,14,0,2,34,36,25,27,37.934,116,2,36.187531,-119.822075,21.568001,7,600,58,3,e00fce68e739ecbcf9e91965,2026-07-30 03:00:04.248000+00:00,2026-07-30T03:00:04.477Z,2026-07-30T03:00:04.477Z
UK4sBoDAsN,MOOSPMv3Parser,1785380401,1,1,2,2,2,2,2,2,2,2,610,143,9002,16,14,1,14,14,31,18,14,0,34,36,27,27,52.65,16,3277,36.503128,-120.325363,50.192001,7,539,58,3,e00fce6858b443fd80f27170,2026-07-30 03:00:05.289000+00:00,2026-07-30T03:00:05.555Z,2026-07-30T03:00:05.555Z
7QOxHfJNAt,MOOSPMv3Parser,1785380400,0,0,1,1,1,1,1,1,1,1,271,82,12013,12,10,1,10,10,0,0,10,0,34,36,23,24,31.511,99,3,36.139057,-120.368454,163.477997,6,600,58,3,e00fce6876826e255108c6bd,2026-07-30 03:00:05.810000+00:00,2026-07-30T03:00:05.983Z,2026-07-30T03:00:05.983Z
cdaVZJXY7c,MOOSPMv3Parser,1785380400,1,1,1,2,2,1,1,2,2,1,743,110,9329,14,8,1,8,8,32,13,8,0,34,36,23,24,42.816,32,1,36.138947,-120.368401,163.938004,0,600,58,3,e00fce68e77e43df92405fdb,2026-07-30 03:00:09.370000+00:00,2026-07-30T03:00:09.518Z,2026-07-30T03:00:09.518Z
esMtFgFG3v,MOOSPMv3Parser,1785381000,2,2,2,3,3,2,2,3,3,2,584,153,9921,21,14,2,14,14,30,19,14,0,32,34,33,30,33.078,136,1,35.949646,-119.049942,117.700996,6,600,58,3,e00fce6808784ceaf209f949,2026-07-30 03:10:02.113000+00:00,2026-07-30T03:10:02.293Z,2026-07-30T03:10:02.293Z
EduXD7dXAz,MOOSPMv3Parser,1785381000,0,0,1,0,0,1,1,0,0,1,189,108,5490,13,11,1,11,11,32,24,11,0,34,35,24,25,31.985,19,2,36.138943,-120.368431,143.975998,7,600,58,3,e00fce68d6b773b56ce8baa0,2026-07-30 03:10:03.293000+00:00,2026-07-30T03:10:03.519Z,2026-07-30T03:10:03.519Z
JuJ6RnTYAW,MOOSPMv3Parser,1785381000,3,3,2,4,4,3,3,4,4,3,895,171,16632,24,19,2,19,19,31,20,19,0,35,35,27,29,48.782,78,2,36.762619,-119.798889,39.733002,9,600,58,3,e00fce68e88237db75a60608,2026-07-30 03:10:03.562000+00:00,2026-07-30T03:10:03.718Z,2026-07-30T03:10:03.718Z
eHTP0C9NBY,MOOSPMv3Parser,1785381000,1,1,1,2,2,1,1,2,2,1,754,113,9337,15,9,1,9,9,31,13,9,0,34,36,23,24,42.847,26,1,36.139095,-120.368347,160.468002,9,600,58,3,e00fce68e77e43df92405fdb,2026-07-30 03:10:03.568000+00:00,2026-07-30T03:10:03.765Z,2026-07-30T03:10:03.765Z
