objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
Hzve9FHtuU,MOOSPMv3Parser,1733367600,124.0,82.0,157.0,210.0,139.0,165.0,166.0,243.0,161.0,167.0,20132.0,6139.0,33172.0,1487.0,1224.0,133.0,1230.0,1230.0,14.0,78.0,1230.0,0.0,14.0,14.0,73.0,78.0,508.329,250.0,1.0,36.785446,-119.773056,83.241997,7,600,58,3,e00fce6856818e5885f65487,2024-12-05 03:00:01.954000+00:00,2024-12-05T03:00:02.355Z,2024-12-05T03:00:02.355Z
pShwljUG46,MOOSPMv3Parser,1733367601,60.07,39.38,6553.5,114.77,75.69,6553.5,6553.5,122.77,82.75,6553.5,9317.62,2871.68,2233070.25,789.1,6553.5,88.43,6553.5,6553.5,10.3,78.3,6553.5,65.54,0.0,327.7,0.0,655.3,10.015,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2024-12-05 03:00:02.177000+00:00,2024-12-05T03:00:02.464Z,2024-12-05T03:00:02.464Z
0MAED87heY,MOOSPMv3Parser,1733367600,63.0,41.0,61.0,115.0,76.0,71.0,76.0,130.0,87.0,79.0,9828.0,2930.0,52777.0,806.0,470.0,92.0,478.0,479.0,11.0,75.0,479.0,1.0,9.0,10.0,84.0,81.0,15.823,229.0,3277.0,36.138985,-120.368309,192.007996,6,600,58,3,e00fce68e28dcbc9a589be10,2024-12-05 03:00:02.876000+00:00,2024-12-05T03:00:03.345Z,2024-12-05T03:00:03.345Z
9PgyLnQaCN,MOOSPMv3Parser,1733367601,57.71,37.76,62.33,104.01,68.6,65.37,65.37,118.81,79.81,65.37,10336.26,2922.28,96182.92,749.37,487.74,82.11,489.66,489.72,11.3,78.2,489.76,0.4,9.0,10.5,86.7,79.7,0.186,223.1,1.0,36.138958,-120.368492,169.136993,5,600,58,1,e00fce68e77e43df92405fdb,2024-12-05 03:00:03.521000+00:00,2024-12-05T03:00:03.902Z,2024-12-05T03:00:03.902Z
UupX5sGUW0,MOOSPMv3Parser,1733367600,55.0,36.0,75.0,99.0,66.0,79.0,80.0,113.0,77.0,80.0,9801.0,2813.0,67032.0,706.0,587.0,75.0,590.0,590.0,11.0,68.0,590.0,0.0,9.0,10.0,85.0,79.0,517.972,258.0,1.0,36.138981,-120.368385,168.701996,6,600,58,3,e00fce68e739ecbcf9e91965,2024-12-05 03:00:03.872000+00:00,2024-12-05T03:00:04.059Z,2024-12-05T03:00:04.059Z
6K3sogaBHi,MOOSPMv3Parser,1733367601,85.0,56.0,110.0,160.0,106.0,115.0,115.0,181.0,120.0,115.0,12353.0,3877.0,1062456.0,1025.0,857.0,111.0,861.0,861.0,2.0,1.0,861.0,0.0,12.0,12.0,81.0,83.0,4.911,203.0,12.0,36.433647,-119.923393,36.403999,0,600,58,3,e00fce6876826e255108c6bd,2024-12-05 03:00:04.599000+00:00,2024-12-05T03:00:04.847Z,2024-12-05T03:00:04.847Z
UZXvQGGUiv,MOOSPMv3Parser,1733368200,102.0,67.0,129.0,175.0,116.0,136.0,137.0,199.0,132.0,137.0,16660.0,5070.0,34050.0,1231.0,1009.0,108.0,1014.0,1014.0,14.0,78.0,1014.0,0.0,14.0,13.0,73.0,78.0,508.32,236.0,1.0,36.785381,-119.773094,68.828003,5,600,58,3,e00fce6856818e5885f65487,2024-12-05 03:10:01.847000+00:00,2024-12-05T03:10:02.047Z,2024-12-05T03:10:02.047Z
lRCj2PO1Mp,MOOSPMv3Parser,1733368201,58.06,38.1,6553.5,111.51,73.52,6553.5,6553.5,119.48,81.72,6553.5,8963.83,2767.66,2239598.25,780.85,6553.5,83.16,6553.5,6553.5,10.1,78.9,6553.5,65.54,0.0,327.7,0.0,655.3,8.74,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2024-12-05 03:10:02.371000+00:00,2024-12-05T03:10:02.604Z,2024-12-05T03:10:02.604Z
Vrz6AE6CDg,MOOSPMv3Parser,1733368201,55.98,36.68,61.5,102.03,67.2,64.5,64.5,119.13,79.94,64.5,9992.23,2827.96,96601.98,743.08,481.23,86.09,483.12,483.18,11.2,78.6,483.22,0.4,8.7,10.2,87.6,80.5,0.206,227.3,1.0,36.138958,-120.368492,169.139999,0,600,58,1,e00fce68e77e43df92405fdb,2024-12-05 03:10:03.375000+00:00,2024-12-05T03:10:03.575Z,2024-12-05T03:10:03.575Z
CIDqq0FNjW,MOOSPMv3Parser,1733368200,53.0,35.0,74.0,98.0,64.0,79.0,79.0,111.0,77.0,80.0,9483.0,2720.0,67536.0,700.0,581.0,79.0,584.0,584.0,11.0,69.0,584.0,0.0,9.0,10.0,87.0,80.0,517.91,263.0,1.0,36.138988,-120.368408,164.380997,6,600,58,3,e00fce68e739ecbcf9e91965,2024-12-05 03:10:03.905000+00:00,2024-12-05T03:10:04.199Z,2024-12-05T03:10:04.199Z
o53PpISNYx,MOOSPMv3Parser,1733368200,61.0,40.0,59.0,113.0,74.0,69.0,76.0,127.0,85.0,78.0,9469.0,2820.0,53162.0,795.0,457.0,90.0,465.0,466.0,11.0,76.0,467.0,1.0,9.0,10.0,85.0,82.0,14.051,236.0,3277.0,36.13905,-120.368317,171.328003,6,600,58,3,e00fce68e28dcbc9a589be10,2024-12-05 03:10:04.674000+00:00,2024-12-05T03:10:04.881Z,2024-12-05T03:10:04.881Z
