objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
pnD8fi8a9J,MOOSPMv3Parser,1689316801,2.33,2.33,2.45,3.47,3.47,2.56,2.56,3.71,3.71,2.56,561.55,163.45,146180.31,21.82,19.14,1.13,19.22,19.22,25.6,39.2,19.22,0.4,28.5,28.2,39.4,40.3,25.533,55.0,3.0,36.785469,-119.773155,56.432999,6,58,600,1,e00fce6856818e5885f65487,2023-07-14 06:39:58.027000+00:00,2023-07-14T06:39:58.227Z,2023-07-14T06:39:58.227Z
vLXk2X25IK,MOOSPMv3Parser,1689316800,2.78,2.78,1.93,4.09,4.09,2.03,2.03,4.38,4.38,2.03,683.51,183.09,70437.92,28.91,15.13,1.51,15.18,15.19,23.1,38.7,15.19,0.43,25.7,26.2,39.3,37.8,22.249,197.2,1.0,36.634392,-120.382271,17.201,0,58,600,1,e00fce6835b6173deb1a1f49,2023-07-14 06:40:02.059000+00:00,2023-07-14T06:40:02.323Z,2023-07-14T06:40:02.323Z
kRD4oRNCTN,MOOSPMv3Parser,1689316800,1.56,1.56,1.91,2.63,2.63,2.0,2.0,2.82,2.82,2.0,468.89,129.12,5953.3,20.0,14.95,1.58,15.0,15.0,23.3,37.1,15.0,0.41,26.1,25.6,41.1,42.0,31.097,106.1,3.5,36.139015,-120.368324,176.604004,6,58,600,1,e00fce6808784ceaf209f949,2023-07-14 06:40:02.420000+00:00,2023-07-14T06:40:02.634Z,2023-07-14T06:40:02.634Z
0X6DqlLRbI,MOOSPMv3Parser,1689316801,1.44,1.44,2.37,2.66,2.66,2.7,2.89,2.94,2.94,2.98,486.89,129.42,7166.64,22.63,18.33,1.76,18.62,18.67,24.4,36.3,18.68,0.51,27.0,27.1,37.5,37.4,40.239,72.3,3.1,36.010536,-120.140335,220.927002,12,58,599,1,e00fce6850cac69f647dc199,2023-07-14 06:40:02.482000+00:00,2023-07-14T06:40:02.677Z,2023-07-14T06:40:02.677Z
8puWa6uksY,MOOSPMv3Parser,1689316800,0.0,0.0,0.25,0.0,0.0,0.26,0.26,0.0,0.0,0.26,46.0,9.67,6.72,2.0,1.89,0.0,1.9,1.9,-9.9,-9.9,1.9,0.4,0.0,25.6,0.0,45.6,0.004,101.7,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:40:02.516000+00:00,2023-07-14T06:40:02.703Z,2023-07-14T06:40:02.703Z
FEWcPTR789,MOOSPMv3Parser,1689316801,1.7,1.7,2.37,2.99,2.99,2.49,2.49,3.3,3.3,2.49,506.37,138.21,29721.63,26.05,18.53,1.72,18.6,18.61,22.4,39.2,18.61,0.44,24.4,24.4,46.4,47.1,12.817,239.5,2.0,36.529232,-119.293411,77.791,0,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 06:40:02.587000+00:00,2023-07-14T06:40:02.789Z,2023-07-14T06:40:02.789Z
80ptWR2FxM,MOOSPMv3Parser,1689316800,1.58,1.58,2.17,2.45,2.45,2.37,2.46,2.71,2.71,2.5,460.03,129.47,32381.82,18.35,16.88,1.13,17.04,17.07,23.7,37.7,17.07,0.5,25.5,26.5,41.4,37.2,23.102,68.4,6.0,36.130028,-120.333847,168.449005,6,58,600,1,e00fce68f12da1a0c5de6248,2023-07-14 06:40:03.040000+00:00,2023-07-14T06:40:03.231Z,2023-07-14T06:40:03.231Z
pqSsX4jFNo,MOOSPMv3Parser,1689316800,-9.0,-9.0,1.88,-9.0,-9.0,1.99,2.0,-9.0,-9.0,2.0,-9.0,-9.0,105.15,-9.0,14.71,-9.0,14.77,14.77,0.0,0.0,14.77,0.52,25.9,25.3,41.3,43.5,33.173,48.8,3276.7,36.138931,-120.368362,171.884003,6,58,600,1,e00fce68e28dcbc9a589be10,2023-07-14 06:40:03.207000+00:00,2023-07-14T06:40:03.431Z,2023-07-14T06:40:03.431Z
Tcl7OZ4sJV,MOOSPMv3Parser,1689316801,3.0,3.0,1.7,5.0,5.0,1.7,1.7,5.0,5.0,1.7,747.0,194.0,42262764.0,27.0,13.0,3.0,13.0,13.0,23.1,38.7,13.0,0.42,25.7,26.2,39.3,37.8,20.011,217.0,1.0,36.634392,-120.382271,17.201,0,58,1,1,e00fce6835b6173deb1a1f49,2023-07-14 06:40:03.345000+00:00,2023-07-14T06:40:03.552Z,2023-07-14T06:40:03.552Z
dhVFvRyOeF,MOOSPMv3Parser,1689316801,1.97,1.97,2.11,2.97,2.97,2.34,2.44,3.37,3.37,2.49,559.6,153.72,74528.12,21.81,16.4,1.91,16.58,16.62,24.7,26.8,16.62,0.49,27.0,27.3,31.5,31.1,0.008,122.3,3.0,35.613285,-119.689545,74.065002,8,58,600,1,e00fce68e88237db75a60608,2023-07-14 06:40:04.321000+00:00,2023-07-14T06:40:04.522Z,2023-07-14T06:40:04.522Z
K72PSgF4WI,MOOSPMv3Parser,1689316801,3.08,3.08,3.83,5.24,5.24,4.02,4.02,5.97,5.97,4.02,702.37,220.06,82501.88,40.71,30.02,3.02,30.14,30.14,0.2,0.2,30.15,0.44,23.7,23.7,57.8,56.8,2.295,274.0,2.0,36.433914,-119.92276,37.249001,7,58,600,1,e00fce6876826e255108c6bd,2023-07-14 06:40:04.962000+00:00,2023-07-14T06:40:05.120Z,2023-07-14T06:40:05.120Z
5wPpzAhGRE,MOOSPMv3Parser,1689316920,0.0,0.0,0.18,0.0,0.0,0.2,0.2,0.0,0.0,0.2,37.5,10.44,1.19,1.89,1.36,0.28,1.36,1.36,23.1,42.4,1.36,0.39,0.0,25.6,0.0,45.7,0.0,99.7,1.0,47.047695,-122.882126,42.245998,0,58,77,2,e00fce68afb0ec9f5087904a,2023-07-14 06:42:02.383000+00:00,2023-07-14T06:42:02.590Z,2023-07-14T06:42:02.590Z
DINuZ5C1B3,MOOSPMv3Parser,1689316980,0.0,0.0,0.24,0.0,0.0,0.25,0.25,0.0,0.0,0.25,26.0,6.67,3.14,1.44,1.85,0.22,1.85,1.85,-9.9,-9.9,1.86,0.4,0.0,25.6,0.0,45.9,0.002,101.1,1.0,47.047741,-122.882263,44.362,7,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:43:02.376000+00:00,2023-07-14T06:43:02.562Z,2023-07-14T06:43:02.562Z
CHnCAQxGXq,MOOSPMv3Parser,1689317040,0.0,0.0,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.15,21.0,7.0,4.12,0.0,1.12,0.0,1.13,1.13,-9.9,-9.9,1.13,0.4,0.0,25.6,0.0,45.8,0.0,101.0,1.0,47.047741,-122.882263,44.362,7,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:44:02.395000+00:00,2023-07-14T06:44:02.616Z,2023-07-14T06:44:02.616Z
Pu2zmtkgJD,MOOSPMv3Parser,1689317281,0.0,0.0,0.3,0.0,0.0,0.31,0.31,0.0,0.0,0.31,44.25,10.75,4.42,3.75,2.31,1.25,2.31,2.31,-9.9,-9.9,2.31,0.4,0.0,25.6,0.0,46.0,0.0,101.0,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:48:02.755000+00:00,2023-07-14T06:48:02.952Z,2023-07-14T06:48:02.952Z
IDCJMPwAoC,MOOSPMv3Parser,1689317341,-9.0,-9.0,0.18,-9.0,-9.0,0.18,0.18,-9.0,-9.0,0.18,-9.0,-9.0,5.6,-9.0,1.36,-9.0,1.37,1.37,-9.9,-9.9,1.37,0.4,0.0,25.6,0.0,46.1,0.0,101.0,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:49:02.753000+00:00,2023-07-14T06:49:02.924Z,2023-07-14T06:49:02.924Z
LfPP4ymmhb,MOOSPMv3Parser,1689317400,2.42,2.42,2.51,3.68,3.68,2.63,2.63,3.97,3.97,2.63,570.08,168.98,146196.69,24.37,19.64,1.13,19.72,19.72,25.4,39.3,19.72,0.4,28.3,28.0,39.6,40.4,24.247,71.5,3.0,36.785374,-119.773209,64.883003,9,58,600,1,e00fce6856818e5885f65487,2023-07-14 06:50:01.602000+00:00,2023-07-14T06:50:01.808Z,2023-07-14T06:50:01.808Z
ryycZACnWI,MOOSPMv3Parser,1689317400,2.13,2.13,2.78,3.88,3.88,2.92,2.92,4.45,4.45,2.93,595.41,160.17,29790.1,30.83,21.75,2.81,21.84,21.84,22.2,40.9,21.85,0.44,24.3,24.2,48.1,49.3,9.5,299.7,1.8,36.529327,-119.293335,98.800003,9,58,599,1,e00fce68e739ecbcf9e91965,2023-07-14 06:50:02.350000+00:00,2023-07-14T06:50:02.574Z,2023-07-14T06:50:02.574Z
QtfdLYpWoY,MOOSPMv3Parser,1689317400,1.05,1.05,1.94,2.17,2.17,2.03,2.03,2.3,2.3,2.03,437.42,119.33,5966.5,19.77,15.16,1.5,15.22,15.22,23.0,37.3,15.22,0.43,25.7,25.4,40.3,41.3,29.091,123.6,3.0,36.139202,-120.368286,198.475006,7,58,600,1,e00fce6808784ceaf209f949,2023-07-14 06:50:02.383000+00:00,2023-07-14T06:50:02.589Z,2023-07-14T06:50:02.589Z
HJu7jBymZA,MOOSPMv3Parser,1689317401,1.75,1.75,2.23,2.96,2.96,2.37,2.4,3.21,3.21,2.41,512.36,132.3,7169.78,22.74,17.39,1.86,17.49,17.5,24.2,35.6,17.5,0.45,26.3,26.8,37.2,36.3,37.194,61.8,3.8,36.010605,-120.140442,215.449997,9,58,600,1,e00fce6850cac69f647dc199,2023-07-14 06:50:02.562000+00:00,2023-07-14T06:50:02.776Z,2023-07-14T06:50:02.776Z
qZTzPLBLj3,MOOSPMv3Parser,1689317401,-9.0,-9.0,0.17,-9.0,-9.0,0.18,0.18,-9.0,-9.0,0.18,-9.0,-9.0,6.72,-9.0,1.29,-9.0,1.29,1.29,-9.9,-9.9,1.29,0.4,0.0,25.6,0.0,46.1,0.0,101.0,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:50:02.747000+00:00,2023-07-14T06:50:03.075Z,2023-07-14T06:50:03.075Z
EumLIuK2TY,MOOSPMv3Parser,1689317400,1.47,1.47,2.31,2.32,2.32,2.52,2.6,2.65,2.65,2.64,494.49,138.24,32451.46,18.08,17.97,1.17,18.14,18.16,23.5,38.9,18.17,0.49,25.0,26.2,43.4,38.7,20.132,122.7,6.0,36.130123,-120.3339,161.330994,8,58,599,1,e00fce68f12da1a0c5de6248,2023-07-14 06:50:03.148000+00:00,2023-07-14T06:50:03.335Z,2023-07-14T06:50:03.335Z
rHP22dmU80,MOOSPMv3Parser,1689317400,-9.0,-9.0,1.84,-9.0,-9.0,1.96,1.99,-9.0,-9.0,2.0,-9.0,-9.0,117.53,-9.0,14.39,-9.0,14.46,14.46,0.0,0.0,14.47,0.53,25.6,25.0,40.6,42.8,31.469,71.1,3276.7,36.138966,-120.368393,185.348999,5,58,600,1,e00fce68e28dcbc9a589be10,2023-07-14 06:50:03.271000+00:00,2023-07-14T06:50:03.465Z,2023-07-14T06:50:03.465Z
F4ILelv88r,MOOSPMv3Parser,1689317401,2.33,2.33,1.8,3.62,3.62,1.89,1.89,4.04,4.04,1.89,643.64,170.14,70450.12,25.96,14.1,1.82,14.15,14.15,22.8,39.1,14.16,0.42,25.1,26.0,40.6,38.2,20.991,216.8,1.0,36.634254,-120.382385,40.162998,6,58,600,1,e00fce6835b6173deb1a1f49,2023-07-14 06:50:03.372000+00:00,2023-07-14T06:50:03.581Z,2023-07-14T06:50:03.581Z
hxQCYr1fMU,MOOSPMv3Parser,1689317401,1.82,1.82,1.92,2.9,2.9,2.08,2.14,3.17,3.17,2.16,492.31,136.14,74540.91,20.82,14.99,1.89,15.11,15.13,24.5,27.1,15.13,0.47,26.9,27.2,31.4,31.5,0.006,116.0,3.0,35.613285,-119.689545,74.069,0,58,600,1,e00fce68e88237db75a60608,2023-07-14 06:50:04.338000+00:00,2023-07-14T06:50:04.551Z,2023-07-14T06:50:04.551Z
xEnaNb03M9,MOOSPMv3Parser,1689317401,2.83,2.83,3.77,4.95,4.95,3.98,4.01,6.11,6.11,4.02,653.78,202.29,82527.34,41.76,29.46,3.58,29.61,29.62,0.0,0.0,29.62,0.45,23.6,23.4,57.1,56.7,7.178,260.2,2.0,36.433899,-119.92276,40.034,7,58,600,1,e00fce6876826e255108c6bd,2023-07-14 06:50:04.964000+00:00,2023-07-14T06:50:05.181Z,2023-07-14T06:50:05.181Z
LPAOfVyiCE,MOOSPMv3Parser,1689317461,-9.0,-9.0,0.23,-9.0,-9.0,0.23,0.23,-9.0,-9.0,0.23,-9.0,-9.0,8.31,-9.0,1.83,-9.0,1.84,1.84,-9.9,-9.9,1.84,0.4,0.0,25.6,0.0,46.2,0.0,101.0,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:51:02.707000+00:00,2023-07-14T06:51:02.901Z,2023-07-14T06:51:02.901Z
ZXEVFXn9ON,MOOSPMv3Parser,1689317521,0.0,0.0,0.27,0.0,0.0,0.28,0.28,0.0,0.0,0.28,80.0,17.0,10.03,4.0,1.97,0.0,1.98,1.98,-9.9,-9.9,1.98,0.4,0.0,25.6,0.0,46.2,0.0,101.0,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:52:02.713000+00:00,2023-07-14T06:52:02.918Z,2023-07-14T06:52:02.918Z
5gdu6JQNzk,MOOSPMv3Parser,1689317641,0.0,0.0,0.29,0.0,0.0,0.3,0.3,0.0,0.0,0.3,54.46,14.02,1.95,2.34,2.24,0.09,2.25,2.25,22.9,42.9,2.25,0.39,0.0,25.6,0.0,46.3,0.0,99.5,1.0,47.047783,-122.881874,76.818001,7,58,68,2,e00fce68afb0ec9f5087904a,2023-07-14 06:54:03.590000+00:00,2023-07-14T06:54:03.772Z,2023-07-14T06:54:03.772Z
Ed7uczhySd,MOOSPMv3Parser,1689317701,0.0,0.0,0.31,0.0,0.0,0.33,0.33,0.0,0.0,0.33,65.75,17.22,4.3,2.02,2.39,0.37,2.39,2.39,22.9,42.9,2.4,0.4,0.0,25.6,0.0,46.7,0.0,101.0,1.0,47.047783,-122.881874,76.818001,7,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:55:03.632000+00:00,2023-07-14T06:55:03.835Z,2023-07-14T06:55:03.835Z
JEyygCFX2Y,MOOSPMv3Parser,1689317761,0.0,0.0,0.2,0.0,0.0,0.21,0.21,0.0,0.0,0.21,60.55,13.82,5.7,3.57,1.6,0.0,1.61,1.61,23.0,43.0,1.61,0.4,0.0,25.6,0.0,46.5,0.0,101.9,1.0,47.047783,-122.881874,76.818001,7,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:56:03.637000+00:00,2023-07-14T06:56:03.826Z,2023-07-14T06:56:03.826Z
MaKhcI8Lvh,MOOSPMv3Parser,1689317881,0.0,0.0,0.24,0.0,0.0,0.27,0.27,0.0,0.0,0.27,41.44,7.62,6.74,3.94,1.95,0.0,1.96,1.96,-9.9,-9.9,1.96,0.4,0.0,25.6,0.0,46.7,0.0,101.2,1.0,47.047783,-122.881874,76.818001,7,58,68,2,e00fce68afb0ec9f5087904a,2023-07-14 06:58:03.601000+00:00,2023-07-14T06:58:03.803Z,2023-07-14T06:58:03.803Z
bdxCxddOIY,MOOSPMv3Parser,1689318000,2.28,2.28,2.29,3.29,3.29,2.4,2.4,3.74,3.74,2.4,543.01,159.42,146212.72,23.69,17.91,1.0,17.98,17.98,25.2,38.7,17.98,0.38,28.2,27.8,38.6,39.7,22.11,96.8,3.0,36.785347,-119.773064,52.394001,7,58,600,1,e00fce6856818e5885f65487,2023-07-14 06:59:57.757000+00:00,2023-07-14T06:59:57.955Z,2023-07-14T06:59:57.955Z
