objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
3dDCumm87x,MOOSPMv3Parser,1725512401,6.0,6.0,7.0,9.0,9.0,8.0,8.0,10.0,10.0,9.0,1303.0,383.0,61812.0,64.0,52.0,4.0,53.0,53.0,28.0,28.0,53.0,1.0,32.0,32.0,36.0,37.0,510.375,193.0,1.0,36.785419,-119.773079,75.581001,8,600,58,3,e00fce6856818e5885f65487,2024-09-05 05:00:01.554000+00:00,2024-09-05T05:00:01.817Z,2024-09-05T05:00:01.817Z
UHt29kqcm6,MOOSPMv3Parser,1725512400,32.71,26.85,6553.5,43.18,37.48,6553.5,6553.5,43.74,43.26,6553.5,5399.52,1604.98,11867483.0,229.8,6553.5,7.73,6553.5,6553.5,24.3,26.1,6553.5,65.54,0.0,327.7,0.0,655.3,12.609,6553.5,6553.5,0.0,0.0,0.0,0,589,58,1,e00fce682bbf742cd0b6768a,2024-09-05 05:00:02.202000+00:00,2024-09-05T05:00:02.467Z,2024-09-05T05:00:02.467Z
aqJVFfJvyc,MOOSPMv3Parser,1725512400,35.0,28.0,18.0,47.0,40.0,19.0,19.0,49.0,47.0,19.0,6252.0,1718.0,88364.0,266.0,142.0,11.0,142.0,142.0,25.0,17.0,142.0,0.0,28.0,27.0,24.0,27.0,16.306,154.0,1.0,36.138889,-120.368393,176.528,9,600,58,3,e00fce68e88237db75a60608,2024-09-05 05:00:02.783000+00:00,2024-09-05T05:00:03.021Z,2024-09-05T05:00:03.021Z
OJSVsEZmkV,MOOSPMv3Parser,1725512401,35.0,28.0,16.0,47.0,39.0,17.0,17.0,48.0,46.0,17.0,6103.0,1739.0,78366.0,255.0,129.0,12.0,129.0,129.0,25.0,18.0,129.0,0.0,27.0,27.0,25.0,27.0,21.94,196.0,3277.0,36.138962,-120.368347,181.216995,8,600,58,3,e00fce68e28dcbc9a589be10,2024-09-05 05:00:02.799000+00:00,2024-09-05T05:00:03.088Z,2024-09-05T05:00:03.088Z
w6tYVfpzmz,MOOSPMv3Parser,1725512400,37.94,29.14,13.03,49.13,40.67,13.66,13.66,50.96,48.43,13.66,7123.49,1883.43,71200.93,241.16,101.93,11.7,102.33,102.34,25.1,17.8,102.35,0.36,26.9,27.7,25.5,28.0,0.011,184.6,1.0,36.138996,-120.368378,168.539001,10,600,58,1,e00fce68e77e43df92405fdb,2024-09-05 05:00:03.040000+00:00,2024-09-05T05:00:03.385Z,2024-09-05T05:00:03.385Z
w9sXbjtfwB,MOOSPMv3Parser,1725512401,37.0,29.0,17.0,48.0,40.0,18.0,18.0,49.0,47.0,18.0,6442.0,1830.0,84669.0,248.0,133.0,10.0,134.0,134.0,25.0,19.0,134.0,0.0,27.0,28.0,26.0,27.0,13.44,141.0,1.0,36.138935,-120.36837,173.548996,10,600,58,3,e00fce68f12da1a0c5de6248,2024-09-05 05:00:03.454000+00:00,2024-09-05T05:00:03.686Z,2024-09-05T05:00:03.686Z
7s6SkgilX3,MOOSPMv3Parser,1725512401,9.0,9.0,9.0,16.0,16.0,11.0,11.0,19.0,19.0,12.0,1696.0,524.0,43638.0,104.0,70.0,16.0,72.0,72.0,0.0,0.0,72.0,1.0,28.0,29.0,45.0,44.0,0.014,250.0,1.0,36.433632,-119.923424,25.094999,0,600,58,3,e00fce6876826e255108c6bd,2024-09-05 05:00:04.087000+00:00,2024-09-05T05:00:04.372Z,2024-09-05T05:00:04.372Z
niG6CIQi8y,MOOSPMv3Parser,1725512401,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,263.0,67.0,83178.0,11.0,7.0,1.0,7.0,7.0,26.0,13.0,7.0,0.0,28.0,29.0,22.0,23.0,511.212,42.0,1.0,36.010506,-120.140343,220.916,0,599,58,3,e00fce6850cac69f647dc199,2024-09-05 05:00:05.515000+00:00,2024-09-05T05:00:05.722Z,2024-09-05T05:00:05.722Z
BDvp4dTjb8,MOOSPMv3Parser,1725513001,7.0,7.0,7.0,10.0,10.0,8.0,9.0,11.0,11.0,9.0,1355.0,397.0,61859.0,63.0,55.0,4.0,56.0,56.0,28.0,28.0,56.0,1.0,31.0,32.0,37.0,38.0,510.266,196.0,1.0,36.785412,-119.773094,83.357002,6,600,58,3,e00fce6856818e5885f65487,2024-09-05 05:10:01.698000+00:00,2024-09-05T05:10:01.903Z,2024-09-05T05:10:01.903Z
2R6qxF5P4X,MOOSPMv3Parser,1725513000,51.01,34.2,6553.5,67.47,48.42,6553.5,6553.5,68.6,58.67,6553.5,8251.32,2456.58,11854024.0,354.16,6553.5,14.14,6553.5,6553.5,24.4,24.7,6553.5,65.54,0.0,327.7,0.0,655.3,11.004,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2024-09-05 05:10:02.103000+00:00,2024-09-05T05:10:02.286Z,2024-09-05T05:10:02.286Z
