objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
Vzs5ilDPvU,MOOSPMv3Parser,1728597601,6.0,6.0,4.0,8.0,8.0,5.0,5.0,8.0,8.0,5.0,1257.0,366.0,271425.0,52.0,34.0,1.0,34.0,34.0,31.0,19.0,34.0,0.0,31.0,35.0,31.0,27.0,510.852,13.0,2.0,36.785465,-119.773216,59.716999,7,600,58,3,e00fce6856818e5885f65487,2024-10-10 22:00:00.811000+00:00,2024-10-10T22:00:01.011Z,2024-10-10T22:00:01.011Z
JmBamkT0Cr,MOOSPMv3Parser,1728597601,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,236.0,57.0,2585.0,8.0,7.0,1.0,7.0,7.0,32.0,16.0,7.0,1.0,33.0,37.0,24.0,23.0,32.7,66.0,2.0,36.138973,-120.368454,178.085007,7,600,58,3,e00fce68e88237db75a60608,2024-10-10 22:00:01.940000+00:00,2024-10-10T22:00:02.148Z,2024-10-10T22:00:02.148Z
rEF9KwVFfj,MOOSPMv3Parser,1728597601,0.55,0.55,0.69,0.84,0.84,0.91,1.07,0.98,0.98,1.14,1003.36,86.87,134.77,7.15,5.22,0.64,5.42,5.47,31.7,16.7,5.47,0.62,33.0,36.0,24.8,24.1,0.0,72.5,1.0,36.138973,-120.368423,205.863007,6,600,58,1,e00fce68e77e43df92405fdb,2024-10-10 22:00:02.867000+00:00,2024-10-10T22:00:03.049Z,2024-10-10T22:00:03.049Z
WAp2itv2Yu,MOOSPMv3Parser,1728597601,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,226.0,63.0,2115.0,10.0,6.0,0.0,7.0,7.0,32.0,17.0,7.0,1.0,34.0,37.0,25.0,22.0,30.324,71.0,2.0,36.139027,-120.368462,173.130997,7,600,58,3,e00fce68f12da1a0c5de6248,2024-10-10 22:00:02.808000+00:00,2024-10-10T22:00:03.061Z,2024-10-10T22:00:03.061Z
cWUM0mLnNj,MOOSPMv3Parser,1728597601,0.07,0.07,6553.5,0.29,0.29,6553.5,6553.5,0.36,0.36,6553.5,175.38,50.78,157408.64,6.3,6553.5,0.38,6553.5,6553.5,31.9,22.1,6553.5,65.54,0.0,327.7,0.0,655.3,33.894,6553.5,6553.5,0.0,0.0,0.0,0,590,58,1,e00fce682bbf742cd0b6768a,2024-10-10 22:00:02.916000+00:00,2024-10-10T22:00:03.185Z,2024-10-10T22:00:03.185Z
BxrE92j1Cv,MOOSPMv3Parser,1728597601,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,239.0,58.0,237.0,10.0,6.0,1.0,7.0,7.0,32.0,15.0,7.0,1.0,32.0,36.0,25.0,24.0,513.755,83.0,1.0,36.139027,-120.368416,183.378006,6,600,58,3,e00fce68e739ecbcf9e91965,2024-10-10 22:00:03.047000+00:00,2024-10-10T22:00:03.256Z,2024-10-10T22:00:03.256Z
4TtSFD5mvt,MOOSPMv3Parser,1728597600,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,334.0,77.0,197384.0,12.0,8.0,1.0,8.0,8.0,32.0,14.0,8.0,1.0,32.0,36.0,25.0,24.0,510.804,53.0,1.0,36.010536,-120.140419,207.255997,7,600,58,3,e00fce6850cac69f647dc199,2024-10-10 22:00:04.105000+00:00,2024-10-10T22:00:04.280Z,2024-10-10T22:00:04.280Z
C05NXHNjTq,MOOSPMv3Parser,1728597601,1.0,1.0,2.0,2.0,2.0,6.0,8.0,4.0,4.0,9.0,337.0,103.0,249129.0,25.0,15.0,6.0,18.0,19.0,0.0,0.0,19.0,1.0,30.0,32.0,32.0,30.0,0.0,11.0,6.0,36.433701,-119.923454,29.497,5,600,58,3,e00fce6876826e255108c6bd,2024-10-10 22:00:04.206000+00:00,2024-10-10T22:00:04.384Z,2024-10-10T22:00:04.384Z
IlQJvsra2P,MOOSPMv3Parser,1728598201,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,213.0,48.0,2591.0,7.0,6.0,1.0,6.0,6.0,32.0,16.0,6.0,1.0,33.0,37.0,24.0,23.0,31.959,67.0,2.0,36.139008,-120.368393,189.285995,7,600,58,3,e00fce68e88237db75a60608,2024-10-10 22:10:02.092000+00:00,2024-10-10T22:10:02.287Z,2024-10-10T22:10:02.287Z
VujBQAxM2d,MOOSPMv3Parser,1728598201,6.0,6.0,4.0,8.0,8.0,5.0,5.0,8.0,8.0,5.0,1259.0,363.0,270555.0,52.0,34.0,2.0,34.0,34.0,30.0,20.0,34.0,0.0,31.0,35.0,32.0,28.0,510.834,15.0,2.0,36.785507,-119.773232,64.908997,6,602,58,3,e00fce6856818e5885f65487,2024-10-10 22:10:02.663000+00:00,2024-10-10T22:10:02.818Z,2024-10-10T22:10:02.818Z
