"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","X5qHTPCYXc","MOOSPMv3Parser",1758585600,0,0,2,1,1,2,2,1,1,2,268,173,783,24,15,2,15,15,35,21,15,0,37,40,22,21,32.46,8,1,36.138958,-120.36837,179.695007,9,600,58,3,"e00fce68d6b773b56ce8baa0",2025-09-23 00:00:02,2025-09-23 00:00:02,2025-09-23 00:00:02,2025-09-23
"2","WS5cSIpXG4","MOOSPMv3Parser",1758585600,0,0,1,0,0,1,1,0,0,1,112,59,141,3,4,0,4,4,15,59,4,1,14,14,75,73,37.577,123,8,40.594273,-105.075806,1570.270996,6,600,58,3,"e00fce68b74b750aa2a7da46",2025-09-23 00:00:02,2025-09-23 00:00:02,2025-09-23 00:00:02,2025-09-23
"3","E9Xquw34uU","MOOSPMv3Parser",1758585601,9,9,5,13,13,6,6,13,13,6,2199,560,529035,81,42,3,42,42,30,30,42,0,33,34,34,35,44.587,22,3277,35.949635,-119.04998,110.421997,6,600,58,3,"e00fce6858b443fd80f27170",2025-09-23 00:00:02,2025-09-23 00:00:03,2025-09-23 00:00:03,2025-09-23
"4","kaUR3VHv5p","MOOSPMv3Parser",1758585600,-9,-9,6554,-9,-9,6554,6554,-9,-9,6554,-9,-9,25400070,-9,6554,-9,6554,6554,-10,-10,6554,66,34,328,31,655,42.29,6554,6554,35.67046,-119.239067,77.886002,9,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-09-23 00:00:03,2025-09-23 00:00:03,2025-09-23 00:00:03,2025-09-23
"5","JlxAciUHnt","MOOSPMv3Parser",1758585601,4,4,3,5,5,3,3,6,6,3,1082,230,179593,34,22,2,22,22,32,17,22,0,34,37,25,25,43.71,43,1,36.005444,-120.117302,207.522995,9,600,58,3,"e00fce68e88237db75a60608",2025-09-23 00:00:03,2025-09-23 00:00:03,2025-09-23 00:00:03,2025-09-23
"6","vLkeiC1v7S","MOOSPMv3Parser",1758585600,12,12,7,17,17,7,7,17,17,7,2262,634,649352,99,56,4,56,56,33,29,56,0,34,37,38,34,71.104,9,3277,36.526585,-119.290306,78.967003,10,600,58,3,"e00fce68e28dcbc9a589be10",2025-09-23 00:00:03,2025-09-23 00:00:03,2025-09-23 00:00:03,2025-09-23
"7","OxpFnAjmUj","MOOSPMv3Parser",1758585601,4,4,3,5,5,3,4,5,5,4,803,221,214724,30,21,1,22,22,32,16,22,1,35,37,23,23,0,38,1,36.037701,-120.173203,224.615997,0,600,58,3,"e00fce68f12da1a0c5de6248",2025-09-23 00:00:05,2025-09-23 00:00:05,2025-09-23 00:00:05,2025-09-23
"8","EKktsTmfDr","MOOSPMv3Parser",1758586200,0,0,2,0,0,2,2,0,0,2,270,177,796,23,16,2,16,16,35,21,16,0,37,39,22,22,32.368,7,1,36.139027,-120.368362,166.796997,11,600,58,3,"e00fce68d6b773b56ce8baa0",2025-09-23 00:10:02,2025-09-23 00:10:02,2025-09-23 00:10:02,2025-09-23
"9","P79nYoR4SA","MOOSPMv3Parser",1758586200,0,0,0,0,0,0,1,0,0,1,112,56,143,2,3,0,3,3,15,59,3,1,14,14,75,72,40.02,3,8,40.594028,-105.075897,1520.779053,6,600,58,3,"e00fce68b74b750aa2a7da46",2025-09-23 00:10:02,2025-09-23 00:10:02,2025-09-23 00:10:02,2025-09-23
"10","58MGqhEnLi","MOOSPMv3Parser",1758586201,9,9,6,13,13,6,6,13,13,6,2195,566,529068,81,43,3,43,43,30,29,43,0,34,34,33,35,43.171,23,3277,35.949669,-119.04998,119.760002,6,600,58,3,"e00fce6858b443fd80f27170",2025-09-23 00:10:02,2025-09-23 00:10:03,2025-09-23 00:10:03,2025-09-23
