"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","Ds86qctgGa","MOOSPMv3Parser",1726704001,3,3,3,5,5,4,5,5,5,5,716,212,115300,33,26,2,27,27,24,30,27,1,25,27,43,39,509.861,41,2,36.785271,-119.773109,90.513,6,600,58,3,"e00fce6856818e5885f65487",2024-09-19 00:00:00,2024-09-19 00:00:00,2024-09-19 00:00:00,2024-09-19
"2","wKJh16MGIZ","MOOSPMv3Parser",1726704000,2,2,2,4,4,3,3,5,5,3,694,189,81122,37,19,4,19,19,24,30,19,0,25,27,42,41,515.573,269,1,36.138927,-120.368408,193.658997,7,600,58,3,"e00fce68e739ecbcf9e91965",2024-09-19 00:00:02,2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19
"3","DaoOFuaxAW","MOOSPMv3Parser",1726704000,3,3,4,6,6,7,10,10,10,11,768,236,103913,52,28,10,31,31,0,0,32,1,24,26,45,43,0.018,80,10,36.433575,-119.923386,31.143999,6,600,58,3,"e00fce6876826e255108c6bd",2024-09-19 00:00:02,2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19
"4","mjUhoMp8Xg","MOOSPMv3Parser",1726704001,2.61,2.61,6553.5,3.8,3.8,6553.5,6553.5,3.9,3.9,6553.5,600.02,178.57,1148050.12,24.37,6553.5,1.35,6553.5,6553.5,23.9,37,6553.5,65.54,0,327.7,0,655.3,25.713,6553.5,6553.5,0,0,0,0,590,58,1,"e00fce682bbf742cd0b6768a",2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19
"5","uvqgegbxAy","MOOSPMv3Parser",1726704001,2.71,2.71,1.78,3.97,3.97,2.07,2.25,4.21,4.21,2.33,786.37,190.14,218266.45,25.3,13.68,1.59,13.94,13.99,24.4,31.5,14,0.48,25.7,26.8,41,41.8,0.011,295.2,1,36.138988,-120.368401,179.050995,7,600,58,1,"e00fce68e77e43df92405fdb",2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19
"6","XurnpA1WL5","MOOSPMv3Parser",1726704000,3,3,2,4,4,3,3,4,4,3,670,188,434,30,19,2,19,19,24,32,19,1,25,26,41,41,36.464,500,3277,36.138908,-120.368393,194.533005,5,600,58,3,"e00fce68e28dcbc9a589be10",2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19
"7","FG5l6jcpXN","MOOSPMv3Parser",1726704001,3,3,3,5,5,4,4,6,6,5,801,207,138346,35,21,2,22,22,25,25,22,1,25,27,39,36,511.153,102,1,36.010548,-120.14032,215.097,5,600,58,3,"e00fce6850cac69f647dc199",2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19 00:00:03,2024-09-19
"8","sQkJRPh3YW","MOOSPMv3Parser",1726704001,3,3,3,4,4,3,3,5,5,3,721,200,281244,30,21,2,21,21,24,34,21,0,25,26,42,41,25.58,291,1,36.138916,-120.368362,165.936005,7,600,58,3,"e00fce68e88237db75a60608",2024-09-19 00:00:03,2024-09-19 00:00:04,2024-09-19 00:00:04,2024-09-19
"9","RuR55OJ4VE","MOOSPMv3Parser",1726704001,3,3,2,4,4,3,3,5,5,3,725,203,2779,27,19,1,19,19,25,32,19,0,26,28,42,39,22.432,351,1,36.138958,-120.368279,151.147003,8,600,58,3,"e00fce68f12da1a0c5de6248",2024-09-19 00:00:03,2024-09-19 00:00:04,2024-09-19 00:00:04,2024-09-19
"10","9dVkG1Usnl","MOOSPMv3Parser",1726704601,3,3,4,5,5,5,6,6,6,7,747,220,115324,37,29,3,30,30,24,31,30,1,25,27,44,40,509.939,37,2,36.785427,-119.773087,58.679001,4,600,58,3,"e00fce6856818e5885f65487",2024-09-19 00:09:59,2024-09-19 00:10:00,2024-09-19 00:10:00,2024-09-19
"11","uaI9fQRwHq","MOOSPMv3Parser",1726704600,2,2,3,4,4,3,3,4,4,3,716,192,81139,34,20,3,20,20,25,28,20,0,25,27,40,39,515.335,242,1,36.138973,-120.368385,165.798004,5,600,58,3,"e00fce68e739ecbcf9e91965",2024-09-19 00:10:02,2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19
"12","wPGegXNaCB","MOOSPMv3Parser",1726704600,3,3,4,6,6,7,9,8,8,10,704,218,103932,46,26,6,29,30,0,0,30,1,24,26,41,39,0.031,79,9,36.433697,-119.923447,41.977001,6,600,58,3,"e00fce6876826e255108c6bd",2024-09-19 00:10:02,2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19
"13","ZdE6KLFN2j","MOOSPMv3Parser",1726704600,3,3,2,4,4,2,3,4,4,3,661,185,450,30,18,2,18,18,24,31,18,0,25,27,40,39,37.564,499,3277,36.138866,-120.368362,195.630005,7,600,58,3,"e00fce68e28dcbc9a589be10",2024-09-19 00:10:02,2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19
"14","woc6RETIxj","MOOSPMv3Parser",1726704601,2.85,2.85,1.99,4.04,4.04,2.31,2.49,4.29,4.29,2.58,788.55,193.79,218280.27,24.3,15.41,1.47,15.69,15.73,24.9,29.7,15.74,0.47,25.9,27.3,39.9,39.4,0.005,261.3,1,36.139057,-120.368309,175.039993,6,600,58,1,"e00fce68e77e43df92405fdb",2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19
"15","XptH0xXFz5","MOOSPMv3Parser",1726704601,2.7,2.7,6553.5,3.82,3.82,6553.5,6553.5,3.99,3.99,6553.5,603.68,180.07,1154578.12,24.83,6553.5,1.19,6553.5,6553.5,24.5,35.2,6553.5,65.54,0,327.7,0,655.3,27.029,6553.5,6553.5,0,0,0,0,590,58,1,"e00fce682bbf742cd0b6768a",2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19
"16","uh7Ovzq4F4","MOOSPMv3Parser",1726704601,3,3,3,5,5,4,5,6,6,5,852,214,138363,35,22,2,23,23,24,26,23,1,25,27,40,38,511.114,109,1,36.010506,-120.140244,229.317001,6,600,58,3,"e00fce6850cac69f647dc199",2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19 00:10:03,2024-09-19
