"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","ZZBse9CGGu","MOOSPMv3Parser",1705708800,15.31,15.31,15.95,27.25,27.18,18.11,19.28,28.7,28.7,19.82,2949.44,817.28,2493.09,194.69,123.65,15.12,125.28,125.48,18.1,50.6,125.53,0.59,17.9,18.7,55.9,53.7,19.247,162.7,3276.7,36.785553,-119.773109,25.068001,5,600,58,1,"e00fce6858b443fd80f27170",2024-01-20 00:00:02,2024-01-20 00:00:02,2024-01-20 00:00:02,2024-01-20
"2","9SCVAnDeKv","MOOSPMv3Parser",1705708800,15,15,18,27,27,19,19,29,29,19,2695,817,6674,195,141,12,141,141,18,51,141,0,18,19,57,54,508.813,105,1,36.785324,-119.773117,81.382004,5,600,58,3,"e00fce6856818e5885f65487",2024-01-20 00:00:02,2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20
"3","TkRE6l2EdT","MOOSPMv3Parser",1705708801,14,14,17,26,26,18,18,29,29,18,2762,776,6370,180,136,19,137,137,18,48,137,0,18,19,57,53,516.409,136,1,36.785408,-119.773117,72.436996,7,600,58,3,"e00fce68e739ecbcf9e91965",2024-01-20 00:00:02,2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20
"4","oRsBxvsVH4","MOOSPMv3Parser",1705708800,16,16,19,26,26,21,21,29,29,21,2879,840,3532,185,150,14,151,151,18,52,151,0,18,19,58,52,15.963,286,1,36.785343,-119.773125,89.594002,9,600,58,3,"e00fce68f12da1a0c5de6248",2024-01-20 00:00:02,2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20
"5","dnDBIXIJ5I","MOOSPMv3Parser",1705708800,16,16,16,28,28,18,20,30,30,20,2908,854,2565,199,121,17,123,123,18,53,123,1,18,19,57,54,28.506,162,3277,36.785439,-119.773125,79.078003,3,600,58,3,"e00fce68e28dcbc9a589be10",2024-01-20 00:00:02,2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20
"6","j0EKnT3spD","MOOSPMv3Parser",1705708801,15,15,19,27,27,20,21,29,29,21,2842,812,3326,190,151,18,152,152,18,58,152,0,18,19,56,53,14.93,237,1,36.785469,-119.773277,61.247002,6,600,58,3,"e00fce68e88237db75a60608",2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20
"7","vCoA97yuLB","MOOSPMv3Parser",1705708801,15.81,15.81,18.18,27.63,27.53,19.09,19.11,28.8,28.8,19.12,2723.04,830.31,3064.42,196.73,142.23,14.31,142.81,142.83,17.8,54.9,142.85,0.45,17.6,18.7,57.4,53.9,17.318,238.5,1,36.785282,-119.773041,77.237,6,600,58,1,"e00fce682bbf742cd0b6768a",2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20 00:00:03,2024-01-20
"8","7wv2feHib5","MOOSPMv3Parser",1705708800,16.27,16.27,16.67,27.55,27.51,17.48,17.48,30.45,30.45,17.48,3169.63,873,3001.13,190.01,130.42,17.81,130.94,130.95,17.8,58.1,130.96,0.38,17.7,18.8,56.5,54.6,17.316,227.6,1,36.785389,-119.773056,66.233002,7,600,58,1,"e00fce68e77e43df92405fdb",2024-01-20 00:00:03,2024-01-20 00:00:04,2024-01-20 00:00:04,2024-01-20
"9","sEeByHMvbY","MOOSPMv3Parser",1705708801,14,14,18,27,27,19,19,29,29,19,2393,749,2902,186,142,20,143,143,0,0,143,0,18,19,56,53,22.689,259,1,36.785355,-119.77314,87.929001,6,600,58,3,"e00fce6876826e255108c6bd",2024-01-20 00:00:07,2024-01-20 00:00:08,2024-01-20 00:00:08,2024-01-20
"10","FplhfgBPGv","MOOSPMv3Parser",1705708801,15,15,18,26,26,20,20,30,30,20,2971,805,3003,185,145,19,145,145,18,52,145,0,18,19,57,52,24.804,238,1,36.785351,-119.773239,82.649002,7,599,58,3,"e00fce6850cac69f647dc199",2024-01-20 00:00:08,2024-01-20 00:00:08,2024-01-20 00:00:08,2024-01-20
