"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","jgrDDvLJ2U","MOOSPMv3Parser",1689292801,0.71,0.71,0.8,1.28,1.28,0.84,0.84,1.44,1.44,0.84,363.46,89.59,70052.93,13.2,6.25,0.89,6.27,6.27,33.7,22.1,6.28,0.42,37.5,38.9,19.8,19.1,46.887,116.5,1,36.634125,-120.382324,47.034,8,600,58,1,"e00fce6835b6173deb1a1f49",2023-07-14 00:00:02,2023-07-14 00:00:02,2023-07-14 00:00:02,2023-07-14
"2","v8Lbwx5ovp","MOOSPMv3Parser",1689292801,4.02,4.02,2.52,5.84,5.84,2.65,2.65,6.27,6.27,2.65,987.55,264.87,29112.29,37.87,19.77,2,19.85,19.85,36.2,16,19.85,0.38,38.4,41.6,18.3,17.7,49.041,63,1,36.529243,-119.293396,78.288002,7,600,58,1,"e00fce68e739ecbcf9e91965",2023-07-14 00:00:02,2023-07-14 00:00:02,2023-07-14 00:00:02,2023-07-14
"3","FV7qt833Gf","MOOSPMv3Parser",1689292800,1.12,1.12,1.66,1.98,1.98,1.74,1.74,2.32,2.32,1.74,538.14,149.91,31902.74,19.5,13.01,1.12,13.06,13.06,39.1,19.1,13.06,0.41,39.7,46,19.4,14.9,41.093,258,1,36.130157,-120.333839,160.445999,7,600,58,1,"e00fce68f12da1a0c5de6248",2023-07-14 00:00:02,2023-07-14 00:00:03,2023-07-14 00:00:03,2023-07-14
"4","CavKzQnbaK","MOOSPMv3Parser",1689292801,1.5,1.5,1.49,2.6,2.6,1.57,1.57,2.76,2.76,1.57,474.9,129.36,5539.06,21.29,11.71,1.27,11.76,11.77,36.4,17.5,11.77,0.37,39,42.1,17.9,17.3,50.045,164.1,1,36.138988,-120.368317,173.061996,12,600,58,1,"e00fce6808784ceaf209f949",2023-07-14 00:00:04,2023-07-14 00:00:04,2023-07-14 00:00:04,2023-07-14
"5","uFwPZRx1p3","MOOSPMv3Parser",1689292801,2.58,2.58,1.83,3.66,3.66,1.92,1.92,3.83,3.83,1.92,806.44,214.6,73876.15,25.53,14.31,1.37,14.36,14.36,37.6,11.9,14.37,0.41,39,43.6,13.7,12.2,0.133,78,1,35.613346,-119.68959,65.410004,9,600,58,1,"e00fce68e88237db75a60608",2023-07-14 00:00:04,2023-07-14 00:00:04,2023-07-14 00:00:04,2023-07-14
"6","uYAWFHDSNb","MOOSPMv3Parser",1689292801,1.17,1.17,1.57,2,2,1.65,1.65,2.63,2.63,1.65,370.75,113.97,81796.98,17.65,12.27,1.68,12.33,12.33,0.2,0.2,12.33,0.44,37.2,39.3,17.8,16.8,42.648,15.3,1,36.433945,-119.922768,6.977,6,600,58,1,"e00fce6876826e255108c6bd",2023-07-14 00:00:04,2023-07-14 00:00:04,2023-07-14 00:00:04,2023-07-14
"7","clEYLG5BDH","MOOSPMv3Parser",1689292801,1.78,1.78,2.04,3.09,3.09,2.14,2.14,3.34,3.34,2.14,705.59,178.12,6683.1,27.11,15.94,1.5,16,16,36.1,18.4,16,0.38,38.2,41.7,16.9,15.9,62.78,178.4,1,36.010563,-120.140305,212.942001,0,600,58,1,"e00fce6850cac69f647dc199",2023-07-14 00:00:06,2023-07-14 00:00:06,2023-07-14 00:00:06,2023-07-14
"8","BAARLyYxwe","MOOSPMv3Parser",1689293401,0.54,0.54,1.38,1.12,1.12,1.45,1.45,1.17,1.17,1.45,410.83,115.55,145716.62,13.99,10.83,0.58,10.88,10.88,36.2,16.2,10.88,0.38,38.1,41.5,13.7,13.4,49.107,75.8,1,36.785549,-119.773079,70.069,5,600,58,1,"e00fce6856818e5885f65487",2023-07-14 00:09:58,2023-07-14 00:09:59,2023-07-14 00:09:59,2023-07-14
"9","XJQGJZgVqS","MOOSPMv3Parser",1689293401,0.56,0.56,0.59,0.96,0.96,0.62,0.62,1.11,1.11,0.62,327.68,78.35,70057.02,9.22,4.62,0.47,4.63,4.63,33.5,22.3,4.63,0.42,37.3,38.8,20.1,19.3,46.322,112.7,1,36.634125,-120.382324,47.036999,0,600,58,1,"e00fce6835b6173deb1a1f49",2023-07-14 00:10:02,2023-07-14 00:10:02,2023-07-14 00:10:02,2023-07-14
"10","wAG6ig6kKQ","MOOSPMv3Parser",1689293400,0.64,0.64,1.44,1.41,1.41,1.51,1.51,1.65,1.65,1.51,468.88,126.7,31912.57,16.62,11.28,1.12,11.32,11.32,39,19.8,11.32,0.4,39.8,45.8,20.5,15.7,40.536,250,1,36.129929,-120.333992,168.039001,5,600,58,1,"e00fce68f12da1a0c5de6248",2023-07-14 00:10:02,2023-07-14 00:10:02,2023-07-14 00:10:02,2023-07-14
"11","wYFmHIqhfO","MOOSPMv3Parser",1689293401,3.2,3.2,2.46,5.02,5.02,2.57,2.57,5.4,5.4,2.57,903.68,234.4,29128.94,34.59,19.21,2.09,19.29,19.29,36,16.1,19.29,0.4,38.4,41.3,17.1,17.6,43.099,67.7,1,36.529305,-119.293327,87.929001,8,600,58,1,"e00fce68e739ecbcf9e91965",2023-07-14 00:10:02,2023-07-14 00:10:02,2023-07-14 00:10:02,2023-07-14
"12","LvEQOu8iKI","MOOSPMv3Parser",1689293401,2.52,2.52,1.88,3.6,3.6,1.97,1.97,3.67,3.67,1.97,774.18,207.43,74012.14,27.29,14.73,1.09,14.79,14.79,37.1,11.9,14.79,0.4,38.7,42.7,13.6,12.4,0.13,68.3,1,35.613232,-119.689621,52.355999,9,599,58,1,"e00fce68e88237db75a60608",2023-07-14 00:10:04,2023-07-14 00:10:04,2023-07-14 00:10:04,2023-07-14
"13","Jf1NKowAWX","MOOSPMv3Parser",1689293401,1.29,1.29,1.3,2.26,2.26,1.37,1.37,2.48,2.48,1.37,442.49,119.39,5547.94,18.3,10.2,1.22,10.24,10.24,36.3,18.1,10.25,0.38,38.8,41.9,19.2,18.2,49.174,164.7,1,36.138985,-120.368309,172.195999,10,600,58,1,"e00fce6808784ceaf209f949",2023-07-14 00:10:04,2023-07-14 00:10:04,2023-07-14 00:10:04,2023-07-14
"14","VmQcjZFpec","MOOSPMv3Parser",1689293401,1.08,1.08,1.54,2.02,2.02,1.62,1.62,2.1,2.1,1.62,346.42,106.05,81807.45,19.26,12.08,0.82,12.13,12.13,0,0,12.13,0.44,37,39,18.3,17.5,42.796,11.7,1,36.433857,-119.922806,27.549999,5,600,58,1,"e00fce6876826e255108c6bd",2023-07-14 00:10:04,2023-07-14 00:10:04,2023-07-14 00:10:04,2023-07-14
"15","2kZ2UQbx3H","MOOSPMv3Parser",1689293401,1.69,1.69,1.88,2.8,2.8,1.98,1.98,3.01,3.01,1.98,671.34,174.86,6695.93,24.44,14.74,1.08,14.79,14.8,35.7,18.6,14.8,0.39,38,41.2,17.1,16.2,62.298,178,1,36.010521,-120.14032,213.281998,12,600,58,1,"e00fce6850cac69f647dc199",2023-07-14 00:10:06,2023-07-14 00:10:06,2023-07-14 00:10:06,2023-07-14
"16","5Ci5tU9SOI","MOOSPMv3Parser",1689294001,0.43,0.43,1.37,1.23,1.23,1.44,1.44,1.31,1.31,1.44,400.49,113.79,145724.72,16.02,10.74,0.51,10.78,10.78,35.8,16.3,10.78,0.37,37.8,41.1,13.8,13.5,48.771,59.1,1,36.78537,-119.773094,67.162003,7,600,58,1,"e00fce6856818e5885f65487",2023-07-14 00:19:58,2023-07-14 00:19:59,2023-07-14 00:19:59,2023-07-14
"17","qEh4rUmFVo","MOOSPMv3Parser",1689294001,0.56,0.56,0.68,1.12,1.12,0.71,0.72,1.24,1.24,0.72,302.67,79.33,70061.38,11,5.32,0.89,5.34,5.34,33.4,21.6,5.34,0.43,37.4,38.7,19.1,18.5,48.117,99.3,1,36.634228,-120.382286,37.455002,6,600,58,1,"e00fce6835b6173deb1a1f49",2023-07-14 00:20:02,2023-07-14 00:20:02,2023-07-14 00:20:02,2023-07-14
"18","VRkn83vZ0h","MOOSPMv3Parser",1689294000,0.74,0.74,1.45,1.56,1.56,1.53,1.53,1.76,1.76,1.53,470.86,130.37,31922.58,17.09,11.39,0.67,11.43,11.44,38.6,19.2,11.44,0.39,39.4,45.5,19.6,15,41.049,237.1,1,36.129929,-120.333992,168.037003,0,600,58,1,"e00fce68f12da1a0c5de6248",2023-07-14 00:20:02,2023-07-14 00:20:02,2023-07-14 00:20:02,2023-07-14
"19","Xmf7lLiuFd","MOOSPMv3Parser",1689294001,2.4,2.4,2.04,3.64,3.64,2.14,2.14,3.93,3.93,2.14,768.91,204.92,73902.57,28.01,16.01,1.54,16.07,16.07,36.9,12.5,16.07,0.41,38.8,42.5,14.4,13.2,0.126,59.5,1,35.613205,-119.689598,37.895,9,600,58,1,"e00fce68e88237db75a60608",2023-07-14 00:20:04,2023-07-14 00:20:04,2023-07-14 00:20:04,2023-07-14
"20","MSnZvTBZ5U","MOOSPMv3Parser",1689294001,1.46,1.46,1.29,2.4,2.4,1.35,1.35,2.59,2.59,1.35,441.16,118.45,5556.73,19.74,10.09,1.75,10.13,10.13,36.3,18.1,10.13,0.38,38.9,41.9,20.3,18.5,49.517,155.7,1,36.139004,-120.368301,156.636002,11,600,58,1,"e00fce6808784ceaf209f949",2023-07-14 00:20:04,2023-07-14 00:20:04,2023-07-14 00:20:04,2023-07-14
"21","Ff83UaSV2m","MOOSPMv3Parser",1689294001,1.06,1.06,1.73,2.04,2.04,1.87,1.92,2.76,2.76,1.95,347.19,106.42,81819.1,19.08,13.44,2.08,13.55,13.57,0,0,13.58,0.46,36.8,38.6,19.6,18.7,42.353,10.6,1,36.43401,-119.922783,15.253,6,600,58,1,"e00fce6876826e255108c6bd",2023-07-14 00:20:04,2023-07-14 00:20:05,2023-07-14 00:20:05,2023-07-14
"22","hyaoTxq10U","MOOSPMv3Parser",1689294001,1.53,1.53,1.99,2.76,2.76,2.09,2.09,2.89,2.89,2.09,638.44,165.87,6709.5,23.35,15.59,1.36,15.65,15.65,35.6,18.7,15.65,0.4,37.9,41.1,17.4,16.2,63.179,165.1,1,36.010567,-120.140327,208.817001,8,600,58,1,"e00fce6850cac69f647dc199",2023-07-14 00:20:06,2023-07-14 00:20:06,2023-07-14 00:20:06,2023-07-14
"23","FEvFoQG8QJ","MOOSPMv3Parser",1689294001,3.89,3.89,2.99,6.38,6.38,3.14,3.14,6.79,6.79,3.14,1000.69,266.56,29149.35,45.2,23.41,2.82,23.51,23.51,35.8,16.9,23.51,0.39,38.2,41,18.7,19.1,48.467,48.6,1,36.529297,-119.293396,76.429001,8,600,58,1,"e00fce68e739ecbcf9e91965",2023-07-14 00:20:06,2023-07-14 00:20:07,2023-07-14 00:20:07,2023-07-14
"24","VfbmvINJiG","MOOSPMv3Parser",1689294601,0.41,0.41,1.31,1.16,1.16,1.37,1.37,1.38,1.38,1.37,388.02,111.85,145732.78,16.41,10.22,0.88,10.27,10.27,35.3,16.5,10.27,0.36,37.6,39.9,14,14.1,48.09,42.9,1,36.785355,-119.773117,66.436996,5,600,58,1,"e00fce6856818e5885f65487",2023-07-14 00:29:58,2023-07-14 00:29:58,2023-07-14 00:29:58,2023-07-14
"25","0aYNzEr8Uo","MOOSPMv3Parser",1689294601,0.57,0.57,0.7,1,1,0.74,0.74,1.12,1.12,0.74,308.37,79.7,70066.52,11.07,5.51,0.53,5.53,5.53,33.2,21.3,5.53,0.44,37.4,38.5,18.6,18.2,49.071,84.4,1,36.634323,-120.382309,20.841999,8,600,58,1,"e00fce6835b6173deb1a1f49",2023-07-14 00:30:02,2023-07-14 00:30:02,2023-07-14 00:30:02,2023-07-14
