"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"11","ty4Oa7E6nW","MOOSPMv3Parser",1681519201,34.63,1.61,1.34,2.36,2.31,1.41,1.41,2.6,2.6,1.41,435.77,120.13,541.33,16.33,10.49,1.35,10.53,10.53,6.1,63.3,10.53,0.39,2.8,4.1,87.7,75.5,23.718,66.7,1,40.594025,-105.075829,1528.865967,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 00:40:03,2023-04-15 00:40:03,2023-04-15 00:40:03,2023-04-15
"12","c5W72BQUM6","MOOSPMv3Parser",1681519801,0.99,0.99,1.17,1.66,1.66,1.23,1.23,1.72,1.72,1.23,331.59,90.1,549.2,13.31,9.14,1.07,9.17,9.17,6,62.3,9.17,0.39,2.6,4.2,86.3,72.7,27.476,50.7,1,40.594025,-105.075638,1539.397949,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 00:50:03,2023-04-15 00:50:03,2023-04-15 00:50:03,2023-04-15
"13","xFzUiOMMK6","MOOSPMv3Parser",1681520401,1.06,1.06,1.25,1.65,1.65,1.31,1.31,2,2,1.31,358.19,97.73,557.63,12.61,9.78,1.33,9.82,9.82,5.9,62.1,9.82,0.39,2.5,4.1,85.7,72.4,27.514,46.2,1,40.594208,-105.075943,1535.685059,3,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:00:03,2023-04-15 01:00:03,2023-04-15 01:00:03,2023-04-15
"14","QuAO2bkMWr","MOOSPMv3Parser",1681521001,1.11,1.11,1.31,1.76,1.76,1.37,1.37,1.97,1.97,1.37,359.52,99.16,566.45,15.2,10.24,0.86,10.27,10.28,5.9,61.7,10.28,0.4,2.5,4.1,85.2,72.1,27.905,47.9,1,40.59409,-105.075844,1528.322021,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:10:03,2023-04-15 01:10:03,2023-04-15 01:10:03,2023-04-15
"15","r7n0POOSk4","MOOSPMv3Parser",1681521601,1.28,1.28,1.33,2.04,2.04,1.39,1.39,2.35,2.35,1.39,398.37,108.24,575.39,15.99,10.38,1.21,10.42,10.42,5.8,61.1,10.42,0.38,2.6,4.1,83.6,70.6,27.59,45,1,40.594139,-105.075882,1529.154053,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:20:03,2023-04-15 01:20:03,2023-04-15 01:20:03,2023-04-15
"16","A76UmXvWL3","MOOSPMv3Parser",1681522200,1.29,1.29,1.4,2.03,2.03,1.46,1.46,2.17,2.17,1.46,394.51,108.46,585.77,14.03,10.93,1.03,10.97,10.97,5.8,61.4,10.97,0.39,2.7,4.1,83.9,71.7,27.042,50.6,1,40.594196,-105.075867,1532.097046,7,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:30:02,2023-04-15 01:30:02,2023-04-15 01:30:02,2023-04-15
"17","6ak5vCvD34","MOOSPMv3Parser",1681522201,2,2,1.3,3,3,1.4,1.4,3,3,1.4,519,152,350883.94,20,10.5,0,10.6,10.6,5.9,61.4,10.6,0.4,2.7,4.1,83.9,71.7,25.874,65,1,40.594196,-105.075867,1532.097046,7,58,1,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:30:02,2023-04-15 01:30:03,2023-04-15 01:30:03,2023-04-15
"18","wBtU2e7w6c","MOOSPMv3Parser",1681522800,2.08,2.08,1.8,3.28,3.28,1.9,1.9,4,4,1.9,532.79,147.38,597.97,23.67,14.14,2.19,14.19,14.2,5.8,61.5,14.2,0.39,2.7,4,83.3,71.5,26.205,82.7,1,40.594353,-105.075951,1561.229004,6,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:40:02,2023-04-15 01:40:02,2023-04-15 01:40:02,2023-04-15
"19","JHgkkYPbLX","MOOSPMv3Parser",1681523400,3.5,3.5,3.2,5.93,5.93,3.35,3.35,6.71,6.71,3.35,761.4,213.12,618.52,40.88,25.01,2.73,25.1,25.11,5.8,61.3,25.11,0.38,2.7,4,82.9,71.2,26.421,107.2,1,40.594215,-105.075905,1550.828979,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:50:02,2023-04-15 01:50:02,2023-04-15 01:50:02,2023-04-15
"20","fmZHKYFbAv","MOOSPMv3Parser",1681523401,4,4,3.7,8,8,3.8,3.8,10,10,3.8,948,259,371137.88,56,28.7,7,28.8,28.8,5.7,61.3,28.8,0.36,2.7,4,82.9,71.2,26.256,100,1,40.594215,-105.075905,1550.828979,5,58,1,1,"e00fce6835b6173deb1a1f49",2023-04-15 01:50:02,2023-04-15 01:50:03,2023-04-15 01:50:03,2023-04-15
"21","wpHvjgmIr8","MOOSPMv3Parser",1681524000,2.87,2.87,2.64,4.52,4.52,2.77,2.77,5.4,5.4,2.77,659.14,182.03,637.41,32.93,20.68,2.76,20.75,20.76,5.6,60.5,20.76,0.37,2.6,3.8,81.4,70.2,28.016,55.6,1,40.594059,-105.075928,1480.628052,6,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-15 02:00:02,2023-04-15 02:00:02,2023-04-15 02:00:02,2023-04-15
"22","JNOwljdZJ0","MOOSPMv3Parser",1681524600,2.49,2.49,2.25,3.68,3.68,2.36,2.36,4.36,4.36,2.36,592.71,161.83,651.5,27.85,17.58,1.78,17.64,17.64,5.6,61.1,17.65,0.37,2.6,3.8,82.1,71.3,27.541,50.8,1,40.594162,-105.075813,1533.697021,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 02:10:02,2023-04-15 02:10:02,2023-04-15 02:10:02,2023-04-15
"23","k2EC2mDAT5","MOOSPMv3Parser",1681525200,2.77,2.77,2.57,4.38,4.38,2.69,2.69,4.86,4.86,2.69,650.03,177.72,668.81,29.56,20.1,2.12,20.17,20.18,5.6,60.7,20.18,0.38,2.6,3.8,81.2,70.4,26.848,59.9,1,40.594067,-105.07576,1526.109009,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 02:20:02,2023-04-15 02:20:02,2023-04-15 02:20:02,2023-04-15
"24","SPQTmXdbnA","MOOSPMv3Parser",1681525800,2.44,2.44,2.7,3.79,3.79,2.82,2.82,4.24,4.24,2.82,584.14,161.62,687,26.69,21.11,1.73,21.18,21.18,5.5,62.4,21.19,0.38,2.5,3.7,84.5,73.6,27.028,53.1,1,40.594158,-105.075714,1547.244019,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 02:30:01,2023-04-15 02:30:02,2023-04-15 02:30:02,2023-04-15
"25","FTgt4WX01e","MOOSPMv3Parser",1681526400,4.22,4.22,4.36,7.76,7.76,4.57,4.57,9.15,9.15,4.57,878.99,247.05,716.37,49.23,34.09,5.62,34.21,34.22,5.5,64.4,34.23,0.37,2.3,3.7,88.3,76.9,26.088,55.8,1,40.594093,-105.075867,1539.603027,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 02:40:01,2023-04-15 02:40:02,2023-04-15 02:40:02,2023-04-15
"26","5tTFBqFDVr","MOOSPMv3Parser",1681527000,5.14,5.14,5.32,9.29,9.29,5.58,5.58,10.51,10.51,5.58,995.25,282.08,752.26,60.23,41.65,5.5,41.79,41.8,5.5,64.3,41.81,0.37,2.2,3.6,88.5,76.2,26.572,56.8,1,40.594093,-105.075867,1539.605957,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 02:50:01,2023-04-15 02:50:02,2023-04-15 02:50:02,2023-04-15
"27","RMISpP8N2t","MOOSPMv3Parser",1681527600,5.39,5.39,6.44,9.88,9.88,6.76,6.76,11.98,11.98,6.76,1026.47,289.1,795.7,66.87,50.42,7.65,50.6,50.61,5.4,64.8,50.62,0.38,2.1,3.6,89,76.4,26.496,56.3,1,40.594143,-105.075752,1501.030029,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 03:00:01,2023-04-15 03:00:02,2023-04-15 03:00:02,2023-04-15
"28","EwCsDcNN3H","MOOSPMv3Parser",1681528200,6.29,6.29,7.18,10.61,10.61,7.52,7.52,12.18,12.18,7.52,1121.12,319.56,844.08,70.35,56.16,5.62,56.35,56.37,5.3,65.1,56.38,0.39,2,3.5,89.8,77.2,26.622,57.2,1,40.593819,-105.075783,1562.891968,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 03:10:02,2023-04-15 03:10:02,2023-04-15 03:10:02,2023-04-15
"29","3hlYltGkY1","MOOSPMv3Parser",1681528800,6.65,6.65,8.05,11.89,11.89,8.44,8.44,13.79,13.79,8.44,1155.92,331.36,898.37,78.65,63.01,8.15,63.22,63.24,5.2,64.7,63.25,0.38,1.9,3.4,88.6,75.1,26.278,59.8,1,40.593903,-105.075638,1532.411011,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 03:20:01,2023-04-15 03:20:02,2023-04-15 03:20:02,2023-04-15
"30","bTJaU4QyGo","MOOSPMv3Parser",1681529400,39.54,6.15,8.8,11.95,11.92,9.23,9.23,13.98,13.98,9.23,1109.91,318.36,957.75,82.16,68.93,9.74,69.16,69.18,5.1,64.5,69.19,0.39,1.5,3.2,89.4,75.2,27.42,54.4,1.1,40.594101,-105.075851,1525.530029,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 03:30:01,2023-04-15 03:30:02,2023-04-15 03:30:02,2023-04-15
"31","G8y0w7iTrH","MOOSPMv3Parser",1681530000,6.86,6.86,10.69,12.79,12.79,11.23,11.24,16.21,16.21,11.24,1154.64,331.5,1029.85,87.55,83.71,11.33,84,84.03,5,65.2,84.05,0.42,1.2,3.1,91.1,76.7,27.566,51,2,40.594093,-105.075798,1524.834961,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 03:40:02,2023-04-15 03:40:02,2023-04-15 03:40:02,2023-04-15
"32","vRjJKIDABy","MOOSPMv3Parser",1681530600,6.92,6.92,10.76,13.53,13.53,11.28,11.28,16.97,16.97,11.28,1209.37,339.64,1102.41,95.5,84.22,12.42,84.51,84.54,4.9,65.7,84.55,0.41,1.1,3,92.2,77.6,26.845,55.5,2,40.594257,-105.075951,1495.463013,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 03:50:02,2023-04-15 03:50:02,2023-04-15 03:50:02,2023-04-15
"33","q4c24iLbIF","MOOSPMv3Parser",1681531200,8.47,8.47,13.62,17.12,17.12,14.38,14.47,21,21,14.51,1446.37,414.21,1194.01,119.15,106.49,15.31,106.95,107,4.8,66.2,107.03,0.43,1,2.9,93,78.4,26.481,57.9,2,40.594208,-105.075897,1506.88501,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 04:00:02,2023-04-15 04:00:02,2023-04-15 04:00:02,2023-04-15
"34","3h9fxAtVGK","MOOSPMv3Parser",1681531800,7.56,7.56,11.99,15.1,15.1,12.58,12.58,18,18,12.58,1297.83,367.89,1274.91,100.3,93.9,12.76,94.23,94.25,4.8,66.6,94.27,0.41,0.9,2.8,93.7,79.3,24.679,66.8,2,40.594173,-105.075981,1539.926025,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 04:10:02,2023-04-15 04:10:02,2023-04-15 04:10:02,2023-04-15
"35","9UGESbzq4b","MOOSPMv3Parser",1681532400,6.82,6.82,11.77,13.65,13.65,12.35,12.35,16.52,16.52,12.36,1176.63,335.07,1354.28,93.63,92.14,12.09,92.46,92.48,4.8,66.9,92.5,0.42,0.9,2.8,94.9,80,25.605,63.3,2,40.594151,-105.075821,1520.240967,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 04:20:02,2023-04-15 04:20:02,2023-04-15 04:20:02,2023-04-15
"36","hYWCZw1LNh","MOOSPMv3Parser",1681533000,6.94,6.94,11.56,13.26,13.26,12.12,12.12,16.61,16.61,12.13,1192.36,337.19,1432.24,94.67,90.49,11.22,90.8,90.82,4.8,66.9,90.84,0.42,0.9,2.8,95,79.7,24.75,75.9,2,40.594193,-105.07579,1535.439941,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 04:30:02,2023-04-15 04:30:02,2023-04-15 04:30:02,2023-04-15
"37","BlBqbABaVT","MOOSPMv3Parser",1681533600,7.5,7.5,12.88,14.97,14.97,13.58,13.63,18.29,18.29,13.66,1315.94,366.54,1518.94,102.13,100.75,13.39,101.16,101.21,4.6,67.3,101.23,0.42,0.8,2.6,95.2,80.2,22.992,85.3,2,40.594193,-105.07579,1535.437988,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 04:40:01,2023-04-15 04:40:02,2023-04-15 04:40:02,2023-04-15
"38","E4HroPUdxY","MOOSPMv3Parser",1681534200,8.68,8.68,14.49,17.28,17.28,15.23,15.25,21.68,21.68,15.27,1510.59,426.19,1616.58,116.3,113.39,14.97,113.81,113.85,4.6,68,113.86,0.43,0.8,2.4,95.9,81.3,21.535,135.3,2,40.594006,-105.075706,1500.029053,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 04:50:01,2023-04-15 04:50:02,2023-04-15 04:50:02,2023-04-15
"39","d9rcLO3DHS","MOOSPMv3Parser",1681534800,9.06,9.06,14.95,18.6,18.6,16.1,16.45,24,24,16.62,1557.57,443.77,1716.44,125.74,116.59,18.21,117.41,117.52,4.5,68.1,117.56,0.45,0.7,2.4,96.1,81.8,22.098,89.6,2,40.594135,-105.075821,1500.932007,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 05:00:01,2023-04-15 05:00:02,2023-04-15 05:00:02,2023-04-15
"40","U9aTKd6PaK","MOOSPMv3Parser",1681535400,9.21,9.21,14.29,17.63,17.63,15.61,16.13,20.99,20.99,16.38,1570.12,448.56,1811.41,115.79,111.23,14.23,112.22,112.37,4.6,67.9,112.42,0.45,0.6,2.5,96,81,23.073,100.4,2,40.594128,-105.075684,1514.633057,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 05:10:01,2023-04-15 05:10:02,2023-04-15 05:10:02,2023-04-15
"41","RXQADOcw94","MOOSPMv3Parser",1681536000,8.52,8.52,13.85,16.56,16.56,14.66,14.78,20.92,20.92,14.84,1468.21,414.81,1904.49,111.38,108.27,14.54,108.78,108.83,4.6,68.1,108.86,0.43,0.7,2.4,96.2,81.1,23.36,83.1,2,40.594063,-105.075752,1520.313965,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 05:20:01,2023-04-15 05:20:02,2023-04-15 05:20:02,2023-04-15
"42","YxyFOw0FDW","MOOSPMv3Parser",1681536600,10.68,10.68,15.21,20.1,20.1,16.04,16.1,25.09,25.09,16.14,1784.77,507.06,2006.91,128.49,119.01,16.6,119.5,119.54,4.5,68.5,119.57,0.43,0.7,2.3,96.5,82.3,22.661,88.7,2,40.594109,-105.07576,1536.612061,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 05:30:01,2023-04-15 05:30:02,2023-04-15 05:30:02,2023-04-15
"43","TYhsZ6Uh67","MOOSPMv3Parser",1681537200,9.29,9.29,16,19.04,19.04,17.18,17.51,23.21,23.21,17.66,1589.21,454.53,2113.95,126.66,124.88,16.15,125.7,125.8,4.5,68.7,125.85,0.44,0.8,2.3,96.7,82.8,21.195,107.8,2,40.5942,-105.075851,1530.425049,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 05:40:01,2023-04-15 05:40:02,2023-04-15 05:40:02,2023-04-15
"44","LsuvqAxKij","MOOSPMv3Parser",1681537800,9.96,9.96,16.45,19.49,19.49,17.96,18.55,24.71,24.71,18.82,1666.63,479.71,2223.37,128.48,128.12,18.68,129.25,129.42,4.4,68.8,129.47,0.45,0.7,2.3,96.5,82.6,20.412,104.3,2,40.594231,-105.075745,1526.671021,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 05:50:01,2023-04-15 05:50:02,2023-04-15 05:50:02,2023-04-15
"45","0ZzwMXFv1h","MOOSPMv3Parser",1681538400,10,10,16.99,20.58,20.58,18.61,19.25,26.19,26.19,19.56,1679.88,484.43,2336.26,139.95,132.27,18.63,133.49,133.67,4.5,68.5,133.73,0.45,0.6,2.2,96.5,82.7,20.706,98.1,2,40.594135,-105.075859,1519.064941,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 06:00:01,2023-04-15 06:00:02,2023-04-15 06:00:02,2023-04-15
"46","0V2uTuAWy5","MOOSPMv3Parser",1681539000,9.99,9.99,16.64,20.19,20.19,18.28,18.97,25.54,25.54,19.29,1710.49,487.87,2446.62,136.08,129.43,18.76,130.68,130.87,4.6,68.6,130.94,0.45,0.7,2.3,97.2,82.8,21.572,88.6,1.5,40.594467,-105.075691,1555.130005,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 06:10:01,2023-04-15 06:10:02,2023-04-15 06:10:02,2023-04-15
"47","FI9mif7NNQ","MOOSPMv3Parser",1681539600,8.84,8.84,15.95,18.55,18.55,17.46,18.07,23.31,23.31,18.36,1518.47,436.86,2552.55,128.86,124.12,17.11,125.27,125.44,4.6,68.6,125.5,0.45,0.7,2.4,96.6,82.2,21.384,85.8,2,40.594364,-105.075691,1512.172974,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 06:20:02,2023-04-15 06:20:02,2023-04-15 06:20:02,2023-04-15
"48","RkbcHvzmj7","MOOSPMv3Parser",1681540200,8.97,8.97,15.12,18.03,18.03,16.11,16.31,23.11,23.11,16.41,1548.31,444.91,2653.97,123.31,118.12,17.08,118.77,118.85,4.5,68.7,118.88,0.44,0.7,2.3,96.4,82.2,21.712,81.2,1.4,40.594364,-105.075691,1512.172974,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 06:30:01,2023-04-15 06:30:02,2023-04-15 06:30:02,2023-04-15
"49","qUaPPLBygU","MOOSPMv3Parser",1681540800,8.8,8.8,15.76,19.08,19.08,17.27,17.89,24.01,24.01,18.18,1525.23,438.84,2758.61,129.47,122.64,18.44,123.78,123.95,4.4,69,124.01,0.45,0.7,2.2,97,82.6,21.7,75.8,1,40.594402,-105.0756,1492.574951,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 06:40:01,2023-04-15 06:40:02,2023-04-15 06:40:02,2023-04-15
"50","mUqLekzcyd","MOOSPMv3Parser",1681541400,9.36,9.36,17.37,20.11,20.11,19.13,19.88,26.03,26.03,20.24,1628.73,466.12,2873.74,138.19,135.1,20.79,136.45,136.66,4.4,68.8,136.72,0.46,0.6,2.2,96.6,82.6,22.3,78.8,1.7,40.594158,-105.075897,1526.900024,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 06:50:01,2023-04-15 06:50:02,2023-04-15 06:50:02,2023-04-15
"51","hlZRIn4Kii","MOOSPMv3Parser",1681542000,9.86,9.86,17.83,21.06,21.06,19.96,21,25.88,25.88,21.49,1681.3,481.09,2991.18,144.39,138.32,19.31,140.02,140.3,4.4,68.7,140.38,0.46,0.6,2.2,96.8,82.3,20.569,98.4,1.9,40.593979,-105.075874,1543.520996,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 07:00:01,2023-04-15 07:00:02,2023-04-15 07:00:02,2023-04-15
"52","fUTpb3eO8w","MOOSPMv3Parser",1681542600,11.02,11.02,19.33,23.02,23.02,21.32,22.18,30.38,30.38,22.59,1870.82,530.1,3119.24,156.96,150.31,23.33,151.84,152.08,4.4,69.3,152.16,0.47,0.7,2.1,97.3,83.2,18.854,114.5,1,40.594242,-105.075699,1499.817017,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 07:10:01,2023-04-15 07:10:02,2023-04-15 07:10:02,2023-04-15
"53","5bp7HVjFLP","MOOSPMv3Parser",1681543200,11.14,11.14,18.98,23.15,23.15,21.15,22.18,30.02,30.02,22.66,1843.01,527.84,3244.5,156.7,147.38,24.04,149.09,149.36,4.4,68.6,149.45,0.47,0.5,2.2,96.2,81.5,20.009,105.9,1,40.594078,-105.075897,1537.06604,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 07:20:01,2023-04-15 07:20:02,2023-04-15 07:20:02,2023-04-15
"54","bacoSAESpC","MOOSPMv3Parser",1681543800,11.18,11.18,18.22,22,22,20.02,20.78,27.44,27.44,21.14,1844.58,524.17,3365.35,145.48,141.72,20.07,143.1,143.31,4.3,68.6,143.38,0.46,0.5,2.2,96.4,81.6,20.785,98.6,1,40.593853,-105.075783,1579.07605,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 07:30:01,2023-04-15 07:30:02,2023-04-15 07:30:02,2023-04-15
"55","zwHaFzAsVF","MOOSPMv3Parser",1681544400,11.93,11.93,18.73,23.83,23.83,20.53,21.26,28.47,28.47,21.6,1979.26,563.56,3489.7,152.61,145.75,19.13,147.11,147.32,4.1,69.7,147.39,0.46,0.4,1.9,97.3,83.7,18.694,109.1,1,40.594227,-105.075661,1443.739014,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 07:40:01,2023-04-15 07:40:02,2023-04-15 07:40:02,2023-04-15
"56","yggDu2kiYG","MOOSPMv3Parser",1681545000,11.52,11.52,18.89,23.51,23.51,20.7,21.44,29.58,29.58,21.78,1910.37,542.95,3615.1,155.31,146.98,20.58,148.36,148.56,4.1,69.6,148.63,0.46,0.3,1.8,97.2,83.8,19.023,111.4,1,40.594238,-105.075722,1490.72998,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 07:50:01,2023-04-15 07:50:02,2023-04-15 07:50:02,2023-04-15
"57","ATUiZWldkp","MOOSPMv3Parser",1681545600,11.36,11.36,17.92,22.69,22.69,19.74,20.52,29.72,29.72,20.88,1929.29,548.73,3733.87,150.08,139.35,21.63,140.75,140.96,4.2,69.6,141.04,0.47,0.4,1.8,98,84.1,21.563,92.9,1.5,40.594105,-105.075798,1510.522949,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-15 08:00:01,2023-04-15 08:00:02,2023-04-15 08:00:02,2023-04-15
