"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","ECRwex1eEq","MOOSPMv3Parser",1703894401,5,5,5,8,8,5,5,8,8,5,972,292,2619,52,39,3,39,39,20,44,39,0,20,21,50,47,356.295,76,1,36.785419,-119.77314,64.369003,0,600,58,3,"e00fce6856818e5885f65487",2023-12-30 00:00:02,2023-12-30 00:00:02,2023-12-30 00:00:02,2023-12-30
"2","ugk0ihzJ20","MOOSPMv3Parser",1703894400,8,8,6,12,12,7,7,13,13,7,1613,437,8194,83,49,7,49,49,20,47,50,0,20,22,54,47,511.416,36,2,36.634232,-120.382362,22.513,7,599,58,3,"e00fce6835b6173deb1a1f49",2023-12-30 00:00:02,2023-12-30 00:00:02,2023-12-30 00:00:02,2023-12-30
"3","KFExdHp9cu","MOOSPMv3Parser",1703894400,5,5,5,8,8,5,5,9,9,5,1098,290,21660,55,39,5,40,40,-10,-10,40,0,20,21,51,48,22.041,67,8,36.78537,-119.773109,71.065002,7,600,58,3,"e00fce68e739ecbcf9e91965",2023-12-30 00:00:04,2023-12-30 00:00:05,2023-12-30 00:00:05,2023-12-30
"4","9lhFSjBLwU","MOOSPMv3Parser",1703895001,5,5,4,7,7,5,5,7,7,5,893,264,2649,45,34,3,34,34,20,44,34,0,20,21,51,48,359.353,75,1,36.785454,-119.77317,83.904999,12,600,58,3,"e00fce6856818e5885f65487",2023-12-30 00:10:02,2023-12-30 00:10:02,2023-12-30 00:10:02,2023-12-30
"5","n9WFBFsi6D","MOOSPMv3Parser",1703895000,8,8,7,12,12,7,7,13,13,7,1633,436,8225,80,53,6,53,53,20,48,53,0,20,22,55,49,511.456,51,2,36.634354,-120.382416,43.039001,6,600,58,3,"e00fce6835b6173deb1a1f49",2023-12-30 00:10:02,2023-12-30 00:10:02,2023-12-30 00:10:02,2023-12-30
"6","DBIP0jQgGr","MOOSPMv3Parser",1703895000,4,4,4,7,7,5,5,8,8,5,1038,269,21690,45,34,4,35,35,20,41,35,0,20,21,50,48,20.671,71,8,36.78537,-119.773109,71.067001,0,600,58,3,"e00fce68e739ecbcf9e91965",2023-12-30 00:10:04,2023-12-30 00:10:04,2023-12-30 00:10:04,2023-12-30
"7","zcKAIvXRxY","MOOSPMv3Parser",1703895601,4,4,4,6,6,4,4,7,7,4,801,238,2674,44,29,2,29,29,20,44,29,0,19,21,52,48,136.661,80,1,36.785435,-119.77317,95.093002,6,600,58,3,"e00fce6856818e5885f65487",2023-12-30 00:20:01,2023-12-30 00:20:02,2023-12-30 00:20:02,2023-12-30
"8","nU0h0M9yIN","MOOSPMv3Parser",1703895600,7,7,6,11,11,6,6,13,13,6,1509,406,8264,77,44,7,45,45,20,48,45,0,20,22,55,49,511.422,57,1,36.634407,-120.382568,26.322001,8,600,58,3,"e00fce6835b6173deb1a1f49",2023-12-30 00:20:02,2023-12-30 00:20:02,2023-12-30 00:20:02,2023-12-30
"9","0yIDcfakjq","MOOSPMv3Parser",1703895600,3,3,4,6,6,4,4,6,6,4,851,224,21716,40,30,4,30,30,20,42,30,0,20,21,52,49,20.032,87,7,36.7854,-119.773178,61.816002,7,600,58,3,"e00fce68e739ecbcf9e91965",2023-12-30 00:20:04,2023-12-30 00:20:04,2023-12-30 00:20:04,2023-12-30
"10","K1nTMpZDe4","MOOSPMv3Parser",1703896201,5,5,5,8,8,5,5,9,9,5,972,289,2707,50,38,4,38,38,19,45,38,0,19,21,53,49,232.518,108,1,36.785435,-119.773018,89.431,5,600,58,3,"e00fce6856818e5885f65487",2023-12-30 00:30:02,2023-12-30 00:30:02,2023-12-30 00:30:02,2023-12-30
"11","S1rbk5ZRsj","MOOSPMv3Parser",1703896200,6,6,5,9,9,5,5,10,10,5,1249,337,8295,60,36,6,36,36,20,48,36,0,20,22,55,48,511.433,41,1,36.634274,-120.382408,16.250999,6,600,58,3,"e00fce6835b6173deb1a1f49",2023-12-30 00:30:02,2023-12-30 00:30:02,2023-12-30 00:30:02,2023-12-30
