"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","89icxQsqBO","MOOSPMv3Parser",1726012800,2,2,4,4,4,4,4,4,4,4,656,191,87436,31,28,1,28,28,34,12,28,0,35,40,20,19,511.372,10,1,36.785435,-119.773102,67.272003,5,600,58,3,"e00fce6856818e5885f65487",2024-09-11 00:00:00,2024-09-11 00:00:00,2024-09-11 00:00:00,2024-09-11
"2","zxJLjTxFl5","MOOSPMv3Parser",1726012801,0,0,1,0,0,1,1,0,0,1,275,75,58240,11,7,0,7,7,38,6,7,0,38,45,11,9,37.316,121,1,36.138866,-120.368256,151.212997,8,600,58,3,"e00fce68f12da1a0c5de6248",2024-09-11 00:00:02,2024-09-11 00:00:02,2024-09-11 00:00:02,2024-09-11
"3","r8tjX7HcQP","MOOSPMv3Parser",1726012800,0,0,1,0,0,1,1,0,0,1,258,72,227996,11,8,1,8,8,36,5,8,0,37,42,11,10,56.402,100,3277,36.138916,-120.368279,160.576004,5,600,58,3,"e00fce68e28dcbc9a589be10",2024-09-11 00:00:02,2024-09-11 00:00:03,2024-09-11 00:00:03,2024-09-11
"4","zjegazaKEp","MOOSPMv3Parser",1726012801,0,0,1,0,0,1,1,0,0,1,304,72,261477,12,8,1,8,8,36,4,8,0,37,41,11,11,40.324,80,1,36.138962,-120.368401,179.744003,5,600,58,3,"e00fce68e88237db75a60608",2024-09-11 00:00:02,2024-09-11 00:00:03,2024-09-11 00:00:03,2024-09-11
"5","GVXHaJWU3k","MOOSPMv3Parser",1726012801,0,0,6553.5,0.08,0.08,6553.5,6553.5,0.08,0.08,6553.5,211.19,62.87,4636315,8.76,6553.5,0.22,6553.5,6553.5,36.8,11.3,6553.5,65.54,0,327.7,0,655.3,38.938,6553.5,6553.5,0,0,0,0,590,58,1,"e00fce682bbf742cd0b6768a",2024-09-11 00:00:03,2024-09-11 00:00:03,2024-09-11 00:00:03,2024-09-11
"6","r2cB4vIYQj","MOOSPMv3Parser",1726012801,3,3,4,5,5,4,4,6,6,4,659,204,70538,39,29,6,29,29,0,0,29,0,34,36,27,26,0,11,4,36.433647,-119.923325,39.779999,7,600,58,3,"e00fce6876826e255108c6bd",2024-09-11 00:00:03,2024-09-11 00:00:04,2024-09-11 00:00:04,2024-09-11
"7","k8K3Hoqf42","MOOSPMv3Parser",1726012800,0,0,1,1,1,1,1,1,1,1,340,82,63830,17,6,1,6,6,36,3,6,0,37,43,11,10,513.357,61,1,36.139015,-120.368355,189.981995,6,600,58,3,"e00fce68e739ecbcf9e91965",2024-09-11 00:00:04,2024-09-11 00:00:04,2024-09-11 00:00:04,2024-09-11
"8","1lvmBW0hb3","MOOSPMv3Parser",1726012800,0,0,1,0,0,1,1,0,0,1,169,34,125704,6,5,0,5,5,35,1,5,0,38,41,6,8,510.779,23,1,36.010506,-120.140289,216.735001,9,600,58,3,"e00fce6850cac69f647dc199",2024-09-11 00:00:04,2024-09-11 00:00:04,2024-09-11 00:00:04,2024-09-11
"9","JosQl9jyNe","MOOSPMv3Parser",1726012801,0.01,0.01,0.66,0.26,0.26,0.69,0.69,0.41,0.41,0.69,437.09,79.09,205170.83,9.97,5.13,0.69,5.15,5.15,37.2,5.1,5.15,0.36,38,42.9,10.6,10.1,0,183,1,36.138973,-120.368225,183.671005,8,599,58,1,"e00fce68e77e43df92405fdb",2024-09-11 00:00:05,2024-09-11 00:00:05,2024-09-11 00:00:05,2024-09-11
"10","WbBHYJ7svi","MOOSPMv3Parser",1726013400,2,2,3,3,3,4,4,4,4,4,642,188,87459,31,26,1,26,26,34,12,26,0,35,40,21,20,511.321,10,1,36.785343,-119.773109,76.893997,7,600,58,3,"e00fce6856818e5885f65487",2024-09-11 00:10:00,2024-09-11 00:10:00,2024-09-11 00:10:00,2024-09-11
