"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","Ry2r8HrFah","MOOSPMv3Parser",1681949400,1.02,1.02,1.57,1.54,1.54,1.81,1.93,1.85,1.85,1.99,353.63,91.02,21379.53,13.43,12.15,1,12.35,12.38,10.2,27.3,12.39,0.51,8.9,9.5,28.4,26.9,34.038,16.7,8.4,40.593994,-105.076103,1520.069946,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 00:09:56,2023-04-20 00:09:56,2023-04-20 00:09:56,2023-04-20
"2","cHcerzvVvk","MOOSPMv3Parser",1681950001,1.03,1.03,1.5,1.73,1.73,1.77,1.93,1.96,1.96,2.01,340.35,92.53,21177.57,13.84,11.58,1.14,11.81,11.85,10,27.8,11.86,0.53,8.6,9.3,29.5,27.7,37.173,18.6,9.7,40.594048,-105.075813,1500.166992,5,58,606,1,"e00fce6835b6173deb1a1f49",2023-04-20 00:20:02,2023-04-20 00:20:02,2023-04-20 00:20:02,2023-04-20
"3","gVuD2MO09X","MOOSPMv3Parser",1681950601,1.08,1.08,1.36,1.71,1.71,1.57,1.69,2.08,2.08,1.74,361.54,96.05,21398.17,14.23,10.51,1.13,10.69,10.72,10,28,10.73,0.51,8.3,9.2,29.6,27.5,37.013,21.1,10,40.594112,-105.075851,1544.222046,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 00:30:02,2023-04-20 00:30:02,2023-04-20 00:30:02,2023-04-20
"4","Q40b7TsBv2","MOOSPMv3Parser",1681951201,1.13,1.13,1.21,1.56,1.56,1.37,1.44,1.97,1.97,1.47,401.45,100.46,21406.21,11.91,9.43,1.12,9.55,9.57,9.5,27.2,9.57,0.51,7.6,8.7,29.7,27.1,36.977,22.6,9.4,40.594112,-105.075897,1517.687012,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 00:40:02,2023-04-20 00:40:02,2023-04-20 00:40:02,2023-04-20
"5","GYQbg9fSCU","MOOSPMv3Parser",1681951801,0.84,0.84,1.12,1.32,1.32,1.26,1.33,1.48,1.48,1.37,374.83,86.23,21413.59,9.82,8.69,0.83,8.8,8.82,9.1,27.7,8.83,0.52,7.3,8.2,30.4,28.2,34.138,22,10,40.594116,-105.075851,1530.396973,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 00:50:02,2023-04-20 00:50:02,2023-04-20 00:50:02,2023-04-20
"6","yGTGVGFE3u","MOOSPMv3Parser",1681952401,0.41,0.41,0.9,0.81,0.81,1.02,1.07,0.93,0.93,1.1,271.16,66.26,21419.51,8.28,6.97,0.45,7.07,7.08,8.7,28,7.09,0.51,6.9,7.6,30.6,28.6,36.527,22.4,10.2,40.594116,-105.075844,1517.092041,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 01:00:02,2023-04-20 01:00:02,2023-04-20 01:00:02,2023-04-20
"7","exsaFwY9y6","MOOSPMv3Parser",1681953001,0.23,0.23,0.86,0.61,0.61,0.95,1,0.85,0.85,1.02,255.53,59.43,21425.18,8.03,6.63,0.86,6.71,6.72,8.6,28.6,6.72,0.51,6.6,7.3,31.9,29.7,36.603,23.1,11,40.594116,-105.075844,1517.097046,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 01:10:02,2023-04-20 01:10:02,2023-04-20 01:10:02,2023-04-20
"8","Syc46JQy1C","MOOSPMv3Parser",1681953601,0.47,0.47,0.96,0.89,0.89,1.06,1.11,1.07,1.07,1.13,273.87,67.12,21431.53,8.97,7.43,1,7.51,7.53,8.4,29.1,7.53,0.5,6.3,7.1,32.8,30.4,36.802,24.4,11.8,40.594143,-105.075714,1494.495972,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 01:20:02,2023-04-20 01:20:02,2023-04-20 01:20:02,2023-04-20
"9","GiU5Lw7Yg6","MOOSPMv3Parser",1681954201,0.3,0.3,0.94,0.86,0.86,1.03,1.06,0.91,0.91,1.08,276.88,66,21437.78,8.64,7.32,0.57,7.39,7.4,8.1,29.3,7.4,0.49,5.9,6.9,33.5,30.7,36.468,26.2,12.3,40.594231,-105.07592,1519.02002,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 01:30:03,2023-04-20 01:30:03,2023-04-20 01:30:03,2023-04-20
"10","JUAVqK3u3T","MOOSPMv3Parser",1681954801,0.44,0.44,0.96,0.82,0.82,1.04,1.07,0.92,0.92,1.08,300.81,69.21,21444.16,6.97,7.45,0.79,7.51,7.52,7.8,29.6,7.52,0.48,5.6,6.4,33.5,31.2,36.447,28.6,13,40.594078,-105.075821,1523.772949,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-20 01:40:02,2023-04-20 01:40:02,2023-04-20 01:40:02,2023-04-20
