"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","NBeggj8kZE","MOOSPMv3Parser",1679443201,0,0,6553.5,0.01,0.01,6553.5,6553.5,0.04,0.04,6553.5,160.07,41.27,13107,4.81,6553.5,0.61,6553.5,6553.5,0,0,6553.5,65.54,11.6,327.7,20.6,655.3,46.55,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 00:00:02,2023-03-22 00:00:02,2023-03-22 00:00:02,2023-03-22
"2","pakljF1qEF","MOOSPMv3Parser",1679443801,0.01,0.01,6553.5,0.05,0.05,6553.5,6553.5,0.14,0.14,6553.5,169.85,45.19,19660.93,6.29,6553.5,0.65,6553.5,6553.5,0,0,6553.5,65.54,11.6,327.7,20.9,655.3,48.105,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 00:10:02,2023-03-22 00:10:02,2023-03-22 00:10:02,2023-03-22
"3","u74oxUsAjr","MOOSPMv3Parser",1679444401,0,0,6553.5,0,0,6553.5,6553.5,0.05,0.05,6553.5,144.75,37.52,26214.93,4.4,6553.5,0.33,6553.5,6553.5,0.1,0,6553.5,65.54,11.3,327.7,21.8,655.3,49.235,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 00:20:02,2023-03-22 00:20:02,2023-03-22 00:20:02,2023-03-22
"4","mKK3auEpHM","MOOSPMv3Parser",1679445001,0,0,6553.5,0,0,6553.5,6553.5,0.03,0.03,6553.5,137.3,35.02,32768.93,4.29,6553.5,0.45,6553.5,6553.5,0,0,6553.5,65.54,10.6,327.7,22.6,655.3,49.045,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 00:30:02,2023-03-22 00:30:02,2023-03-22 00:30:02,2023-03-22
"5","liltsttst2","MOOSPMv3Parser",1679445601,0,0,6553.5,0.03,0.03,6553.5,6553.5,0.1,0.1,6553.5,128.15,32.44,39322.93,4.29,6553.5,0.77,6553.5,6553.5,0,0,6553.5,65.54,10.1,327.7,24,655.3,49.361,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 00:40:02,2023-03-22 00:40:02,2023-03-22 00:40:02,2023-03-22
"6","tssHkUXl8t","MOOSPMv3Parser",1679446201,0,0,6553.5,0.01,0.01,6553.5,6553.5,0.04,0.04,6553.5,132.29,33.73,45876.93,4.27,6553.5,0.55,6553.5,6553.5,0.1,0,6553.5,65.54,9.8,327.7,25.4,655.3,48.137,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 00:50:02,2023-03-22 00:50:02,2023-03-22 00:50:02,2023-03-22
"7","1QqCiOl6Ms","MOOSPMv3Parser",1679446801,0,0,6553.5,0,0,6553.5,6553.5,0.03,0.03,6553.5,113.85,27.98,52430.93,3.1,6553.5,0.17,6553.5,6553.5,0,0,6553.5,65.54,9.4,327.7,27,655.3,45.792,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 01:00:02,2023-03-22 01:00:02,2023-03-22 01:00:02,2023-03-22
"8","ps95CDrAfD","MOOSPMv3Parser",1679447401,0,0,6553.5,0,0,6553.5,6553.5,0,0,6553.5,101.3,26.18,58984,2.69,6553.5,0.28,6553.5,6553.5,0.1,0,6553.5,65.54,9.1,327.7,26.3,655.3,46.129,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 01:10:02,2023-03-22 01:10:02,2023-03-22 01:10:02,2023-03-22
"9","y6MN0V7wqR","MOOSPMv3Parser",1679448001,0,0,6553.5,0,0,6553.5,6553.5,0.02,0.02,6553.5,99,25.73,65536,3.43,6553.5,0.35,6553.5,6553.5,0,0,6553.5,65.54,8.8,327.7,27.2,655.3,46.597,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 01:20:02,2023-03-22 01:20:02,2023-03-22 01:20:02,2023-03-22
"10","kBG7570uJ4","MOOSPMv3Parser",1679448601,0,0,6553.5,0,0,6553.5,6553.5,0.17,0.17,6553.5,90.45,22.97,72088,2.99,6553.5,0.74,6553.5,6553.5,0,0,6553.5,65.54,8.6,327.7,28.4,655.3,45.278,6553.5,6553.5,0,0,0,0,58,600,1,"e00fce68f8f5a1da595c7249",2023-03-22 01:30:02,2023-03-22 01:30:02,2023-03-22 01:30:02,2023-03-22
