"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","9HJdmGiXnW","MOOSPMv3Parser",1696982400,2.76,2.76,2.13,3.9,3.9,2.23,2.23,4.04,4.04,2.23,879.3,225.68,508794.47,26.04,16.68,0.91,16.73,16.73,27.2,37.7,16.73,0.42,27.4,30.4,45.9,39.3,29.119,39.3,3276.7,36.011337,-119.963661,40.738998,7,600,58,1,"e00fce6858b443fd80f27170",2023-10-11 00:00:01,2023-10-11 00:00:01,2023-10-11 00:00:01,2023-10-11
"2","1Cb0lcryr6","MOOSPMv3Parser",1696982400,2,2,2,3,3,2,2,4,4,2,597,171,1865,21,13,1,13,13,26,39,13,0,26,28,46,42,30.604,12,2,36.785366,-119.773148,92.880997,11,599,58,3,"e00fce6856818e5885f65487",2023-10-11 00:00:01,2023-10-11 00:00:01,2023-10-11 00:00:01,2023-10-11
"3","iW0oL6JSiT","MOOSPMv3Parser",1696982400,3,3,2,4,4,2,2,5,5,2,736,202,375876,31,16,1,16,16,25,37,16,0,26,27,45,42,15.729,22,4,35.613266,-119.68959,49.293999,8,600,58,3,"e00fce68e88237db75a60608",2023-10-11 00:00:02,2023-10-11 00:00:02,2023-10-11 00:00:02,2023-10-11
"4","uzlD3d3sV2","MOOSPMv3Parser",1696982401,3.54,3.54,2.47,4.73,4.73,2.59,2.59,4.93,4.93,2.59,734.7,215.18,392027.53,27.61,19.34,1.27,19.42,19.42,25.9,39.9,19.42,0.37,25.5,28.7,44.6,38.1,26.788,38.2,1,35.135792,-119.458946,281.876007,6,600,58,1,"e00fce682bbf742cd0b6768a",2023-10-11 00:00:02,2023-10-11 00:00:02,2023-10-11 00:00:02,2023-10-11
"5","8excN3InE6","MOOSPMv3Parser",1696982401,5.53,5.53,1.99,7.22,7.22,2.09,2.09,7.45,7.45,2.09,1250.43,325.27,186106.52,39.7,15.56,1.8,15.62,15.62,26.2,39,15.62,0.34,26.6,29.2,47.1,42.2,0.001,29.7,2,36.139084,-120.368469,181.602997,5,600,58,1,"e00fce68e77e43df92405fdb",2023-10-11 00:00:02,2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11
"6","77pVC86LD2","MOOSPMv3Parser",1696982400,5,5,2,7,7,3,3,7,7,3,1072,296,411,35,19,1,19,19,29,35,19,0,27,33,47,34,17.003,18,1,36.130005,-120.333984,149.117996,7,600,58,3,"e00fce68f12da1a0c5de6248",2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11
"7","L39YXOkdkC","MOOSPMv3Parser",1696982401,1,1,1,1,1,1,1,1,1,1,294,80,537024,9,6,0,6,6,25,35,6,0,26,27,41,40,31.578,27,3277,36.503086,-120.325424,54.028,6,600,58,3,"e00fce68e28dcbc9a589be10",2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11
"8","DtyTJHC773","MOOSPMv3Parser",1696982401,1,1,1,1,1,1,1,2,2,1,399,102,19768,11,4,1,4,4,24,34,4,0,26,27,34,33,33.494,2,3,36.634167,-120.382332,26.886,7,600,58,3,"e00fce6835b6173deb1a1f49",2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11
"9","bccDduuwRs","MOOSPMv3Parser",1696982401,8,8,5,11,11,6,6,12,12,6,1550,433,589217,73,42,5,42,42,25,41,42,0,26,28,50,44,30.84,19,4,35.955292,-119.03685,121.337997,5,600,58,3,"e00fce6808784ceaf209f949",2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11 00:00:03,2023-10-11
"10","4RDBfsGkKv","MOOSPMv3Parser",1696982400,3,3,2,4,4,2,2,4,4,2,743,188,492102,25,15,2,15,15,26,38,15,0,26,29,46,39,31.471,42,1,36.01046,-120.140343,213.020004,8,599,58,3,"e00fce6850cac69f647dc199",2023-10-11 00:00:04,2023-10-11 00:00:04,2023-10-11 00:00:04,2023-10-11
"11","gqr5og4yre","MOOSPMv3Parser",1696982400,1,1,1,2,2,2,2,2,2,2,351,108,724274,17,10,2,10,11,0,0,11,1,26,27,45,42,0.751,11,2,36.433872,-119.922821,35.318001,10,600,58,3,"e00fce6876826e255108c6bd",2023-10-11 00:00:04,2023-10-11 00:00:05,2023-10-11 00:00:05,2023-10-11
"12","ScVBxMNOGf","MOOSPMv3Parser",1696982401,2,2,2,4,4,3,3,4,4,3,608,168,881111,28,19,2,19,19,26,36,19,0,27,28,45,42,19.232,29,5,36.52919,-119.293396,83.602997,8,600,58,3,"e00fce68e739ecbcf9e91965",2023-10-11 00:00:04,2023-10-11 00:00:05,2023-10-11 00:00:05,2023-10-11
"13","iazTfkTyOH","MOOSPMv3Parser",1696983000,2,2,2,3,3,2,2,3,3,2,543,156,1872,18,12,1,12,12,26,39,12,0,26,28,45,41,28.948,26,2,36.785431,-119.773163,65.322998,6,600,58,3,"e00fce6856818e5885f65487",2023-10-11 00:10:01,2023-10-11 00:10:01,2023-10-11 00:10:01,2023-10-11
