"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","o7GYoYhvaj","MOOSPMv3Parser",1682294401,10.92,10.92,8.74,16.72,16.72,9.16,9.16,18.35,18.35,9.16,2037.12,569.76,2134.6,115.86,68.39,9.05,68.63,68.65,16.9,22,68.66,0.39,14.7,17.8,25.1,20.6,38.77,125.7,4,40.593906,-105.07576,1476.296997,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 00:00:01,2023-04-24 00:00:01,2023-04-24 00:00:01,2023-04-24
"2","i9TMVZEzCD","MOOSPMv3Parser",1682295001,10.46,10.46,8.7,16.25,16.25,9.12,9.12,17.67,17.67,9.12,1984.59,554.94,2193.26,112.32,68.08,7.63,68.32,68.33,17,22.2,68.35,0.4,14.4,17.7,25.3,20.5,38.777,125.3,4,40.593906,-105.07576,1476.293945,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 00:10:02,2023-04-24 00:10:02,2023-04-24 00:10:02,2023-04-24
"3","u8sOFPSVqk","MOOSPMv3Parser",1682295601,11.67,11.67,8.96,17.73,17.73,9.39,9.39,19.41,19.41,9.39,2140.77,600.43,2253.65,117.39,70.1,9.04,70.34,70.36,16.6,22.5,70.37,0.39,13.7,17.3,26.6,21.2,38.934,128.8,4,40.594162,-105.07589,1526.88501,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 00:20:01,2023-04-24 00:20:01,2023-04-24 00:20:01,2023-04-24
"4","1mWwqiHjy8","MOOSPMv3Parser",1682296201,11.48,11.48,8.78,16.88,16.88,9.2,9.2,18.65,18.65,9.2,2119.67,595.92,2312.85,111.37,68.71,8.75,68.95,68.96,16.4,22.6,68.97,0.4,13.9,17.1,26.3,21.3,38.766,122.4,4,40.59407,-105.075798,1539.147949,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 00:30:01,2023-04-24 00:30:01,2023-04-24 00:30:01,2023-04-24
"5","nvJqEMnIGc","MOOSPMv3Parser",1682296801,12.04,12.04,9,17.75,17.75,9.44,9.44,19.16,19.16,9.44,2235.18,621.91,2373.57,117.14,70.48,7.1,70.72,70.74,15.9,23.2,70.75,0.4,13.4,16.6,27.3,22.3,38.752,130.9,4,40.594185,-105.075691,1475.807983,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 00:40:01,2023-04-24 00:40:01,2023-04-24 00:40:01,2023-04-24
"6","dxFSTj1GfR","MOOSPMv3Parser",1682297401,12.64,12.64,9.31,19.17,19.17,9.77,9.77,20.54,20.54,9.77,2366.7,661.62,2436.4,123.71,72.92,9.47,73.18,73.2,15.4,23.8,73.21,0.39,12.9,16.1,28.4,23.1,38.851,111.5,4.1,40.594143,-105.075813,1492.832031,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 00:50:01,2023-04-24 00:50:01,2023-04-24 00:50:01,2023-04-24
"7","XkICsl9rAT","MOOSPMv3Parser",1682298001,14.68,14.68,10.13,21.66,21.66,10.62,10.62,23.73,23.73,10.62,2673.9,747.52,2504.69,140.06,79.27,9.59,79.54,79.56,14.8,23.9,79.58,0.39,12.7,15.5,27.5,22.9,38.035,136,5,40.594021,-105.075729,1488.255981,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 01:00:01,2023-04-24 01:00:01,2023-04-24 01:00:01,2023-04-24
"8","47ogWIDyvA","MOOSPMv3Parser",1682298601,13.26,13.26,9.91,19.64,19.64,10.39,10.39,21.61,21.61,10.39,2450.26,686.32,2571.51,129.35,77.55,8.4,77.82,77.84,14.4,24.2,77.86,0.4,12.5,15,27.7,23.3,38.92,119.5,5,40.594074,-105.075775,1518.811035,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 01:10:01,2023-04-24 01:10:01,2023-04-24 01:10:01,2023-04-24
"9","2kgEeJwnAq","MOOSPMv3Parser",1682299201,13.25,13.25,9.77,19.71,19.71,10.25,10.25,21.3,21.3,10.25,2441.44,681.9,2637.44,130.26,76.52,8.97,76.79,76.81,14,24.8,76.82,0.41,12.3,14.5,28.2,24.2,39.049,103.8,5.9,40.594124,-105.075729,1502.125,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 01:20:01,2023-04-24 01:20:01,2023-04-24 01:20:01,2023-04-24
"10","uXL8SJsziA","MOOSPMv3Parser",1682299801,11.45,11.45,8.76,16.92,16.92,9.22,9.25,18.73,18.73,9.26,2162.73,601.68,2696.47,109.42,68.58,8.35,68.85,68.87,13.7,25,68.88,0.42,12,14.1,28,24.3,38.443,101.3,6,40.594086,-105.07576,1531.656006,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 01:30:01,2023-04-24 01:30:01,2023-04-24 01:30:01,2023-04-24
