"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","9WqgzDq133","MOOSPMv3Parser",1682982000,7.74,7.74,5.38,11.18,11.18,5.64,5.64,12.34,12.34,5.64,1613.44,436.41,11451.19,68.35,42.11,5.44,42.25,42.26,24.9,19.4,42.27,0.4,22.5,27.5,22.1,16.7,35.122,135.8,1,40.594193,-105.07579,1531.671997,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-01 23:00:01,2023-05-01 23:00:01,2023-05-01 23:00:01,2023-05-02
"2","Hfo0U2GN7v","MOOSPMv3Parser",1682982600,8.27,8.27,5.74,11.58,11.58,6.03,6.03,12.66,12.66,6.03,1666.01,442.69,11489.95,70.83,44.98,5.12,45.13,45.15,24.4,20.3,45.15,0.41,22.4,27,23.4,18.1,35.889,127.4,1,40.594193,-105.07579,1531.672974,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-01 23:10:01,2023-05-01 23:10:01,2023-05-01 23:10:01,2023-05-02
"3","BejYwJv9OJ","MOOSPMv3Parser",1682983200,8.49,8.49,5.96,11.76,11.76,6.25,6.25,12.68,12.68,6.25,1693.2,458.89,11530.16,70.8,46.67,5.14,46.83,46.84,23.5,20.7,46.85,0.41,21.1,25.9,24.4,18.6,35.832,110.2,1,40.594147,-105.07592,1540.430054,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-01 23:20:01,2023-05-01 23:20:02,2023-05-01 23:20:02,2023-05-02
"4","8ikUFcTyRH","MOOSPMv3Parser",1682983800,8.33,8.33,5.97,11.97,11.97,6.27,6.27,13.54,13.54,6.27,1709.48,453.1,11570.45,74.91,46.76,5.58,46.92,46.93,23,21.2,46.94,0.41,21.3,25.4,25.2,19.4,35.834,97.9,1,40.594067,-105.075836,1513.079956,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-01 23:30:01,2023-05-01 23:30:01,2023-05-01 23:30:01,2023-05-02
"5","F0Di33v8pG","MOOSPMv3Parser",1682984400,8.32,8.32,5.76,11.78,11.78,6.04,6.04,12.85,12.85,6.04,1680.24,442.13,11609.27,71.93,45.06,5.34,45.22,45.23,22.6,21.9,45.24,0.42,20.9,24.9,24.6,19.8,36.341,86.9,1,40.594307,-105.076035,1548.767944,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-01 23:40:01,2023-05-01 23:40:02,2023-05-01 23:40:02,2023-05-02
"6","ZrD1X9TOhX","MOOSPMv3Parser",1682985000,9.01,9.01,6.28,12.52,12.52,6.59,6.59,13.6,13.6,6.59,1831.46,479.76,11651.63,74.41,49.17,5.19,49.34,49.35,22.2,22,49.36,0.4,20.8,24.2,24.9,20.2,35.879,84.2,1,40.594204,-105.075783,1507.290039,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-01 23:50:01,2023-05-01 23:50:01,2023-05-01 23:50:01,2023-05-02
"7","u5BQEgGF7E","MOOSPMv3Parser",1682985600,7.74,7.74,5.47,10.61,10.61,5.73,5.73,11.33,11.33,5.73,1609.61,421.95,11688.51,60.77,42.8,3.96,42.95,42.95,21.9,22.9,42.96,0.41,20.9,24,25.6,21.4,35.44,95.2,1,40.594246,-105.075905,1544.005005,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-02 00:00:01,2023-05-02 00:00:01,2023-05-02 00:00:01,2023-05-02
"8","2yWkrJdfi0","MOOSPMv3Parser",1682986200,9.94,9.94,7.2,14.16,14.16,7.55,7.55,15.55,15.55,7.55,2043.59,538.55,11737.05,84.29,56.33,6.5,56.52,56.54,22.4,22.7,56.55,0.41,21.8,24.4,24.9,21.1,34.936,84.3,1,40.593662,-105.075821,1519.510986,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-02 00:10:01,2023-05-02 00:10:01,2023-05-02 00:10:01,2023-05-02
"9","QNunWGaLXP","MOOSPMv3Parser",1682986800,7.3,7.3,5.28,10.29,10.29,5.54,5.54,11.22,11.22,5.54,1513.32,403.79,11772.69,64.4,41.37,3.96,41.51,41.53,22.6,21.5,41.53,0.42,22,24.6,22.9,19.5,35.193,87.1,1,40.594254,-105.075928,1534.928955,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-02 00:20:01,2023-05-02 00:20:02,2023-05-02 00:20:02,2023-05-02
"10","79ppDWjS3Y","MOOSPMv3Parser",1682987400,6.76,6.76,4.9,9.34,9.34,5.14,5.14,10.22,10.22,5.14,1451.66,379.38,11805.75,57.42,38.38,3.63,38.51,38.52,22.7,21.3,38.53,0.41,21.8,24.8,23.1,19.3,35.835,82.2,1,40.594318,-105.075844,1548.218994,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-05-02 00:30:01,2023-05-02 00:30:05,2023-05-02 00:30:05,2023-05-02
