"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","VsajUHDuVO","MOOSPMv3Parser",1780185601,3,3,1,4,4,1,1,4,4,1,721,192,8865,18,11,1,11,11,31,24,11,0,30,36,33,27,37.259,136,1,36.139023,-120.368355,170.341995,6,599,58,3,"e00fce68f12da1a0c5de6248",2026-05-31 00:00:02.284,2026-05-31 00:00:02.838,2026-05-31 00:00:02.838,2026-05-31
"2","648I3wMpBj","MOOSPMv3Parser",1780185601,5,5,2,6,6,2,2,7,6,2,1351,296,842,30,14,1,14,14,29,26,14,0,29,33,33,30,38.946,203,1,36.139008,-120.368393,209.528,9,600,58,3,"e00fce68e77e43df92405fdb",2026-05-31 00:00:02.894,2026-05-31 00:00:03.864,2026-05-31 00:00:03.864,2026-05-31
"3","fzAVzuQuRw","MOOSPMv3Parser",1780185601,3,3,2,4,4,2,2,4,4,2,862,217,314,30,13,1,13,13,30,22,13,0,30,34,32,29,0.025,207,1,36.139179,-120.368492,166.753006,6,600,58,3,"e00fce68e739ecbcf9e91965",2026-05-31 00:00:03.234,2026-05-31 00:00:03.907,2026-05-31 00:00:03.907,2026-05-31
"4","nNACazswnb","MOOSPMv3Parser",1780185601,5,5,3,7,6,3,3,7,7,3,1130,312,292,42,24,1,24,24,29,26,24,0,29,33,32,30,44.78,187,3277,36.139088,-120.368355,165.882004,7,600,58,3,"e00fce68e28dcbc9a589be10",2026-05-31 00:00:03.321,2026-05-31 00:00:04.038,2026-05-31 00:00:04.038,2026-05-31
"5","aKCrMFV5pB","MOOSPMv3Parser",1780185601,0,0,1,0,0,1,1,0,0,1,231,129,102,11,5,0,5,5,32,27,5,0,30,36,33,26,0,187,1,36.138981,-120.368263,172.852005,5,600,58,3,"e00fce686dc2ef0a68fa40b0",2026-05-31 00:00:02.932,2026-05-31 00:00:04.188,2026-05-31 00:00:04.188,2026-05-31
"6","Rbrq6s1KRf","MOOSPMv3Parser",1780185601,3,3,2,5,5,2,2,5,5,2,1073,265,1220,29,16,2,16,16,30,28,16,0,30,34,33,30,511.601,196,3277,36.139023,-120.368362,209.261002,6,600,58,3,"e00fce6858b443fd80f27170",2026-05-31 00:00:03.466,2026-05-31 00:00:04.803,2026-05-31 00:00:04.803,2026-05-31
"7","6D5BLpMy8q","MOOSPMv3Parser",1780185601,0,0,6554,0,0,6554,6554,0,0,6554,246,157,192689,16,6554,1,6554,6554,33,26,6554,66,28,328,45,655,30.386,6554,6554,36.138996,-120.368309,177.477997,7,600,58,3,"e00fce68d6b773b56ce8baa0",2026-05-31 00:00:03.565,2026-05-31 00:00:04.856,2026-05-31 00:00:04.856,2026-05-31
"8","KTWyMyisMC","MOOSPMv3Parser",1780185601,5,5,3,8,7,3,3,8,8,3,1390,311,1019,44,23,3,23,23,29,28,23,0,29,32,33,31,37.972,170,1,36.139023,-120.368439,177.709,7,600,58,3,"e00fce68e88237db75a60608",2026-05-31 00:00:03.71,2026-05-31 00:00:04.925,2026-05-31 00:00:04.925,2026-05-31
"9","PF7dzJTxki","MOOSPMv3Parser",1780186201,1,1,1,2,2,1,1,2,2,1,337,219,108,21,8,1,8,8,31,29,8,0,28,34,35,28,0,140,1,36.139008,-120.368378,158.608002,6,600,58,3,"e00fce686dc2ef0a68fa40b0",2026-05-31 00:10:02.044,2026-05-31 00:10:02.297,2026-05-31 00:10:02.297,2026-05-31
"10","ORrXEphdbo","MOOSPMv3Parser",1780186201,1,1,6554,2,2,6554,6554,2,2,6554,353,245,199241,29,6554,1,6554,6554,31,28,6554,66,28,328,45,655,30.724,6554,6554,36.138996,-120.368309,177.477997,7,600,58,3,"e00fce68d6b773b56ce8baa0",2026-05-31 00:10:02.624,2026-05-31 00:10:02.814,2026-05-31 00:10:02.814,2026-05-31
