"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","CAa8wzlPLr","MOOSPMv3Parser",1686960000,3.24,3.24,2.92,4.61,4.61,3.07,3.07,4.98,4.98,3.07,836.29,238.33,26641.05,33.71,22.88,1.32,22.97,22.98,32.8,24,22.98,0.42,33.7,37.8,24.4,20.9,59.85,118.1,1,36.785431,-119.773125,67.148003,7,600,58,1,"e00fce6856818e5885f65487",2023-06-17 00:00:01,2023-06-17 00:00:02,2023-06-17 00:00:02,2023-06-17
"2","wCx97msV3B","MOOSPMv3Parser",1686960000,4.5,4.5,3.2,6.45,6.45,3.35,3.36,6.6,6.6,3.36,985.61,271.8,1264.48,42.84,24.99,1.72,25.09,25.09,32.5,20.7,25.09,0.44,34.1,37.5,24.5,21,53.203,142.8,1,36.785378,-119.77314,55.143002,8,600,58,1,"e00fce68e88237db75a60608",2023-06-17 00:00:02,2023-06-17 00:00:02,2023-06-17 00:00:02,2023-06-17
"3","0CE0YzuCte","MOOSPMv3Parser",1686960001,4.27,4.27,3.15,6.74,6.74,3.3,3.31,7.07,7.07,3.31,981.38,272.06,334.56,44.35,24.64,3.17,24.74,24.74,32.7,20,24.74,0.43,34,37.5,24.2,21.9,53.721,112.8,1,36.785416,-119.773102,69.899002,6,600,58,1,"e00fce68e739ecbcf9e91965",2023-06-17 00:00:02,2023-06-17 00:00:02,2023-06-17 00:00:02,2023-06-17
"4","udjAtbmG2p","MOOSPMv3Parser",1686960000,3.76,3.76,2.86,5.38,5.38,3,3,5.65,5.65,3,1070.41,272.52,268.36,35.44,22.4,1.78,22.47,22.47,33.2,23.7,22.47,0.45,34,37.9,24.4,21.7,63.119,63.9,3276.7,36.785366,-119.773163,69.364998,7,600,58,1,"e00fce6858b443fd80f27170",2023-06-17 00:00:02,2023-06-17 00:00:02,2023-06-17 00:00:02,2023-06-17
"5","86cLCKUoXg","MOOSPMv3Parser",1686960000,4.76,4.76,2.57,6.61,6.61,2.7,2.7,6.93,6.93,2.7,1100,287.08,4519.03,38.35,20.08,2.2,20.16,20.16,33.3,22.7,20.17,0.43,34.1,38.5,24.2,20.9,32.39,138.6,1,36.785473,-119.77301,49.563,5,600,58,1,"e00fce68e77e43df92405fdb",2023-06-17 00:00:02,2023-06-17 00:00:03,2023-06-17 00:00:03,2023-06-17
"6","bclrARbziG","MOOSPMv3Parser",1686960001,3.77,3.77,2.86,5.59,5.59,3,3,6.1,6.1,3,912.71,236.78,856.38,36.57,22.41,2.95,22.5,22.5,33,23.4,22.5,0.44,34.1,38.8,24.1,19.8,69.982,220.2,1,36.78532,-119.773048,71.639,5,600,58,1,"e00fce6850cac69f647dc199",2023-06-17 00:00:02,2023-06-17 00:00:03,2023-06-17 00:00:03,2023-06-17
"7","7hcCq97ZHB","MOOSPMv3Parser",1686960001,3.17,3.17,2.95,4.97,4.97,3.09,3.09,5.56,5.56,3.09,707.65,215.64,25634.87,34.02,23.09,2.44,23.18,23.18,0.2,0.2,23.18,0.44,33.9,37.3,24.3,20.8,47.349,96.1,1,36.785416,-119.773163,66.358002,8,600,58,1,"e00fce6876826e255108c6bd",2023-06-17 00:00:03,2023-06-17 00:00:03,2023-06-17 00:00:03,2023-06-17
"8","Igtdr8CBhk","MOOSPMv3Parser",1686960001,4.94,4.94,10.3,6.59,6.59,10.81,10.81,6.93,6.93,10.81,1033.38,288.85,5470.25,37.07,80.68,2.03,80.96,80.98,32.8,24.6,80.98,0.36,33.9,37.8,26.7,20.9,61.962,119.3,1,36.785175,-119.773087,61.965,5,600,58,1,"e00fce68f12da1a0c5de6248",2023-06-17 00:00:03,2023-06-17 00:00:03,2023-06-17 00:00:03,2023-06-17
"9","EqIyWqhPkn","MOOSPMv3Parser",1686960001,4.12,4.12,2.89,5.83,5.83,3.03,3.03,6.19,6.19,3.03,929.19,254.15,1167.26,36.44,22.59,2.1,22.68,22.68,32.4,22,22.69,0.43,34.5,37.5,23.5,21.4,67.565,270,1,36.785416,-119.773125,60.959999,6,600,58,1,"e00fce6808784ceaf209f949",2023-06-17 00:00:04,2023-06-17 00:00:04,2023-06-17 00:00:04,2023-06-17
"10","72CyDBbJk6","MOOSPMv3Parser",1686960600,3.82,3.82,2.77,5.37,5.37,2.93,2.95,6.1,6.1,2.95,1061.71,277.5,7223.61,36.71,21.71,2.64,21.8,21.81,31.9,23.8,21.81,0.44,33.7,36.8,23.7,20.4,65.868,62.9,1,36.785423,-119.773026,65.363998,7,600,58,1,"e00fce6835b6173deb1a1f49",2023-06-17 00:09:57,2023-06-17 00:09:58,2023-06-17 00:09:58,2023-06-17
"11","swCc3ZjACY","MOOSPMv3Parser",1686960600,3.42,3.42,3.1,5.14,5.14,3.25,3.25,5.39,5.39,3.25,873.92,249.94,26662.15,38.8,24.24,1.65,24.33,24.34,32.6,23.4,24.34,0.41,33.6,37.6,23.4,20.2,59.458,118.6,1,36.785351,-119.773087,82.819,6,600,58,1,"e00fce6856818e5885f65487",2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17
"12","xi3D06H1gT","MOOSPMv3Parser",1686960600,4.68,4.68,3.24,6.73,6.73,3.4,3.4,7.15,7.15,3.4,1010.38,276.58,1286.68,45.08,25.38,2.86,25.47,25.48,32.4,20.1,25.48,0.44,33.8,37.2,23.9,20.5,52.763,136.4,1,36.785442,-119.773132,69.551003,7,600,58,1,"e00fce68e88237db75a60608",2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17
"13","eE5PoAsgtZ","MOOSPMv3Parser",1686960601,4.32,4.32,3.12,6.74,6.74,3.28,3.29,7.58,7.58,3.29,1004.95,279.88,355.82,47.58,24.42,3.6,24.53,24.53,32.5,19.4,24.54,0.43,33.8,36.7,23.4,21.8,54.225,113.8,1,36.7854,-119.773201,62.619999,8,600,58,1,"e00fce68e739ecbcf9e91965",2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17
"14","PdHEg02gL6","MOOSPMv3Parser",1686960600,4.06,4.06,2.88,6.08,6.08,3.02,3.02,6.25,6.25,3.02,1099.02,285.59,287.85,42.71,22.56,1.68,22.63,22.63,33,23.1,22.64,0.46,33.8,36.8,23.4,21.7,63.104,63.8,3276.7,36.785366,-119.773163,69.361,0,600,58,1,"e00fce6858b443fd80f27170",2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17 00:10:02,2023-06-17
"15","B6JcAMg5HJ","MOOSPMv3Parser",1686960600,4.9,4.9,2.76,6.63,6.63,2.9,2.9,6.92,6.92,2.9,1133.53,293.54,4537.83,36.48,21.6,1.73,21.69,21.69,33.2,21.9,21.69,0.43,34,38.3,23.1,20.1,32.679,137.1,1,36.785473,-119.77301,49.566002,0,600,58,1,"e00fce68e77e43df92405fdb",2023-06-17 00:10:02,2023-06-17 00:10:03,2023-06-17 00:10:03,2023-06-17
"16","PO8McsyxaC","MOOSPMv3Parser",1686960601,3.87,3.87,3.01,5.6,5.6,3.16,3.16,5.92,5.92,3.16,917.48,234.59,876.85,36.38,23.52,1.8,23.62,23.62,32.8,22.9,23.62,0.44,33.9,38.7,23.5,19.3,69.864,213.6,1,36.785343,-119.773117,89.725998,7,600,58,1,"e00fce6850cac69f647dc199",2023-06-17 00:10:03,2023-06-17 00:10:03,2023-06-17 00:10:03,2023-06-17
"17","1G9uYcEaQN","MOOSPMv3Parser",1686960601,3.14,3.14,3.08,4.95,4.95,3.23,3.23,5.48,5.48,3.23,702.38,216.32,25655.86,35.74,24.09,2.29,24.18,24.19,0,0,24.19,0.42,33.7,37,23.7,20.3,47.024,98.8,1,36.785343,-119.773148,46.103001,6,600,58,1,"e00fce6876826e255108c6bd",2023-06-17 00:10:03,2023-06-17 00:10:03,2023-06-17 00:10:03,2023-06-17
"18","An7e15DzLo","MOOSPMv3Parser",1686960601,5.11,5.11,3.17,6.61,6.61,3.32,3.32,7.11,7.11,3.32,1066.56,297.4,5491.94,36.33,24.78,1.67,24.87,24.88,32.5,24.2,24.88,0.41,33.7,37.6,26,20.3,62.096,114.5,1,36.785385,-119.773125,81.939003,6,600,58,1,"e00fce68f12da1a0c5de6248",2023-06-17 00:10:03,2023-06-17 00:10:03,2023-06-17 00:10:03,2023-06-17
"19","aApFmBJdXm","MOOSPMv3Parser",1686960601,4.18,4.18,2.87,5.93,5.93,3.01,3.01,6.09,6.09,3.01,936.75,253.64,1186.79,36.9,22.44,1.9,22.53,22.53,32.3,21.4,22.53,0.42,34.3,37.2,22.7,20.9,67.233,258.9,1,36.78532,-119.773201,60.903999,5,600,58,1,"e00fce6808784ceaf209f949",2023-06-17 00:10:04,2023-06-17 00:10:04,2023-06-17 00:10:04,2023-06-17
"20","EGtgD3zMuZ","MOOSPMv3Parser",1686961200,3.87,3.87,2.67,5.58,5.58,2.8,2.8,6.01,6.01,2.81,1063.54,280.91,7241.6,37.34,20.9,2.64,20.97,20.98,31.9,23.6,20.98,0.44,33.8,36.7,23.5,20.4,53.888,66.2,1,36.785275,-119.773125,61.737999,6,600,58,1,"e00fce6835b6173deb1a1f49",2023-06-17 00:19:57,2023-06-17 00:19:58,2023-06-17 00:19:58,2023-06-17
"21","MTYgLCBefv","MOOSPMv3Parser",1686961200,3.15,3.15,3.08,4.62,4.62,3.23,3.23,5.04,5.04,3.23,835.5,238.26,26683.14,32.39,24.11,1.48,24.2,24.2,32.5,23.3,24.2,0.41,33.7,37.5,23.3,20.3,51.47,103.6,1,36.785442,-119.773354,89.554001,5,600,58,1,"e00fce6856818e5885f65487",2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17
"22","HcO67hXoSE","MOOSPMv3Parser",1686961200,4.61,4.61,3.31,6.51,6.51,3.48,3.48,6.76,6.76,3.48,989.77,273.05,1309.36,44.03,25.93,2.35,26.02,26.03,32.3,20,26.03,0.43,33.9,37,23.7,20.6,51.856,122.9,1,36.785442,-119.773132,69.553001,0,600,58,1,"e00fce68e88237db75a60608",2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17
"23","YkzsZwNwjX","MOOSPMv3Parser",1686961201,4.49,4.49,3.24,7.3,7.3,3.4,3.4,7.79,7.79,3.4,1018.74,283.2,377.88,48.04,25.34,3.06,25.45,25.45,32.5,19.3,25.45,0.41,33.9,36.8,23.3,21.8,52.419,108.1,1,36.785416,-119.773163,73.422997,8,600,58,1,"e00fce68e739ecbcf9e91965",2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17
"24","doBw3oJRIz","MOOSPMv3Parser",1686961200,3.96,3.96,3.06,5.77,5.77,3.21,3.21,5.9,5.9,3.21,1095.41,278.43,308.52,37.67,23.94,1.67,24.01,24.02,33,22.9,24.02,0.46,33.9,37.3,23.3,21.3,56.674,41.9,3276.7,36.785351,-119.773117,66.663002,5,600,58,1,"e00fce6858b443fd80f27170",2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17 00:20:02,2023-06-17
"25","LjQTxn4EbH","MOOSPMv3Parser",1686961200,5.14,5.14,2.73,7.08,7.08,2.86,2.86,7.47,7.47,2.86,1134.83,302.05,4556.42,41.34,21.35,2.32,21.43,21.44,33.1,21.8,21.44,0.43,34.1,38.1,23.1,20.2,31.895,122.4,1,36.785297,-119.773117,64.602997,7,600,58,1,"e00fce68e77e43df92405fdb",2023-06-17 00:20:02,2023-06-17 00:20:03,2023-06-17 00:20:03,2023-06-17
"26","2KfDLipIf6","MOOSPMv3Parser",1686961201,3.47,3.47,2.99,5.32,5.32,3.14,3.14,5.62,5.62,3.14,900.32,231.32,898.68,36.61,23.4,2.61,23.49,23.5,32.8,22.7,23.5,0.44,34,38.6,23.2,19.2,67.987,203.9,1,36.78537,-119.773087,64.873001,6,599,58,1,"e00fce6850cac69f647dc199",2023-06-17 00:20:03,2023-06-17 00:20:03,2023-06-17 00:20:03,2023-06-17
"27","bYJ78SoWrc","MOOSPMv3Parser",1686961201,3.22,3.22,3.05,4.98,4.98,3.2,3.2,5.55,5.55,3.2,710.46,218.09,25676.64,33.94,23.87,2.47,23.96,23.96,0.2,0.2,23.96,0.42,33.8,37,23.5,20.3,45.752,109.7,1,36.78537,-119.77317,59.830002,5,600,58,1,"e00fce6876826e255108c6bd",2023-06-17 00:20:03,2023-06-17 00:20:03,2023-06-17 00:20:03,2023-06-17
