"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","nfbcpEPOXp","MOOSPMv3Parser",1747785601,0,0,1,1,1,1,1,1,1,1,313,86,162900,12,11,1,11,11,31,11,11,0,33,36,20,20,511.274,30,1,36.7854,-119.773079,69.363998,6,600,58,3,"e00fce6856818e5885f65487",2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21
"2","Mw2qaeQLYa","MOOSPMv3Parser",1747785600,0,0,2,0,0,2,2,0,0,2,170,101,262,10,12,1,12,12,31,16,12,0,33,34,17,17,0.331,102,1,36.139053,-120.368309,144.580994,6,60,58,3,"e00fce68b74b750aa2a7da46",2025-05-21 00:00:02,2025-05-21 00:00:02,2025-05-21 00:00:02,2025-05-21
"3","KrbnWXHdWP","MOOSPMv3Parser",1747785600,1,1,2,1,1,2,2,2,2,2,310,87,436,14,12,1,12,12,32,8,12,0,33,36,16,16,513.387,6,3277,36.138889,-120.368362,180.498001,7,600,58,3,"e00fce68e28dcbc9a589be10",2025-05-21 00:00:02,2025-05-21 00:00:02,2025-05-21 00:00:02,2025-05-21
"4","AID8n4Q6kv","MOOSPMv3Parser",1747785600,1,1,2,1,1,2,2,2,2,2,386,82,528,14,14,1,14,14,30,8,14,0,33,35,15,16,513.588,7,1,36.138924,-120.368462,181.029007,6,600,58,3,"e00fce68e88237db75a60608",2025-05-21 00:00:02,2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21
"5","yWu9k6f7Ks","MOOSPMv3Parser",1747785601,0.79,0.79,1.25,1.46,1.46,1.31,1.31,1.7,1.7,1.31,505.27,87.21,1403.97,14.83,9.77,1.07,9.81,9.81,31,7.7,9.81,0.39,33,35.2,16.1,16.2,0,11.7,1.6,36.138836,-120.368408,191.559998,6,600,58,1,"e00fce68e77e43df92405fdb",2025-05-21 00:00:02,2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21
"6","tvJXyf6y1c","MOOSPMv3Parser",1747785601,0,0,1,0,0,2,2,0,0,2,170,80,408,9,11,1,11,11,29,19,11,0,32,33,16,17,62.08,29,1,36.139252,-120.368317,191.908005,5,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-05-21 00:00:02,2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21
"7","bjprtqOmCT","MOOSPMv3Parser",1747785600,1,1,1,1,1,1,1,2,2,1,347,89,404,16,10,1,10,10,31,6,10,0,33,35,16,17,204.355,6,1,36.138874,-120.368431,185.264999,0,600,58,3,"e00fce6808784ceaf209f949",2025-05-21 00:00:02,2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21
"8","uJhoUELUnX","MOOSPMv3Parser",1747785601,1,1,2,1,1,2,2,1,1,2,298,84,443,15,12,1,12,12,31,9,12,0,33,36,15,15,53.828,13,1,36.138908,-120.368462,167.953995,5,600,58,3,"e00fce68f12da1a0c5de6248",2025-05-21 00:00:02,2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21
"9","HO5xdMvhut","MOOSPMv3Parser",1747785601,0.13,0.13,1.52,0.82,0.82,1.6,1.6,0.86,0.86,1.6,365.82,92.61,1396.3,14.64,11.94,0.95,11.97,11.97,31,9.1,11.97,0.48,32.9,35.3,15.1,15.9,0,5.8,3276.7,36.138821,-120.368439,174.783997,7,599,58,1,"e00fce6858b443fd80f27170",2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21
"10","NhYO5wjz3r","MOOSPMv3Parser",1747785601,0,0,2,1,1,2,2,1,1,2,406,97,220,20,12,1,12,12,33,5,12,0,33,38,15,15,513.139,3,1,36.139027,-120.368362,180.582993,6,599,58,3,"e00fce68e739ecbcf9e91965",2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21 00:00:03,2025-05-21
