"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","YaHW56MdJf","MOOSPMv3Parser",1680285601,0,0,0.35,0.04,0.04,0.49,0.62,0.04,0.04,0.67,72.85,18.31,1.99,3.25,2.53,0.11,2.69,2.73,17.4,52.3,2.74,0.86,0,19.5,0,53.6,0,33.2,0.9,47.047535,-122.882042,52.118,6,58,240,1,"e00fce68afb0ec9f5087904a",2023-03-31 18:00:02,2023-03-31 18:00:02,2023-03-31 18:00:02,2023-03-31
"2","PkN2uQNDJd","MOOSPMv3Parser",1680286200,0,0,0.25,0,0,0.28,0.3,0,0,0.3,69.39,17.02,2.46,2,1.94,0.13,1.97,1.97,18.3,49.4,1.97,0.61,0,20.4,0,51.7,0.001,93.7,1,47.047672,-122.882324,69.241997,6,58,599,1,"e00fce68afb0ec9f5087904a",2023-03-31 18:10:01,2023-03-31 18:10:01,2023-03-31 18:10:01,2023-03-31
"3","Tlv4uk3oaA","MOOSPMv3Parser",1680286800,0,0,0.36,0.05,0.05,0.4,0.42,0.07,0.07,0.43,74.37,19.66,4.87,3.35,2.8,0.21,2.84,2.85,18.5,48.3,2.85,0.6,0,20.9,0,50.3,0,99.3,1,47.047638,-122.882156,27.513,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 18:20:01,2023-03-31 18:20:01,2023-03-31 18:20:01,2023-03-31
"4","SeTIEQERBL","MOOSPMv3Parser",1680287400,0,0,0.27,0,0,0.3,0.31,0,0,0.32,61.07,16.39,6.68,2.15,2.1,0.12,2.12,2.13,18.6,47.6,2.13,0.59,0,21.2,0,49,0.003,100.4,1,47.047588,-122.882065,45.237999,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 18:30:01,2023-03-31 18:30:01,2023-03-31 18:30:01,2023-03-31
"5","tb7SRSuhDe","MOOSPMv3Parser",1680288000,0,0,0.23,0,0,0.25,0.26,0.05,0.05,0.26,56.55,14.88,8.25,1.87,1.82,0.14,1.83,1.84,18.7,47.1,1.84,0.57,0,21.3,0,48.5,0.001,100.3,1,47.047588,-122.882072,45.240002,0,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 18:40:01,2023-03-31 18:40:01,2023-03-31 18:40:01,2023-03-31
"6","X5fORdkKhC","MOOSPMv3Parser",1680288600,0,0,0.2,0.02,0.02,0.22,0.22,0.02,0.02,0.22,65.7,18.18,9.6,2.44,1.56,0.13,1.58,1.58,18.6,47.2,1.58,0.55,0,21.4,0,48.6,0,100,1,47.047794,-122.882523,67.005997,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 18:50:01,2023-03-31 18:50:01,2023-03-31 18:50:01,2023-03-31
"7","V6Rr2sWhrB","MOOSPMv3Parser",1680289200,0,0,0.22,0,0,0.23,0.23,0.04,0.04,0.24,57.43,15.11,11.09,1.77,1.71,0.17,1.72,1.73,18.6,47.3,1.73,0.53,0,21.4,0,48.6,0,95.6,1,47.047623,-122.88221,52.667999,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 19:00:01,2023-03-31 19:00:01,2023-03-31 19:00:01,2023-03-31
"8","7wWXA0ZTsW","MOOSPMv3Parser",1680289800,0,0,0.22,0,0,0.23,0.23,0.04,0.04,0.23,53.32,14.78,12.56,1.93,1.7,0.18,1.71,1.71,18.6,46.6,1.71,0.52,0,21.4,0,48,0,73,1,47.047592,-122.882042,51.231998,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 19:10:01,2023-03-31 19:10:01,2023-03-31 19:10:01,2023-03-31
"9","G4bFUIKtqf","MOOSPMv3Parser",1680290400,0,0,0.18,0.01,0.01,0.19,0.2,0.01,0.01,0.2,55.14,15.23,13.81,2.52,1.43,0.13,1.44,1.44,18.6,46.6,1.44,0.51,0,21.4,0,48,0,74.3,1,47.047703,-122.881989,41.926998,7,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 19:20:01,2023-03-31 19:20:01,2023-03-31 19:20:01,2023-03-31
"10","QXJY95ra5G","MOOSPMv3Parser",1680291000,0,0,0.22,0,0,0.24,0.24,0,0,0.24,63.36,15.87,15.31,2.02,1.73,0.07,1.74,1.74,18.6,46.6,1.74,0.5,0,21.4,0,48,0.001,79.8,1,47.047695,-122.881966,46.765999,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-31 19:30:01,2023-03-31 19:30:01,2023-03-31 19:30:01,2023-03-31
