"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","uN4AtyGlCX","MOOSPMv3Parser",1682553600,6.26,6.26,3.13,8.72,8.72,3.28,3.28,9.09,9.09,3.28,1268.43,351.38,946.43,52.53,24.5,2.98,24.59,24.59,18.3,32.9,24.6,0.36,16,19.5,41.4,32.6,31.633,137.2,2,40.594097,-105.075798,1512.395996,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 00:00:02,2023-04-27 00:00:02,2023-04-27 00:00:02,2023-04-27
"2","mVIJhX8d4T","MOOSPMv3Parser",1682554200,5.77,5.77,3.08,7.99,7.99,3.23,3.23,8.45,8.45,3.23,1184.43,325.49,967.22,48.48,24.13,2.74,24.22,24.22,17.8,33.6,24.23,0.36,15.4,18.9,42.6,33.6,31.688,112.5,2,40.594166,-105.075928,1519.688965,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 00:10:02,2023-04-27 00:10:02,2023-04-27 00:10:02,2023-04-27
"3","r2YzsQ3hRk","MOOSPMv3Parser",1682554800,6.06,6.06,3.06,8.24,8.24,3.21,3.21,8.86,8.86,3.21,1223.38,334.19,987.87,49.17,23.97,3.18,24.05,24.06,17.5,34.4,24.06,0.36,15.3,18.6,43.8,34.6,31.492,112.7,2,40.593979,-105.075829,1520.953003,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 00:20:02,2023-04-27 00:20:02,2023-04-27 00:20:02,2023-04-27
"4","EqL1TsGg09","MOOSPMv3Parser",1682555400,6.26,6.26,3.28,8.61,8.61,3.44,3.44,9.24,9.24,3.44,1234.55,341.87,1010,51.76,25.69,3.39,25.78,25.78,17.2,34.8,25.79,0.37,15.3,18.3,43.1,34.8,31.278,118.8,2,40.59404,-105.075737,1509.482056,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 00:30:02,2023-04-27 00:30:02,2023-04-27 00:30:02,2023-04-27
"5","2msZjvDEMF","MOOSPMv3Parser",1682556000,6.07,6.07,3.05,8.26,8.26,3.2,3.2,8.53,8.53,3.2,1228.59,338.44,1030.58,51.34,23.88,2.26,23.97,23.97,16.6,35.8,23.98,0.37,14.5,17.6,45.3,36.2,31.377,101.7,2,40.594055,-105.07576,1513.244019,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 00:40:02,2023-04-27 00:40:02,2023-04-27 00:40:02,2023-04-27
"6","T9vtTNszBz","MOOSPMv3Parser",1682556600,6.27,6.27,3.38,8.78,8.78,3.55,3.55,9.4,9.4,3.55,1250.62,340.86,1053.42,54.68,26.51,3.52,26.6,26.61,16,37.1,26.61,0.36,14.1,16.9,46.7,37.8,30.765,111.2,2,40.594059,-105.075867,1515.859985,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 00:50:02,2023-04-27 00:50:02,2023-04-27 00:50:02,2023-04-27
"7","5w9GHZNkJS","MOOSPMv3Parser",1682557200,6.21,6.21,3.24,8.48,8.48,3.39,3.39,9.29,9.29,3.39,1260.7,344.03,1075.25,49.44,25.34,3.74,25.43,25.43,15.8,37.8,25.44,0.37,14.7,16.7,45.3,38.7,29.999,119.6,2,40.594059,-105.075867,1515.854004,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 01:00:02,2023-04-27 01:00:02,2023-04-27 01:00:02,2023-04-27
"8","bGTE2HyEEH","MOOSPMv3Parser",1682557800,4.07,4.07,2.3,5.56,5.56,2.41,2.41,5.75,5.75,2.41,903.43,246.34,1090.74,33.63,17.98,1.79,18.04,18.04,15.7,37.8,18.05,0.4,14.6,16.5,44.9,38.7,29.792,112.5,2,40.59409,-105.075806,1520.006958,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 01:10:02,2023-04-27 01:10:02,2023-04-27 01:10:02,2023-04-27
"9","KPIFpc8QvE","MOOSPMv3Parser",1682558400,2.47,2.47,1.66,3.32,3.32,1.74,1.74,3.65,3.65,1.74,620.16,167.69,1101.93,20.92,12.99,1.21,13.03,13.04,15.5,38,13.04,0.38,14.1,16.2,46.1,39,29.901,90.1,2,40.594101,-105.07589,1516.883057,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 01:20:02,2023-04-27 01:20:02,2023-04-27 01:20:02,2023-04-27
"10","Ln3bPP5MLl","MOOSPMv3Parser",1682559000,2.43,2.43,1.58,3.36,3.36,1.66,1.66,3.51,3.51,1.66,624.7,166.63,1112.58,22.2,12.36,1.31,12.4,12.4,15.1,38.8,12.4,0.39,13.4,15.7,47.9,40,29.961,84.6,3,40.594124,-105.075668,1509.5,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 01:30:02,2023-04-27 01:30:02,2023-04-27 01:30:02,2023-04-27
"11","H6MJplPM72","MOOSPMv3Parser",1682559600,0.96,0.96,1.02,1.58,1.58,1.07,1.07,1.92,1.92,1.07,406.79,106.04,1119.47,11.82,8,1.12,8.03,8.03,14.6,40,8.03,0.39,13.1,15.2,49.5,41.5,29.514,85.2,3,40.593998,-105.07563,1520.852051,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 01:40:02,2023-04-27 01:40:02,2023-04-27 01:40:02,2023-04-27
"12","vVh7aFf2Lr","MOOSPMv3Parser",1682560200,1.52,1.52,1.16,2.21,2.21,1.22,1.22,2.29,2.29,1.22,467.55,124.94,1127.3,14.11,9.09,0.95,9.12,9.13,14.2,41.2,9.13,0.39,12.8,14.8,51,42.9,29.057,95.9,3,40.594124,-105.075745,1530.083984,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 01:50:02,2023-04-27 01:50:02,2023-04-27 01:50:02,2023-04-27
"13","lggz8CgH06","MOOSPMv3Parser",1682560800,3.02,3.02,1.89,4.11,4.11,1.98,1.98,4.37,4.37,1.98,691.43,188.96,1140.03,24.68,14.77,1.48,14.81,14.82,13.8,42.3,14.82,0.37,12.5,14.3,52,44.2,28.34,125.1,3,40.594181,-105.075798,1526.317017,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 02:00:02,2023-04-27 02:00:02,2023-04-27 02:00:02,2023-04-27
"14","JJFwBf8Xto","MOOSPMv3Parser",1682561400,3.94,3.94,2.35,5.53,5.53,2.47,2.47,5.87,5.87,2.47,856.14,236.38,1155.88,35.77,18.4,2.45,18.46,18.47,13.6,43.3,18.47,0.38,12.3,13.9,52.7,45.3,27.966,141.1,3.3,40.59399,-105.076027,1523.062988,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 02:10:02,2023-04-27 02:10:02,2023-04-27 02:10:02,2023-04-27
"15","AyqCAxEZxi","MOOSPMv3Parser",1682562001,4.74,4.74,2.97,6.8,6.8,3.11,3.11,7.56,7.56,3.11,982.26,273.01,1175.91,43.9,23.25,3.31,23.33,23.34,13.2,44.1,23.34,0.39,12.1,13.6,53.4,46.3,27.817,132,4,40.594006,-105.075829,1496.123047,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 02:20:03,2023-04-27 02:20:03,2023-04-27 02:20:03,2023-04-27
"16","nQz71s0OFz","MOOSPMv3Parser",1682562601,4.04,4.04,2.86,5.72,5.72,3,3,6.36,6.36,3,933.19,255.47,1195.19,37.77,22.38,2.71,22.46,22.46,13,45,22.47,0.37,11.9,13.3,54.3,47.5,26.986,125.3,4,40.594173,-105.075798,1497.527954,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 02:30:01,2023-04-27 02:30:02,2023-04-27 02:30:02,2023-04-27
"17","V2nXCMa5sz","MOOSPMv3Parser",1682563201,3.73,3.73,2.49,5.35,5.35,2.61,2.61,6,6,2.61,841.63,229.83,1211.98,34.78,19.5,2.7,19.57,19.57,12.8,45.8,19.57,0.39,11.7,13,55.4,48.5,26.161,156.8,4,40.594173,-105.075798,1497.527954,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-27 02:40:01,2023-04-27 02:40:02,2023-04-27 02:40:02,2023-04-27
