"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","cvJLz18Gpf","MOOSPMv3Parser",1682464201,0,0,0.38,0,0,0.4,0.4,0.06,0.06,0.4,91.38,23.72,15587.38,3.71,2.95,0.22,2.96,2.96,12.3,47.7,2.96,0.42,10.1,12.3,61.2,50.5,25.338,86.8,4,40.594101,-105.075882,1508.458984,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 23:09:57,2023-04-25 23:09:57,2023-04-25 23:09:57,2023-04-26
"2","AdhCVYQtEi","MOOSPMv3Parser",1682464801,0,0,0.33,0,0,0.35,0.35,0.02,0.02,0.35,97.99,26.84,15589.58,4.06,2.59,0.3,2.61,2.61,12,48.5,2.61,0.41,9.7,12,62.7,51.4,26.426,68.9,4,40.594101,-105.075882,1508.459961,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 23:19:57,2023-04-25 23:19:57,2023-04-25 23:19:57,2023-04-26
"3","ubRokKbWgq","MOOSPMv3Parser",1682465401,0,0,0.47,0.02,0.02,0.49,0.49,0.13,0.13,0.49,109.84,28.44,15592.76,3.76,3.66,0.33,3.67,3.68,11.6,49.9,3.68,0.41,9.4,11.5,64.8,53.5,27,73.7,4,40.594017,-105.075706,1518.624023,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 23:29:57,2023-04-25 23:29:57,2023-04-25 23:29:57,2023-04-26
"4","vCMwmWH20H","MOOSPMv3Parser",1682466001,0.01,0.01,0.47,0.25,0.25,0.49,0.49,0.33,0.33,0.49,147.45,40.03,15595.92,5.95,3.68,0.67,3.69,3.69,11,52.1,3.69,0.41,8.7,10.6,67.6,56.8,28.424,53.6,4.9,40.594166,-105.076019,1531.839966,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 23:39:57,2023-04-25 23:39:57,2023-04-25 23:39:57,2023-04-26
"5","5hUd9DAZjD","MOOSPMv3Parser",1682466601,0.48,0.48,0.73,0.8,0.8,0.77,0.77,1.05,1.05,0.77,254.85,68.74,15600.85,7.61,5.72,0.67,5.73,5.74,10.5,54.7,5.74,0.41,8.1,9.9,72.3,61.3,29.761,37.3,6.1,40.594097,-105.075798,1509.213989,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 23:49:57,2023-04-25 23:49:57,2023-04-25 23:49:57,2023-04-26
"6","fNU9AQqu4E","MOOSPMv3Parser",1682467201,3.1,2.88,1.95,4.23,4.09,2.05,2.05,4.75,4.75,2.05,694.6,183.64,15614.04,26.53,15.28,1.71,15.33,15.34,10,57.2,15.34,0.41,7.5,9.3,75.4,64.1,28.204,55.4,7.3,40.594257,-105.075768,1531.975952,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 23:59:57,2023-04-25 23:59:57,2023-04-25 23:59:57,2023-04-26
"7","1zwf2B6Ppb","MOOSPMv3Parser",1682467801,0,0,0.31,0,0,0.33,0.33,0.06,0.06,0.33,75.33,18.28,15616.14,2.47,2.44,0.31,2.45,2.45,9.6,57.1,2.45,0.41,7.3,8.8,73.6,63.8,26.77,54.3,7.7,40.594181,-105.075691,1476.666016,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 00:09:57,2023-04-26 00:09:57,2023-04-26 00:09:57,2023-04-26
"8","tnreNrylfV","MOOSPMv3Parser",1682468401,0,0,0.21,0,0,0.22,0.22,0,0,0.22,43.05,11.14,15617.66,1.8,1.7,0.16,1.7,1.7,9.3,57.9,1.7,0.4,7.1,8.4,74.6,65,25.646,65.7,7,40.594135,-105.075729,1492.46106,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 00:19:57,2023-04-26 00:19:57,2023-04-26 00:19:57,2023-04-26
"9","KDGnMbWTX4","MOOSPMv3Parser",1682469001,0,0,0.16,0,0,0.17,0.17,0,0,0.17,43.89,10.46,15618.72,1.58,1.24,0.08,1.24,1.24,9.2,58.4,1.24,0.4,6.9,8.2,74.8,65.5,25.015,66,7,40.594181,-105.07589,1496.957031,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 00:29:57,2023-04-26 00:29:57,2023-04-26 00:29:57,2023-04-26
"10","RzxfCQcmH0","MOOSPMv3Parser",1682469601,0,0,0.16,0,0,0.16,0.16,0,0,0.16,32.2,8.75,15619.84,1.31,1.23,0.14,1.23,1.23,9,57.9,1.23,0.4,6.8,8,73.7,64.5,24.646,70.3,7,40.593998,-105.075874,1512.244019,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 00:39:57,2023-04-26 00:39:57,2023-04-26 00:39:57,2023-04-26
"11","ihiCCd5uKz","MOOSPMv3Parser",1682470201,0,0,0.14,0,0,0.15,0.15,0,0,0.15,22.92,5.54,15620.79,0.78,1.11,0.17,1.12,1.12,8.9,58.5,1.12,0.41,6.6,7.8,74.9,65.7,25.294,66.7,7,40.594067,-105.075813,1503.437012,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 00:49:57,2023-04-26 00:49:57,2023-04-26 00:49:57,2023-04-26
"12","8MbrcgvZRz","MOOSPMv3Parser",1682470801,0,0,0.16,0,0,0.16,0.16,0,0,0.16,33.29,8.11,15621.89,1.16,1.25,0.17,1.26,1.26,8.7,58.5,1.26,0.42,6.4,7.6,74.8,65.7,25.918,62.3,7.9,40.594097,-105.076057,1525.040039,3,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 00:59:57,2023-04-26 00:59:57,2023-04-26 00:59:57,2023-04-26
"13","0ZMIkt7TNH","MOOSPMv3Parser",1682471401,0,0,0.17,0,0,0.18,0.18,0.03,0.03,0.18,36.85,9.79,15623.08,1.11,1.35,0.22,1.35,1.35,8.6,58.8,1.35,0.41,6.4,7.6,74.8,66.1,26.274,59.9,8.6,40.594212,-105.075928,1528.81897,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 01:09:57,2023-04-26 01:09:57,2023-04-26 01:09:57,2023-04-26
"14","MCm9Y2gX7F","MOOSPMv3Parser",1682472001,0,0,0.33,0.03,0.03,0.35,0.35,0.03,0.03,0.35,90.25,23.1,15625.29,2.65,2.62,0.13,2.63,2.63,8.5,59.5,2.63,0.42,6.3,7.4,75.5,66.8,27.635,51.5,9.5,40.5942,-105.076004,1517.484985,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 01:19:57,2023-04-26 01:19:57,2023-04-26 01:19:57,2023-04-26
"15","zIFcOIZTPC","MOOSPMv3Parser",1682472601,0.09,0.09,0.65,0.25,0.25,0.69,0.69,0.31,0.31,0.69,185.16,46.8,15629.69,5.7,5.11,0.34,5.13,5.13,8.4,60.4,5.13,0.42,6.2,7.3,77.2,68.2,30.784,31.4,11.5,40.594139,-105.07592,1531.621948,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 01:29:57,2023-04-26 01:29:57,2023-04-26 01:29:57,2023-04-26
"16","HC1gKUrf4G","MOOSPMv3Parser",1682473201,0.25,0.25,0.63,0.45,0.45,0.66,0.66,0.61,0.61,0.66,220.41,55.89,15633.96,5.82,4.94,0.39,4.96,4.96,8.3,61.8,4.96,0.42,5.8,7.2,80.1,70.4,30.626,34.1,13.6,40.594131,-105.075714,1532.82605,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 01:39:57,2023-04-26 01:39:57,2023-04-26 01:39:57,2023-04-26
"17","QkLLU8KyEx","MOOSPMv3Parser",1682473801,0.68,0.68,0.66,0.93,0.93,0.69,0.69,1.18,1.18,0.69,351.33,82.94,15638.41,6.23,5.18,0.68,5.2,5.2,8.1,62.1,5.2,0.41,5.7,7,80.2,70.3,29.774,52.8,13.3,40.59409,-105.075928,1514.197998,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 01:49:57,2023-04-26 01:49:57,2023-04-26 01:49:57,2023-04-26
"18","bVv0WB7klj","MOOSPMv3Parser",1682474401,0.36,0.36,0.79,0.89,0.89,0.82,0.82,1.05,1.05,0.82,346.01,70.76,15643.67,8.06,6.15,0.9,6.17,6.17,8.2,62.8,6.17,0.4,5.8,6.9,81,72.1,28.366,61.2,13,40.594017,-105.07563,1490.77002,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 01:59:57,2023-04-26 01:59:57,2023-04-26 01:59:57,2023-04-26
"19","sAnYEjHzSn","MOOSPMv3Parser",1682475001,0.34,0.34,0.71,0.87,0.87,0.73,0.73,1.07,1.07,0.73,357.55,70.56,15648.38,8.2,5.5,0.77,5.52,5.52,8.1,63.3,5.52,0.41,5.7,6.9,82.2,72.9,28.321,61.6,12.7,40.593864,-105.075874,1503.96106,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 02:09:57,2023-04-26 02:09:57,2023-04-26 02:09:57,2023-04-26
"20","cubOmCdXie","MOOSPMv3Parser",1682475601,0.24,0.24,0.7,0.61,0.61,0.73,0.73,0.83,0.83,0.73,331.92,64.7,15653.09,6.93,5.49,0.57,5.51,5.51,8.1,64.4,5.51,0.42,5.6,6.9,84.8,74.9,27.826,67.1,12,40.594021,-105.075836,1475.850952,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-26 02:19:57,2023-04-26 02:19:57,2023-04-26 02:19:57,2023-04-26
