"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","UjwMhtJtIy","MOOSPMv3Parser",1683590400,0.55,0.55,0.96,0.89,0.89,1.01,1.03,0.99,0.99,1.03,366.24,87.22,29651.52,7.95,7.5,0.64,7.54,7.54,23.5,18.9,7.54,0.45,22.9,26.1,19.7,16.1,35.093,46.6,1,40.593998,-105.075745,1489.810059,8,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 00:00:01,2023-05-09 00:00:01,2023-05-09 00:00:01,2023-05-09
"2","5G2FHuVFYb","MOOSPMv3Parser",1683591000,1.03,1.03,1.79,1.76,1.76,2.16,2.39,2.29,2.29,2.5,412.57,106.9,29662.99,16.94,13.75,1.47,14.07,14.12,23.2,19.4,14.14,0.6,22.8,25.7,20.6,17,32.488,68.1,1,40.594162,-105.07576,1500.574951,6,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 00:10:01,2023-05-09 00:10:01,2023-05-09 00:10:01,2023-05-09
"3","I856lRUQbV","MOOSPMv3Parser",1683591600,0.82,0.82,0.98,1.56,1.56,1.12,1.2,1.83,1.83,1.23,370.2,95.1,29669.48,13.77,7.64,1.6,7.75,7.76,22.7,20.4,7.77,0.54,22.4,25.2,21.7,18.1,33.162,65.7,1,40.594116,-105.075706,1507.909058,5,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 00:20:01,2023-05-09 00:20:01,2023-05-09 00:20:01,2023-05-09
"4","lqZXDQSsx6","MOOSPMv3Parser",1683592200,1.02,1.02,1.22,1.55,1.55,1.35,1.4,1.7,1.7,1.42,394.95,100.2,29677.57,11.91,9.53,1,9.63,9.64,22.3,20.4,9.64,0.49,22,24.7,21.6,18.1,33.991,46.1,1,40.594162,-105.075676,1528.171021,5,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 00:30:01,2023-05-09 00:30:01,2023-05-09 00:30:01,2023-05-09
"5","cC7itxU8kr","MOOSPMv3Parser",1683592800,1.48,1.48,1.36,2.14,2.14,1.45,1.48,2.41,2.41,1.49,557.56,130.78,29686.66,13.26,10.6,1.18,10.66,10.67,21.8,21.1,10.68,0.46,21.5,24.1,22.6,18.9,34.189,41.6,1,40.594124,-105.075813,1533.347046,5,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 00:40:01,2023-05-09 00:40:01,2023-05-09 00:40:01,2023-05-09
"6","FGzcDpKtae","MOOSPMv3Parser",1683593400,2.28,2.28,1.18,2.82,2.82,1.27,1.29,3.03,3.03,1.3,644.03,165.55,29694.68,12,9.25,0.91,9.3,9.31,21.6,21.6,9.31,0.47,21.5,23.8,23,19.6,34.393,35.3,1,40.594078,-105.075661,1533.828003,6,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 00:50:01,2023-05-09 00:50:01,2023-05-09 00:50:01,2023-05-09
"7","SiGnaqfrtD","MOOSPMv3Parser",1683594000,2.33,2.33,1.27,3.07,3.07,1.36,1.38,3.37,3.37,1.39,713.22,185.33,29703.24,14.64,9.95,1.22,10.01,10.01,21.5,21.9,10.02,0.46,21.4,23.6,23.5,20,33.851,46,1,40.594131,-105.075745,1484.43103,10,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 01:00:01,2023-05-09 01:00:01,2023-05-09 01:00:01,2023-05-09
"8","u0FqdJqRWE","MOOSPMv3Parser",1683594600,2.54,2.54,1.27,3.21,3.21,1.33,1.34,3.26,3.26,1.34,730.97,180.61,29711.78,12.87,9.9,0.79,9.95,9.95,21.1,26.5,9.95,0.44,20.8,23,27.7,26,33.939,44.1,1,40.594048,-105.075806,1503.71106,6,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 01:10:01,2023-05-09 01:10:01,2023-05-09 01:10:01,2023-05-09
"9","LG9dx6slXm","MOOSPMv3Parser",1683595200,1.41,1.41,1.24,2,2,1.32,1.32,2.23,2.23,1.33,534.9,122.27,29720.17,13.49,9.74,1.21,9.78,9.79,20.7,26.7,9.79,0.44,20.5,22.7,30.1,26.2,33.151,46.7,1,40.594234,-105.075951,1516.916992,6,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 01:20:01,2023-05-09 01:20:01,2023-05-09 01:20:01,2023-05-09
"10","OCn34xEIZi","MOOSPMv3Parser",1683595800,1.09,1.09,1.34,1.96,1.96,1.43,1.44,2.25,2.25,1.45,418.8,108.6,29729.09,16.64,10.45,1.25,10.51,10.51,20.5,25.7,10.51,0.45,21.1,22.4,27.7,25.1,32.618,44,1,40.594234,-105.075951,1516.916992,0,600,58,1,"e00fce6835b6173deb1a1f49",2023-05-09 01:30:01,2023-05-09 01:30:01,2023-05-09 01:30:01,2023-05-09
