"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","lbEWB38D4B","MOOSPMv3Parser",1712793601,5,5,2,6,6,2,2,6,6,2,1094,283,19297,30,15,1,15,15,26,28,15,0,28,29,34,33,511.635,49,1,36.634285,-120.382484,29.896,5,600,58,3,"e00fce6835b6173deb1a1f49",2024-04-11 00:00:01,2024-04-11 00:00:01,2024-04-11 00:00:01,2024-04-11
"2","mrjPnG67J0","MOOSPMv3Parser",1712793600,9,9,4,12,12,4,4,12,12,4,1810,503,236859,59,30,2,30,30,28,23,30,0,29,32,31,27,58.395,36,1,36.785366,-119.773163,74.024002,9,599,58,3,"e00fce68f12da1a0c5de6248",2024-04-11 00:00:03,2024-04-11 00:00:03,2024-04-11 00:00:03,2024-04-11
"3","4fd9prXNWg","MOOSPMv3Parser",1712793600,9,9,2.71,11.31,11.31,2.85,2.85,11.63,11.63,2.85,1927.11,493.96,262120,54.05,21.21,2.15,21.3,21.3,29,21.3,21.3,0.37,28.7,33.4,30,26.1,0,55.6,1,36.785328,-119.773163,74.153,9,600,58,1,"e00fce68e77e43df92405fdb",2024-04-11 00:00:03,2024-04-11 00:00:03,2024-04-11 00:00:03,2024-04-11
"4","LySPRDGQBm","MOOSPMv3Parser",1712793601,4,4,2,6,6,2,2,6,6,2,861,264,145919,31,18,2,18,18,0,0,18,0,28,30,31,29,0.005,23,2,36.433929,-119.92292,41.271999,10,600,58,3,"e00fce6876826e255108c6bd",2024-04-11 00:00:05,2024-04-11 00:00:05,2024-04-11 00:00:05,2024-04-11
"5","Ry600B1OEO","MOOSPMv3Parser",1712793601,8,8,4,10,10,4,4,11,11,4,1484,432,390063,52,28,2,29,29,28,21,29,0,28,32,30,27,23.563,45,1,36.785366,-119.773232,67.579002,6,600,58,3,"e00fce6856818e5885f65487",2024-04-11 00:00:16,2024-04-11 00:00:16,2024-04-11 00:00:16,2024-04-11
"6","fBWz2Gl67J","MOOSPMv3Parser",1712794201,8,8,3,10,10,4,4,11,11,4,1529,445,390083,50,26,2,27,27,28,22,27,0,28,32,31,28,23.77,37,1,36.785389,-119.773163,59.935001,7,600,58,3,"e00fce6856818e5885f65487",2024-04-11 00:10:00,2024-04-11 00:10:00,2024-04-11 00:10:00,2024-04-11
"7","pQaEfS5VDS","MOOSPMv3Parser",1712794201,5,5,2,6,6,2,2,6,6,2,1099,283,19310,29,15,1,15,15,26,28,15,0,28,30,33,32,511.604,61,1,36.6343,-120.382462,30.086,5,600,58,3,"e00fce6835b6173deb1a1f49",2024-04-11 00:10:01,2024-04-11 00:10:01,2024-04-11 00:10:01,2024-04-11
"8","MZcdTHCyDX","MOOSPMv3Parser",1712794200,8.85,8.85,2.43,10.98,10.98,2.55,2.55,11.46,11.46,2.55,1922.57,492.29,262136,48.98,19.01,1.84,19.08,19.08,28.6,22,19.09,0.37,28.2,33,31.4,27,0,52.9,1,36.785301,-119.773338,80.667,8,600,58,1,"e00fce68e77e43df92405fdb",2024-04-11 00:10:02,2024-04-11 00:10:03,2024-04-11 00:10:03,2024-04-11
"9","63zpbWA334","MOOSPMv3Parser",1712794200,10,10,3,12,12,4,4,12,12,4,1832,509,236882,56,27,1,27,27,28,24,27,0,28,32,33,28,59.146,36,1,36.785431,-119.773117,78.231003,12,599,58,3,"e00fce68f12da1a0c5de6248",2024-04-11 00:10:03,2024-04-11 00:10:03,2024-04-11 00:10:03,2024-04-11
"10","YFQIhDLFZD","MOOSPMv3Parser",1712794201,5,5,3,6,6,3,3,7,7,3,994,303,145936,37,21,2,21,21,0,0,21,0,28,30,30,29,0.002,23,3,36.43391,-119.922859,31.698999,10,600,58,3,"e00fce6876826e255108c6bd",2024-04-11 00:10:08,2024-04-11 00:10:09,2024-04-11 00:10:09,2024-04-11
