"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","aJrwRHAqbw","MOOSPMv3Parser",1730505600,3,3,3,5,5,3,3,5,5,3,746,216,3329,29,20,1,20,20,20,29,20,0,19,23,42,36,509.595,18,3,36.785301,-119.773102,68.667,7,600,58,3,"e00fce6856818e5885f65487",2024-11-02 00:00:00,2024-11-02 00:00:00,2024-11-02 00:00:00,2024-11-02
"2","IgCdzi5SJB","MOOSPMv3Parser",1730505601,1,1,1,1,1,1,1,2,2,1,342,84,22499,13,10,1,10,10,21,28,10,1,21,22,36,35,511.358,47,4,36.138996,-120.368301,159.901993,8,600,58,3,"e00fce6835b6173deb1a1f49",2024-11-02 00:00:02,2024-11-02 00:00:02,2024-11-02 00:00:02,2024-11-02
"3","NM6lU7nely","MOOSPMv3Parser",1730505601,1,1,1,1,1,1,1,1,1,1,283,79,25860,11,10,1,10,10,23,24,10,1,20,26,39,29,31.309,40,4,36.138931,-120.368248,166.162994,9,600,58,3,"e00fce68f12da1a0c5de6248",2024-11-02 00:00:02,2024-11-02 00:00:02,2024-11-02 00:00:02,2024-11-02
"4","uf54CreQ5F","MOOSPMv3Parser",1730505601,1,1,1,1,1,2,2,1,1,2,319,81,58869,13,11,0,11,11,21,27,11,1,19,23,39,34,29.604,46,4,36.138947,-120.368309,170.429993,6,600,58,3,"e00fce68e88237db75a60608",2024-11-02 00:00:03,2024-11-02 00:00:03,2024-11-02 00:00:03,2024-11-02
"5","zOOEmwNyTX","MOOSPMv3Parser",1730505601,1,1,1,1,1,1,1,2,2,2,329,82,219,17,10,2,10,10,22,22,10,1,20,24,39,33,515.126,47,1,36.138927,-120.368233,186.145996,6,600,58,3,"e00fce68e739ecbcf9e91965",2024-11-02 00:00:03,2024-11-02 00:00:04,2024-11-02 00:00:04,2024-11-02
"6","gy5sZ6l0TT","MOOSPMv3Parser",1730505601,0,0,1,1,1,2,2,2,2,2,230,69,374607,13,11,2,11,11,0,0,11,1,19,21,41,39,0.161,15,75,36.433601,-119.92334,13.109,7,600,58,3,"e00fce6876826e255108c6bd",2024-11-02 00:00:04,2024-11-02 00:00:04,2024-11-02 00:00:04,2024-11-02
"7","qKULzioQu9","MOOSPMv3Parser",1730505601,0,0,1,0,0,1,1,0,0,1,211,47,243044,7,6,1,6,6,19,25,6,1,19,20,38,36,511.407,13,4,36.010517,-120.140373,208.942001,8,600,58,3,"e00fce6850cac69f647dc199",2024-11-02 00:00:05,2024-11-02 00:00:05,2024-11-02 00:00:05,2024-11-02
"8","45P0U0JpM9","MOOSPMv3Parser",1730506200,3,3,2,4,4,3,3,4,4,3,684,197,3346,25,19,1,19,19,20,29,19,0,19,22,41,36,509.605,15,3,36.785351,-119.773109,58.799999,9,600,58,3,"e00fce6856818e5885f65487",2024-11-02 00:10:00,2024-11-02 00:10:01,2024-11-02 00:10:01,2024-11-02
"9","DTkrBjEJSV","MOOSPMv3Parser",1730506201,1,1,1,1,1,1,1,1,1,1,283,79,25869,10,10,1,10,10,22,25,10,1,19,24,41,32,32.105,30,4,36.138947,-120.368317,169.608002,8,600,58,3,"e00fce68f12da1a0c5de6248",2024-11-02 00:10:02,2024-11-02 00:10:02,2024-11-02 00:10:02,2024-11-02
"10","GVFbBWOTFE","MOOSPMv3Parser",1730506201,1,1,1,1,1,1,1,1,1,2,321,78,22508,12,10,1,10,10,20,29,10,0,20,22,37,36,511.27,44,4,36.139008,-120.36834,159.369995,8,600,58,3,"e00fce6835b6173deb1a1f49",2024-11-02 00:10:03,2024-11-02 00:10:03,2024-11-02 00:10:03,2024-11-02
"11","sjHENqLkMB","MOOSPMv3Parser",1730506201,1,1,1,1,1,1,2,1,1,2,301,71,228,14,10,2,10,10,21,24,10,1,19,23,41,35,515.52,31,1,36.138901,-120.368217,198.227997,6,600,58,3,"e00fce68e739ecbcf9e91965",2024-11-02 00:10:03,2024-11-02 00:10:03,2024-11-02 00:10:03,2024-11-02
"12","jAmftka28U","MOOSPMv3Parser",1730506201,1,1,1,1,1,2,2,1,1,2,285,75,58879,12,11,1,11,12,20,28,12,1,19,22,41,36,29.822,39,4,36.138966,-120.368385,164.733002,5,600,58,3,"e00fce68e88237db75a60608",2024-11-02 00:10:03,2024-11-02 00:10:03,2024-11-02 00:10:03,2024-11-02
"13","CGiCiMgxXc","MOOSPMv3Parser",1730506201,0,0,1,1,1,2,2,2,2,2,237,71,374617,15,11,1,12,12,0,0,12,1,19,21,42,39,0.184,15,83,36.433533,-119.923332,8.542,8,600,58,3,"e00fce6876826e255108c6bd",2024-11-02 00:10:04,2024-11-02 00:10:04,2024-11-02 00:10:04,2024-11-02
"14","GWgEicHQRT","MOOSPMv3Parser",1730506201,0,0,1,0,0,1,1,1,1,1,240,54,243045,8,7,0,7,7,19,25,7,1,19,20,38,37,511.448,13,4,36.010551,-120.140305,215.367004,5,600,58,3,"e00fce6850cac69f647dc199",2024-11-02 00:10:04,2024-11-02 00:10:04,2024-11-02 00:10:04,2024-11-02
"15","7ZcxTFwf0j","MOOSPMv3Parser",1730506800,2,2,2,3,3,2,2,4,4,2,561,164,3360,21,17,1,17,17,20,29,17,0,19,22,41,36,509.472,14,3,36.785419,-119.773079,57.799999,8,600,58,3,"e00fce6856818e5885f65487",2024-11-02 00:20:00,2024-11-02 00:20:00,2024-11-02 00:20:00,2024-11-02
"16","o4G5YPmLMc","MOOSPMv3Parser",1730506801,0,0,1,1,1,1,1,1,1,1,320,77,22516,11,9,1,9,9,20,30,9,0,19,21,40,37,511.204,38,4,36.139011,-120.368248,172.143997,8,600,58,3,"e00fce6835b6173deb1a1f49",2024-11-02 00:20:02,2024-11-02 00:20:02,2024-11-02 00:20:02,2024-11-02
"17","PZy5PKFFxO","MOOSPMv3Parser",1730506801,1,1,1,1,1,1,1,1,1,1,299,84,25877,11,9,1,9,9,20,27,9,1,19,23,44,35,31.745,24,4,36.138939,-120.368263,169.645004,7,600,58,3,"e00fce68f12da1a0c5de6248",2024-11-02 00:20:02,2024-11-02 00:20:02,2024-11-02 00:20:02,2024-11-02
"18","JBu3rqTsL0","MOOSPMv3Parser",1730506801,0,0,1,1,1,1,2,2,2,2,309,75,236,13,10,1,10,10,20,25,10,1,18,21,43,38,515.83,25,1,36.138966,-120.368294,169.408005,10,600,58,3,"e00fce68e739ecbcf9e91965",2024-11-02 00:20:03,2024-11-02 00:20:03,2024-11-02 00:20:03,2024-11-02
"19","cbgCTnsn2C","MOOSPMv3Parser",1730506801,1,1,2,2,2,3,4,3,3,4,297,90,374633,20,15,3,16,16,0,0,16,1,19,20,42,40,0.208,18,85,36.433613,-119.923332,15.977,8,600,58,3,"e00fce6876826e255108c6bd",2024-11-02 00:20:04,2024-11-02 00:20:04,2024-11-02 00:20:04,2024-11-02
"20","7GEIhmV90V","MOOSPMv3Parser",1730506801,0,0,1,1,1,1,1,1,1,1,258,61,243451,11,7,1,7,7,19,26,7,1,19,20,39,37,511.463,16,4,36.010521,-120.140289,213.690994,7,599,58,3,"e00fce6850cac69f647dc199",2024-11-02 00:20:05,2024-11-02 00:20:05,2024-11-02 00:20:05,2024-11-02
"21","W7EhXRrryt","MOOSPMv3Parser",1730506801,1,1,1,1,1,1,2,1,1,2,296,75,58887,13,10,1,10,11,20,29,11,1,19,21,42,38,29.369,36,4,36.138966,-120.368385,164.729004,0,600,58,3,"e00fce68e88237db75a60608",2024-11-02 00:20:08,2024-11-02 00:20:08,2024-11-02 00:20:08,2024-11-02
"22","idxBVmWixc","MOOSPMv3Parser",1730507400,3,3,2,4,4,2,2,4,4,2,578,167,3375,22,17,1,17,17,20,29,17,0,19,21,41,36,509.447,12,3,36.78545,-119.773079,55.708,9,600,58,3,"e00fce6856818e5885f65487",2024-11-02 00:30:00,2024-11-02 00:30:00,2024-11-02 00:30:00,2024-11-02
