"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","AKcgJGyGwp","MOOSPMv3Parser",1755216000,5,5,4,7,7,4,4,8,8,4,1451,367,173530,53,28,2,28,28,34,17,28,0,36,39,24,24,43.841,23,3277,35.949505,-119.050102,97.397003,8,600,58,3,"e00fce6858b443fd80f27170",2025-08-15 00:00:01,2025-08-15 00:00:02,2025-08-15 00:00:02,2025-08-15
"2","9pxdmCDoWP","MOOSPMv3Parser",1755216000,8,8,9,13,13,10,10,13,13,10,1523,455,142614,95,73,4,73,73,35,11,73,0,39,40,16,18,41.707,37,1,35.613102,-119.68956,58.465,5,600,58,3,"e00fce682bbf742cd0b6768a",2025-08-15 00:00:02,2025-08-15 00:00:03,2025-08-15 00:00:03,2025-08-15
"3","BLzksVlHB9","MOOSPMv3Parser",1755216000,0,0,4,1,1,4,4,2,2,4,350,237,162488,31,30,1,30,30,36,23,30,0,37,40,23,22,48.337,16,1,35.67041,-119.239044,83.831001,6,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-08-15 00:00:02,2025-08-15 00:00:03,2025-08-15 00:00:03,2025-08-15
"4","kH4H1bY6DM","MOOSPMv3Parser",1755216000,5,5,4,7,7,5,5,8,8,5,1252,297,143294,48,35,2,35,35,33,17,35,0,36,38,25,25,46.203,50,1,36.03764,-120.173248,186.723999,8,600,58,3,"e00fce68e88237db75a60608",2025-08-15 00:00:03,2025-08-15 00:00:03,2025-08-15 00:00:03,2025-08-15
"5","kIFRBxzG6j","MOOSPMv3Parser",1755216000,1,1,4,4,4,5,5,4,4,5,420,305,53147,51,34,3,34,34,38,22,34,0,39,43,23,22,30.877,47,1,36.139023,-120.368362,157.324997,5,600,58,3,"e00fce68d6b773b56ce8baa0",2025-08-15 00:00:03,2025-08-15 00:00:03,2025-08-15 00:00:03,2025-08-15
"6","Z1xyCFRAIU","MOOSPMv3Parser",1755216001,7,7,5,11,11,6,6,11,11,6,1591,444,241456,73,42,3,42,42,36,15,42,0,38,41,23,22,50.033,19,3277,36.5266,-119.290344,82.042999,10,600,58,3,"e00fce68e28dcbc9a589be10",2025-08-15 00:00:03,2025-08-15 00:00:04,2025-08-15 00:00:04,2025-08-15
"7","HDTkjtxFle","MOOSPMv3Parser",1755216001,6,6,4,9,9,5,5,9,9,5,1349,375,54778,60,34,2,34,34,35,16,34,0,38,41,22,22,0.005,52,1,36.13905,-120.368423,164.781006,7,600,58,3,"e00fce68f12da1a0c5de6248",2025-08-15 00:00:04,2025-08-15 00:00:04,2025-08-15 00:00:04,2025-08-15
"8","Ys3aTXS4JT","MOOSPMv3Parser",1755216000,0,0,3,2,2,3,3,2,2,3,341,264,79150,28,23,1,23,23,28,24,23,0,29,30,29,28,37.352,15,2,40.594086,-105.075874,1510.925049,10,599,58,3,"e00fce68b74b750aa2a7da46",2025-08-15 00:00:05,2025-08-15 00:00:05,2025-08-15 00:00:05,2025-08-15
"9","KCLZOA42Lx","MOOSPMv3Parser",1755216600,6,6,4,8,8,4,4,9,9,4,1632,410,173557,59,32,3,32,32,34,16,32,0,36,38,23,24,43.086,23,3277,35.949615,-119.050064,104.389,7,600,58,3,"e00fce6858b443fd80f27170",2025-08-15 00:10:01,2025-08-15 00:10:01,2025-08-15 00:10:01,2025-08-15
"10","tQxGdkJwkc","MOOSPMv3Parser",1755216600,0,0,4,1,1,4,4,2,2,4,363,246,162514,32,32,2,32,32,35,24,32,0,37,40,24,23,49.296,14,1,35.670406,-119.239082,77.043999,7,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-08-15 00:10:01,2025-08-15 00:10:02,2025-08-15 00:10:02,2025-08-15
"11","W6z6Q9HOFl","MOOSPMv3Parser",1755216600,1,1,5,4,4,5,5,4,4,5,422,312,53177,54,36,3,36,36,38,22,36,0,39,42,23,22,31.113,51,1,36.139057,-120.368301,178.910995,7,600,58,3,"e00fce68d6b773b56ce8baa0",2025-08-15 00:10:02,2025-08-15 00:10:02,2025-08-15 00:10:02,2025-08-15
"12","CbVpZB1fiG","MOOSPMv3Parser",1755216600,8,8,10,13,13,10,10,13,13,10,1575,470,142681,98,77,4,77,77,34,14,77,0,39,40,19,20,43.126,24,1,35.613281,-119.689575,40.619999,7,600,58,3,"e00fce682bbf742cd0b6768a",2025-08-15 00:10:02,2025-08-15 00:10:02,2025-08-15 00:10:02,2025-08-15
"13","ADNvWz5S5s","MOOSPMv3Parser",1755216600,5,5,5,8,8,5,5,8,8,5,1340,312,143328,55,39,2,39,39,33,17,39,0,36,38,25,25,46.102,50,1,36.037525,-120.173302,221.845001,5,600,58,3,"e00fce68e88237db75a60608",2025-08-15 00:10:03,2025-08-15 00:10:03,2025-08-15 00:10:03,2025-08-15
"14","0QICbBwaXp","MOOSPMv3Parser",1755216600,1,1,3,2,2,3,3,2,2,3,346,264,79167,27,21,1,21,21,28,22,21,0,29,30,25,25,37.754,17,2,40.594185,-105.075905,1549.524048,10,599,58,3,"e00fce68b74b750aa2a7da46",2025-08-15 00:10:03,2025-08-15 00:10:04,2025-08-15 00:10:04,2025-08-15
"15","DDwGB8QGz2","MOOSPMv3Parser",1755216601,7,7,5,10,10,6,6,10,10,6,1519,424,241490,64,42,4,42,42,35,15,42,0,37,41,23,22,49.615,20,3277,36.52655,-119.290283,77.503998,7,600,58,3,"e00fce68e28dcbc9a589be10",2025-08-15 00:10:03,2025-08-15 00:10:04,2025-08-15 00:10:04,2025-08-15
"16","I8khVzWgmT","MOOSPMv3Parser",1755216601,6,6,4,9,9,5,5,9,9,5,1383,383,54809,60,35,3,35,35,35,16,35,0,38,41,22,22,0.006,54,1,36.139053,-120.368401,183.117996,6,600,58,3,"e00fce68f12da1a0c5de6248",2025-08-15 00:10:04,2025-08-15 00:10:04,2025-08-15 00:10:04,2025-08-15
"17","pzSJianCqT","MOOSPMv3Parser",1755217200,6,6,4,9,9,4,4,9,9,4,1725,430,173585,61,33,2,33,33,33,17,33,0,36,38,24,25,41.942,23,3277,35.949539,-119.04998,122.286003,9,600,58,3,"e00fce6858b443fd80f27170",2025-08-15 00:20:01,2025-08-15 00:20:02,2025-08-15 00:20:02,2025-08-15
"18","G2S4rdEqhZ","MOOSPMv3Parser",1755217200,0,0,4,1,1,4,4,1,1,4,353,237,162539,31,30,2,31,31,35,24,31,0,36,39,25,23,50.72,11,1,35.670494,-119.239029,74.609001,6,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-08-15 00:20:02,2025-08-15 00:20:02,2025-08-15 00:20:02,2025-08-15
"19","iBavX38C9L","MOOSPMv3Parser",1755217200,6,6,6,9,9,6,6,9,9,6,1231,363,142721,65,47,3,47,47,34,14,47,0,39,39,19,20,41.994,35,1,35.613224,-119.689621,41.938,11,600,58,3,"e00fce682bbf742cd0b6768a",2025-08-15 00:20:02,2025-08-15 00:20:02,2025-08-15 00:20:02,2025-08-15
"20","3tBXWTdIux","MOOSPMv3Parser",1755217200,2,2,5,4,4,5,5,4,4,5,428,314,53207,51,36,3,36,36,37,22,36,0,39,42,24,22,30.965,41,1,36.139057,-120.368355,182.218002,7,600,58,3,"e00fce68d6b773b56ce8baa0",2025-08-15 00:20:02,2025-08-15 00:20:03,2025-08-15 00:20:03,2025-08-15
"21","wTdizzYAXk","MOOSPMv3Parser",1755217200,5,5,5,8,8,5,5,8,8,5,1294,304,143360,49,37,3,37,37,33,17,37,0,35,38,26,26,46.12,49,1,36.037628,-120.173233,219.276993,6,600,58,3,"e00fce68e88237db75a60608",2025-08-15 00:20:03,2025-08-15 00:20:03,2025-08-15 00:20:03,2025-08-15
"22","YCKmuw7xMc","MOOSPMv3Parser",1755217201,7,7,5,9,9,6,6,10,10,6,1457,408,241523,67,41,2,41,41,35,14,41,0,37,40,23,22,49.935,20,3277,36.526596,-119.290359,67.184998,6,600,58,3,"e00fce68e28dcbc9a589be10",2025-08-15 00:20:03,2025-08-15 00:20:03,2025-08-15 00:20:03,2025-08-15
"23","JotSvutGFh","MOOSPMv3Parser",1755217200,0,0,3,1,1,3,3,1,1,3,331,251,79053,26,21,1,21,21,28,22,21,0,30,31,25,25,37.983,19,2,40.594185,-105.075905,1549.52002,0,600,58,3,"e00fce68b74b750aa2a7da46",2025-08-15 00:20:04,2025-08-15 00:20:04,2025-08-15 00:20:04,2025-08-15
"24","RH5MwCkHAv","MOOSPMv3Parser",1755217201,6,6,4,9,9,5,5,9,9,5,1334,372,54839,59,34,2,35,35,35,16,35,0,38,40,23,23,0.006,42,1,36.139114,-120.36837,190.843002,7,600,58,3,"e00fce68f12da1a0c5de6248",2025-08-15 00:20:04,2025-08-15 00:20:04,2025-08-15 00:20:04,2025-08-15
"25","VHbekQ31FS","MOOSPMv3Parser",1755217800,6,6,4,9,9,4,4,9,9,4,1676,414,173613,63,32,2,32,32,33,17,32,0,36,38,23,24,42.97,22,3277,35.949566,-119.050003,119.277,10,600,58,3,"e00fce6858b443fd80f27170",2025-08-15 00:30:01,2025-08-15 00:30:02,2025-08-15 00:30:02,2025-08-15
"26","qZ8SWsRhbs","MOOSPMv3Parser",1755217800,6,6,5,8,8,6,6,9,9,6,1099,327,142758,57,42,3,43,43,34,14,43,0,38,39,19,21,41.815,38,1,35.613285,-119.689598,41.237999,8,600,58,3,"e00fce682bbf742cd0b6768a",2025-08-15 00:30:02,2025-08-15 00:30:02,2025-08-15 00:30:02,2025-08-15
"27","ihLIw90dEa","MOOSPMv3Parser",1755217800,0,0,4,2,2,4,4,2,2,4,365,249,162566,34,33,2,33,33,35,24,33,0,37,39,23,22,47.615,11,1,35.670341,-119.239067,76.203003,6,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-08-15 00:30:02,2025-08-15 00:30:02,2025-08-15 00:30:02,2025-08-15
"28","idox66P5hK","MOOSPMv3Parser",1755217800,2,2,5,5,5,5,5,5,5,5,429,313,53237,52,36,3,36,36,37,22,36,0,39,42,24,22,30.57,42,1,36.139027,-120.368431,175.197006,6,600,58,3,"e00fce68d6b773b56ce8baa0",2025-08-15 00:30:03,2025-08-15 00:30:03,2025-08-15 00:30:03,2025-08-15
"29","tscPZYlFOv","MOOSPMv3Parser",1755217800,6,6,6,9,9,6,6,9,9,6,1430,337,143398,58,43,4,43,43,33,18,43,0,35,37,25,26,46.923,45,1,36.037605,-120.173294,215.908005,6,600,58,3,"e00fce68e88237db75a60608",2025-08-15 00:30:03,2025-08-15 00:30:03,2025-08-15 00:30:03,2025-08-15
