"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","Iu6JINoSSi","MOOSPMv3Parser",1736812801,3,3,4,5,5,4,4,6,6,4,761,206,39698,35,31,3,31,31,17,19,31,0,15,18,29,27,510.373,23,13,36.138977,-120.368324,175.003998,8,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 00:00:01,2025-01-14 00:00:01,2025-01-14 00:00:01,2025-01-14
"2","msTvSgHUW8","MOOSPMv3Parser",1736812801,3,3,4,5,5,4,4,6,6,4,766,202,134411,36,31,4,31,31,16,16,31,0,15,16,30,29,516.97,8,24,36.138988,-120.368408,193.580002,5,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 00:00:02,2025-01-14 00:00:03,2025-01-14 00:00:03,2025-01-14
"3","8lkGtkYdXM","MOOSPMv3Parser",1736813401,7,7,8,11,11,8,8,12,12,8,1369,403,479925,74,63,3,63,63,17,26,63,0,17,18,32,32,317.922,6,9,36.785355,-119.773186,41.791,6,600,58,3,"e00fce6856818e5885f65487",2025-01-14 00:09:58,2025-01-14 00:09:58,2025-01-14 00:09:58,2025-01-14
"4","AkjDcvNzwz","MOOSPMv3Parser",1736813401,4,4,4,6,6,5,5,7,7,5,865,237,39728,43,34,4,35,35,16,20,35,0,15,17,31,28,510.31,38,16,36.138966,-120.368362,164.022003,6,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 00:10:01,2025-01-14 00:10:01,2025-01-14 00:10:01,2025-01-14
"5","fvaVB9Iy2A","MOOSPMv3Parser",1736813401,4,4,4,6,6,5,5,7,7,5,837,223,134441,43,35,4,35,35,15,17,35,0,14,16,31,31,516.998,14,28,36.139004,-120.368416,189.050003,5,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 00:10:02,2025-01-14 00:10:03,2025-01-14 00:10:03,2025-01-14
"6","I3FnKQ9Cdv","MOOSPMv3Parser",1736814001,7,7,8,11,11,9,9,12,12,9,1382,414,479989,77,64,4,64,64,17,26,64,0,17,18,32,32,317.926,6,10,36.785378,-119.773125,74.417,6,600,58,3,"e00fce6856818e5885f65487",2025-01-14 00:19:58,2025-01-14 00:19:58,2025-01-14 00:19:58,2025-01-14
"7","Mk3PEHAKKJ","MOOSPMv3Parser",1736814001,3,3,4,5,5,4,5,6,6,5,800,218,39755,40,32,4,32,32,16,21,32,0,14,17,31,28,510.356,36,17,36.138981,-120.368401,168.863998,5,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 00:20:01,2025-01-14 00:20:01,2025-01-14 00:20:01,2025-01-14
"8","aP3sRBxbmG","MOOSPMv3Parser",1736814001,3,3,4,6,6,5,5,6,6,5,818,215,134470,40,33,3,33,33,15,17,33,0,14,15,31,31,517.102,24,28,36.139004,-120.368347,179.973007,6,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 00:20:02,2025-01-14 00:20:03,2025-01-14 00:20:03,2025-01-14
"9","sOABSkJRF8","MOOSPMv3Parser",1736814601,8,8,8,11,11,9,9,12,12,9,1400,418,480053,76,64,4,64,64,16,27,64,0,17,18,32,32,319.339,9,10,36.785301,-119.77317,35.919998,5,600,58,3,"e00fce6856818e5885f65487",2025-01-14 00:29:58,2025-01-14 00:29:58,2025-01-14 00:29:58,2025-01-14
"10","4pKtdGufTS","MOOSPMv3Parser",1736814601,3,3,4,5,5,4,4,6,6,4,775,206,39782,39,31,4,31,32,15,21,32,0,14,16,31,28,510.319,38,20,36.139004,-120.368378,162.901993,5,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 00:30:01,2025-01-14 00:30:01,2025-01-14 00:30:01,2025-01-14
"11","SAISdFfin9","MOOSPMv3Parser",1736814601,3,3,4,5,5,4,4,6,6,4,810,213,134497,41,32,3,32,32,-10,-10,32,0,14,15,31,31,517.145,18,31,36.138905,-120.368347,144.190994,5,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 00:30:02,2025-01-14 00:30:03,2025-01-14 00:30:03,2025-01-14
"12","omentnZksL","MOOSPMv3Parser",1736815201,8,8,8,12,12,9,9,13,13,9,1448,431,480117,79,66,4,67,67,16,29,67,0,16,17,33,34,318.523,11,10,36.785427,-119.773254,50.255001,5,600,58,3,"e00fce6856818e5885f65487",2025-01-14 00:39:58,2025-01-14 00:39:58,2025-01-14 00:39:58,2025-01-14
"13","mw2I1vTne1","MOOSPMv3Parser",1736815201,9,9,9,14,14,9,9,16,16,9,1792,494,39840,96,68,9,68,68,15,27,68,0,14,16,38,35,510.277,63,24,36.138981,-120.368324,166.996002,5,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 00:40:01,2025-01-14 00:40:01,2025-01-14 00:40:01,2025-01-14
"14","vAWk9v1J1n","MOOSPMv3Parser",1736815201,9,9,9,15,15,10,10,16,16,10,1823,498,134558,96,71,8,71,71,14,22,71,0,13,14,38,38,517.173,45,36,36.13903,-120.36837,179.184998,5,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 00:40:02,2025-01-14 00:40:03,2025-01-14 00:40:03,2025-01-14
"15","WiQWL1IMv3","MOOSPMv3Parser",1736815801,8,8,9,13,13,9,9,14,14,10,1493,446,480982,87,70,5,70,70,15,30,70,0,15,16,35,36,317.582,17,11,36.78532,-119.773064,74.958,6,599,58,3,"e00fce6856818e5885f65487",2025-01-14 00:49:58,2025-01-14 00:49:58,2025-01-14 00:49:58,2025-01-14
"16","LCPZELqM0X","MOOSPMv3Parser",1736815801,14,14,13,22,22,13,13,25,25,13,2623,724,39927,148,100,15,101,101,15,29,101,0,13,15,39,36,510.231,110,20,36.139072,-120.368492,155.268997,5,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 00:50:01,2025-01-14 00:50:01,2025-01-14 00:50:01,2025-01-14
"17","wzMcqL2RSu","MOOSPMv3Parser",1736815801,13,13,13,22,22,14,14,24,24,14,2571,712,134646,142,101,11,101,102,14,24,102,0,13,14,40,39,517.136,105,38,36.139023,-120.368393,169.970993,6,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 00:50:02,2025-01-14 00:50:03,2025-01-14 00:50:03,2025-01-14
"18","yKqt3cSZTT","MOOSPMv3Parser",1736816401,8,8,10,12,12,10,10,13,13,10,1479,441,480245,83,75,4,75,75,15,32,76,0,15,15,36,37,317.889,62,11,36.785275,-119.773018,65.892998,5,600,58,3,"e00fce6856818e5885f65487",2025-01-14 00:59:58,2025-01-14 00:59:58,2025-01-14 00:59:58,2025-01-14
"19","jkCE3u9SKY","MOOSPMv3Parser",1736816400,15,15,14,23,23,14,14,25,25,14,2877,793,40084,152,106,12,106,106,14,31,106,0,13,15,41,38,510.279,135,14,36.139038,-120.368416,174.201004,5,599,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 01:00:00,2025-01-14 01:00:00,2025-01-14 01:00:00,2025-01-14
"20","JgP2nntqcU","MOOSPMv3Parser",1736816401,14,14,14,23,23,15,15,25,25,15,2770,762,134741,148,110,12,110,110,14,26,110,0,12,14,42,41,517.235,143,31,36.139023,-120.368393,169.973007,0,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 01:00:03,2025-01-14 01:00:03,2025-01-14 01:00:03,2025-01-14
"21","525aEJtKjw","MOOSPMv3Parser",1736817001,9,9,10,13,13,11,11,14,14,11,1595,474,480309,89,77,5,77,78,14,34,78,0,14,15,38,39,317.382,88,10,36.785419,-119.773048,52.210999,6,600,58,3,"e00fce6856818e5885f65487",2025-01-14 01:09:58,2025-01-14 01:09:58,2025-01-14 01:09:58,2025-01-14
"22","glyfjOTk1R","MOOSPMv3Parser",1736817000,16,16,14,25,25,15,15,28,28,15,2971,824,40115,164,113,15,113,113,14,32,113,0,12,14,43,39,510.26,160,11,36.13895,-120.368332,181.048996,6,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 01:10:00,2025-01-14 01:10:00,2025-01-14 01:10:00,2025-01-14
"23","UkbdMTQvcL","MOOSPMv3Parser",1736817001,15,15,15,24,24,15,15,26,26,15,2935,810,134840,147,114,12,114,114,13,27,114,0,12,13,43,42,517.327,177,24,36.139004,-120.368362,160.871002,10,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 01:10:02,2025-01-14 01:10:03,2025-01-14 01:10:03,2025-01-14
"24","hjabCys1Sl","MOOSPMv3Parser",1736817601,10,10,11,15,15,11,11,16,16,11,1725,517,481175,98,82,5,83,83,14,37,83,0,14,14,40,41,316.905,128,8,36.785419,-119.77314,56.896,6,599,58,3,"e00fce6856818e5885f65487",2025-01-14 01:19:58,2025-01-14 01:19:58,2025-01-14 01:19:58,2025-01-14
"25","LpCQV3M4EF","MOOSPMv3Parser",1736817600,17,17,15,26,26,16,16,29,29,16,3123,873,40214,173,116,14,116,116,13,34,116,0,12,13,45,41,510.179,184,8,36.139004,-120.368401,168.666,6,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 01:20:01,2025-01-14 01:20:01,2025-01-14 01:20:01,2025-01-14
"26","NhvJv0AY1I","MOOSPMv3Parser",1736817601,16,16,15,25,25,16,16,27,27,16,2973,819,134942,154,118,11,118,118,13,28,118,0,11,13,45,43,517.459,198,18,36.138962,-120.368393,177.065002,7,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 01:20:02,2025-01-14 01:20:03,2025-01-14 01:20:03,2025-01-14
"27","jfOEKUGSyB","MOOSPMv3Parser",1736818201,10,10,11,16,16,12,12,17,17,12,1871,558,480444,109,88,5,88,88,14,39,88,0,14,14,41,42,316.251,196,6,36.785419,-119.77314,56.896999,0,600,58,3,"e00fce6856818e5885f65487",2025-01-14 01:29:58,2025-01-14 01:29:58,2025-01-14 01:29:58,2025-01-14
"28","alDtvRNq1c","MOOSPMv3Parser",1736818200,22,20,21,35,32,22,22,39,39,22,3991,1119,40356,233,165,21,165,165,13,34,165,0,9,12,48,42,510.137,262,5,36.139004,-120.368393,175.511002,8,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 01:30:00,2025-01-14 01:30:00,2025-01-14 01:30:00,2025-01-14
"29","Zu3kEtDbNy","MOOSPMv3Parser",1736818201,21,20,21,33,31,22,22,36,36,22,3875,1079,135084,209,163,16,164,164,12,29,164,0,9,12,50,44,517.546,253,10,36.138988,-120.368416,172.612,8,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 01:30:02,2025-01-14 01:30:03,2025-01-14 01:30:03,2025-01-14
"30","0yEPCaZLeX","MOOSPMv3Parser",1736818801,10,10,11,15,15,12,12,16,16,12,1793,536,480513,103,89,5,89,89,13,40,89,0,13,13,41,43,316.638,188,4,36.785309,-119.773102,63.035999,9,600,58,3,"e00fce6856818e5885f65487",2025-01-14 01:39:58,2025-01-14 01:39:58,2025-01-14 01:39:58,2025-01-14
"31","Sbbs2a09BU","MOOSPMv3Parser",1736818800,25,22,23,39,34,24,24,44,41,24,4493,1253,40510,259,179,22,180,180,12,36,180,0,8,12,52,43,510.097,259,2,36.139004,-120.368393,175.507996,0,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 01:40:00,2025-01-14 01:40:00,2025-01-14 01:40:00,2025-01-14
"32","OodBD3lmgW","MOOSPMv3Parser",1736818801,23,21,23,37,33,24,24,40,39,24,4300,1195,135240,239,179,19,179,180,11,30,180,0,8,11,52,46,517.577,260,2,36.13903,-120.368439,168.636993,8,600,58,3,"e00fce68e739ecbcf9e91965",2025-01-14 01:40:02,2025-01-14 01:40:03,2025-01-14 01:40:03,2025-01-14
"33","pxWXygGhGj","MOOSPMv3Parser",1736819401,11,11,12,17,17,12,13,18,18,13,1936,574,481388,113,90,6,91,91,13,43,91,0,13,13,44,46,314.638,196,4,36.785339,-119.773163,60.125,6,599,58,3,"e00fce6856818e5885f65487",2025-01-14 01:49:58,2025-01-14 01:49:58,2025-01-14 01:49:58,2025-01-14
"34","EHQcY3v44H","MOOSPMv3Parser",1736819400,17,17,14,25,25,15,15,28,28,15,3146,858,40606,166,111,14,112,112,11,38,112,0,8,11,53,45,510.067,226,1,36.139057,-120.368279,150.378998,8,600,58,3,"e00fce6835b6173deb1a1f49",2025-01-14 01:50:00,2025-01-14 01:50:00,2025-01-14 01:50:00,2025-01-14
