"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","DnBPIzbYD4","MOOSPMv3Parser",1764115200,16,16,20,27,27,21,21,30,30,21,2976,857,3733,196,152,16,153,153,13,74,153,0,11,13,81,69,0.002,68,1,36.139,-120.368217,191.348007,9,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 00:00:02.749,2025-11-26 00:00:03.315,2025-11-26 00:00:03.315,2025-11-26
"2","cYNySb0RuN","MOOSPMv3Parser",1764115800,17,17,20,28,28,22,22,31,31,22,3035,883,3872,202,160,15,161,161,13,75,161,0,11,13,82,71,0,75,1,36.139015,-120.36821,209.695007,7,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 00:10:02.364,2025-11-26 00:10:02.605,2025-11-26 00:10:02.605,2025-11-26
"3","Gvwx6aq2bi","MOOSPMv3Parser",1764116400,17,17,20,29,29,21,21,32,32,21,3086,897,4009,203,156,15,157,157,13,75,157,0,11,13,82,71,0,90,1,36.138958,-120.368309,181.324997,9,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 00:20:02.434,2025-11-26 00:20:02.615,2025-11-26 00:20:02.615,2025-11-26
"4","yPKN5fBDZG","MOOSPMv3Parser",1764117000,20,19,23,32,31,24,25,36,36,25,3527,1018,4166,227,180,17,181,181,13,75,181,0,11,13,81,71,0,149,1,36.139019,-120.368309,174.917007,7,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 00:30:02.65,2025-11-26 00:30:02.837,2025-11-26 00:30:02.837,2025-11-26
"5","NvWxpTrukI","MOOSPMv3Parser",1764117600,19,19,23,32,31,24,25,35,35,25,3386,983,4324,226,180,18,181,181,12,75,181,0,11,13,82,72,0,154,1,36.139038,-120.36834,173.177002,8,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 00:40:02.396,2025-11-26 00:40:02.569,2025-11-26 00:40:02.569,2025-11-26
"6","PWN5kRruGu","MOOSPMv3Parser",1764118200,16,16,18,26,26,19,19,29,29,20,2853,828,4449,183,143,12,144,144,12,76,144,0,11,13,84,73,0,190,1,36.139069,-120.368347,173.035004,7,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 00:50:02.427,2025-11-26 00:50:02.636,2025-11-26 00:50:02.636,2025-11-26
"7","0tcZyiK9Oq","MOOSPMv3Parser",1764118800,17,17,19,27,27,20,20,30,30,20,3029,878,4577,192,147,12,148,148,12,77,148,0,10,12,85,75,0.001,257,1,36.139061,-120.368286,185.302002,6,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 01:00:02.449,2025-11-26 01:00:03.391,2025-11-26 01:00:03.391,2025-11-26
"8","HWV4I0dNj9","MOOSPMv3Parser",1764119400,15,15,17,25,25,19,19,28,28,19,2717,789,4696,175,136,12,137,137,12,77,137,0,10,12,85,75,0.001,207,1,36.139061,-120.368286,185.304001,0,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 01:10:02.788,2025-11-26 01:10:02.966,2025-11-26 01:10:02.966,2025-11-26
"9","ULnV5Rvirl","MOOSPMv3Parser",1764120000,15,15,17,25,25,18,18,28,28,18,2744,797,4813,179,134,14,135,135,12,78,135,0,10,12,85,75,0,217,1,36.138992,-120.368332,182.251999,5,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 01:20:02.443,2025-11-26 01:20:02.641,2025-11-26 01:20:02.641,2025-11-26
"10","WAYOD5DKeD","MOOSPMv3Parser",1764120600,15,15,17,24,24,18,18,27,27,18,2662,773,4930,171,134,11,134,134,12,78,134,0,10,12,85,76,0,236,1,36.139027,-120.368317,170.643005,7,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 01:30:02.514,2025-11-26 01:30:02.728,2025-11-26 01:30:02.728,2025-11-26
"11","BsJunighKT","MOOSPMv3Parser",1764121200,16,16,17,25,25,18,19,28,28,19,2790,810,5047,178,135,13,135,135,12,78,135,0,10,12,86,76,0,274,1,36.139019,-120.368355,174.253006,5,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 01:40:02.401,2025-11-26 01:40:02.582,2025-11-26 01:40:02.582,2025-11-26
"12","vAjFU5JWRV","MOOSPMv3Parser",1764121800,16,16,18,27,26,19,19,30,30,19,2994,863,5167,185,137,13,138,138,12,79,138,0,10,12,86,76,0,257,1,36.139008,-120.368439,163.078995,6,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 01:50:02.462,2025-11-26 01:50:02.639,2025-11-26 01:50:02.639,2025-11-26
"13","sgeKnFGUhR","MOOSPMv3Parser",1764122400,15,15,16,24,24,17,17,26,26,17,2665,771,5277,170,126,11,127,127,12,79,127,0,10,12,86,77,0.001,199,1,36.139095,-120.368156,180.376007,5,600,58,3,"e00fce68f12da1a0c5de6248",2025-11-26 02:00:02.423,2025-11-26 02:00:02.691,2025-11-26 02:00:02.691,2025-11-26
