"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","ZnNbLiCpuL","MOOSPMv3Parser",1714521601,1,1,2,2,2,2,2,2,2,2,404,119,481572,16,13,1,13,13,26,15,13,0,26,29,22,21,27.301,15,1,36.785332,-119.773148,85.083,6,600,58,3,"e00fce6856818e5885f65487",2024-04-30 23:59:59,2024-05-01 00:00:02,2024-05-01 00:00:02,2024-05-01
"2","zJt3CcfPyJ","MOOSPMv3Parser",1714521601,2,2,1,2,2,1,1,3,3,1,631,158,3055,13,8,1,8,8,24,14,8,1,27,27,18,19,511.485,16,1,36.634323,-120.382401,36.977001,7,600,58,3,"e00fce6835b6173deb1a1f49",2024-05-01 00:00:00,2024-05-01 00:00:02,2024-05-01 00:00:02,2024-05-01
"3","RmaCJtIZDE","MOOSPMv3Parser",1714521600,1,1,2,2,2,2,2,2,2,2,351,107,239183,17,14,2,14,14,0,0,14,1,26,27,26,26,0.014,16,1,36.433949,-119.922798,39.540001,0,600,58,3,"e00fce6876826e255108c6bd",2024-05-01 00:00:02,2024-05-01 00:00:07,2024-05-01 00:00:07,2024-05-01
"4","qTfPq8BsmT","MOOSPMv3Parser",1714521601,1.32,1.32,1.15,2.14,2.14,1.26,1.3,2.42,2.42,1.32,474.31,119.9,330980.75,17.67,8.95,1.04,9.04,9.05,26.4,15,9.05,0.45,26.3,30,22.1,20,0,19.3,1,36.785351,-119.773102,75.596001,8,600,58,1,"e00fce68e77e43df92405fdb",2024-05-01 00:00:03,2024-05-01 00:00:10,2024-05-01 00:00:10,2024-05-01
"5","9kTGJroWiV","MOOSPMv3Parser",1714522201,1,1,2,2,2,2,2,2,2,2,387,110,481573,15,12,1,12,12,26,15,12,0,26,29,22,21,27.338,14,1,36.785286,-119.773056,72.321999,5,600,58,3,"e00fce6856818e5885f65487",2024-05-01 00:10:00,2024-05-01 00:10:00,2024-05-01 00:10:00,2024-05-01
"6","izBhz5hppu","MOOSPMv3Parser",1714522201,4,4,1,5,5,1,1,5,5,1,1022,260,3061,13,8,1,8,8,24,15,8,0,26,27,18,20,511.504,13,1,36.634354,-120.382462,25.761,7,600,58,3,"e00fce6835b6173deb1a1f49",2024-05-01 00:10:00,2024-05-01 00:10:00,2024-05-01 00:10:00,2024-05-01
"7","eyLQOBN8Z9","MOOSPMv3Parser",1714522200,1,1,2,2,2,2,2,2,2,2,340,103,239199,18,13,2,13,14,0,0,14,1,26,27,25,25,0.007,17,1,36.433922,-119.922791,36.566002,18,600,58,3,"e00fce6876826e255108c6bd",2024-05-01 00:10:02,2024-05-01 00:10:02,2024-05-01 00:10:02,2024-05-01
"8","oPqpuRSFqI","MOOSPMv3Parser",1714522201,1.36,1.36,1.25,2.05,2.05,1.39,1.46,2.2,2.2,1.5,455.86,114.89,330988.41,14.22,9.69,0.9,9.81,9.83,26.2,15.3,9.83,0.47,26.5,29.7,22.3,20.8,0,17.2,1,36.785351,-119.773102,75.593002,0,600,58,1,"e00fce68e77e43df92405fdb",2024-05-01 00:10:03,2024-05-01 00:10:03,2024-05-01 00:10:03,2024-05-01
"9","rw7AphTDHy","MOOSPMv3Parser",1714522801,1,1,1,2,2,2,2,2,2,2,365,105,481573,14,12,1,12,12,26,16,12,0,26,29,23,22,27.128,14,1,36.785286,-119.773056,72.322998,0,600,58,3,"e00fce6856818e5885f65487",2024-05-01 00:20:00,2024-05-01 00:20:00,2024-05-01 00:20:00,2024-05-01
"10","VEcn35YCA8","MOOSPMv3Parser",1714522801,2,2,1,2,2,1,1,3,3,1,593,144,3069,14,9,1,9,9,24,16,9,0,26,26,20,21,511.481,20,1,36.634258,-120.382362,28.129999,7,600,58,3,"e00fce6835b6173deb1a1f49",2024-05-01 00:20:00,2024-05-01 00:20:00,2024-05-01 00:20:00,2024-05-01
