"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"11","kEAbV7SsU8","MOOSPMv3Parser",1681696201,3.4,3.4,3.17,5.26,5.26,3.36,3.4,5.84,5.84,3.42,804.96,220.37,13322.38,35.73,24.75,3.07,24.88,24.9,15.7,21,24.9,0.45,14.4,16.6,22.7,19.9,35.518,86.6,1,40.594154,-105.075806,1514.204956,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 01:49:58,2023-04-17 01:49:58,2023-04-17 01:49:58,2023-04-17
"12","ygEbFVeZ38","MOOSPMv3Parser",1681696801,3.41,3.41,3.23,5.01,5.01,3.42,3.44,5.86,5.86,3.46,799.73,221.02,13344.09,33.97,25.25,3.02,25.37,25.38,15.2,21.6,25.39,0.45,14,16,23.5,20.8,35.116,83.4,1,40.594151,-105.075813,1503.425049,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 01:59:58,2023-04-17 01:59:58,2023-04-17 01:59:58,2023-04-17
"13","C33glG6xvh","MOOSPMv3Parser",1681697401,3.85,3.85,3.32,5.35,5.35,3.5,3.51,5.79,5.79,3.52,832.18,226.24,13366.46,32.95,25.99,2.04,26.09,26.1,14.6,22.3,26.11,0.45,13.6,15.4,24.1,21.6,33.718,85.2,1,40.594151,-105.075821,1523.093994,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 02:09:58,2023-04-17 02:09:58,2023-04-17 02:09:58,2023-04-17
"14","Suuc93pVHU","MOOSPMv3Parser",1681698001,4.1,4.1,3.33,6,6,3.52,3.54,6.83,6.83,3.55,892.63,245.91,13388.84,39.8,26.04,3.18,26.16,26.17,14.3,22.9,26.17,0.45,13.6,14.9,24.5,22.4,31.554,104.6,1,40.594154,-105.075829,1524.69397,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 02:19:58,2023-04-17 02:19:58,2023-04-17 02:19:58,2023-04-17
"15","l7KY0F5jWG","MOOSPMv3Parser",1681698601,4.28,4.28,3.53,6.37,6.37,3.74,3.77,6.81,6.81,3.78,911.33,249.68,13412.58,40.83,27.6,3.45,27.73,27.74,14,23.3,27.75,0.46,13.5,14.6,24.6,22.8,30.864,117.5,1,40.594124,-105.075729,1519.531982,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 02:29:58,2023-04-17 02:29:58,2023-04-17 02:29:58,2023-04-17
"16","Jx0PSWQ4Nr","MOOSPMv3Parser",1681699201,4.56,4.56,3.59,6.49,6.49,3.78,3.79,7.05,7.05,3.79,946.11,260.41,13436.73,41.73,28.05,2.62,28.16,28.17,13.7,24.1,28.18,0.45,13.1,14.2,25.7,23.9,30.196,115.3,1,40.59404,-105.075752,1501.745972,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 02:39:58,2023-04-17 02:39:58,2023-04-17 02:39:58,2023-04-17
"17","ZKU9xtD9LA","MOOSPMv3Parser",1681699801,5.16,5.16,4.24,7.9,7.9,4.48,4.5,8.66,8.66,4.51,1089.74,296.75,13465.29,52.95,33.18,4.09,33.33,33.34,13.2,27.9,33.35,0.46,11.6,13.5,32.3,28.9,25.492,134,1,40.594116,-105.075806,1516.64502,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 02:49:58,2023-04-17 02:49:58,2023-04-17 02:49:58,2023-04-17
"18","QxlVfGFJ6u","MOOSPMv3Parser",1681700401,5.07,5.07,4.22,7.26,7.26,4.48,4.53,7.99,7.99,4.55,1044,285.31,13493.65,45.28,33,4,33.16,33.18,12.7,26.5,33.19,0.47,11.1,12.9,30.2,26.9,23.769,142,1,40.594185,-105.075958,1504.18103,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 02:59:58,2023-04-17 02:59:58,2023-04-17 02:59:58,2023-04-17
"19","FV5PBJNX0H","MOOSPMv3Parser",1681701001,5.55,5.55,4.57,8.1,8.1,4.84,4.87,9.17,9.17,4.89,1136.28,314.44,13524.37,52.35,35.73,4.08,35.9,35.91,12.2,26.9,35.92,0.46,10.5,12.3,31,27.6,24.576,147,1,40.594185,-105.075958,1504.18396,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 03:09:58,2023-04-17 03:09:58,2023-04-17 03:09:58,2023-04-17
"20","o43dL77GMS","MOOSPMv3Parser",1681701601,5.68,5.68,4.6,8.16,8.16,4.85,4.87,9.33,9.33,4.88,1150.62,315.6,13555.3,53.6,35.94,5.33,36.09,36.11,11.5,28.3,36.11,0.45,10,11.6,32.8,29.3,25.276,130.3,1,40.594086,-105.07576,1501.082031,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 03:19:58,2023-04-17 03:19:58,2023-04-17 03:19:58,2023-04-17
"21","vVIERV3ADa","MOOSPMv3Parser",1681702200,5.87,5.87,4.52,8.58,8.58,4.76,4.77,9.3,9.3,4.78,1214.21,327.45,13608.37,54.52,35.37,4.09,35.51,35.52,11.1,33.1,35.53,0.45,9.2,10.9,41.4,36.4,25.835,119.8,1,40.594162,-105.07592,1490.60498,6,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-17 03:29:57,2023-04-17 03:29:57,2023-04-17 03:29:57,2023-04-17
"22","S5Mxey6lCa","MOOSPMv3Parser",1681702800,6.65,6.65,5.13,9.49,9.49,5.41,5.43,10.49,10.49,5.45,1363.61,362.8,13620.2,60.53,40.09,4.38,40.26,40.28,10.8,32.8,40.29,0.46,9.2,10.5,39.3,35.2,23.321,129.8,1,40.594158,-105.075851,1505.36499,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 03:39:57,2023-04-17 03:39:57,2023-04-17 03:39:57,2023-04-17
"23","S4Nr169umd","MOOSPMv3Parser",1681703400,7.56,7.56,5.67,10.79,10.79,5.96,5.97,11.7,11.7,5.98,1486.74,405.18,13658.45,63.45,44.41,5.13,44.58,44.59,10.4,35,44.6,0.44,9.1,10.1,41.5,38.4,18.689,171.4,1,40.594158,-105.075882,1510.156006,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 03:49:57,2023-04-17 03:49:57,2023-04-17 03:49:57,2023-04-17
"24","s8MAxL5xPe","MOOSPMv3Parser",1681704000,8.52,8.52,6.05,12.22,12.22,6.37,6.39,13.09,13.09,6.4,1647.71,453.5,13699.23,73.15,47.35,4.76,47.53,47.55,10.2,34.9,47.56,0.45,8.4,9.7,42.1,38.6,16.965,173.4,1,40.594105,-105.075874,1516.53894,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 03:59:57,2023-04-17 03:59:57,2023-04-17 03:59:57,2023-04-17
"25","LFCLQomK70","MOOSPMv3Parser",1681704600,8.56,8.56,6.21,12,12,6.56,6.6,13.07,13.07,6.62,1722.81,453.62,13741.01,74.13,48.57,5.62,48.78,48.8,9.7,38.4,48.81,0.45,7.4,9.2,49.5,42.8,17.315,167.2,1,40.594124,-105.075745,1521.02002,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 04:09:57,2023-04-17 04:09:57,2023-04-17 04:09:57,2023-04-17
"26","9fevehMnLQ","MOOSPMv3Parser",1681705200,8.35,8.35,6.69,11.78,11.78,7.05,7.07,13.3,13.3,7.08,1661.16,445.78,13786.08,72.17,52.35,5.94,52.55,52.57,9.4,41.1,52.59,0.44,7.4,8.7,51.7,45.9,18.86,130.4,1.5,40.594143,-105.07589,1502.22998,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 04:19:57,2023-04-17 04:19:57,2023-04-17 04:19:57,2023-04-17
"27","t2vL5g4HUX","MOOSPMv3Parser",1681705800,9.01,9.01,7.63,12.95,12.95,8,8.01,14.53,14.53,8.01,1722.36,475.8,13837.5,80.66,59.69,6.46,59.9,59.91,9.1,41.1,59.92,0.43,7.1,8.3,52.9,46.9,21.467,131.8,1.6,40.593967,-105.075752,1500.097046,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 04:29:57,2023-04-17 04:29:57,2023-04-17 04:29:57,2023-04-17
"28","40rR3bTMOs","MOOSPMv3Parser",1681706400,8.82,8.82,7.66,12.89,12.89,8.08,8.12,14.41,14.41,8.14,1695.93,467.86,13889.08,81.54,59.94,6.41,60.19,60.22,8.7,43.4,60.23,0.44,6.2,7.9,57.2,49.4,19.7,120.8,2,40.594101,-105.075623,1533.133057,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 04:39:57,2023-04-17 04:39:58,2023-04-17 04:39:58,2023-04-17
"29","uhIatj3UUX","MOOSPMv3Parser",1681707000,8.58,8.58,7.28,12.75,12.75,7.67,7.7,14.55,14.55,7.71,1699.79,460.35,13938.14,80.38,56.99,6.33,57.22,57.24,8.5,40.1,57.25,0.45,6.5,7.6,48.4,43.7,22.196,89.8,1.4,40.594204,-105.075844,1457.23999,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 04:49:57,2023-04-17 04:49:57,2023-04-17 04:49:57,2023-04-17
"30","Ha0XvZ8DzZ","MOOSPMv3Parser",1681707600,8.7,8.7,7.08,12.67,12.67,7.43,7.43,13.94,13.94,7.43,1692.91,453.69,13985.89,75.73,55.42,5.3,55.61,55.63,8.3,40.9,55.64,0.43,6.3,7.3,50.7,45.9,21.435,81.6,1.6,40.594204,-105.075844,1457.244019,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 04:59:57,2023-04-17 04:59:57,2023-04-17 04:59:57,2023-04-17
"31","2B6y4Bcs5W","MOOSPMv3Parser",1681708200,7.99,7.99,7.16,12.3,12.3,7.52,7.53,13.61,13.61,7.54,1601.11,429.18,14034.15,74.72,56.04,6.1,56.25,56.27,8.1,41.1,56.28,0.43,5.6,6.9,51.8,45.8,22.464,69.5,2,40.594147,-105.075859,1497.81897,11,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 05:09:57,2023-04-17 05:09:57,2023-04-17 05:09:57,2023-04-17
"32","dOBA8a4JGR","MOOSPMv3Parser",1681708800,7.61,7.61,6.95,11.78,11.78,7.33,7.37,13.06,13.06,7.38,1493.31,408.82,14080.96,72.59,54.4,5.84,54.63,54.65,7.9,40.6,54.67,0.45,5.7,6.7,49.5,44.8,23.646,61,2,40.594124,-105.075912,1526.300049,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 05:19:57,2023-04-17 05:19:57,2023-04-17 05:19:57,2023-04-17
"33","sqUo93WPN1","MOOSPMv3Parser",1681709400,7.02,7.02,6.6,10.84,10.84,6.99,7.03,12.17,12.17,7.06,1386.18,381.86,14125.37,66.41,51.65,5.42,51.88,51.91,7.7,41.1,51.92,0.46,5.3,6.5,51.2,45.5,21.247,66.2,2,40.594326,-105.076042,1491.290039,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 05:29:57,2023-04-17 05:29:57,2023-04-17 05:29:57,2023-04-17
"34","vrvu83ZPFu","MOOSPMv3Parser",1681710000,6.58,6.58,6.29,10.64,10.64,6.63,6.65,12.07,12.07,6.67,1319.03,360.35,14167.74,65.11,49.25,6.31,49.45,49.46,7.5,40.1,49.47,0.45,4.9,6.2,49.9,44,22.781,47,2,40.594173,-105.075882,1500.264038,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 05:39:57,2023-04-17 05:39:57,2023-04-17 05:39:57,2023-04-17
"35","hqZ3CFXDFm","MOOSPMv3Parser",1681710600,6.03,6.03,5.69,9.21,9.21,5.97,5.98,10.89,10.89,5.99,1219.88,336.43,14206.09,56.43,44.51,5.23,44.68,44.69,7.4,40.5,44.7,0.44,5.3,6.1,49.1,44.9,25.773,36.6,2,40.594131,-105.07589,1520.291992,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 05:49:57,2023-04-17 05:49:57,2023-04-17 05:49:57,2023-04-17
"36","XLCB5rz4ph","MOOSPMv3Parser",1681711200,6.18,6.18,5.66,9.29,9.29,5.95,5.95,10.51,10.51,5.95,1231.34,336.32,14244.29,59.49,44.34,4.1,44.5,44.51,7.3,40.9,44.52,0.44,5.2,5.9,49.4,45.3,25.779,37.7,2,40.594017,-105.075943,1543.281006,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 05:59:57,2023-04-17 05:59:57,2023-04-17 05:59:57,2023-04-17
"37","RoMCnk5P6E","MOOSPMv3Parser",1681711800,6.08,6.08,5.84,9.39,9.39,6.16,6.2,10.66,10.66,6.21,1227.34,335.7,14283.6,58.2,45.66,4.68,45.86,45.88,7.3,41.2,45.89,0.45,5,5.8,50.4,45.9,25.714,39,2,40.594173,-105.075928,1536.373047,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 06:09:58,2023-04-17 06:09:58,2023-04-17 06:09:58,2023-04-17
"38","5yEUlCYgFI","MOOSPMv3Parser",1681712400,5.73,5.73,5.49,8.74,8.74,5.76,5.76,10.35,10.35,5.76,1167.98,320.21,14320.58,59.14,42.94,4.95,43.09,43.1,7.2,41.7,43.11,0.44,4.8,5.8,51.2,46.3,25.166,41.7,2,40.594177,-105.075806,1499.639038,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 06:19:57,2023-04-17 06:19:57,2023-04-17 06:19:57,2023-04-17
"39","4fAyNgyp56","MOOSPMv3Parser",1681713000,5.46,5.46,5.36,8.25,8.25,5.64,5.66,9.53,9.53,5.67,1125.59,303.07,14356.66,55.4,41.92,4.45,42.09,42.1,7.1,41.5,42.11,0.44,5,5.7,49.7,46.1,24.322,41.7,2.9,40.594177,-105.075806,1499.642944,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 06:29:57,2023-04-17 06:29:57,2023-04-17 06:29:57,2023-04-17
"40","1P99AIoipW","MOOSPMv3Parser",1681713600,5.67,5.67,5.35,8.57,8.57,5.61,5.61,9.81,9.81,5.62,1139.49,312.02,14392.72,56.89,41.86,4.62,42.01,42.02,7,41.6,42.02,0.44,4.7,5.6,50.1,45.7,23.609,45.3,3,40.594151,-105.075844,1508.959961,10,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 06:39:57,2023-04-17 06:39:57,2023-04-17 06:39:57,2023-04-17
"41","QVbWOhcWAR","MOOSPMv3Parser",1681714200,5.49,5.49,5.64,8.68,8.68,5.93,5.94,10.07,10.07,5.94,1118.65,310.94,14430.69,54.61,44.1,4.79,44.26,44.28,6.6,41.9,44.29,0.44,3.6,5.2,53.7,46.6,24.985,39.7,3,40.594116,-105.075775,1510.651001,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 06:49:57,2023-04-17 06:49:58,2023-04-17 06:49:58,2023-04-17
"42","2M2zsr2ZkO","MOOSPMv3Parser",1681714800,5.53,5.53,5.64,9.42,9.42,5.92,5.92,10.78,10.78,5.92,1147.8,312.92,14468.75,60.4,44.17,5.83,44.33,44.34,6.5,43.5,44.35,0.42,3.7,4.9,55.5,49,23.713,38.9,3,40.594151,-105.075844,1542.095947,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 06:59:57,2023-04-17 06:59:58,2023-04-17 06:59:58,2023-04-17
"43","Vwk1iIWMrF","MOOSPMv3Parser",1681715400,5.75,5.75,5.53,9.1,9.1,5.8,5.8,9.95,9.95,5.8,1145,313.77,14506.04,52.84,43.3,4,43.44,43.46,6.2,45,43.46,0.42,3.4,4.7,56.7,50.1,21.902,42.1,3,40.594204,-105.075752,1485.060059,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 07:09:57,2023-04-17 07:09:57,2023-04-17 07:09:57,2023-04-17
"44","cjWEiuS8Ke","MOOSPMv3Parser",1681716000,5.63,5.63,5.49,9.52,9.52,5.75,5.75,10.45,10.45,5.75,1152.9,317.1,14543.06,58.18,42.96,4.7,43.11,43.12,6,45.7,43.12,0.42,3.1,4.4,59.8,52.2,20.314,43.9,2.4,40.594303,-105.075714,1538.31604,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 07:19:57,2023-04-17 07:19:57,2023-04-17 07:19:57,2023-04-17
"45","ICkjAR5XJ4","MOOSPMv3Parser",1681716600,5.57,5.57,5.53,9.34,9.34,5.8,5.8,10.33,10.33,5.8,1124.94,308.86,14580.38,54.75,43.3,5.41,43.44,43.45,5.7,45.2,43.46,0.42,2.3,4.1,59.3,50.2,18.938,45,2,40.594242,-105.075844,1510.140991,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 07:29:57,2023-04-17 07:29:58,2023-04-17 07:29:58,2023-04-17
"46","BOnf6JW55p","MOOSPMv3Parser",1681717200,5.47,5.47,5.52,9.13,9.13,5.8,5.8,9.72,9.72,5.8,1107.96,305.89,14617.62,50.81,43.23,3.86,43.38,43.39,5.5,45.6,43.4,0.44,2.3,3.8,59.7,51.6,21.327,43.3,2,40.594139,-105.07589,1517.670044,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 07:39:57,2023-04-17 07:39:57,2023-04-17 07:39:57,2023-04-17
"47","lfZncJcsBh","MOOSPMv3Parser",1681717800,5.65,5.65,5.64,9.03,9.03,5.91,5.91,9.69,9.69,5.91,1097.95,305.18,14655.63,51.28,44.12,3.65,44.27,44.28,5.1,48.9,44.29,0.42,2,3.4,64.3,56.1,19.637,42.6,2.7,40.5942,-105.075943,1514.402954,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 07:49:57,2023-04-17 07:49:57,2023-04-17 07:49:57,2023-04-17
"48","yQVoiEmwkT","MOOSPMv3Parser",1681718400,6.62,6.62,6,9.92,9.92,6.29,6.29,11.14,11.14,6.29,1209.19,332.45,14696.1,60.07,46.96,4.63,47.12,47.14,5.1,48.9,47.14,0.43,2,3.2,63.5,55.9,16.742,58.2,2,40.594063,-105.075768,1508.859985,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 07:59:57,2023-04-17 07:59:57,2023-04-17 07:59:57,2023-04-17
"49","mPsqHyDVVY","MOOSPMv3Parser",1681719000,6.56,6.56,6.05,9.65,9.65,6.35,6.36,10.52,10.52,6.37,1167.9,323.49,14736.88,56.58,47.36,3.58,47.53,47.55,5.1,50.9,47.56,0.44,2.7,3.1,63.8,59.1,17.904,64.1,2.8,40.594112,-105.075851,1509.625,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 08:09:57,2023-04-17 08:09:57,2023-04-17 08:09:57,2023-04-17
"50","pDWH2A9h0A","MOOSPMv3Parser",1681719600,5.7,5.7,5.87,9.4,9.4,6.16,6.16,10.35,10.35,6.17,1116.96,307.24,14776.5,57.94,45.99,4.16,46.15,46.16,5,51,46.17,0.42,2.8,3,62.9,59.1,18.003,53.1,3,40.594078,-105.075882,1542.063965,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 08:19:57,2023-04-17 08:19:57,2023-04-17 08:19:57,2023-04-17
"51","1rCZAHHeWK","MOOSPMv3Parser",1681720200,5.74,5.74,5.8,9.07,9.07,6.08,6.08,10.01,10.01,6.08,1090.56,300.9,14815.62,52.2,45.41,4.15,45.57,45.57,5,51.9,45.59,0.42,2.6,3,65.6,60.8,18.554,58.2,3,40.594044,-105.07579,1527.274048,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 08:29:57,2023-04-17 08:29:57,2023-04-17 08:29:57,2023-04-17
"52","8IuNrozYXy","MOOSPMv3Parser",1681720800,5.85,5.85,5.79,9.49,9.49,6.07,6.07,10.71,10.71,6.07,1113.53,309.13,14854.66,60.37,45.34,5.05,45.5,45.51,5,53.4,45.51,0.43,3,3,66.4,63.5,19.636,61.1,3,40.594097,-105.075806,1506.962036,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 08:39:57,2023-04-17 08:39:57,2023-04-17 08:39:57,2023-04-17
"53","nRYKUnuuQP","MOOSPMv3Parser",1681721400,6.78,6.78,6.45,10.03,10.03,6.77,6.79,11.51,11.51,6.79,1198.24,335.61,14898.1,59.09,50.45,5.78,50.64,50.65,4.9,53.4,50.66,0.43,2.4,3,67.5,62,14.588,62.1,3,40.594196,-105.075851,1518.98999,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 08:49:57,2023-04-17 08:49:57,2023-04-17 08:49:57,2023-04-17
"54","L5ilf17l8V","MOOSPMv3Parser",1681722000,7.03,7.03,6.2,10.79,10.79,6.5,6.5,11.82,11.82,6.5,1239.46,339.35,14939.93,67.65,48.55,6.19,48.71,48.73,4.8,53.8,48.73,0.4,2,2.9,68.5,61.7,14.275,65.3,3,40.594093,-105.075775,1509.741943,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 08:59:57,2023-04-17 08:59:57,2023-04-17 08:59:57,2023-04-17
"55","jFDK3nhH6Y","MOOSPMv3Parser",1681722600,7.6,7.6,6.57,11.04,11.04,6.94,6.97,12.54,12.54,6.99,1337.92,365.35,14984.1,64.78,51.37,5.15,51.59,51.62,4.5,53.1,51.63,0.44,0.9,2.5,71.2,60.8,13.51,69.9,2.5,40.594162,-105.075836,1516.972046,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 09:09:57,2023-04-17 09:09:58,2023-04-17 09:09:58,2023-04-17
"56","dmvnOAJ6al","MOOSPMv3Parser",1681723200,10.22,10.22,6.4,14.19,14.19,6.75,6.77,15.17,15.17,6.79,1903.97,503.78,15027.27,62.73,50.12,5.41,50.33,50.34,4.2,56.7,50.35,0.43,0.7,2.2,77.2,67.1,14.579,67.1,2,40.594093,-105.075897,1493.605957,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 09:19:57,2023-04-17 09:19:57,2023-04-17 09:19:57,2023-04-17
"57","OhYEQUARqO","MOOSPMv3Parser",1681723800,9.08,9.08,6.55,13.56,13.56,6.87,6.87,14.95,14.95,6.87,1635.81,450.48,15071.45,67.07,51.26,5.69,51.44,51.45,4.3,57,51.46,0.42,1.5,2.1,74,67.3,16.038,57.7,2.2,40.594093,-105.075897,1493.609985,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-17 09:29:58,2023-04-17 09:29:58,2023-04-17 09:29:58,2023-04-17
