"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","4cbZXQeEAB","MOOSPMv3Parser",1681603201,0.59,0.59,1.19,1.04,1.04,1.24,1.24,1.14,1.14,1.24,278.53,75.07,9140.52,10.14,9.29,0.57,9.32,9.33,11.4,18.2,9.33,0.42,9.9,10.8,18,16.8,39.951,40.9,1,40.594101,-105.075798,1503.171997,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 00:00:00,2023-04-16 00:00:01,2023-04-16 00:00:01,2023-04-16
"2","i7mTuPbxAR","MOOSPMv3Parser",1681603801,0.85,0.85,1.3,1.58,1.58,1.36,1.36,1.75,1.75,1.36,340.97,91.24,9149.3,14.23,10.17,0.76,10.21,10.21,11.3,18.3,10.21,0.42,9.7,10.7,18.5,17.1,39.901,40.8,1,40.59412,-105.075874,1528.338013,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 00:10:00,2023-04-16 00:10:00,2023-04-16 00:10:00,2023-04-16
"3","3yOnfV9Kg6","MOOSPMv3Parser",1681604401,1.08,1.08,1.38,1.76,1.76,1.45,1.45,2.04,2.04,1.45,364.1,97.71,9158.62,13.03,10.82,1.22,10.86,10.87,11.4,17.7,10.87,0.43,10,10.8,17,15.8,39.439,50.4,1,40.594032,-105.075851,1548.305054,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 00:20:00,2023-04-16 00:20:00,2023-04-16 00:20:00,2023-04-16
"4","WR14gLjEMn","MOOSPMv3Parser",1681605001,1.21,1.21,1.38,1.96,1.96,1.45,1.45,2.14,2.14,1.45,381.82,104.31,9167.95,13.88,10.81,1.06,10.85,10.85,11.3,18.3,10.85,0.43,9.8,10.6,18.4,17.2,40.378,47.2,1,40.594086,-105.075829,1524.792969,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 00:30:00,2023-04-16 00:30:00,2023-04-16 00:30:00,2023-04-16
"5","jLLYgBIe6E","MOOSPMv3Parser",1681605601,1.15,1.15,1.4,1.74,1.74,1.47,1.48,1.86,1.86,1.48,375.15,100.48,9177.38,13.33,10.96,0.84,11,11,11.1,18.3,11.01,0.44,9.5,10.5,18.6,17.2,39.705,48.1,1,40.594048,-105.075928,1507.583008,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 00:40:00,2023-04-16 00:40:00,2023-04-16 00:40:00,2023-04-16
"6","AMB2cXj901","MOOSPMv3Parser",1681606201,1.36,1.36,1.36,2.13,2.13,1.44,1.45,2.41,2.41,1.46,413.43,111.76,9186.51,14.98,10.63,1.28,10.67,10.68,10.9,18.8,10.68,0.44,9.4,10.3,19.4,18,39.759,49.3,1,40.593994,-105.075768,1506.687012,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 00:50:00,2023-04-16 00:50:00,2023-04-16 00:50:00,2023-04-16
"7","m0E3R7qQLD","MOOSPMv3Parser",1681606801,1.32,1.32,1.36,1.99,1.99,1.42,1.42,2.18,2.18,1.42,441.27,112.56,9195.67,13.07,10.62,1.17,10.66,10.66,10.7,19.7,10.66,0.43,9.1,10,20.8,19.2,38.921,58.5,1,40.594147,-105.075783,1531.833984,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 01:00:00,2023-04-16 01:00:00,2023-04-16 01:00:00,2023-04-16
"8","zejFhoAt13","MOOSPMv3Parser",1681607401,1.14,1.14,1.3,1.72,1.72,1.36,1.36,1.9,1.9,1.36,389.93,100.89,9204.46,11.28,10.19,0.87,10.22,10.22,10.5,19.2,10.22,0.42,8.8,9.8,19.8,18.3,38.944,63.1,1,40.594166,-105.075867,1539.866943,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 01:10:00,2023-04-16 01:10:00,2023-04-16 01:10:00,2023-04-16
"9","h5GWBVC96S","MOOSPMv3Parser",1681608001,1.67,1.67,1.6,2.45,2.45,1.68,1.68,2.69,2.69,1.68,469.78,124.18,9215.24,16.29,12.53,0.99,12.57,12.57,10.3,19.8,12.57,0.41,8.4,9.5,21.2,19.4,39.605,50.3,1,40.594166,-105.075867,1539.871948,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 01:20:00,2023-04-16 01:20:00,2023-04-16 01:20:00,2023-04-16
"10","27DWzemn0G","MOOSPMv3Parser",1681608601,1.72,1.72,1.53,2.46,2.46,1.61,1.61,2.72,2.72,1.61,471.77,127.05,9225.57,16.68,12,1.06,12.04,12.04,10,20.5,12.04,0.41,8,9.2,22.2,20.3,38.744,56.8,1,40.59428,-105.075981,1512.046997,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-16 01:30:00,2023-04-16 01:30:00,2023-04-16 01:30:00,2023-04-16
