"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","urFnX1mxtP","MOOSPMv3Parser",1678316401,0,0,0.22,0,0,0.23,0.23,0,0,0.23,21.8,5.49,38.19,1.03,1.74,0.13,1.74,1.74,22.6,35.7,1.74,0.4,0,23.9,0,40.2,0,99.5,1,47.047623,-122.88208,43.289001,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-08 23:00:02,2023-03-08 23:00:02,2023-03-08 23:00:02,2023-03-09
"2","tCkl1EXbKN","MOOSPMv3Parser",1678317001,0,0,0.18,0,0,0.19,0.19,0,0,0.19,25.33,6.68,39.43,0.96,1.43,0.09,1.43,1.43,22.6,35.7,1.44,0.39,0,23.9,0,40,0,96.9,1,47.047585,-122.88208,25.802,5,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-08 23:10:02,2023-03-08 23:10:02,2023-03-08 23:10:02,2023-03-09
"3","Xcd1FQJ0OL","MOOSPMv3Parser",1678317601,0,0,0.24,0,0,0.26,0.26,0,0,0.26,24.11,6.02,41.08,1.41,1.89,0.08,1.89,1.89,22.5,35.7,1.89,0.4,0,23.9,0,40.2,0,93.1,1,47.047546,-122.881981,32.118999,7,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-08 23:20:02,2023-03-08 23:20:02,2023-03-08 23:20:02,2023-03-09
"4","IUOAqFjxrH","MOOSPMv3Parser",1678318201,0,0,0.26,0.05,0.05,0.27,0.27,0.05,0.05,0.27,38.72,9.53,42.8,1.67,1.97,0.14,1.98,1.98,22.5,35.7,1.98,0.4,0,23.8,0,40.5,0,92.8,1,47.047554,-122.882179,31.221001,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-08 23:30:02,2023-03-08 23:30:02,2023-03-08 23:30:02,2023-03-09
"5","Qwkxh4AoPF","MOOSPMv3Parser",1678318801,0,0,0.3,0,0,0.32,0.32,0,0,0.32,26.81,7.54,44.88,1.48,2.38,0.17,2.39,2.39,22.4,35.9,2.39,0.39,0,23.7,0,40.7,0,96,1,47.047577,-122.882187,32.452,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-08 23:40:02,2023-03-08 23:40:02,2023-03-08 23:40:02,2023-03-09
"6","cpIQzv3mEt","MOOSPMv3Parser",1678319401,0,0,0.27,0,0,0.29,0.29,0,0,0.29,32.34,7.71,46.74,1.13,2.13,0.08,2.14,2.14,22.5,36,2.14,0.39,0,23.8,0,40.9,0,105.9,1,47.047512,-122.882195,21.277,5,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-08 23:50:02,2023-03-08 23:50:02,2023-03-08 23:50:02,2023-03-09
"7","0FQjQ5qnSi","MOOSPMv3Parser",1678320001,0,0,0.2,0,0,0.2,0.2,0,0,0.2,33.3,8.28,48.02,1.12,1.46,0.05,1.47,1.47,22.5,35.6,1.47,0.39,0,23.8,0,40,0,106.3,1,47.047562,-122.882309,15.206,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 00:00:02,2023-03-09 00:00:02,2023-03-09 00:00:02,2023-03-09
"8","Oq0txfQLs8","MOOSPMv3Parser",1678320601,0,0,0.27,0,0,0.28,0.28,0.03,0.03,0.28,41.82,11.04,49.9,1.3,2.15,0.38,2.16,2.16,22.4,35.6,2.16,0.4,0,23.8,0,40.1,0,98.6,1,47.04755,-122.882187,31.274,8,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 00:10:02,2023-03-09 00:10:02,2023-03-09 00:10:02,2023-03-09
"9","271LdImm37","MOOSPMv3Parser",1678321201,0,0,0.25,0,0,0.27,0.27,0,0,0.27,27.97,6.99,51.63,0.56,1.98,0.04,1.99,1.99,22.2,35.6,1.99,0.41,0,23.5,0,40,0,95.3,1,47.04755,-122.882187,31.274,0,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 00:20:02,2023-03-09 00:20:02,2023-03-09 00:20:02,2023-03-09
"10","bYdeIcDolY","MOOSPMv3Parser",1678321801,0,0,0.22,0,0,0.23,0.23,0,0,0.23,24.78,6.15,53.18,0.66,1.77,0.13,1.78,1.78,22,35.6,1.78,0.42,0,23.3,0,40.1,0,86.5,1,47.047592,-122.882164,20.438,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 00:30:02,2023-03-09 00:30:02,2023-03-09 00:30:02,2023-03-09
"11","XbmfyVrnNK","MOOSPMv3Parser",1678322401,0,0,0.21,0,0,0.21,0.21,0,0,0.21,22.34,5.15,54.56,1.07,1.58,0.04,1.59,1.59,21.9,35.7,1.59,0.42,0,23.1,0,40.3,0,82.5,1,47.047508,-122.882179,51.659,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 00:40:02,2023-03-09 00:40:02,2023-03-09 00:40:02,2023-03-09
"12","GiITDECv3b","MOOSPMv3Parser",1678323001,0,0,0.22,0,0,0.23,0.23,0,0,0.23,18.98,4.19,56.05,0.88,1.71,0.12,1.71,1.71,21.7,35.8,1.71,0.42,0,23,0,40.6,0,82.8,1,47.047573,-122.882141,22.610001,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 00:50:02,2023-03-09 00:50:02,2023-03-09 00:50:02,2023-03-09
"13","2Cht6HPPI8","MOOSPMv3Parser",1678323601,0,0,0.16,0,0,0.17,0.17,0,0,0.17,18.45,4.51,57.17,0.9,1.28,0.09,1.29,1.29,21.6,35.9,1.29,0.41,0,22.8,0,40.8,0,81,1,47.047581,-122.882072,39.493,7,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 01:00:02,2023-03-09 01:00:02,2023-03-09 01:00:02,2023-03-09
"14","ErxFLFuUnd","MOOSPMv3Parser",1678324201,0,0,0.19,0,0,0.2,0.2,0,0,0.2,14.37,3.15,58.41,0.52,1.42,0,1.43,1.43,21.5,36,1.43,0.41,0,22.6,0,40.9,0,82.7,1,47.047462,-122.882179,26.301001,5,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 01:10:02,2023-03-09 01:10:02,2023-03-09 01:10:02,2023-03-09
"15","w1LRzJHfVN","MOOSPMv3Parser",1678324801,0,0,0.18,0,0,0.18,0.18,0,0,0.18,16.06,4.43,59.59,0.79,1.35,0,1.36,1.36,21.4,36.1,1.36,0.41,0,22.5,0,41.1,0,83.4,1,47.047501,-122.881989,44.660999,5,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 01:20:02,2023-03-09 01:20:02,2023-03-09 01:20:02,2023-03-09
"16","JgFHXvuc6u","MOOSPMv3Parser",1678325401,0,0,0.14,0,0,0.15,0.15,0,0,0.15,15.73,3.91,60.6,0.73,1.15,0.09,1.16,1.16,21.3,36.2,1.16,0.41,0,22.4,0,41.2,0,88.3,1,47.047539,-122.882195,38.224998,5,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 01:30:02,2023-03-09 01:30:03,2023-03-09 01:30:03,2023-03-09
"17","hmIsAtbS8o","MOOSPMv3Parser",1678326001,0,0,0.18,0.04,0.04,0.19,0.19,0.07,0.07,0.19,17.47,4.72,61.84,0.88,1.42,0.21,1.43,1.43,21.4,36.1,1.43,0.42,0,22.5,0,41.1,0.002,101.7,1,47.047478,-122.881828,107.439003,6,58,600,1,"e00fce68afb0ec9f5087904a",2023-03-09 01:40:02,2023-03-09 01:40:02,2023-03-09 01:40:02,2023-03-09
