"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","KP1yCeIH59","MOOSPMv3Parser",1682204401,7.79,7.79,8.55,12.33,12.33,8.97,8.97,13.99,13.99,8.97,1486.49,417.01,2765.39,83.53,66.96,7.22,67.19,67.21,8.7,36.2,67.22,0.4,4.2,8,50.2,37.3,30.478,175.8,1,40.594109,-105.07563,1518.91394,6,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-22 23:00:02,2023-04-22 23:00:02,2023-04-22 23:00:02,2023-04-23
"2","rcIfMcJque","MOOSPMv3Parser",1682205001,7.75,7.75,9.26,13.61,13.61,9.71,9.71,15.52,15.52,9.71,1514.02,424.17,2823.25,91.1,72.51,8.46,72.76,72.78,8.5,37.1,72.8,0.4,4.3,7.6,50.6,38.7,30.233,177,1,40.594109,-105.07579,1526.661987,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 23:10:01,2023-04-22 23:10:02,2023-04-22 23:10:02,2023-04-23
"3","CETYBkdSAr","MOOSPMv3Parser",1682205601,7.82,7.82,9.82,13.37,13.37,10.3,10.3,15.15,15.15,10.3,1505.94,422.32,2889.48,91.78,76.88,7.33,77.14,77.16,8.4,38.1,77.18,0.41,4.5,7.5,51.7,40.4,29.89,196,1,40.594082,-105.076012,1515.04895,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 23:20:02,2023-04-22 23:20:02,2023-04-22 23:20:02,2023-04-23
"4","aYJIcsWAu7","MOOSPMv3Parser",1682206201,8.04,8.04,10.59,14.81,14.81,11.1,11.1,17.22,17.22,11.1,1570.76,440.59,2960.87,97.78,82.87,11.27,83.15,83.17,8.3,37.9,83.19,0.4,4.4,7.2,50.8,40.2,28.634,228.2,1,40.594074,-105.075745,1513.703979,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 23:30:02,2023-04-22 23:30:02,2023-04-22 23:30:02,2023-04-23
"5","rawhTuFwL0","MOOSPMv3Parser",1682206801,8.33,8.33,10.45,14.79,14.79,10.96,10.96,16.56,16.56,10.96,1574.96,443.74,3031.34,101.75,81.79,8.78,82.07,82.1,8.3,38.8,82.12,0.41,4.4,7.1,52.4,41.6,29.443,209.8,1,40.594055,-105.076096,1523.162964,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 23:40:02,2023-04-22 23:40:02,2023-04-22 23:40:02,2023-04-23
"6","0xB9rEDSLZ","MOOSPMv3Parser",1682207401,7.9,7.9,10.09,14.3,14.3,10.58,10.58,16.18,16.18,10.58,1506.54,425.61,3099.37,96.58,78.96,9.18,79.23,79.25,8,39.2,79.27,0.41,4.1,6.8,53.1,42.1,30.331,167.4,1,40.594059,-105.075836,1525.10498,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 23:50:01,2023-04-22 23:50:02,2023-04-22 23:50:02,2023-04-23
"7","jsptvBr1qU","MOOSPMv3Parser",1682208001,8.04,8.04,10.43,14.39,14.39,10.94,10.94,16.55,16.55,10.94,1539.87,434.32,3169.71,96.29,81.65,9.95,81.93,81.95,7.8,40,81.97,0.41,4.1,6.6,53.5,42.9,30.078,189.1,1,40.594059,-105.075836,1525.107056,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 00:00:01,2023-04-23 00:00:02,2023-04-23 00:00:02,2023-04-23
"8","d5j2z5I5Co","MOOSPMv3Parser",1682208601,8.74,8.74,10.22,14.91,14.91,10.72,10.72,16.99,16.99,10.72,1617.48,453.58,3243.94,100.4,80.02,9.06,80.29,80.31,7.8,40.7,80.33,0.41,4.2,6.5,54,44,30.018,166.5,1,40.594097,-105.075928,1530.137939,6,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-23 00:10:01,2023-04-23 00:10:02,2023-04-23 00:10:02,2023-04-23
"9","7VcTsHY0E5","MOOSPMv3Parser",1682209201,9.32,9.32,10.5,15.59,15.59,11.01,11.01,17.42,17.42,11.01,1727.39,481.78,3309.32,103.59,82.16,8.45,82.44,82.46,7.6,41.3,82.48,0.41,3.9,6.4,55.9,45,29.91,165.4,1,40.594234,-105.075745,1574.364014,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 00:20:01,2023-04-23 00:20:02,2023-04-23 00:20:02,2023-04-23
"10","tEQHTOCRr5","MOOSPMv3Parser",1682209801,9.24,9.24,10.8,15.38,15.38,11.32,11.32,17.91,17.91,11.32,1666.34,466.6,3382.13,102.25,84.52,10.61,84.81,84.83,7.2,42.6,84.85,0.41,3.7,6,57.1,46.4,29.306,185.7,1,40.594181,-105.075935,1554.784058,10,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 00:30:02,2023-04-23 00:30:02,2023-04-23 00:30:02,2023-04-23
"11","Ht3YW3e1G0","MOOSPMv3Parser",1682210401,8.01,8.01,9.99,13.92,13.92,10.49,10.49,15.54,15.54,10.5,1521.53,420.22,3449.49,94.78,78.2,8.02,78.47,78.49,7,43.3,78.51,0.41,3.6,5.7,57.9,47.4,29.815,170.1,1,40.594143,-105.075821,1511.837036,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 00:40:01,2023-04-23 00:40:02,2023-04-23 00:40:02,2023-04-23
"12","sfGe5vsdZ1","MOOSPMv3Parser",1682211001,8.91,8.91,10.54,14.96,14.96,11.06,11.06,17.25,17.25,11.06,1658.5,448.97,3520.56,97.86,82.51,9.68,82.79,82.82,7,44,82.83,0.41,3.7,5.6,58.1,48.4,28.949,192.9,1,40.59417,-105.075836,1507.676025,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 00:50:02,2023-04-23 00:50:02,2023-04-23 00:50:02,2023-04-23
"13","4BHP5pBivG","MOOSPMv3Parser",1682211601,9.26,9.26,10.69,15.49,15.49,11.21,11.21,17.45,17.45,11.21,1710.83,460.36,3592.65,101.34,83.68,8.93,83.97,83.99,6.7,44.5,84.01,0.41,3.4,5.3,58.7,49,29.655,189,1,40.593983,-105.075836,1518.240967,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 01:00:01,2023-04-23 01:00:02,2023-04-23 01:00:02,2023-04-23
"14","RETJOzgvs9","MOOSPMv3Parser",1682212201,7.98,7.98,9.33,13.65,13.65,9.78,9.78,15.9,15.9,9.78,1473.42,405.35,3655.55,91.24,73.01,9.65,73.25,73.28,6.5,45,73.29,0.42,3.2,5,59.2,49.4,30.754,154.2,1,40.594212,-105.075821,1523.376953,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 01:10:01,2023-04-23 01:10:02,2023-04-23 01:10:02,2023-04-23
"15","SSlCnpjvfZ","MOOSPMv3Parser",1682212801,7.69,7.69,8.58,12.03,12.03,9,9,13.75,13.75,9,1411.16,385.26,3713.45,74.76,67.2,7.22,67.43,67.45,6.2,45.7,67.46,0.42,3,4.7,60.1,50.6,31.372,129.7,1,40.594082,-105.075584,1563.616943,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 01:20:01,2023-04-23 01:20:02,2023-04-23 01:20:02,2023-04-23
"16","iXskae9CAA","MOOSPMv3Parser",1682213401,7.12,7.12,8.19,11.67,11.67,8.59,8.59,13.27,13.27,8.59,1323.53,364.97,3768.7,76.46,64.12,7.34,64.34,64.36,6.2,47.1,64.37,0.41,3.1,4.6,61.7,52.6,30.686,136.5,1,40.593864,-105.075661,1512.045044,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 01:30:01,2023-04-23 01:30:02,2023-04-23 01:30:02,2023-04-23
"17","Iul9JGzB6O","MOOSPMv3Parser",1682214001,8.31,8.31,9.15,13.6,13.6,9.59,9.59,15.64,15.64,9.59,1460.01,406.7,3830.39,87.76,71.6,8.33,71.85,71.87,6.1,48.1,71.88,0.41,3.1,4.5,62.6,54,30.105,162.9,1,40.593864,-105.075661,1512.047974,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 01:40:01,2023-04-23 01:40:02,2023-04-23 01:40:02,2023-04-23
"18","JmBDju4KtL","MOOSPMv3Parser",1682214600,9.36,9.36,9.81,14.87,14.87,10.33,10.37,17.49,17.49,10.39,1608.01,450.18,3902.85,94.76,76.76,9.3,77.06,77.09,6,48.9,77.11,0.42,3,4.4,64,55.1,29.893,177.1,1,40.593796,-105.075645,1516.422974,5,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-23 01:50:01,2023-04-23 01:50:01,2023-04-23 01:50:01,2023-04-23
"19","Ew3KxMxE0m","MOOSPMv3Parser",1682215200,8.6,8.6,9.54,13.68,13.68,10,10,15.48,15.48,10,1473.97,412.73,3960.66,88.34,74.66,7.54,74.92,74.94,5.9,50.7,74.96,0.42,2.9,4.3,66.8,57.6,27.697,191.3,1,40.594051,-105.075623,1539.828003,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 02:00:00,2023-04-23 02:00:01,2023-04-23 02:00:01,2023-04-23
"20","7RjQ6nGS7c","MOOSPMv3Parser",1682215800,7.31,7.31,8.41,12.1,12.1,8.82,8.82,14.18,14.18,8.82,1284.29,359.26,4017.41,80,65.87,8.29,66.09,66.11,5.7,52.7,66.12,0.41,2.6,4,69.8,60.2,29.37,173.2,1,40.593899,-105.07563,1505.444946,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 02:10:01,2023-04-23 02:10:01,2023-04-23 02:10:01,2023-04-23
"21","a4ySl87bZ8","MOOSPMv3Parser",1682216400,7.37,7.37,8.6,12.01,12.01,9.02,9.02,14.29,14.29,9.02,1262.64,356.92,4075.4,77.54,67.31,8.42,67.54,67.56,5.6,54.4,67.58,0.42,2.5,3.8,72.3,63,29.04,176.7,1,40.593971,-105.075699,1504.920044,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-23 02:20:01,2023-04-23 02:20:01,2023-04-23 02:20:01,2023-04-23
