"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","Wuy2PjxbXI","MOOSPMv3Parser",1682035200,0.81,0.81,1.09,1.21,1.21,1.14,1.14,1.5,1.5,1.14,408.8,85.66,387.85,9.33,8.5,0.86,8.53,8.53,9.8,21.6,8.53,0.44,7.8,9,23.6,21.3,35.679,125,1,40.594185,-105.075829,1514.396973,5,58,599,1,"e00fce6835b6173deb1a1f49",2023-04-21 00:00:02,2023-04-21 00:00:02,2023-04-21 00:00:02,2023-04-21
"2","MYwHmB69wk","MOOSPMv3Parser",1682035800,0.65,0.65,1.1,1.08,1.08,1.16,1.16,1.22,1.22,1.16,301.29,77.7,394.63,10.58,8.62,0.74,8.66,8.66,9.5,22.5,8.66,0.43,7.2,8.5,25,22.6,35.515,117,1,40.594193,-105.075912,1525.348999,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 00:10:02,2023-04-21 00:10:02,2023-04-21 00:10:02,2023-04-21
"3","zh2mFLKCGm","MOOSPMv3Parser",1682036400,0.62,0.62,1.04,1.11,1.11,1.1,1.1,1.32,1.32,1.11,345.68,79.59,401.66,8.81,8.16,0.86,8.19,8.2,9.3,22.1,8.2,0.44,7.4,8.2,24.1,22.3,35.505,122.8,1,40.594242,-105.076073,1535.947998,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 00:20:02,2023-04-21 00:20:02,2023-04-21 00:20:02,2023-04-21
"4","3MO3c2fFx7","MOOSPMv3Parser",1682037001,0.52,0.52,1.02,1.11,1.11,1.07,1.07,1.38,1.38,1.07,274.2,71.47,408.56,11.06,8.01,0.88,8.03,8.04,9.2,22,8.04,0.44,7.2,8.1,23.8,22.1,36.135,138.7,1.7,40.594269,-105.075806,1540.123047,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 00:30:02,2023-04-21 00:30:02,2023-04-21 00:30:02,2023-04-21
"5","p74Jn5wMnf","MOOSPMv3Parser",1682037601,0.96,0.96,1.09,1.52,1.52,1.14,1.15,1.77,1.77,1.15,379.56,92.05,415.88,11.9,8.5,1.01,8.54,8.54,8.9,21.4,8.54,0.45,7,7.7,23.1,21.5,36.434,109.2,2,40.594261,-105.075836,1497.357056,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 00:40:02,2023-04-21 00:40:02,2023-04-21 00:40:02,2023-04-21
"6","pQFnfnkGLz","MOOSPMv3Parser",1682038201,0.92,0.92,1.14,1.43,1.43,1.2,1.21,1.7,1.7,1.21,352,86.82,423.56,11.82,8.93,1.15,8.96,8.97,8.9,21.7,8.97,0.45,7,7.6,23.4,21.9,36.593,98,2,40.59412,-105.07576,1511.838989,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 00:50:02,2023-04-21 00:50:02,2023-04-21 00:50:02,2023-04-21
"7","tgq6YXLnWa","MOOSPMv3Parser",1682038801,0.85,0.85,1.19,1.38,1.38,1.25,1.25,1.54,1.54,1.25,351.39,86.88,431.57,11.11,9.29,0.78,9.33,9.33,8.8,21.8,9.33,0.43,6.8,7.4,23.5,22,36.644,93,2,40.594181,-105.075912,1501.110962,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 01:00:02,2023-04-21 01:00:02,2023-04-21 01:00:02,2023-04-21
"8","UFdUq9OS7G","MOOSPMv3Parser",1682039401,0.9,0.9,1.1,1.4,1.4,1.16,1.17,1.56,1.56,1.17,354.67,87.14,438.95,11,8.58,0.93,8.62,8.62,8.7,21.5,8.62,0.46,6.6,7.4,23.6,21.9,37.081,86.1,2,40.594189,-105.075943,1520.957031,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 01:10:02,2023-04-21 01:10:02,2023-04-21 01:10:02,2023-04-21
"9","HgPxHCcYXG","MOOSPMv3Parser",1682040001,0.64,0.64,1.14,1.22,1.22,1.2,1.21,1.23,1.23,1.21,321.1,78.34,446.66,10.41,8.95,0.75,8.98,8.98,8.6,21.5,8.99,0.45,6.4,7.3,23.4,21.6,36.634,94.6,2,40.594189,-105.075943,1520.957031,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 01:20:02,2023-04-21 01:20:02,2023-04-21 01:20:02,2023-04-21
"10","BIPpeNTSqj","MOOSPMv3Parser",1682040601,0.6,0.6,1.19,1.19,1.19,1.24,1.24,1.37,1.37,1.24,296.69,76.53,454.65,10.84,9.28,0.89,9.31,9.32,8.5,21.3,9.32,0.44,6,7.2,23.3,21.2,36.743,94.3,2,40.594265,-105.075951,1501.119995,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-21 01:30:02,2023-04-21 01:30:02,2023-04-21 01:30:02,2023-04-21
