"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","C1FycE8FDY","MOOSPMv3Parser",1723420801,3,3,3,6,6,3,3,6,6,3,799,218,142429,42,21,2,21,21,37,7,21,0,40,43,14,15,0.001,31,1,35.949619,-119.050323,98.247002,7,600,58,3,"e00fce6808784ceaf209f949",2024-08-12 00:00:04,2024-08-12 00:00:04,2024-08-12 00:00:04,2024-08-12
"2","aNzpB81Yz6","MOOSPMv3Parser",1723420801,5,5,3,8,8,3,3,8,8,3,1449,350,13593,52,26,2,26,26,39,8,26,0,41,46,15,15,510.857,223,1,36.010578,-120.140312,232.636002,6,600,58,3,"e00fce6850cac69f647dc199",2024-08-12 00:00:05,2024-08-12 00:00:05,2024-08-12 00:00:05,2024-08-12
"3","QZHWeutrtZ","MOOSPMv3Parser",1723420801,1,1,1,1,1,1,1,1,1,1,289,86,747440,15,10,1,10,10,0,0,10,0,39,43,16,15,0,53,1,36.433918,-119.922806,30.568001,6,600,58,3,"e00fce6876826e255108c6bd",2024-08-12 00:00:05,2024-08-12 00:00:05,2024-08-12 00:00:05,2024-08-12
"4","1BCNEfkyDa","MOOSPMv3Parser",1723421401,3,3,2,5,5,3,3,5,5,3,703,188,142445,33,19,2,19,19,37,7,19,0,40,43,14,15,0,65,1,35.949619,-119.050323,98.246002,0,600,58,3,"e00fce6808784ceaf209f949",2024-08-12 00:10:04,2024-08-12 00:10:04,2024-08-12 00:10:04,2024-08-12
"5","mPUzprDyG7","MOOSPMv3Parser",1723421401,3,3,3,5,5,3,3,6,6,3,1089,257,13614,45,23,2,24,24,39,9,24,0,41,45,15,15,510.794,215,1,36.010578,-120.140312,232.630005,0,600,58,3,"e00fce6850cac69f647dc199",2024-08-12 00:10:05,2024-08-12 00:10:05,2024-08-12 00:10:05,2024-08-12
"6","TRU5l2g7Xe","MOOSPMv3Parser",1723421401,1,1,1,1,1,1,1,1,1,1,260,80,747440,15,10,1,10,10,0,0,10,0,39,43,16,15,0,50,1,36.433865,-119.922813,28.681999,10,600,58,3,"e00fce6876826e255108c6bd",2024-08-12 00:10:05,2024-08-12 00:10:05,2024-08-12 00:10:05,2024-08-12
"7","rpCgMkiFyY","MOOSPMv3Parser",1723422001,3,3,2,4,4,3,3,5,5,3,745,196,142461,33,19,1,19,19,37,7,19,0,40,43,14,15,0.001,67,1,35.949677,-119.050323,101.288002,6,600,58,3,"e00fce6808784ceaf209f949",2024-08-12 00:20:04,2024-08-12 00:20:04,2024-08-12 00:20:04,2024-08-12
"8","K0Ox8a7YlA","MOOSPMv3Parser",1723422001,4,4,4,7,7,4,4,7,7,4,1247,299,13638,50,28,3,28,28,39,9,28,0,41,45,16,16,510.794,208,1,36.010529,-120.140388,214.738998,7,600,58,3,"e00fce6850cac69f647dc199",2024-08-12 00:20:05,2024-08-12 00:20:05,2024-08-12 00:20:05,2024-08-12
"9","WLjwUjW9s8","MOOSPMv3Parser",1723422001,1,1,2,2,2,2,2,2,2,2,383,116,747441,21,15,1,15,15,0,0,15,0,39,42,17,16,0,55,1,36.433895,-119.922806,30.172001,11,600,58,3,"e00fce6876826e255108c6bd",2024-08-12 00:20:05,2024-08-12 00:20:05,2024-08-12 00:20:05,2024-08-12
"10","kEryFyfedF","MOOSPMv3Parser",1723422601,3,3,3,4,4,3,3,4,4,3,710,186,142481,34,22,2,22,22,37,7,22,0,40,43,14,15,0.003,63,1,35.949585,-119.050293,114.580002,7,600,58,3,"e00fce6808784ceaf209f949",2024-08-12 00:30:04,2024-08-12 00:30:04,2024-08-12 00:30:04,2024-08-12
"11","hgMg5oj0cX","MOOSPMv3Parser",1723422601,2,2,2,3,3,2,2,3,3,2,471,145,747448,25,17,1,17,17,0,0,17,0,39,42,19,18,0,54,1,36.433884,-119.922752,29.679001,10,600,58,3,"e00fce6876826e255108c6bd",2024-08-12 00:30:05,2024-08-12 00:30:05,2024-08-12 00:30:05,2024-08-12
