"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"1","wTdlVEF9FS","MOOSPMv3Parser",1682377801,2.81,2.81,2.09,3.89,3.89,2.2,2.2,4.23,4.23,2.2,663.72,177.36,10656.47,26.76,16.42,1.45,16.47,16.48,18.7,20.4,16.48,0.39,17.7,20.2,22.1,18.9,35.429,121,1,40.59407,-105.075729,1503.713013,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 23:09:59,2023-04-24 23:09:59,2023-04-24 23:09:59,2023-04-25
"2","I62AagTHOc","MOOSPMv3Parser",1682378401,2.61,2.61,2.29,4,4,2.4,2.4,4.43,4.43,2.4,670.82,178.81,10671.91,30.11,17.92,1.74,17.99,17.99,18.6,20.5,18,0.4,17.6,19.9,22,19,35.131,120.7,1,40.594017,-105.075653,1505.91394,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 23:19:59,2023-04-24 23:19:59,2023-04-24 23:19:59,2023-04-25
"3","bf4YK9iXdV","MOOSPMv3Parser",1682379001,2.47,2.47,2.1,3.85,3.85,2.2,2.2,4.11,4.11,2.2,685.16,181.05,10686.07,27.7,16.43,1.86,16.49,16.49,18.2,21.1,16.49,0.4,17.2,19.5,22.8,19.7,36.504,77.2,1,40.593998,-105.075699,1530.659058,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 23:29:59,2023-04-24 23:29:59,2023-04-24 23:29:59,2023-04-25
"4","SmvMtz6Gh6","MOOSPMv3Parser",1682379601,2.67,2.67,2.11,3.84,3.84,2.21,2.21,3.98,3.98,2.21,637.3,175.49,10700.28,24.44,16.51,1.56,16.56,16.57,18.2,21.4,16.57,0.4,17.4,19.4,23,20.1,35.548,65.6,1,40.594025,-105.075768,1530.222046,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 23:39:59,2023-04-24 23:39:59,2023-04-24 23:39:59,2023-04-25
"5","p9AQ9vaPND","MOOSPMv3Parser",1682380201,2,2,1.94,3.1,3.1,2.03,2.03,3.53,3.53,2.03,603.68,162.9,10713.36,23.65,15.17,1.51,15.23,15.23,18.2,21.3,15.23,0.4,17.4,19.4,22.8,20,33.287,171.4,1,40.594105,-105.075623,1493.555054,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 23:49:59,2023-04-24 23:49:59,2023-04-24 23:49:59,2023-04-25
"6","KEumLQp5oA","MOOSPMv3Parser",1682380801,2.16,2.16,1.93,3.15,3.15,2.02,2.02,3.4,3.4,2.02,571.5,155.64,10726.36,21.35,15.1,1.09,15.15,15.15,18.3,21.1,15.15,0.39,17.5,19.5,22.7,19.8,35.381,119.9,1,40.594063,-105.075783,1511.06604,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-24 23:59:59,2023-04-24 23:59:59,2023-04-24 23:59:59,2023-04-25
"7","VDnAhbwVxd","MOOSPMv3Parser",1682381401,1.88,1.88,1.8,2.94,2.94,1.89,1.89,3.54,3.54,1.89,552.06,149.34,10738.52,21.88,14.12,1.88,14.16,14.17,18.6,21.6,14.17,0.38,17.5,19.8,23.4,20.2,36.623,60.2,1,40.594116,-105.076042,1531.514038,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 00:09:59,2023-04-25 00:09:59,2023-04-25 00:09:59,2023-04-25
"8","alcAL7145N","MOOSPMv3Parser",1682382001,2,2,1.96,3.06,3.06,2.05,2.05,3.24,3.24,2.05,575.62,155.21,10751.71,23.19,15.3,1.22,15.35,15.36,18.8,22.4,15.36,0.39,17.4,20,25.3,21.9,36.444,64,1,40.594177,-105.075836,1496.713013,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 00:19:59,2023-04-25 00:19:59,2023-04-25 00:19:59,2023-04-25
"9","YQa84k8Tar","MOOSPMv3Parser",1682382601,2.21,2.21,2.11,3.25,3.25,2.21,2.21,3.49,3.49,2.21,610.89,164.62,10765.91,23.69,16.48,1.37,16.54,16.55,18.6,22.2,16.55,0.4,17.2,19.9,24.9,21,35.311,81.7,1,40.594189,-105.075859,1507.646973,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 00:29:59,2023-04-25 00:29:59,2023-04-25 00:29:59,2023-04-25
"10","ebQwAr3App","MOOSPMv3Parser",1682383201,3.39,3.39,2.73,5.08,5.08,2.86,2.86,5.5,5.5,2.86,790.91,214.16,10784.33,33.52,21.37,2.42,21.44,21.45,18.3,23.8,21.45,0.41,16.9,19.5,26.9,23,35.804,74,1,40.594124,-105.075859,1515.269043,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 00:39:59,2023-04-25 00:39:59,2023-04-25 00:39:59,2023-04-25
"11","683T8lkwrj","MOOSPMv3Parser",1682383801,3.1,3.1,2.44,4.48,4.48,2.57,2.57,5.04,5.04,2.57,721.36,198.58,10800.81,32.05,19.15,2.33,19.21,19.22,18.1,23,19.22,0.4,16.8,19.3,28,22.5,35.459,60.7,1,40.594112,-105.075768,1519.764038,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 00:49:59,2023-04-25 00:49:59,2023-04-25 00:49:59,2023-04-25
"12","joXIPLqgXK","MOOSPMv3Parser",1682384401,3.57,3.57,2.87,5.18,5.18,3.01,3.01,5.77,5.77,3.01,834.95,226.82,10820.16,34.39,22.45,2.46,22.53,22.54,17.9,23.3,22.54,0.42,16.4,19,26.2,22.3,34.341,74.1,1,40.594112,-105.075768,1519.764038,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 00:59:59,2023-04-25 00:59:59,2023-04-25 00:59:59,2023-04-25
"13","azQlqqBXh8","MOOSPMv3Parser",1682385001,3.4,3.4,2.84,5.02,5.02,2.97,2.97,5.36,5.36,2.97,811.17,218.59,10839.28,34.95,22.19,2.22,22.27,22.27,17.5,24.2,22.28,0.42,16,18.7,27.5,23.3,34.436,76,1,40.594227,-105.075813,1515.547974,12,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 01:09:59,2023-04-25 01:09:59,2023-04-25 01:09:59,2023-04-25
"14","OGtu7fxdOu","MOOSPMv3Parser",1682385601,3.34,3.34,2.64,5.1,5.1,2.77,2.77,5.88,5.88,2.77,811.68,220.4,10857.11,37.69,20.69,2.76,20.76,20.77,17.2,24.6,20.77,0.4,15.7,18.3,28.2,23.9,34.425,67.5,1,40.59425,-105.075714,1528.655029,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 01:19:59,2023-04-25 01:19:59,2023-04-25 01:19:59,2023-04-25
"15","N660km8TRZ","MOOSPMv3Parser",1682386201,3.4,3.4,2.79,4.98,4.98,2.93,2.93,5.45,5.45,2.93,804.76,221.3,10875.93,33.9,21.83,1.83,21.91,21.91,16.8,25.2,21.92,0.4,15.4,17.9,28.6,24.5,31.987,91.4,1,40.594234,-105.075821,1524.232056,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 01:29:59,2023-04-25 01:29:59,2023-04-25 01:29:59,2023-04-25
"16","PGJ8cD4iPg","MOOSPMv3Parser",1682386801,3.58,3.58,2.96,5.19,5.19,3.11,3.11,5.71,5.71,3.11,794.75,217.52,10895.92,35.78,23.2,2.18,23.28,23.29,16.4,26.6,23.29,0.4,15.3,17.4,29.2,26.5,33.274,77.7,1,40.594128,-105.075829,1524.907959,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 01:39:59,2023-04-25 01:39:59,2023-04-25 01:39:59,2023-04-25
"17","GDWQEiFiwu","MOOSPMv3Parser",1682387401,4.49,4.49,3.59,6.47,6.47,3.77,3.77,7.06,7.06,3.77,1026.49,266.59,10920.15,43.45,28.12,3.36,28.22,28.23,16.1,26,28.23,0.4,14.8,17,28.5,24.8,33.836,64.8,1,40.594082,-105.07589,1507.31897,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 01:49:59,2023-04-25 01:49:59,2023-04-25 01:49:59,2023-04-25
"18","Ox5PJUInJT","MOOSPMv3Parser",1682388001,4.27,4.27,3.55,6.3,6.3,3.72,3.72,6.8,6.8,3.72,921.87,251.66,10944.09,45.32,27.78,2.63,27.88,27.88,15.8,27.1,27.89,0.4,14.6,16.6,30,26.5,34.314,54.5,1,40.594265,-105.075798,1480.405029,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-25 01:59:59,2023-04-25 01:59:59,2023-04-25 01:59:59,2023-04-25
