"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","fzNzv7lNDP","MOOSPMv3Parser",1715299200,1,1,1,1,1,1,1,1,1,1,436,123,502573,11,9,0,9,9,31,10,9,0,31,36,16,15,511.082,30,1,36.785416,-119.77314,62.688,8,600,58,3,"e00fce6856818e5885f65487",2024-05-09 23:59:59,2024-05-10 00:00:00,2024-05-10 00:00:00,2024-05-10
"2","20bC80TarG","MOOSPMv3Parser",1715299201,0,0,1,0,0,1,1,1,1,1,401,97,5520,10,6,1,6,7,29,13,7,1,30,34,17,16,511.749,108,1,36.634308,-120.382362,21.999001,6,600,58,3,"e00fce6835b6173deb1a1f49",2024-05-10 00:00:01,2024-05-10 00:00:02,2024-05-10 00:00:02,2024-05-10
"3","MqcJNRd8hc","MOOSPMv3Parser",1715299201,1.88,1.88,0.85,2.52,2.52,1.05,1.18,2.59,2.59,1.24,605.22,149.25,350864.53,13.34,6.47,0.47,6.65,6.68,31.9,10,6.69,0.55,31.3,37.1,16.5,14.5,0,38.8,1,36.785294,-119.773163,66.592003,8,600,58,1,"e00fce68e77e43df92405fdb",2024-05-10 00:00:03,2024-05-10 00:00:03,2024-05-10 00:00:03,2024-05-10
"4","mWMUZ5S3xE","MOOSPMv3Parser",1715299201,1,1,1,1,1,1,1,1,1,1,284,86,259932,12,8,1,8,8,0,0,8,1,30,34,18,17,0,18,1,36.433899,-119.922844,30.250999,8,600,58,3,"e00fce6876826e255108c6bd",2024-05-10 00:00:03,2024-05-10 00:00:03,2024-05-10 00:00:03,2024-05-10
"5","gYTYgXoBwN","MOOSPMv3Parser",1715299800,1,1,1,2,2,1,1,2,2,1,455,132,502573,13,9,1,9,9,31,10,9,0,31,36,16,15,511.084,28,1,36.785416,-119.77314,62.687,0,600,58,3,"e00fce6856818e5885f65487",2024-05-10 00:09:59,2024-05-10 00:09:59,2024-05-10 00:09:59,2024-05-10
"6","RsACRlsBb8","MOOSPMv3Parser",1715299801,0,0,1,1,1,1,1,1,1,1,399,97,5526,9,7,1,7,7,29,13,7,1,31,33,16,16,511.742,75,1,36.634281,-120.382439,24.33,8,600,58,3,"e00fce6835b6173deb1a1f49",2024-05-10 00:10:01,2024-05-10 00:10:01,2024-05-10 00:10:01,2024-05-10
"7","gojvqBirOh","MOOSPMv3Parser",1715299801,1.84,1.84,0.88,2.28,2.28,1.09,1.22,2.5,2.5,1.29,589.55,144.7,350865.25,11.79,6.79,0.74,6.97,7.01,31.6,10.2,7.02,0.55,30.8,36.8,16.4,14.5,0,41.1,1,36.785355,-119.77314,70.842003,7,600,58,1,"e00fce68e77e43df92405fdb",2024-05-10 00:10:03,2024-05-10 00:10:03,2024-05-10 00:10:03,2024-05-10
"8","fYGzeNPgXY","MOOSPMv3Parser",1715299801,1,1,1,1,1,1,1,2,2,2,284,87,259934,13,8,2,8,8,0,0,8,1,30,33,19,18,0,18,1,36.433907,-119.922813,41.959999,5,600,58,3,"e00fce6876826e255108c6bd",2024-05-10 00:10:03,2024-05-10 00:10:03,2024-05-10 00:10:03,2024-05-10
"9","qSZodhF3Gp","MOOSPMv3Parser",1715300400,2,2,1,2,2,1,1,2,2,1,460,132,502573,14,9,0,9,9,31,10,9,0,31,35,16,15,511.026,27,1,36.785393,-119.773079,66.278,7,600,58,3,"e00fce6856818e5885f65487",2024-05-10 00:19:59,2024-05-10 00:20:00,2024-05-10 00:20:00,2024-05-10
"10","hxp2R4PKNt","MOOSPMv3Parser",1715300401,0,0,1,1,1,1,1,1,1,1,426,110,5532,10,7,1,7,7,29,12,7,1,30,33,16,16,511.8,61,1,36.634281,-120.382439,24.327,0,600,58,3,"e00fce6835b6173deb1a1f49",2024-05-10 00:20:01,2024-05-10 00:20:02,2024-05-10 00:20:02,2024-05-10
"11","cAZMSJmPXB","MOOSPMv3Parser",1715300401,1.96,1.96,0.96,2.68,2.68,1.17,1.3,2.9,2.9,1.37,626.24,152.88,350867.09,14,7.37,0.88,7.56,7.59,31.3,10.1,7.6,0.53,30.8,36.4,16.2,14.4,0,45.6,1,36.785355,-119.77314,81.155998,8,600,58,1,"e00fce68e77e43df92405fdb",2024-05-10 00:20:03,2024-05-10 00:20:03,2024-05-10 00:20:03,2024-05-10
