"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","A9sLFzA7Ol","MOOSPMPSParser",1675987260,0.01,0.01,0.45,0.23,0.23,0.48,0.48,0.23,0.23,0.48,127.3,35.21,830.59,6.04,3.58,0.37,3.59,3.59,27.79,257.76,3.59,0.47,2.5,28.8,43.919,42,"e00fce6856818e5885f65487",2023-02-10 00:01:02,2023-02-10 00:01:02,2023-02-10 00:01:02,2023-02-10
"2","pIskNXng86","MOOSPMPSParser",1675987860,0.05,0.05,0.73,0.22,0.22,0.77,0.77,0.33,0.33,0.77,137.76,37.1,865.64,4.42,5.79,0.51,5.8,5.8,23.14,265.05,5.81,0.47,1.5,31.3,43.742,42,"e00fce6856818e5885f65487",2023-02-10 00:11:02,2023-02-10 00:11:03,2023-02-10 00:11:03,2023-02-10
"3","TvmSZlmaO5","MOOSPMPSParser",1675988460,0.05,0.05,0.61,0.26,0.26,0.64,0.64,0.39,0.39,0.64,154.95,42,902.88,6.42,4.83,0.57,4.84,4.84,19.06,276.91,4.84,0.48,1.1,32.1,43.435,42,"e00fce6856818e5885f65487",2023-02-10 00:21:02,2023-02-10 00:21:02,2023-02-10 00:21:02,2023-02-10
"4","TdnorsWAqi","MOOSPMPSParser",1675989060,0.08,0.08,0.6,0.38,0.38,0.63,0.63,0.51,0.51,0.63,167.26,47.18,948.24,7.1,4.77,0.35,4.78,4.79,15.69,282.41,4.79,0.47,0.8,32,43.303,42,"e00fce6856818e5885f65487",2023-02-10 00:31:02,2023-02-10 00:31:02,2023-02-10 00:31:02,2023-02-10
"5","6C5WSRR7Gq","MOOSPMPSParser",1675989660,0.04,0.04,0.7,0.23,0.23,0.74,0.74,0.3,0.3,0.74,133.78,38.6,987.72,6.14,5.54,0.43,5.56,5.56,13.17,287.08,5.56,0.48,0.7,33.9,44.414,42,"e00fce6856818e5885f65487",2023-02-10 00:41:02,2023-02-10 00:41:02,2023-02-10 00:41:02,2023-02-10
"6","ry11dfBVDm","MOOSPMPSParser",1675990260,0.03,0.03,0.67,0.49,0.49,0.71,0.71,0.53,0.53,0.71,173.05,49.03,1029.36,7.12,5.37,0.64,5.38,5.38,10.34,307.57,5.38,0.47,0.2,36.2,43.51,42,"e00fce6856818e5885f65487",2023-02-10 00:51:02,2023-02-10 00:51:02,2023-02-10 00:51:02,2023-02-10
"7","bYd9pIdYH2","MOOSPMPSParser",1675990860,0.05,0.05,0.75,0.16,0.16,0.79,0.79,0.26,0.26,0.79,165.43,46.3,1073.52,5.83,5.95,0.31,5.97,5.97,7.34,320.98,5.97,0.46,0,36.9,44.674,42,"e00fce6856818e5885f65487",2023-02-10 01:01:02,2023-02-10 01:01:02,2023-02-10 01:01:02,2023-02-10
"8","0mECNDEU56","MOOSPMPSParser",1675991460,0.06,0.06,0.64,0.26,0.26,0.68,0.68,0.3,0.3,0.68,158.45,44.15,1117.46,6.23,5.1,0.17,5.11,5.11,4.84,327.71,5.11,0.45,-0.2,37.6,44.456,42,"e00fce6856818e5885f65487",2023-02-10 01:11:02,2023-02-10 01:11:02,2023-02-10 01:11:02,2023-02-10
"9","8hmjmt6C5b","MOOSPMPSParser",1675992060,0.07,0.07,0.62,0.42,0.42,0.66,0.66,0.43,0.43,0.66,160.31,44.17,1162.03,6.7,4.94,0.73,4.95,4.95,3.13,332.1,4.95,0.45,-0.5,38,44.368,42,"e00fce6856818e5885f65487",2023-02-10 01:21:02,2023-02-10 01:21:02,2023-02-10 01:21:02,2023-02-10
"10","Bz31MNI83u","MOOSPMPSParser",1675992660,0.05,0.05,0.85,0.38,0.38,0.9,0.9,0.41,0.41,0.9,165.74,46.82,1213.83,6.49,6.78,0.39,6.8,6.8,1.95,337.07,6.8,0.44,-0.5,37.9,44.021,42,"e00fce6856818e5885f65487",2023-02-10 01:31:02,2023-02-10 01:31:02,2023-02-10 01:31:02,2023-02-10
