"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","YFhfxXL1Lg","MOOSPMPSParser",1672099440,6.18,6.18,5.53,10.52,1.13,5.85,5.85,11.14,1.3,5.85,1061.51,302.08,417.48,56.9,44.05,4.05,44.16,44.17,41.18,603.1,44.18,0.46,4.2,66.4,5.975,43,"e00fce6856818e5885f65487",2022-12-27 00:04:03,2022-12-27 00:04:03,2022-12-27 00:04:03,2022-12-27
"2","Kj2nxumtGY","MOOSPMPSParser",1672100040,6.51,6.51,5.1,10.02,0.92,5.39,5.39,10.67,0.97,5.39,1089.43,307.29,761.24,55.03,40.59,3.62,40.7,40.71,44.44,602.65,40.72,0.44,4.7,63.9,6.902,43,"e00fce6856818e5885f65487",2022-12-27 00:14:03,2022-12-27 00:14:03,2022-12-27 00:14:03,2022-12-27
"3","dIYs8Ox7on","MOOSPMPSParser",1672163880,13.88,13.88,9.33,21.94,2.01,9.87,9.87,22.93,2.06,9.87,2115.14,600.83,685.54,112.86,74.3,7.54,74.49,74.51,53.04,693.61,74.52,0.48,6.4,66.8,5.892,43,"e00fce6856818e5885f65487",2022-12-27 17:58:02,2022-12-27 17:58:03,2022-12-27 17:58:03,2022-12-27
"4","tsSY1z5Gg8","MOOSPMPSParser",1672164480,16.18,16.18,10.29,24.6,2.42,10.88,10.88,26.12,2.62,10.88,2532.59,724.05,1385.69,134.33,81.91,7.82,82.11,82.14,65.87,631,82.15,0.46,7.7,60.5,7.084,43,"e00fce6856818e5885f65487",2022-12-27 18:08:02,2022-12-27 18:08:02,2022-12-27 18:08:02,2022-12-27
"5","wwhAJ355H9","MOOSPMPSParser",1672165080,15.33,15.33,9.11,23.44,2.37,9.72,9.78,24.49,2.61,9.82,2448.74,698.73,2026.83,131.85,72.45,7.21,72.72,72.75,74.13,586.72,72.76,0.5,9,55,11.969,43,"e00fce6856818e5885f65487",2022-12-27 18:18:02,2022-12-27 18:18:02,2022-12-27 18:18:02,2022-12-27
"6","K4S0x3FUbN","MOOSPMPSParser",1672165680,15.28,15.28,7.19,22.74,2.13,7.7,7.78,23.36,2.22,7.81,2482.9,702.71,2638.21,125.62,57.17,7.2,57.4,57.43,81.77,552.71,57.45,0.49,10,51.8,11.392,43,"e00fce6856818e5885f65487",2022-12-27 18:28:02,2022-12-27 18:28:02,2022-12-27 18:28:02,2022-12-27
"7","XDKSdMlqUq","MOOSPMPSParser",1672166280,12.47,12.47,7.4,19.23,1.76,7.82,7.82,20.12,1.91,7.82,2110.52,603.19,3165.1,109.62,58.91,7.46,59.06,59.07,88.52,523.39,59.08,0.47,10.2,51,11.492,43,"e00fce6856818e5885f65487",2022-12-27 18:38:02,2022-12-27 18:38:02,2022-12-27 18:38:02,2022-12-27
"8","G3RKHwjZ3v","MOOSPMPSParser",1672166880,13.31,13.31,7.03,19.89,2.18,7.65,7.83,20.51,2.24,7.92,2241.83,637.66,3711.65,110.21,55.69,6.98,56.05,56.09,93.45,512.53,56.11,0.51,11.5,48.3,11.039,43,"e00fce6856818e5885f65487",2022-12-27 18:48:02,2022-12-27 18:48:03,2022-12-27 18:48:03,2022-12-27
"9","V5LZCaeDkA","MOOSPMPSParser",1672167480,12.27,12.27,6.44,17.99,1.4,6.82,6.83,18.62,1.4,6.83,2089.55,594.7,4212.51,103.17,51.27,6.19,51.41,51.43,99.29,487.85,51.44,0.48,12.1,45.8,11.019,43,"e00fce6856818e5885f65487",2022-12-27 18:58:02,2022-12-27 18:58:02,2022-12-27 18:58:02,2022-12-27
"10","5b34HJCueQ","MOOSPMPSParser",1672168080,11.11,11.11,7.17,15.56,1.66,7.59,7.6,16.41,1.89,7.61,1900.15,535.42,4684.39,87.59,57.07,4.87,57.22,57.24,100.41,475.98,57.25,0.48,11.7,48.3,9.186,43,"e00fce6856818e5885f65487",2022-12-27 19:08:03,2022-12-27 19:08:03,2022-12-27 19:08:03,2022-12-27
"11","E3yUvh18oQ","MOOSPMPSParser",1672168680,11.7,11.7,6.03,16.83,1.83,6.41,6.44,17.3,1.89,6.45,1991.32,562.93,5142.31,97.9,48,5.11,48.15,48.17,100.29,477.83,48.18,0.49,11.5,47.3,6.903,43,"e00fce6856818e5885f65487",2022-12-27 19:18:02,2022-12-27 19:18:02,2022-12-27 19:18:02,2022-12-27
"12","ZF1cBmDKC3","MOOSPMPSParser",1672169280,10.64,10.64,6.17,15.43,1.6,6.64,6.73,15.99,1.65,6.78,1794.32,511.57,5571.03,91.24,48.97,4.56,49.21,49.24,97.39,473.66,49.25,0.49,10.9,47.8,7.551,43,"e00fce6856818e5885f65487",2022-12-27 19:28:02,2022-12-27 19:28:02,2022-12-27 19:28:02,2022-12-27
