"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","iasBOfJBib","MOOSPMPSParser",1664841601,3.32,3.32,0,5.03,0.44,0,0,6.19,0.57,0,978.73,260.01,0,37.04,0,4.7,0,0,1.6,0.72,0,0,0,0,46.258,42,"e00fce6835b6173deb1a1f49",2022-10-04 00:00:02,2022-10-04 00:00:02,2022-10-04 00:00:02,2022-10-04
"2","xv7NEGvB4G","MOOSPMPSParser",1664841660,3.37,3.37,2.78,5.69,0.61,3.55,4.04,7.82,0.72,4.31,801.11,223.12,316308.44,39.37,21.42,6.92,22.14,22.27,3.29,1.15,22.31,0.61,31.8,31.6,58.056,42,"e00fce68f8f5a1da595c7249",2022-10-04 00:01:02,2022-10-04 00:01:03,2022-10-04 00:01:03,2022-10-04
"3","Lnye0MhK07","MOOSPMPSParser",1664842140,0.81,0.81,0.67,1.42,0.19,0.71,0.71,1.52,0.19,0.71,344.39,95.46,2916.54,10.47,5.32,0.85,5.33,5.33,0.09,0.09,5.34,0.42,16.1,64.6,38.172,43,"e00fce6856818e5885f65487",2022-10-04 00:09:01,2022-10-04 00:09:01,2022-10-04 00:09:01,2022-10-04
"4","vREEz1jBhM","MOOSPMPSParser",1664842201,2.94,2.94,0,4.45,0.46,0,0,5.33,0.58,0,946.07,249.46,0,34.33,0,2.84,0,0,1.15,0.55,0,0,0,0,47.071,42,"e00fce6835b6173deb1a1f49",2022-10-04 00:10:02,2022-10-04 00:10:02,2022-10-04 00:10:02,2022-10-04
"5","n5fOWKw59h","MOOSPMPSParser",1664842260,3.31,3.31,2.35,5.7,0.55,2.96,3.33,7.6,0.84,3.54,789.12,218.78,316478.72,37.39,18.19,7.24,18.74,18.84,2.9,1.12,18.87,0.59,31.6,32.2,58.288,42,"e00fce68f8f5a1da595c7249",2022-10-04 00:11:02,2022-10-04 00:11:03,2022-10-04 00:11:03,2022-10-04
"6","5FORCA1Mjr","MOOSPMPSParser",1664842740,1.03,1.03,0.93,1.59,0.17,0.98,0.98,1.78,0.17,0.98,374.31,106.77,2980.95,10.3,7.37,0.97,7.39,7.39,0.17,0.17,7.39,0.44,16,66.2,38.478,43,"e00fce6856818e5885f65487",2022-10-04 00:19:01,2022-10-04 00:19:01,2022-10-04 00:19:01,2022-10-04
"7","2z0boMLJvb","MOOSPMPSParser",1664842801,3.73,3.73,0,5.71,0.56,0,0,6.51,0.61,0,1066.35,282.79,0,40.36,0,3.82,0,0,1.14,0.56,0,0,0,0,45.125,42,"e00fce6835b6173deb1a1f49",2022-10-04 00:20:02,2022-10-04 00:20:02,2022-10-04 00:20:02,2022-10-04
"8","aksO8LanqC","MOOSPMPSParser",1664842860,3.76,3.76,2.91,5.82,0.5,3.51,3.86,7.94,0.8,4.05,865.5,238.74,316664.78,41.99,22.65,6.68,23.19,23.28,3.59,0.43,23.3,0.55,31.7,32.1,55.73,42,"e00fce68f8f5a1da595c7249",2022-10-04 00:21:03,2022-10-04 00:21:03,2022-10-04 00:21:03,2022-10-04
"9","PPswqTmF4R","MOOSPMPSParser",1664843340,1.07,1.07,0.94,1.63,0.18,0.99,0.99,1.67,0.18,0.99,371.58,105.72,3042.55,9.12,7.46,1.05,7.48,7.48,0.09,0,7.48,0.44,16,66.1,37.483,43,"e00fce6856818e5885f65487",2022-10-04 00:29:01,2022-10-04 00:29:01,2022-10-04 00:29:01,2022-10-04
"10","AoVT2LBUTi","MOOSPMPSParser",1664843401,3.47,3.47,0,5.03,0.43,0,0,5.62,0.49,0,996.48,259.28,0,36.07,0,2.51,0,0,0.96,0.41,0,0,0,0,45.696,42,"e00fce6835b6173deb1a1f49",2022-10-04 00:30:02,2022-10-04 00:30:02,2022-10-04 00:30:02,2022-10-04
"11","f2gYsnOxrA","MOOSPMPSParser",1664843460,3.57,3.57,2.62,6.11,0.65,3.1,3.37,7.28,0.84,3.52,833.88,231.76,316863.66,40.78,20.43,5.43,20.85,20.92,1.82,0.63,20.94,0.59,31.2,32.7,58.071,42,"e00fce68f8f5a1da595c7249",2022-10-04 00:31:02,2022-10-04 00:31:02,2022-10-04 00:31:02,2022-10-04
"12","05iXl3FjIQ","MOOSPMPSParser",1664843940,1.28,1.28,1.71,1.86,0.48,1.81,1.81,2.12,0.58,1.81,397.82,113.08,3115.5,10.74,13.63,1.25,13.67,13.67,0.37,0.22,13.67,0.44,15.8,66.1,34.082,43,"e00fce6856818e5885f65487",2022-10-04 00:39:01,2022-10-04 00:39:01,2022-10-04 00:39:01,2022-10-04
"13","eUkdsBK47T","MOOSPMPSParser",1664844001,3.75,3.75,0,5.36,0.64,0,0,6.36,0.8,0,1047.51,273.38,0,36.91,0,3.72,0,0,1.4,0.65,0,0,0,0,45.827,42,"e00fce6835b6173deb1a1f49",2022-10-04 00:40:02,2022-10-04 00:40:02,2022-10-04 00:40:02,2022-10-04
"14","14zXn6T9Ew","MOOSPMPSParser",1664844060,4.09,4.09,3.5,6.68,0.56,4.05,4.33,8.32,0.78,4.48,912.58,253.01,317077.78,42.76,27.45,6.48,27.9,27.98,2.57,0.95,28,0.52,31,33.5,57.177,42,"e00fce68f8f5a1da595c7249",2022-10-04 00:41:02,2022-10-04 00:41:02,2022-10-04 00:41:02,2022-10-04
"15","EeLMfJo7kH","MOOSPMPSParser",1664844540,1.24,1.24,0.99,1.79,0.15,1.05,1.05,1.88,0.15,1.05,385.02,110.71,3178.15,10.68,7.89,0.66,7.91,7.92,0.15,0.04,7.92,0.44,15.5,68,34.335,43,"e00fce6856818e5885f65487",2022-10-04 00:49:01,2022-10-04 00:49:01,2022-10-04 00:49:01,2022-10-04
"16","gijxHrokE5","MOOSPMPSParser",1664844601,3.61,3.61,0,5.52,0.5,0,0,6.43,0.5,0,1055.14,280.06,0,39.76,0,3.62,0,0,1.3,0.59,0,0,0,0,46.17,42,"e00fce6835b6173deb1a1f49",2022-10-04 00:50:02,2022-10-04 00:50:02,2022-10-04 00:50:02,2022-10-04
"17","uQ2QsZONLj","MOOSPMPSParser",1664844660,3.66,3.66,2.63,5.98,0.56,3.22,3.58,7.78,0.88,3.78,847.98,234.5,317290.72,40.17,20.37,7.06,20.91,21.01,2.99,0.76,21.03,0.57,30.5,35.2,57.08,42,"e00fce68f8f5a1da595c7249",2022-10-04 00:51:02,2022-10-04 00:51:03,2022-10-04 00:51:03,2022-10-04
