"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","RjGBGWW8DZ","MOOSPMPSParser",1662681720,6.14,6.14,5.5,10.44,0.72,5.81,5.81,11.37,0.84,5.81,1237.55,349.93,206342.11,72.65,43.74,7.63,43.87,43.88,1.5,0.46,43.89,0.42,29.1,27,51.77,42,"e00fce68f8f5a1da595c7249",2022-09-09 00:01:58,2022-09-09 00:01:58,2022-09-09 00:01:58,2022-09-09
"2","qbGFHrGLUL","MOOSPMPSParser",1662681901,6.4,6.4,5.63,9.19,0.94,5.95,5.95,9.87,0.99,5.95,1286.99,375.87,561947.19,50.5,44.78,4.28,44.89,44.91,0.75,0.35,44.92,0.47,29.7,27.3,41.839,43,"e00fce6856818e5885f65487",2022-09-09 00:04:57,2022-09-09 00:04:57,2022-09-09 00:04:57,2022-09-09
"3","E6sTd721Tt","MOOSPMPSParser",1662681901,7.99,7.99,5.71,10.3,1.03,6.04,6.04,11.03,1.04,6.04,1511.24,443.46,25574.42,59.51,45.46,1.86,45.58,45.59,0.83,0.39,45.6,0.46,28.3,29.4,35.332,42,"e00fce68a145996ae3d821b8",2022-09-09 00:05:02,2022-09-09 00:05:03,2022-09-09 00:05:03,2022-09-09
"4","y5WBdJrTSI","MOOSPMPSParser",1662682501,6.61,6.61,4.64,9.74,0.78,4.91,4.91,10.29,0.78,4.91,1314.54,383.44,562299.06,52.44,36.94,4.39,37.03,37.04,0.81,0.55,37.05,0.44,29.4,25.6,47.094,43,"e00fce6856818e5885f65487",2022-09-09 00:14:57,2022-09-09 00:14:57,2022-09-09 00:14:57,2022-09-09
"5","yrHwyeLwiO","MOOSPMPSParser",1662682501,7.88,7.88,5.89,10.23,1.02,6.23,6.23,11.3,1.16,6.23,1493.12,438.7,25997.55,56.25,46.87,2.76,46.98,47,1,0.69,47.01,0.47,28.1,27.9,35.302,42,"e00fce68a145996ae3d821b8",2022-09-09 00:15:03,2022-09-09 00:15:03,2022-09-09 00:15:03,2022-09-09
"6","p4MeOdB7gr","MOOSPMPSParser",1662683101,6.29,6.29,4.45,9.26,0.86,4.71,4.71,9.89,0.89,4.71,1268.97,364.11,562634.81,51.7,35.45,4.89,35.54,35.55,0.8,0.43,35.56,0.42,29.4,25.8,48.787,43,"e00fce6856818e5885f65487",2022-09-09 00:24:57,2022-09-09 00:24:57,2022-09-09 00:24:57,2022-09-09
"7","YARE8ZKTKy","MOOSPMPSParser",1662683101,7.9,7.9,5.6,9.68,0.9,5.93,5.93,10.12,0.92,5.93,1452.29,428.17,26400.39,48.65,44.62,1.51,44.73,44.74,0.52,0.21,44.75,0.48,28.2,27.7,35.999,42,"e00fce68a145996ae3d821b8",2022-09-09 00:25:02,2022-09-09 00:25:03,2022-09-09 00:25:03,2022-09-09
"8","F4jdstp6f8","MOOSPMPSParser",1662683701,6.67,6.67,4.89,9.39,0.84,5.17,5.17,9.94,0.84,5.17,1317.58,382.03,562972.81,51.68,38.93,4.03,39.03,39.04,0.78,0.4,39.04,0.43,29.1,26.2,50.162,43,"e00fce6856818e5885f65487",2022-09-09 00:34:57,2022-09-09 00:34:57,2022-09-09 00:34:57,2022-09-09
"9","Hos4cQZsDU","MOOSPMPSParser",1662683701,7.72,7.72,5.27,9.68,0.9,5.57,5.57,10.32,0.93,5.57,1449.31,425.35,26775.16,51.14,41.95,2.17,42.06,42.07,0.66,0.43,42.08,0.46,27.7,29.1,37.8,42,"e00fce68a145996ae3d821b8",2022-09-09 00:35:02,2022-09-09 00:35:03,2022-09-09 00:35:03,2022-09-09
"10","QqUMMnpgvY","MOOSPMPSParser",1662684301,6.12,6.12,4.32,8.58,0.78,4.56,4.56,8.89,0.84,4.56,1226.73,356.28,563283.06,44.49,34.36,3.19,34.45,34.46,0.32,0.09,34.47,0.43,28.9,27,49.287,43,"e00fce6856818e5885f65487",2022-09-09 00:44:57,2022-09-09 00:44:57,2022-09-09 00:44:57,2022-09-09
"11","RVH6ZQiFqA","MOOSPMPSParser",1662684301,7.2,7.2,4.82,9.16,0.98,5.11,5.13,9.63,0.99,5.14,1371.97,403.31,27138.49,49.32,38.31,1.54,38.43,38.44,0.44,0.35,38.45,0.51,27.6,30.1,36.718,42,"e00fce68a145996ae3d821b8",2022-09-09 00:45:02,2022-09-09 00:45:03,2022-09-09 00:45:03,2022-09-09
"12","Ze1vVzJeLZ","MOOSPMPSParser",1662684901,7.03,7.03,4.69,9.64,1.11,4.96,4.96,10.33,1.11,4.96,1387.86,402.23,563609,47.2,37.31,3.58,37.4,37.41,0.96,0.44,37.42,0.43,28.7,26.8,45.255,43,"e00fce6856818e5885f65487",2022-09-09 00:54:57,2022-09-09 00:54:57,2022-09-09 00:54:57,2022-09-09
"13","NixOPkV6Fo","MOOSPMPSParser",1662684901,7.86,7.86,5.31,9.56,0.99,5.62,5.62,10.39,1.04,5.62,1485.12,431.79,27498.04,48.05,42.28,2.11,42.39,42.4,0.87,0.56,42.41,0.46,27.6,28.9,32.34,42,"e00fce68a145996ae3d821b8",2022-09-09 00:55:02,2022-09-09 00:55:03,2022-09-09 00:55:03,2022-09-09
"14","oaBvbbGtFt","MOOSPMPSParser",1662685501,7.07,7.07,4.83,9.66,0.9,5.11,5.11,10.2,0.93,5.11,1373.29,404.05,563931.94,49.5,38.44,3.49,38.54,38.55,0.59,0.43,38.56,0.45,28.3,28.2,44.411,43,"e00fce6856818e5885f65487",2022-09-09 01:04:57,2022-09-09 01:04:57,2022-09-09 01:04:57,2022-09-09
