"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","hgoZf5sZ9K","MOOSPMPSParser",1679351881,2.44,2.44,1.99,3.1,0.28,2.1,2.1,3.48,0.3,2.1,606.22,171.05,152.81,13.39,15.85,0.94,15.89,15.89,0.42,0.34,15.89,0.48,12.3,24.1,27.324,42,"e00fce68a145996ae3d821b8",2023-03-20 22:38:03,2023-03-20 22:38:03,2023-03-20 22:38:03,2023-03-20
"2","QLqsCWxiPR","MOOSPMPSParser",1679352481,2.82,2.82,2.05,3.48,0.33,2.18,2.18,3.87,0.36,2.19,644.81,186.77,308.4,17.38,16.34,1.09,16.39,16.39,0.46,0.27,16.4,0.52,12.3,24.5,38.554,42,"e00fce68a145996ae3d821b8",2023-03-20 22:48:08,2023-03-20 22:48:08,2023-03-20 22:48:08,2023-03-20
"3","dvNO3KLB7M","MOOSPMPSParser",1679353081,2.93,2.93,2.44,3.5,0.31,2.58,2.58,3.96,0.35,2.59,657.96,187.8,466.78,18.25,19.43,1,19.48,19.49,0.51,0.39,19.49,0.51,12.9,24.3,40.232,42,"e00fce68a145996ae3d821b8",2023-03-20 22:58:03,2023-03-20 22:58:03,2023-03-20 22:58:03,2023-03-20
"4","7EAEOIqhGH","MOOSPMPSParser",1679353681,2.34,2.34,2.15,2.88,0.3,2.29,2.29,3.12,0.32,2.3,578.69,165.23,618.36,13.53,17.13,0.84,17.18,17.19,0.17,0.17,17.19,0.53,12.8,24.9,40.269,42,"e00fce68a145996ae3d821b8",2023-03-20 23:08:03,2023-03-20 23:08:04,2023-03-20 23:08:04,2023-03-20
"5","heY8XM1e2t","MOOSPMPSParser",1679354281,2.05,2.05,1.81,2.56,0.26,1.92,1.93,2.82,0.3,1.93,524.45,149.08,750.06,13.28,14.44,0.48,14.48,14.48,0.31,0.18,14.49,0.52,12.2,26.6,39.593,42,"e00fce68a145996ae3d821b8",2023-03-20 23:18:03,2023-03-20 23:18:03,2023-03-20 23:18:03,2023-03-20
"6","N1ocBDZfHL","MOOSPMPSParser",1679355421,1.14,1.14,0,2.06,2.06,0,0,2.56,2.56,0,369.9,102.67,0,15.77,0,2.35,0,0,0.85,0.17,0,0,0,0,36.425,42,"e00fce6835b6173deb1a1f49",2023-03-20 23:37:02,2023-03-20 23:37:02,2023-03-20 23:37:02,2023-03-20
"7","0vrih0upAw","MOOSPMPSParser",1679355421,1.24,1.24,1.53,1.73,1.73,1.62,1.63,2,2,1.63,390.88,110.25,109.33,9.51,12.2,0.78,12.24,12.24,0.26,0.18,12.24,0.51,11.5,31.5,39.375,42,"e00fce68a145996ae3d821b8",2023-03-20 23:37:03,2023-03-20 23:37:03,2023-03-20 23:37:03,2023-03-20
"8","FxEGL74Hms","MOOSPMPSParser",1679356021,0.93,0.93,0,1.86,1.86,0,0,2.22,2.22,0,332.92,90.3,0,15.25,0,2.18,0,0,0.47,0.36,0,0,0,0,37.311,42,"e00fce6835b6173deb1a1f49",2023-03-20 23:47:02,2023-03-20 23:47:02,2023-03-20 23:47:02,2023-03-20
"9","CvMTJ1Atk7","MOOSPMPSParser",1679356021,0.95,0.95,1.08,1.27,1.27,1.15,1.15,1.53,1.53,1.16,320.24,91.5,197.12,8.85,8.62,0.66,8.65,8.65,0.26,0.17,8.65,0.52,11.1,32.8,39.385,42,"e00fce68a145996ae3d821b8",2023-03-20 23:47:03,2023-03-20 23:47:03,2023-03-20 23:47:03,2023-03-20
"10","TKvwqFlzJX","MOOSPMPSParser",1679356621,0.62,0.62,0,1.3,1.3,0,0,1.46,1.46,0,306.56,77.85,0,12.92,0,1.31,0,0,0.25,0.09,0,0,0,0,37.32,42,"e00fce6835b6173deb1a1f49",2023-03-20 23:57:02,2023-03-20 23:57:02,2023-03-20 23:57:02,2023-03-20
"11","VKas1vV17r","MOOSPMPSParser",1679356621,0.53,0.53,1,0.84,0.84,1.06,1.06,1.09,1.09,1.07,260.22,73.61,269.48,6.56,7.93,0.59,7.95,7.95,0.3,0.22,7.96,0.52,10.8,34.1,39.061,42,"e00fce68a145996ae3d821b8",2023-03-20 23:57:03,2023-03-20 23:57:03,2023-03-20 23:57:03,2023-03-20
