"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","WHlFmOMXcK","MOOSPMPSParser",1669075620,9.13,9.13,5.12,11.97,1.23,5.41,5.41,12.94,1.37,5.41,1596.04,459.67,10389.62,51.19,40.73,4.35,40.83,40.84,1.07,0.71,40.85,0.49,6.9,34.6,2.93,43,"e00fce6856818e5885f65487",2022-11-22 00:07:02,2022-11-22 00:07:02,2022-11-22 00:07:02,2022-11-22
"2","srQGVgUHRd","MOOSPMPSParser",1669076220,13.86,13.86,8.95,19.48,2.01,9.5,9.52,20.98,2.1,9.53,2252.28,655.14,10979.66,86.03,71.25,9.1,71.45,71.48,1.6,0.8,71.49,0.51,6.4,36.7,8.12,43,"e00fce6856818e5885f65487",2022-11-22 00:17:02,2022-11-22 00:17:02,2022-11-22 00:17:02,2022-11-22
"3","xr10Qepeee","MOOSPMPSParser",1669076820,13.09,13.09,7.3,18.83,1.64,7.72,7.72,21.02,1.71,7.72,2147.11,623.6,11553.04,82.04,58.14,9.92,58.28,58.3,2.38,1.03,58.31,0.47,6.1,36.7,12.884,43,"e00fce6856818e5885f65487",2022-11-22 00:27:02,2022-11-22 00:27:02,2022-11-22 00:27:02,2022-11-22
"4","CZ7dmomhZx","MOOSPMPSParser",1669077420,11.91,11.91,6.48,17.07,1.61,6.85,6.85,19.06,1.67,6.86,1985.88,573.52,12086.98,75.17,51.57,8.2,51.7,51.71,2.18,1.26,51.72,0.49,5.5,38.4,9.917,43,"e00fce6856818e5885f65487",2022-11-22 00:37:02,2022-11-22 00:37:02,2022-11-22 00:37:02,2022-11-22
"5","xxFcRw9nTC","MOOSPMPSParser",1669078020,11.28,11.28,6.84,16.17,1.72,7.23,7.23,17.35,1.92,7.23,1865.75,538.01,12566.31,67.89,54.45,7.33,54.59,54.61,1.32,0.3,54.62,0.47,4.8,42.2,7.347,43,"e00fce6856818e5885f65487",2022-11-22 00:47:02,2022-11-22 00:47:02,2022-11-22 00:47:02,2022-11-22
"6","SpLdd5gYBN","MOOSPMPSParser",1669078620,11.01,11.01,7.31,14.79,1.41,7.75,7.77,16.49,1.49,7.78,1770.91,513.08,13057.35,59.87,58.14,6.62,58.31,58.33,1.42,1.15,58.34,0.5,4.2,43.1,8.461,43,"e00fce6856818e5885f65487",2022-11-22 00:57:02,2022-11-22 00:57:02,2022-11-22 00:57:02,2022-11-22
"7","WyHGi1Bp3f","MOOSPMPSParser",1669079220,12.7,12.7,9.25,18.66,2,9.83,9.86,20.19,2.1,9.88,2011.92,583.03,13635.11,80.65,73.6,9.23,73.83,73.86,1.54,0.86,73.87,0.51,3.7,45.1,9.972,43,"e00fce6856818e5885f65487",2022-11-22 01:07:02,2022-11-22 01:07:02,2022-11-22 01:07:02,2022-11-22
"8","CsRvSkA5dF","MOOSPMPSParser",1669079820,13.16,13.16,8.47,18.9,1.98,9.06,9.15,21.03,2.06,9.19,2072.07,598.7,14263.44,76.05,67.33,9.8,67.6,67.63,2.14,1.14,67.65,0.54,3.5,45.9,12.214,43,"e00fce6856818e5885f65487",2022-11-22 01:17:02,2022-11-22 01:17:02,2022-11-22 01:17:02,2022-11-22
"9","Sx2iJmK1Kg","MOOSPMPSParser",1669080420,12.95,12.95,8.26,18.18,1.87,8.83,8.91,19.89,1.96,8.95,2010.74,581.22,14855.93,73.68,65.69,7.95,65.95,65.98,1.75,0.82,65.99,0.51,3.1,47.1,12.123,43,"e00fce6856818e5885f65487",2022-11-22 01:27:02,2022-11-22 01:27:02,2022-11-22 01:27:02,2022-11-22
"10","dCDQr4Yw65","MOOSPMPSParser",1669081020,14.32,14.32,9.07,20.64,1.91,9.66,9.71,23.28,2.14,9.73,2198.88,634.33,15506.24,89.02,72.16,8.86,72.4,72.43,2.55,1.77,72.45,0.52,2.8,47.8,11.136,43,"e00fce6856818e5885f65487",2022-11-22 01:37:02,2022-11-22 01:37:02,2022-11-22 01:37:02,2022-11-22
"11","4dmtso5Ysf","MOOSPMPSParser",1669081620,14.4,14.4,9.59,20.67,2.17,10.2,10.25,24.08,2.33,10.28,2188.79,634.43,16196.12,85.13,76.29,10.21,76.54,76.57,3.4,2.26,76.59,0.51,2.6,49.8,9.208,43,"e00fce6856818e5885f65487",2022-11-22 01:47:02,2022-11-22 01:47:02,2022-11-22 01:47:02,2022-11-22
"12","EmzfjFkEEZ","MOOSPMPSParser",1669082220,13.67,13.67,8.38,19.96,1.76,8.92,8.97,21.76,1.89,8.99,2085.78,602.14,16823.11,84.04,66.64,9.33,66.87,66.9,1.67,1.13,66.91,0.51,2.4,50.1,11.198,43,"e00fce6856818e5885f65487",2022-11-22 01:57:02,2022-11-22 01:57:02,2022-11-22 01:57:02,2022-11-22
"13","wSDaZIB2fy","MOOSPMPSParser",1669082820,12.43,12.43,8.01,17.76,1.63,8.47,8.47,19.52,1.74,8.47,1915.12,554.47,17383.93,69.62,63.73,7.49,63.9,63.92,1.69,0.98,63.93,0.47,2.1,50.8,11.678,43,"e00fce6856818e5885f65487",2022-11-22 02:07:02,2022-11-22 02:07:02,2022-11-22 02:07:02,2022-11-22
"14","GTg9Wtc5Cg","MOOSPMPSParser",1669083420,13.13,13.13,8.65,18.41,2.03,9.15,9.15,20.38,2.23,9.15,1978.24,573.37,17946.57,74.9,68.88,7.88,69.06,69.07,1.89,0.81,69.09,0.47,2,52.2,9.65,43,"e00fce6856818e5885f65487",2022-11-22 02:17:02,2022-11-22 02:17:02,2022-11-22 02:17:02,2022-11-22
"15","MEaN5ODIOs","MOOSPMPSParser",1669084020,14.74,14.74,9,21.01,2.17,9.57,9.62,22.73,2.48,9.64,2187.22,638.44,18588.97,84.1,71.54,8.18,71.78,71.81,1.65,1.17,71.83,0.5,1.6,52.3,9.711,43,"e00fce6856818e5885f65487",2022-11-22 02:27:02,2022-11-22 02:27:02,2022-11-22 02:27:02,2022-11-22
"16","8xJdHBOqgq","MOOSPMPSParser",1669084620,13.43,13.43,8.61,19.8,1.83,9.13,9.15,22.3,2.28,9.16,2037.15,589.1,19218.03,79.3,68.54,10.57,68.74,68.76,2.52,1.29,68.77,0.49,1.3,52.1,11.099,43,"e00fce6856818e5885f65487",2022-11-22 02:37:02,2022-11-22 02:37:02,2022-11-22 02:37:02,2022-11-22
"17","dq3ejYgILD","MOOSPMPSParser",1669085220,12.92,12.92,8.38,18.73,2.02,8.96,9.04,20.76,2.19,9.08,1939.73,563.82,19808.47,75.28,66.58,8,66.85,66.88,2.01,1.04,66.9,0.51,1.3,53.2,12.765,43,"e00fce6856818e5885f65487",2022-11-22 02:47:02,2022-11-22 02:47:02,2022-11-22 02:47:02,2022-11-22
"18","TwVYkoDCUE","MOOSPMPSParser",1669085820,11.92,11.92,8,17.09,1.86,8.58,8.67,18.48,1.9,8.72,1815.69,524.1,20382.61,68.81,63.58,7.26,63.86,63.89,1.39,0.87,63.91,0.54,1.3,53.2,13.103,43,"e00fce6856818e5885f65487",2022-11-22 02:57:02,2022-11-22 02:57:02,2022-11-22 02:57:02,2022-11-22
"19","6KVFz0gtDA","MOOSPMPSParser",1669086420,12.7,12.7,9.56,18.2,2,10.19,10.25,20.05,2.16,10.28,1928.61,556.35,20972.73,71.82,76.05,8.12,76.32,76.35,1.89,1.06,76.37,0.51,1.2,54.7,12.158,43,"e00fce6856818e5885f65487",2022-11-22 03:07:02,2022-11-22 03:07:02,2022-11-22 03:07:02,2022-11-22
"20","aaPk8FAodn","MOOSPMPSParser",1669087020,13.25,13.25,7.57,18.79,1.87,8.04,8.07,20.44,1.97,8.08,1960.07,571.56,21559.87,71.31,60.25,8.49,60.43,60.46,1.6,0.97,60.47,0.5,1.1,53.2,11.419,43,"e00fce6856818e5885f65487",2022-11-22 03:17:02,2022-11-22 03:17:02,2022-11-22 03:17:02,2022-11-22
"21","i3rFA75EhU","MOOSPMPSParser",1669087620,13.47,13.47,8.83,19.71,1.89,9.38,9.41,21.39,2.03,9.43,1991.76,580.53,22155.55,76.84,70.24,9.37,70.45,70.48,1.55,0.87,70.5,0.49,1,55.7,8.305,43,"e00fce6856818e5885f65487",2022-11-22 03:27:02,2022-11-22 03:27:02,2022-11-22 03:27:02,2022-11-22
"22","YZmmanHelL","MOOSPMPSParser",1669088220,15.01,15.01,10.68,21.44,2.42,11.37,11.43,23.03,2.52,11.46,2203.76,638.6,22810.21,85.19,84.94,8.05,85.22,85.26,1.41,0.81,85.28,0.49,0.9,55.6,5.173,43,"e00fce6856818e5885f65487",2022-11-22 03:37:02,2022-11-22 03:37:02,2022-11-22 03:37:02,2022-11-22
