"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","zIzrv6jACx","MOOSPMPSParser",1679529660,11.24,11.24,9.51,18.06,18.06,10.06,10.06,19.22,19.22,10.06,2178.96,589.44,24222.04,107.26,75.71,10.23,75.9,75.93,1.34,0.36,75.94,0.47,2.4,79.2,30.127,42,"e00fce68f8f5a1da595c7249",2023-03-23 00:01:02,2023-03-23 00:01:02,2023-03-23 00:01:02,2023-03-23
"2","vYPGHfzm2l","MOOSPMPSParser",1679530141,12.2,12.2,9.69,16.96,16.96,10.24,10.24,19.01,19.01,10.24,1662.44,487.88,40529.37,72.32,77.1,4.54,77.3,77.32,1.62,1.12,77.34,0.47,2.5,79.3,27.656,42,"e00fce68a145996ae3d821b8",2023-03-23 00:09:00,2023-03-23 00:09:00,2023-03-23 00:09:00,2023-03-23
"3","kEQ0h6YOFC","MOOSPMPSParser",1679530260,11.66,11.66,9.28,18.31,18.31,9.81,9.81,19.78,19.78,9.81,2213.31,597.95,24859.28,112.21,73.87,8.38,74.06,74.08,1.65,0.42,74.1,0.48,2.2,79.3,29.298,42,"e00fce68f8f5a1da595c7249",2023-03-23 00:11:01,2023-03-23 00:11:02,2023-03-23 00:11:02,2023-03-23
"4","w0EDtaHu4k","MOOSPMPSParser",1679530741,13.46,13.46,10.06,18.13,18.13,10.64,10.64,20.22,20.22,10.64,1794.27,526.42,41191.69,79.01,80.08,4.12,80.29,80.31,1.59,0.9,80.33,0.48,2.4,79.7,28.47,42,"e00fce68a145996ae3d821b8",2023-03-23 00:19:00,2023-03-23 00:19:00,2023-03-23 00:19:00,2023-03-23
"5","F5hd1FTcXC","MOOSPMPSParser",1679530861,12.23,12.23,10,19.34,19.34,10.57,10.57,20.33,20.33,10.57,2340.06,630.14,25524.04,116.55,79.58,9.3,79.78,79.81,1.03,0.29,79.82,0.47,2.3,80.7,30.32,42,"e00fce68f8f5a1da595c7249",2023-03-23 00:21:01,2023-03-23 00:21:02,2023-03-23 00:21:02,2023-03-23
"6","PMyKQPqo03","MOOSPMPSParser",1679531341,13.72,13.72,10.47,18.87,18.87,11.08,11.08,21.3,21.3,11.08,1827.99,536.53,41880.11,84.98,83.38,5.06,83.59,83.61,1.9,0.89,83.63,0.49,2.4,82.4,27.437,42,"e00fce68a145996ae3d821b8",2023-03-23 00:29:00,2023-03-23 00:29:00,2023-03-23 00:29:00,2023-03-23
"7","S7JUMQQcJZ","MOOSPMPSParser",1679531461,12.87,12.87,9.98,21.29,21.29,10.55,10.55,22.85,22.85,10.55,2379.09,647.86,26221.6,130.39,79.42,13.83,79.62,79.64,1.88,0.39,79.66,0.46,2.2,81.7,28.877,42,"e00fce68f8f5a1da595c7249",2023-03-23 00:31:01,2023-03-23 00:31:02,2023-03-23 00:31:02,2023-03-23
"8","lsDUHACgbR","MOOSPMPSParser",1679532000,13.99,13.99,10.45,19.24,19.24,11.05,11.05,22.2,22.2,11.05,1835.8,544.57,42654.19,86.57,83.16,5.3,83.37,83.39,2.23,1.36,83.41,0.5,2.2,82.6,27.245,42,"e00fce68a145996ae3d821b8",2023-03-23 00:40:00,2023-03-23 00:40:00,2023-03-23 00:40:00,2023-03-23
"9","gazAZUJq8F","MOOSPMPSParser",1679532061,13.32,13.32,10.51,21.03,21.03,11.12,11.12,22.38,22.38,11.12,2419.94,660.67,26929.62,128.01,83.67,11.15,83.89,83.91,1.3,0.59,83.93,0.48,2,82.7,28.941,42,"e00fce68f8f5a1da595c7249",2023-03-23 00:41:02,2023-03-23 00:41:02,2023-03-23 00:41:02,2023-03-23
"10","eWtKPdjmS0","MOOSPMPSParser",1679532600,14.19,14.19,10.66,19.69,19.69,11.28,11.29,22.44,22.44,11.29,1873.7,553.25,43399.21,86.68,84.88,5.47,85.1,85.12,2.18,1.42,85.14,0.49,2.3,82.1,23.557,42,"e00fce68a145996ae3d821b8",2023-03-23 00:49:59,2023-03-23 00:49:59,2023-03-23 00:49:59,2023-03-23
"11","H1mepq82Cj","MOOSPMPSParser",1679532661,13.87,13.87,10.9,21.95,21.95,11.54,11.56,23.35,23.35,11.57,2537.24,684.86,27691.1,129.04,86.73,12.52,86.97,87,1.64,0.64,87.02,0.49,2.1,82.4,25.322,42,"e00fce68f8f5a1da595c7249",2023-03-23 00:51:01,2023-03-23 00:51:02,2023-03-23 00:51:02,2023-03-23
"12","6QOg7vOHlO","MOOSPMPSParser",1679533200,12.82,12.82,11.24,17.2,17.2,11.89,11.89,19.97,19.97,11.89,1693.64,492.92,44165.27,73.74,89.49,4.78,89.71,89.74,2.11,1.1,89.76,0.47,2.2,83.4,26.346,42,"e00fce68a145996ae3d821b8",2023-03-23 01:00:00,2023-03-23 01:00:00,2023-03-23 01:00:00,2023-03-23
"13","dokllQXdbH","MOOSPMPSParser",1679533261,13.47,13.47,11.79,21.88,21.88,12.47,12.47,23.32,23.32,12.47,2471.18,666.27,28486.84,132.19,93.86,12.66,94.09,94.12,1.46,0.54,94.14,0.48,2,83.2,28.703,42,"e00fce68f8f5a1da595c7249",2023-03-23 01:01:02,2023-03-23 01:01:02,2023-03-23 01:01:02,2023-03-23
"14","CsWfU8TISV","MOOSPMPSParser",1679533800,12.59,12.59,10.55,17.49,17.49,11.35,11.5,19.92,19.92,11.58,1645.67,486.22,44915.07,77.15,83.81,4.99,84.21,84.26,1.68,1.18,84.28,0.51,1.6,86.2,27.428,42,"e00fce68a145996ae3d821b8",2023-03-23 01:09:59,2023-03-23 01:09:59,2023-03-23 01:09:59,2023-03-23
"15","lfxkrHiIQX","MOOSPMPSParser",1679533861,13.36,13.36,10.92,20.98,20.98,11.86,12.12,21.76,21.76,12.25,2416.49,656.65,29265.3,125.13,86.54,8.46,87.07,87.14,0.99,0.27,87.17,0.52,1.5,85.9,29.424,42,"e00fce68f8f5a1da595c7249",2023-03-23 01:11:01,2023-03-23 01:11:02,2023-03-23 01:11:02,2023-03-23
"16","1irqtwyfTh","MOOSPMPSParser",1679534400,14.41,14.41,10.22,20.06,20.06,10.81,10.81,22.86,22.86,10.81,1896.06,548.6,45668.86,89.77,81.36,5.49,81.57,81.59,1.96,1.29,81.61,0.48,1.5,87.6,26.612,42,"e00fce68a145996ae3d821b8",2023-03-23 01:19:59,2023-03-23 01:19:59,2023-03-23 01:19:59,2023-03-23
"17","wkMDIWrCve","MOOSPMPSParser",1679534461,13.77,13.77,10.77,22.26,22.26,11.59,11.75,23.71,23.71,11.84,2470.99,673.13,30026.9,133.56,85.51,12.72,85.92,85.97,1.54,0.44,86,0.5,1.3,87.5,27.611,42,"e00fce68f8f5a1da595c7249",2023-03-23 01:21:01,2023-03-23 01:21:02,2023-03-23 01:21:02,2023-03-23
"18","AgeEfrHNnS","MOOSPMPSParser",1679535000,14.75,14.75,11.06,20.29,20.29,11.7,11.7,22.87,22.87,11.7,2032.55,556.87,46425.87,88.39,88.03,4.97,88.26,88.28,1.87,1.15,88.3,0.49,1.5,88.5,26.395,42,"e00fce68a145996ae3d821b8",2023-03-23 01:29:59,2023-03-23 01:29:59,2023-03-23 01:29:59,2023-03-23
"19","GiMBUxPBZW","MOOSPMPSParser",1679535061,13.47,13.47,11.61,21.4,21.4,12.28,12.28,23,23,12.28,2416.11,657.45,30783.46,130.11,92.45,10.67,92.68,92.71,1.64,0.45,92.73,0.47,1.3,88.3,27.231,42,"e00fce68f8f5a1da595c7249",2023-03-23 01:31:01,2023-03-23 01:31:02,2023-03-23 01:31:02,2023-03-23
"20","7Du403TCQw","MOOSPMPSParser",1679535600,15.92,15.92,12.02,22.29,22.29,12.72,12.73,25.91,25.91,12.74,2190.46,598.14,47281.19,100.99,95.65,6.5,95.9,95.93,2.54,1.59,95.95,0.5,1.6,88.1,26.526,42,"e00fce68a145996ae3d821b8",2023-03-23 01:40:00,2023-03-23 01:40:00,2023-03-23 01:40:00,2023-03-23
"21","gbBUY7MFHC","MOOSPMPSParser",1679535661,14.82,14.82,11.51,24.95,24.95,12.17,12.17,26.66,26.66,12.17,2666.19,722.5,31646.01,151.07,91.64,15.81,91.87,91.9,2,0.48,91.92,0.47,1.3,88.1,27.338,42,"e00fce68f8f5a1da595c7249",2023-03-23 01:41:01,2023-03-23 01:41:02,2023-03-23 01:41:02,2023-03-23
"22","IXqGNm0BWs","MOOSPMPSParser",1679536200,15.87,15.87,11.49,21.95,21.95,12.15,12.15,25.06,25.06,12.15,2251.83,600.44,48095.05,97.57,91.48,5.91,91.71,91.74,2.13,1.23,91.76,0.49,1.6,87.2,27.423,42,"e00fce68a145996ae3d821b8",2023-03-23 01:49:59,2023-03-23 01:49:59,2023-03-23 01:49:59,2023-03-23
"23","eO4dlzTgGE","MOOSPMPSParser",1679536261,14.07,14.07,12.39,22.72,22.72,13.16,13.21,24.5,24.5,13.24,2524.65,687.92,32461.2,140.75,98.57,12.5,98.88,98.91,1.88,0.54,98.94,0.49,1.4,87.1,29.157,42,"e00fce68f8f5a1da595c7249",2023-03-23 01:51:01,2023-03-23 01:51:02,2023-03-23 01:51:02,2023-03-23
"24","jKvp1YEMNL","MOOSPMPSParser",1679536800,15.92,15.92,11.85,21.84,21.84,12.59,12.64,24.98,24.98,12.67,2287.72,601.5,48932.18,96.61,94.24,5.63,94.54,94.58,2.19,0.98,94.6,0.51,1.5,87.8,27.213,42,"e00fce68a145996ae3d821b8",2023-03-23 01:59:59,2023-03-23 01:59:59,2023-03-23 01:59:59,2023-03-23
"25","KryiGinMUG","MOOSPMPSParser",1679536861,14.47,14.47,12.39,24.08,24.08,13.16,13.2,25.69,25.69,13.22,2581.05,709.66,33302.37,146.3,98.57,13.96,98.88,98.91,1.48,0.53,98.93,0.49,1.2,87.6,28.473,42,"e00fce68f8f5a1da595c7249",2023-03-23 02:01:01,2023-03-23 02:01:01,2023-03-23 02:01:01,2023-03-23
"26","yYfCt4ICei","MOOSPMPSParser",1679537400,17.65,17.65,13.63,24.88,24.88,14.45,14.47,28.66,28.66,14.49,2611.63,666.63,49838.35,110.49,108.44,7.05,108.75,108.79,2.53,1.46,108.81,0.48,1.4,88.6,25.295,42,"e00fce68a145996ae3d821b8",2023-03-23 02:09:59,2023-03-23 02:09:59,2023-03-23 02:09:59,2023-03-23
"27","GNwwBGnS5J","MOOSPMPSParser",1679537461,16.39,16.39,13.26,27.07,27.07,14.03,14.03,29.09,29.09,14.03,2840.44,785.77,34222.23,161.71,105.57,16.85,105.84,105.87,2.38,0.65,105.89,0.48,1.1,88.2,26.018,42,"e00fce68f8f5a1da595c7249",2023-03-23 02:11:01,2023-03-23 02:11:01,2023-03-23 02:11:01,2023-03-23
"28","KOANWC0v2s","MOOSPMPSParser",1679538000,17.74,17.74,12.61,25.07,25.07,13.6,13.83,29.55,29.55,13.94,2699.02,674.35,50754.88,112.1,100.05,7.52,100.57,100.64,3.49,1.93,100.66,0.51,1.3,88.4,23.107,42,"e00fce68a145996ae3d821b8",2023-03-23 02:20:00,2023-03-23 02:20:00,2023-03-23 02:20:00,2023-03-23
