"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","JAs9SCnIGA","MOOSPMPSParser",1654041780,3.57,3.57,1.96,4.27,0.41,2.07,2.07,4.37,0.44,2.07,788.56,226.38,798.7,17.09,15.59,0.73,15.63,15.63,0.14,0.05,15.64,0.49,0,0,32.273,42,"e00fce682bbf742cd0b6768a",2022-06-01 00:03:03,2022-06-01 00:03:03,2022-06-01 00:03:03,2022-06-01
"2","gZDIDrJixG","MOOSPMPSParser",1654042380,3.38,3.38,1.89,4.18,0.49,1.99,1.99,4.34,0.49,1.99,771.45,223.04,937.12,18.44,15.01,0.75,15.05,15.06,0.18,0.09,15.06,0.46,0,0,30.354,42,"e00fce682bbf742cd0b6768a",2022-06-01 00:13:02,2022-06-01 00:13:02,2022-06-01 00:13:02,2022-06-01
"3","ro10UPwFjJ","MOOSPMPSParser",1654042980,3.46,3.46,1.81,4.05,0.38,1.92,1.92,4.21,0.41,1.92,794.82,221.92,1077.35,17.84,14.43,0.6,14.46,14.47,0.21,0.13,14.47,0.48,0,0,32.079,42,"e00fce682bbf742cd0b6768a",2022-06-01 00:23:02,2022-06-01 00:23:02,2022-06-01 00:23:02,2022-06-01
"4","9PGXedDnGi","MOOSPMPSParser",1654043580,3.54,3.54,2.16,4.15,0.4,2.28,2.28,4.52,0.43,2.28,791.68,227.27,1223.85,18.08,17.19,1.01,17.23,17.24,0.32,0.17,17.24,0.49,0,0,30.917,42,"e00fce682bbf742cd0b6768a",2022-06-01 00:33:02,2022-06-01 00:33:02,2022-06-01 00:33:02,2022-06-01
"5","lvFkxjlCEh","MOOSPMPSParser",1654044180,3.73,3.73,1.93,4.44,0.45,2.04,2.04,4.6,0.47,2.04,812.44,231.47,1368.39,17.85,15.38,0.91,15.42,15.42,0.3,0.13,15.43,0.45,0,0,32.713,42,"e00fce682bbf742cd0b6768a",2022-06-01 00:43:03,2022-06-01 00:43:03,2022-06-01 00:43:03,2022-06-01
"6","riyecbo4tF","MOOSPMPSParser",1654044780,3.41,3.41,1.95,4.08,0.4,2.06,2.06,4.23,0.44,2.06,764.55,219.56,1505.15,18.36,15.54,0.83,15.58,15.59,0.2,0.05,15.59,0.48,0,0,30.801,42,"e00fce682bbf742cd0b6768a",2022-06-01 00:53:02,2022-06-01 00:53:02,2022-06-01 00:53:02,2022-06-01
"7","1dZxu9RPsF","MOOSPMPSParser",1654045380,4.39,4.39,2.4,5.13,0.59,2.54,2.54,5.3,0.61,2.54,939.3,265.28,1666.28,21.88,19.13,0.82,19.18,19.18,0.18,0.07,19.19,0.48,0,0,32.867,42,"e00fce682bbf742cd0b6768a",2022-06-01 01:03:02,2022-06-01 01:03:03,2022-06-01 01:03:03,2022-06-01
"8","pu3RYeKrb8","MOOSPMPSParser",1654045980,3.86,3.86,1.9,4.55,0.39,2.01,2.01,4.77,0.45,2.01,845.66,241.77,1803.94,19.72,15.11,0.85,15.15,15.16,0.37,0.09,15.16,0.49,0,0,31.315,42,"e00fce682bbf742cd0b6768a",2022-06-01 01:13:02,2022-06-01 01:13:02,2022-06-01 01:13:02,2022-06-01
"9","kwJ1fdAzUI","MOOSPMPSParser",1654046580,3.33,3.33,2.01,3.82,0.36,2.13,2.13,4.09,0.36,2.13,761.1,217.09,1931.33,14.66,16.04,0.86,16.08,16.08,0.27,0.13,16.09,0.48,0,0,30.491,42,"e00fce682bbf742cd0b6768a",2022-06-01 01:23:03,2022-06-01 01:23:03,2022-06-01 01:23:03,2022-06-01
"10","pSmnWHs9bM","MOOSPMPSParser",1654047180,3.11,3.11,1.88,3.8,0.32,1.99,1.99,4.16,0.36,1.99,743.63,212.26,2056.76,17.13,14.97,0.89,15.01,15.02,0.5,0.16,15.02,0.49,0,0,29.333,42,"e00fce682bbf742cd0b6768a",2022-06-01 01:33:02,2022-06-01 01:33:02,2022-06-01 01:33:02,2022-06-01
