"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","d0BaeOhKdi","MOOSPMPSParser",1656720361,1.94,1.94,1.36,2.63,0.31,1.44,1.44,2.72,0.31,1.44,590.35,165.54,436.53,12.22,10.81,0.89,10.83,10.84,0.09,0,10.84,0.42,32.7,26.3,59.635,43,"e00fce6835b6173deb1a1f49",2022-07-02 00:06:03,2022-07-02 00:06:03,2022-07-02 00:06:03,2022-07-02
"2","OPkIP8WHR8","MOOSPMPSParser",1656720961,2.49,2.49,1.07,3.26,0.31,1.13,1.13,3.52,0.31,1.13,692.15,195.43,528.3,13.99,8.49,1.07,8.51,8.51,0.35,0.26,8.51,0.42,33.4,26.7,47.604,43,"e00fce6835b6173deb1a1f49",2022-07-02 00:16:02,2022-07-02 00:16:02,2022-07-02 00:16:02,2022-07-02
"3","AygYLAUCvH","MOOSPMPSParser",1656721561,2.52,2.52,2.15,3.37,0.5,2.28,2.28,3.46,0.57,2.28,673.26,189.58,625.23,15.88,17.15,1.13,17.2,17.2,0.12,0.05,17.21,0.43,33.1,26.5,61.302,43,"e00fce6835b6173deb1a1f49",2022-07-02 00:26:02,2022-07-02 00:26:02,2022-07-02 00:26:02,2022-07-02
"4","lFqkOcm5Pw","MOOSPMPSParser",1656722161,3.15,3.15,1.73,4.03,0.51,1.83,1.83,4.28,0.51,1.83,770.68,220.95,728.21,18.84,13.8,1.67,13.83,13.83,0.35,0.25,13.84,0.41,33.1,26.6,56.719,43,"e00fce6835b6173deb1a1f49",2022-07-02 00:36:02,2022-07-02 00:36:02,2022-07-02 00:36:02,2022-07-02
"5","KDV4MB7jjJ","MOOSPMPSParser",1656722761,2.77,2.77,1.88,3.64,0.38,1.98,1.98,4.07,0.49,1.98,735.89,206.35,834.1,17.35,14.94,1.69,14.98,14.98,0.58,0.34,14.99,0.41,33.2,26.3,61.354,43,"e00fce6835b6173deb1a1f49",2022-07-02 00:46:02,2022-07-02 00:46:02,2022-07-02 00:46:02,2022-07-02
"6","HyKjYFFGxy","MOOSPMPSParser",1656723361,2.58,2.58,1.56,3.48,0.3,1.65,1.65,3.89,0.3,1.65,690.01,194.92,934.31,17.2,12.43,1.77,12.47,12.47,0.54,0.16,12.47,0.41,33.5,26.2,58.385,43,"e00fce6835b6173deb1a1f49",2022-07-02 00:56:02,2022-07-02 00:56:02,2022-07-02 00:56:02,2022-07-02
"7","32OX0qvdwt","MOOSPMPSParser",1656723961,2.75,2.75,1.14,3.78,0.33,1.2,1.2,4.08,0.42,1.2,724.25,205.25,1031.34,18.04,9.04,1.74,9.06,9.06,0.42,0.18,9.06,0.41,33,26.4,62.187,43,"e00fce6835b6173deb1a1f49",2022-07-02 01:06:02,2022-07-02 01:06:02,2022-07-02 01:06:02,2022-07-02
"8","7m58vuJCsR","MOOSPMPSParser",1656724561,2.6,2.6,1.53,3.49,0.38,1.62,1.62,3.63,0.38,1.62,683.74,195.76,1124.86,15.2,12.18,1.12,12.21,12.22,0.17,0.08,12.22,0.39,31.7,28,58.125,43,"e00fce6835b6173deb1a1f49",2022-07-02 01:16:02,2022-07-02 01:16:02,2022-07-02 01:16:02,2022-07-02
"9","ORvVfEfLAd","MOOSPMPSParser",1656725161,3.13,3.13,2.14,4.35,0.5,2.26,2.26,4.48,0.5,2.26,785.39,223.01,1243.6,21.12,17.02,1.57,17.06,17.07,0.18,0,17.07,0.4,30.5,30.3,48.177,43,"e00fce6835b6173deb1a1f49",2022-07-02 01:26:02,2022-07-02 01:26:02,2022-07-02 01:26:02,2022-07-02
"10","IeTaA3BAuQ","MOOSPMPSParser",1656725761,2.98,2.98,1.44,3.99,0.45,1.52,1.52,4.14,0.45,1.52,760.02,213.47,1359.77,19.85,11.44,1.1,11.47,11.48,0.18,0,11.48,0.41,29.8,31.4,51.563,43,"e00fce6835b6173deb1a1f49",2022-07-02 01:36:02,2022-07-02 01:36:02,2022-07-02 01:36:02,2022-07-02
"11","6F9uePOvj4","MOOSPMPSParser",1656726361,2.66,2.66,1.44,3.58,0.35,1.52,1.52,3.9,0.35,1.52,706.71,200.27,1464.17,16.99,11.45,1.78,11.48,11.49,0.33,0.25,11.49,0.42,29.2,35,38.125,43,"e00fce6835b6173deb1a1f49",2022-07-02 01:46:02,2022-07-02 01:46:02,2022-07-02 01:46:02,2022-07-02
"12","7t8fOwyP83","MOOSPMPSParser",1656726961,3.14,3.14,2.08,4.12,0.42,2.2,2.2,4.38,0.42,2.2,776.27,219.57,1586.45,19.5,16.57,1.72,16.61,16.61,0.35,0.26,16.62,0.41,28.6,36.5,31.615,43,"e00fce6835b6173deb1a1f49",2022-07-02 01:56:02,2022-07-02 01:56:02,2022-07-02 01:56:02,2022-07-02
"13","P7J9munAlM","MOOSPMPSParser",1656727561,3.46,3.46,1.94,4.69,0.4,2.05,2.05,4.86,0.4,2.05,844.05,243.51,1715.18,21.85,15.43,1.23,15.47,15.48,0.17,0.09,15.48,0.4,28,38.7,31.302,43,"e00fce6835b6173deb1a1f49",2022-07-02 02:06:02,2022-07-02 02:06:02,2022-07-02 02:06:02,2022-07-02
"14","L483sLe9Qe","MOOSPMPSParser",1656728161,3.37,3.37,2.04,4.38,0.45,2.16,2.16,4.67,0.53,2.16,811.05,231.03,1855.08,19.91,16.24,1.55,16.28,16.29,0.4,0.18,16.29,0.41,27.9,36.2,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 02:16:02,2022-07-02 02:16:02,2022-07-02 02:16:02,2022-07-02
"15","8tyEJ3S4W9","MOOSPMPSParser",1656728761,1.88,1.88,1.81,2.8,0.37,2.23,2.49,3.02,0.43,2.62,538.11,152.5,1983.05,16.68,14.03,1.57,14.38,14.43,0.29,0.17,14.44,0.57,20.5,67.2,27.865,43,"e00fce6835b6173deb1a1f49",2022-07-02 02:26:02,2022-07-02 02:26:02,2022-07-02 02:26:02,2022-07-02
"16","H4n5AwpKwl","MOOSPMPSParser",1656729361,2.32,2.32,2.88,3.67,0.39,4.06,4.9,4.27,0.55,5.32,630.52,175.98,2131.78,22.25,21.76,3.12,22.83,22.98,0.75,0.43,23,0.7,16.8,86.6,31.042,43,"e00fce6835b6173deb1a1f49",2022-07-02 02:36:02,2022-07-02 02:36:02,2022-07-02 02:36:02,2022-07-02
"17","ASPYhBxFYo","MOOSPMPSParser",1656729961,2.16,2.16,2.26,3.62,0.2,3.13,3.74,4.33,0.25,4.05,590.15,168.3,2276.18,22,17.15,3.23,17.93,18.05,0.87,0.35,18.06,0.69,16.6,86.5,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 02:46:02,2022-07-02 02:46:02,2022-07-02 02:46:02,2022-07-02
"18","oIURSxbVEG","MOOSPMPSParser",1656730561,1.85,1.85,1.94,2.72,0.33,2.35,2.59,3.22,0.41,2.72,520.45,148.51,2403.55,15.57,15.07,2.06,15.4,15.45,0.55,0.33,15.46,0.59,16.6,87.7,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 02:56:02,2022-07-02 02:56:02,2022-07-02 02:56:02,2022-07-02
"19","uel8olLFsn","MOOSPMPSParser",1656731161,2.57,2.57,2.54,3.83,0.33,3.14,3.52,4.42,0.4,3.71,647.62,183.71,2545.26,20.74,19.68,2.63,20.18,20.26,0.77,0.59,20.26,0.57,16.5,90.1,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 03:06:02,2022-07-02 03:06:02,2022-07-02 03:06:02,2022-07-02
"20","gaDObOmqqX","MOOSPMPSParser",1656731761,2.49,2.49,1.83,3.71,0.39,2.15,2.32,4.37,0.39,2.4,642.83,183.86,2685.44,20.57,14.37,2.96,14.61,14.65,0.87,0.61,14.65,0.53,16.5,89.8,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 03:16:02,2022-07-02 03:16:02,2022-07-02 03:16:02,2022-07-02
"21","HG9Y0CkKo9","MOOSPMPSParser",1656732361,3.13,3.13,2.37,4.55,0.52,2.58,2.64,4.79,0.56,2.67,758.7,217.43,2841.35,23.76,18.79,2.11,18.91,18.92,0.29,0.13,18.93,0.5,16.8,89.8,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 03:26:02,2022-07-02 03:26:02,2022-07-02 03:26:02,2022-07-02
"22","C7PlicrdwI","MOOSPMPSParser",1656733020,2.73,2.73,1.82,3.81,0.4,1.93,1.93,4.25,0.46,1.93,677.07,195.31,2982.58,20.05,14.51,1.73,14.55,14.55,0.52,0.52,14.55,0.48,17,89.2,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 03:37:02,2022-07-02 03:37:02,2022-07-02 03:37:02,2022-07-02
"23","SB7hoOl6TD","MOOSPMPSParser",1656733620,3.89,3.89,1.8,5.34,0.42,1.91,1.91,5.77,0.42,1.91,895.45,252.29,3127.35,26.11,14.37,2.13,14.4,14.41,0.66,0.25,14.41,0.47,17,88.5,27.187,43,"e00fce6835b6173deb1a1f49",2022-07-02 03:47:01,2022-07-02 03:47:01,2022-07-02 03:47:01,2022-07-02
"24","yI94yOCZQs","MOOSPMPSParser",1656734220,3.52,3.52,1.61,4.68,0.48,1.7,1.7,5.21,0.48,1.7,842.23,237.51,3252.3,23.04,12.83,2.28,12.87,12.87,0.68,0.17,12.87,0.46,17,90,31.25,43,"e00fce6835b6173deb1a1f49",2022-07-02 03:57:01,2022-07-02 03:57:01,2022-07-02 03:57:01,2022-07-02
