"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","lOCrcHa0E3","MOOSPMPSParser",1682467381,2.52,2.52,2.65,3.2,3.2,3.3,3.71,3.77,3.77,3.92,644.19,182.69,2486.48,17.21,20.5,1.4,21.05,21.13,0.69,0.37,21.14,0.62,28.2,29.8,47.577,42,"e00fce68a145996ae3d821b8",2023-04-26 00:03:03,2023-04-26 00:03:03,2023-04-26 00:03:03,2023-04-26
"2","e4DQp62oI7","MOOSPMPSParser",1682467500,0.82,0.82,2.1,1.72,1.72,2.61,2.93,2.47,2.47,3.09,564.26,146.02,3663.68,19.89,16.24,2.17,16.67,16.73,0.97,0.6,16.74,0.6,28.8,28.7,59.281,42,"e00fce68f8f5a1da595c7249",2023-04-26 00:05:02,2023-04-26 00:05:02,2023-04-26 00:05:02,2023-04-26
"3","hO9IwYJipM","MOOSPMPSParser",1682467981,2.35,2.35,2.54,3.13,3.13,3.15,3.53,3.6,3.6,3.72,606.22,172.02,2639.56,16.65,19.66,1.41,20.17,20.24,0.47,0.27,20.25,0.63,28.1,29.9,47.475,42,"e00fce68a145996ae3d821b8",2023-04-26 00:13:03,2023-04-26 00:13:03,2023-04-26 00:13:03,2023-04-26
"4","ORPPMDFpli","MOOSPMPSParser",1682468100,1.09,1.09,2.42,2.45,2.45,3.02,3.39,3.29,3.29,3.58,639.43,164.28,3809.61,26.91,18.74,3.22,19.24,19.32,1.14,0.46,19.33,0.6,28.4,30.1,59.744,42,"e00fce68f8f5a1da595c7249",2023-04-26 00:15:02,2023-04-26 00:15:02,2023-04-26 00:15:02,2023-04-26
"5","fMiYeyFtBm","MOOSPMPSParser",1682468581,2.21,2.21,2.33,2.93,2.93,2.94,3.32,3.35,3.35,3.52,578.31,165.43,2790.46,16.53,18.04,1.12,18.55,18.63,0.39,0.26,18.63,0.62,28.1,28,47.1,42,"e00fce68a145996ae3d821b8",2023-04-26 00:23:02,2023-04-26 00:23:03,2023-04-26 00:23:03,2023-04-26
"6","TJ8ngg1Wwj","MOOSPMPSParser",1682468700,1.39,1.39,2.39,2.39,2.39,3.05,3.49,3.18,3.18,3.7,660.53,172.65,3963.8,23.01,18.43,2.48,19,19.08,1.02,0.66,19.09,0.63,28,30.9,61.409,42,"e00fce68f8f5a1da595c7249",2023-04-26 00:25:02,2023-04-26 00:25:02,2023-04-26 00:25:02,2023-04-26
"7","GEHM6C3mBv","MOOSPMPSParser",1682469181,2.19,2.19,2.23,2.82,2.82,3.34,4.15,3.56,3.56,4.55,581.5,167.08,2950.18,17.33,16.64,1.62,17.66,17.81,0.74,0.56,17.82,0.72,28,26.7,47.123,42,"e00fce68a145996ae3d821b8",2023-04-26 00:33:03,2023-04-26 00:33:03,2023-04-26 00:33:03,2023-04-26
"8","LlgXTw2jp3","MOOSPMPSParser",1682469300,0.86,0.86,2.12,1.92,1.92,2.63,2.95,2.54,2.54,3.1,588.71,152.74,4113.49,22.27,16.44,2.03,16.87,16.93,0.79,0.19,16.94,0.6,28,30.1,61.384,42,"e00fce68f8f5a1da595c7249",2023-04-26 00:35:02,2023-04-26 00:35:02,2023-04-26 00:35:02,2023-04-26
"9","AhzPBL0eUQ","MOOSPMPSParser",1682469840,1.91,1.91,2.27,2.79,2.79,2.97,3.43,3.27,3.27,3.66,555.8,155.72,1564,18.49,17.46,1.79,18.06,18.15,0.5,0.26,18.16,0.66,27.9,29.8,47.802,42,"e00fce68a145996ae3d821b8",2023-04-26 00:44:02,2023-04-26 00:44:02,2023-04-26 00:44:02,2023-04-26
"10","4xm2HOHERu","MOOSPMPSParser",1682469900,0.81,0.81,2.03,2.09,2.09,2.44,2.68,2.86,2.86,2.8,576.05,152.61,4252.59,23.84,15.85,2.72,16.18,16.23,1.01,0.5,16.24,0.6,28.1,30.2,59.308,42,"e00fce68f8f5a1da595c7249",2023-04-26 00:45:02,2023-04-26 00:45:02,2023-04-26 00:45:02,2023-04-26
"11","PHMLOROQx7","MOOSPMPSParser",1682470440,2.15,2.15,1.91,2.93,2.93,2.36,2.65,3.49,3.49,2.79,596.09,166.34,3240.62,18.51,14.81,1.45,15.19,15.24,0.65,0.27,15.25,0.59,27.8,25.9,46.746,42,"e00fce68a145996ae3d821b8",2023-04-26 00:54:01,2023-04-26 00:54:02,2023-04-26 00:54:02,2023-04-26
"12","9fNatyHCkB","MOOSPMPSParser",1682470500,1.03,1.03,2.52,2.08,2.08,2.94,3.17,2.91,2.91,3.28,607.78,156.69,4394.1,24.17,19.73,2.94,20.05,20.1,1.03,0.39,20.11,0.58,27.7,31.3,60.059,42,"e00fce68f8f5a1da595c7249",2023-04-26 00:55:02,2023-04-26 00:55:02,2023-04-26 00:55:02,2023-04-26
"13","T9kP6o0gXV","MOOSPMPSParser",1682471040,2,2,2.47,2.87,2.87,3.01,3.35,3.27,3.27,3.52,572.05,161.65,3391.35,15.65,19.16,1.3,19.62,19.68,0.44,0.27,19.69,0.62,27.6,27.8,48.154,42,"e00fce68a145996ae3d821b8",2023-04-26 01:04:02,2023-04-26 01:04:02,2023-04-26 01:04:02,2023-04-26
"14","Ty0cDYZGZC","MOOSPMPSParser",1682471100,1.08,1.08,2,2.31,2.31,2.4,2.63,3.38,3.38,2.74,623.07,159.82,4547.28,24.7,15.63,3.34,15.95,16,1.47,0.81,16,0.59,27.5,29.3,60.607,42,"e00fce68f8f5a1da595c7249",2023-04-26 01:05:02,2023-04-26 01:05:02,2023-04-26 01:05:02,2023-04-26
"15","W2aSX4s2MN","MOOSPMPSParser",1682471640,2.38,2.38,2.23,3.16,3.16,2.61,2.82,3.7,3.7,2.92,641.85,176.6,3537.79,18.03,17.47,1.21,17.77,17.81,0.6,0.38,17.82,0.59,27.4,28,46.962,42,"e00fce68a145996ae3d821b8",2023-04-26 01:14:02,2023-04-26 01:14:02,2023-04-26 01:14:02,2023-04-26
"16","7H2gcvGcIx","MOOSPMPSParser",1682471700,0.92,0.92,2.22,1.7,1.7,2.65,2.9,2.32,2.32,3.03,564.17,147.28,4687.48,18.68,17.31,2.18,17.66,17.71,0.77,0.34,17.72,0.59,27.5,29.1,61.713,42,"e00fce68f8f5a1da595c7249",2023-04-26 01:15:02,2023-04-26 01:15:02,2023-04-26 01:15:02,2023-04-26
"17","dVgH4gTYWe","MOOSPMPSParser",1682472240,2.74,2.74,2.29,3.46,3.46,2.6,2.75,4.15,4.15,2.82,669.01,189.26,3694.64,19.58,18.02,1.8,18.24,18.28,0.87,0.56,18.28,0.56,27.2,29.8,46.555,42,"e00fce68a145996ae3d821b8",2023-04-26 01:24:02,2023-04-26 01:24:02,2023-04-26 01:24:02,2023-04-26
"18","sg7I6N4Hbd","MOOSPMPSParser",1682472300,0.95,0.95,2.14,1.99,1.99,2.54,2.76,2.81,2.81,2.88,596.88,153.54,4830.55,21.53,16.73,2.82,17.05,17.09,1.02,0.39,17.1,0.57,27.1,30.4,63.188,42,"e00fce68f8f5a1da595c7249",2023-04-26 01:25:02,2023-04-26 01:25:02,2023-04-26 01:25:02,2023-04-26
"19","6D5BAzNsdr","MOOSPMPSParser",1682472840,2.81,2.81,2.41,3.5,3.5,2.88,3.15,4.14,4.14,3.28,675.98,191,3859.09,17.33,18.84,1.37,19.21,19.26,0.65,0.52,19.27,0.58,27,30.9,46.461,42,"e00fce68a145996ae3d821b8",2023-04-26 01:34:01,2023-04-26 01:34:02,2023-04-26 01:34:02,2023-04-26
"20","d5lNxAEAv7","MOOSPMPSParser",1682472900,1.09,1.09,2.28,2.15,2.15,2.61,2.78,2.69,2.69,2.86,610.69,160.17,4982.94,22.86,17.93,2.31,18.17,18.21,0.86,0.31,18.22,0.57,27,31.1,62.08,42,"e00fce68f8f5a1da595c7249",2023-04-26 01:35:02,2023-04-26 01:35:02,2023-04-26 01:35:02,2023-04-26
"21","CTfn6pLLhd","MOOSPMPSParser",1682473440,2.66,2.66,2.45,3.5,3.5,2.85,3.07,4.2,4.2,3.18,671.77,190.39,4020.47,18.08,19.17,1.38,19.48,19.53,0.8,0.44,19.54,0.57,26.4,33.2,44.607,42,"e00fce68a145996ae3d821b8",2023-04-26 01:44:01,2023-04-26 01:44:02,2023-04-26 01:44:02,2023-04-26
"22","7W0WPKLuRj","MOOSPMPSParser",1682473500,1.32,1.32,2.07,2.58,2.58,2.41,2.59,3.09,3.09,2.68,633.75,168.56,5132.88,24.85,16.26,2.58,16.52,16.55,0.62,0.36,16.56,0.55,26.7,32.2,62.062,42,"e00fce68f8f5a1da595c7249",2023-04-26 01:45:02,2023-04-26 01:45:02,2023-04-26 01:45:02,2023-04-26
