"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","W16XNJHKnI","MOOSPMPSParser",1688861040,1.44,1.44,2.36,2.79,2.79,2.68,2.82,3.51,3.51,2.9,671.77,177.12,5213.03,28.27,18.61,2.07,18.84,18.87,0.95,0.54,18.87,0.53,31.5,34.3,56.265,42,"e00fce68f8f5a1da595c7249",2023-07-09 00:04:02,2023-07-09 00:04:02,2023-07-09 00:04:02,2023-07-09
"2","VEhq1viYBp","MOOSPMPSParser",1688861640,1.36,1.36,2.52,2.77,2.77,2.84,2.99,3.44,3.44,3.06,659.45,173.67,5374.57,30.09,19.85,2.91,20.08,20.11,0.86,0.47,20.12,0.55,31.7,34.6,54.469,42,"e00fce68f8f5a1da595c7249",2023-07-09 00:14:02,2023-07-09 00:14:02,2023-07-09 00:14:02,2023-07-09
"3","7NCAu03HNy","MOOSPMPSParser",1688862240,1.31,1.31,2.43,2.52,2.52,2.71,2.83,3.02,3.02,2.89,668.1,172.85,5530.28,27.86,19.16,2.13,19.35,19.38,0.58,0.26,19.38,0.54,31.4,34.5,54.115,42,"e00fce68f8f5a1da595c7249",2023-07-09 00:24:02,2023-07-09 00:24:02,2023-07-09 00:24:02,2023-07-09
"4","cBfJ1pgfSD","MOOSPMPSParser",1688862840,1.57,1.57,2.4,2.97,2.97,2.77,2.97,3.77,3.77,3.06,686.55,182.25,5695.26,29.42,18.83,3.33,19.11,19.15,1.05,0.46,19.15,0.56,31.5,35.5,55.159,42,"e00fce68f8f5a1da595c7249",2023-07-09 00:34:02,2023-07-09 00:34:02,2023-07-09 00:34:02,2023-07-09
"5","VpEMaaaWt4","MOOSPMPSParser",1688863440,1.2,1.2,2.53,2.36,2.36,2.85,2.99,3.18,3.18,3.06,652.8,168.09,5855.17,26.69,19.96,2.51,20.18,20.21,1.11,0.57,20.22,0.52,31.4,35.2,54.364,42,"e00fce68f8f5a1da595c7249",2023-07-09 00:44:02,2023-07-09 00:44:02,2023-07-09 00:44:02,2023-07-09
"6","jrqV4agwVg","MOOSPMPSParser",1688864040,1.04,1.04,2.58,2.08,2.08,2.88,3.01,2.77,2.77,3.07,607.97,157.06,6002.7,23.94,20.36,2.85,20.57,20.59,0.91,0.38,20.6,0.52,31.4,34.9,54.276,42,"e00fce68f8f5a1da595c7249",2023-07-09 00:54:02,2023-07-09 00:54:02,2023-07-09 00:54:02,2023-07-09
"7","fIdtnVMgNA","MOOSPMPSParser",1688864640,0.96,0.96,2.12,2.09,2.09,2.43,2.58,2.8,2.8,2.66,593.91,157.56,6148.65,24.62,16.62,2.51,16.85,16.89,0.86,0.35,16.89,0.56,31.2,32,54.205,42,"e00fce68f8f5a1da595c7249",2023-07-09 01:04:02,2023-07-09 01:04:02,2023-07-09 01:04:02,2023-07-09
"8","5lCGYDIjCI","MOOSPMPSParser",1688865240,0.73,0.73,2.19,1.72,1.72,2.53,2.7,2.52,2.52,2.79,543.85,142.16,6292.16,24.49,17.15,2.42,17.41,17.45,0.88,0.58,17.45,0.58,31.3,32.3,53.101,42,"e00fce68f8f5a1da595c7249",2023-07-09 01:14:02,2023-07-09 01:14:02,2023-07-09 01:14:02,2023-07-09
"9","7soB3v6Ksg","MOOSPMPSParser",1688865840,0.93,0.93,1.99,2.01,2.01,2.24,2.35,2.41,2.41,2.41,574.39,150.4,6426.35,22.84,15.65,2.21,15.82,15.85,0.56,0.36,15.85,0.53,31.2,32,52.825,42,"e00fce68f8f5a1da595c7249",2023-07-09 01:24:02,2023-07-09 01:24:02,2023-07-09 01:24:02,2023-07-09
"10","T74uUIh7eT","MOOSPMPSParser",1688866440,0.69,0.69,2.18,1.77,1.77,2.56,2.76,2.34,2.34,2.87,558.09,144.21,6553.57,22.24,17.09,2.07,17.39,17.43,0.83,0.35,17.43,0.58,31,33.1,53.981,42,"e00fce68f8f5a1da595c7249",2023-07-09 01:34:02,2023-07-09 01:34:02,2023-07-09 01:34:02,2023-07-09
"11","5GCQDgtHqR","MOOSPMPSParser",1688867040,0.81,0.81,2.24,1.78,1.78,2.56,2.71,2.41,2.41,2.79,550.45,145.88,6693.61,21.46,17.59,2.17,17.82,17.86,0.78,0.48,17.86,0.57,30.9,34.4,53.999,42,"e00fce68f8f5a1da595c7249",2023-07-09 01:44:02,2023-07-09 01:44:02,2023-07-09 01:44:02,2023-07-09
"12","6gGhnwSnfH","MOOSPMPSParser",1688867640,0.93,0.93,2.17,1.95,1.95,2.44,2.56,2.49,2.49,2.61,569.13,150.02,6833.61,24.03,17.13,2.07,17.31,17.34,0.8,0.39,17.34,0.52,30.7,35.1,53.667,42,"e00fce68f8f5a1da595c7249",2023-07-09 01:54:02,2023-07-09 01:54:03,2023-07-09 01:54:03,2023-07-09
