"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","c6A4v9SfuD","MOOSPMPSParser",1666656000,0.21,0.21,0.54,0.69,0.03,0.57,0.57,0.78,0.06,0.57,223.04,62.81,957.79,6.1,4.28,0.78,4.29,4.29,0.13,0,4.29,0.46,10.4,25.2,33.564,43,"e00fce6856818e5885f65487",2022-10-25 00:00:02,2022-10-25 00:00:02,2022-10-25 00:00:02,2022-10-25
"2","1AxtufW0KV","MOOSPMPSParser",1666656121,0.01,0.01,0,0.42,0.05,0,0,0.92,0.11,0,288.42,76.04,0,10.44,0,2.17,0,0,0.78,0.2,0,0,0,0,40.692,42,"e00fce6835b6173deb1a1f49",2022-10-25 00:02:02,2022-10-25 00:02:02,2022-10-25 00:02:02,2022-10-25
"3","miPI7d4YtY","MOOSPMPSParser",1666656421,0.56,0.56,1.12,1.34,0.08,1.73,2.18,2.5,0.36,2.42,298.36,79.18,2766764,17.03,8.25,3.11,8.86,8.98,1.83,0.6,9,0.74,23.8,22.3,40.5,42,"e00fce68f8f5a1da595c7249",2022-10-25 00:07:03,2022-10-25 00:07:03,2022-10-25 00:07:03,2022-10-25
"4","bd2MbsOvrC","MOOSPMPSParser",1666656600,0.89,0.89,1.02,1.56,0.15,1.08,1.08,1.69,0.15,1.08,332.3,95.04,1019.49,9.5,8.1,1.62,8.12,8.12,0.12,0.08,8.12,0.45,10,25.3,31.169,43,"e00fce6856818e5885f65487",2022-10-25 00:10:02,2022-10-25 00:10:02,2022-10-25 00:10:02,2022-10-25
"5","pYURIM7I4j","MOOSPMPSParser",1666656721,0,0,0,0.43,0.04,0,0,0.78,0.05,0,311.09,80.35,0,10.53,0,1.49,0,0,0.64,0.22,0,0,0,0,37.989,42,"e00fce6835b6173deb1a1f49",2022-10-25 00:12:02,2022-10-25 00:12:02,2022-10-25 00:12:02,2022-10-25
"6","UXpVUwFzKx","MOOSPMPSParser",1666657021,0.46,0.46,1.13,1.48,0.14,1.81,2.3,2.96,0.2,2.57,283.12,76.95,2766767.5,17.98,8.25,4.31,8.94,9.06,2.51,0.35,9.09,0.76,24,21.9,41.21,42,"e00fce68f8f5a1da595c7249",2022-10-25 00:17:03,2022-10-25 00:17:03,2022-10-25 00:17:03,2022-10-25
"7","Tp1HlMzYTD","MOOSPMPSParser",1666657200,1.2,1.2,1.31,1.84,0.24,1.39,1.39,2.12,0.24,1.39,380.08,107.31,1096.13,10.84,10.45,1.31,10.48,10.48,0.35,0.26,10.48,0.45,9.5,27.3,29.478,43,"e00fce6856818e5885f65487",2022-10-25 00:20:02,2022-10-25 00:20:02,2022-10-25 00:20:02,2022-10-25
"8","b0lAQcuM6m","MOOSPMPSParser",1666657321,0.09,0.09,0,0.68,0.06,0,0,1.3,0.07,0,332.33,88.62,0,13.33,0,2.39,0,0,0.89,0.35,0,0,0,0,39.012,42,"e00fce6835b6173deb1a1f49",2022-10-25 00:22:02,2022-10-25 00:22:02,2022-10-25 00:22:02,2022-10-25
"9","usxVuFfqhB","MOOSPMPSParser",1666657621,0.48,0.48,1.22,1.65,0.21,1.78,2.18,3.05,0.67,2.39,301.61,81.52,2766775.75,19.59,9.14,4.39,9.7,9.8,2.3,0.46,9.82,0.71,23.6,22.1,41.914,42,"e00fce68f8f5a1da595c7249",2022-10-25 00:27:03,2022-10-25 00:27:03,2022-10-25 00:27:03,2022-10-25
"10","C1VlOs99Uz","MOOSPMPSParser",1666657800,1.11,1.11,0.97,1.59,0.11,1.02,1.02,1.64,0.11,1.02,349,98.71,1173.37,9.51,7.7,0.83,7.71,7.72,0.09,0,7.72,0.48,9.1,28.2,27.785,43,"e00fce6856818e5885f65487",2022-10-25 00:30:02,2022-10-25 00:30:02,2022-10-25 00:30:02,2022-10-25
"11","EKMs3eat27","MOOSPMPSParser",1666657980,0.11,0.11,0,0.57,0.07,0,0,1.01,0.1,0,323.3,83.66,0,12.81,0,2.01,0,0,0.65,0.25,0,0,0,0,38.976,42,"e00fce6835b6173deb1a1f49",2022-10-25 00:33:01,2022-10-25 00:33:01,2022-10-25 00:33:01,2022-10-25
"12","mMGQpU8EqJ","MOOSPMPSParser",1666658221,0.87,0.87,1.53,2.18,0.28,1.96,2.23,3.3,0.35,2.38,373.22,100.96,2766844,23.04,11.77,4.01,12.17,12.24,1.78,0.28,12.26,0.62,23.5,22.3,40.434,42,"e00fce68f8f5a1da595c7249",2022-10-25 00:37:03,2022-10-25 00:37:03,2022-10-25 00:37:03,2022-10-25
"13","8y9KNC3Osq","MOOSPMPSParser",1666658400,0.55,0.55,0.59,0.92,0.03,0.62,0.62,1.06,0.03,0.62,257.65,73.52,1219.89,7.29,4.68,0.75,4.69,4.69,0.17,0.17,4.69,0.49,8.6,28.5,29.634,43,"e00fce6856818e5885f65487",2022-10-25 00:40:02,2022-10-25 00:40:02,2022-10-25 00:40:02,2022-10-25
"14","DjUYBlKs82","MOOSPMPSParser",1666658580,0.43,0.43,0,0.94,0.05,0,0,1.28,0.16,0,379.23,101.2,0,15.29,0,1.3,0,0,0.43,0.2,0,0,0,0,37.585,42,"e00fce6835b6173deb1a1f49",2022-10-25 00:43:01,2022-10-25 00:43:01,2022-10-25 00:43:01,2022-10-25
"15","HUMLDgSYIz","MOOSPMPSParser",1666658821,0.54,0.54,1.33,1.54,0.18,1.82,2.14,2.14,0.22,2.32,329.54,84.99,2766919.75,18.23,10.13,3.04,10.59,10.68,1.04,0.25,10.7,0.66,23.1,23.1,38.915,42,"e00fce68f8f5a1da595c7249",2022-10-25 00:47:03,2022-10-25 00:47:03,2022-10-25 00:47:03,2022-10-25
"16","dHNfx62gud","MOOSPMPSParser",1666659000,0.29,0.29,0.67,0.66,0.04,0.71,0.71,0.67,0.04,0.71,229.96,63.63,1263.55,6.39,5.37,0.27,5.38,5.39,0,0,5.39,0.47,8.4,28.1,32.47,43,"e00fce6856818e5885f65487",2022-10-25 00:50:02,2022-10-25 00:50:02,2022-10-25 00:50:02,2022-10-25
"17","F3fCeF2Qk8","MOOSPMPSParser",1666659180,0.2,0.2,0,0.75,0.05,0,0,1.21,0.09,0,363.21,95.39,0,14.43,0,1.75,0,0,0.64,0.44,0,0,0,0,36.886,42,"e00fce6835b6173deb1a1f49",2022-10-25 00:53:01,2022-10-25 00:53:01,2022-10-25 00:53:01,2022-10-25
"18","OwtUlmAnO4","MOOSPMPSParser",1666659421,0.48,0.48,1.18,1.63,0.15,1.6,1.88,2.4,0.24,2.04,290.07,79.39,2767018.75,17.29,8.94,3.37,9.35,9.42,1.2,0.49,9.44,0.69,22.7,22.8,39.657,42,"e00fce68f8f5a1da595c7249",2022-10-25 00:57:03,2022-10-25 00:57:03,2022-10-25 00:57:03,2022-10-25
"19","oqgPJXCoFs","MOOSPMPSParser",1666659600,0.49,0.49,0.54,0.9,0.06,0.58,0.58,0.98,0.06,0.58,257.42,72.24,1306.59,7.3,4.34,0.58,4.35,4.35,0.09,0.09,4.35,0.46,8.3,27.3,33.194,43,"e00fce6856818e5885f65487",2022-10-25 01:00:02,2022-10-25 01:00:02,2022-10-25 01:00:02,2022-10-25
"20","6iMjEIhnD8","MOOSPMPSParser",1666659780,0.39,0.39,0,1.17,0.12,0,0,1.61,0.13,0,396.28,104.68,0,17.8,0,1.72,0,0,0.57,0.34,0,0,0,0,37.799,42,"e00fce6835b6173deb1a1f49",2022-10-25 01:03:01,2022-10-25 01:03:01,2022-10-25 01:03:01,2022-10-25
"21","GbIAEtzwXi","MOOSPMPSParser",1666660021,1.27,1.27,1.57,3.04,0.25,2.08,2.41,4.03,0.35,2.6,419.07,115.56,2767175.5,26.27,11.99,4.87,12.48,12.56,1.43,0.54,12.59,0.68,22.3,23.5,37.977,42,"e00fce68f8f5a1da595c7249",2022-10-25 01:07:03,2022-10-25 01:07:03,2022-10-25 01:07:03,2022-10-25
"22","mMg0HWVSVZ","MOOSPMPSParser",1666660200,0.3,0.3,0.53,0.63,0.04,0.56,0.56,0.74,0.09,0.56,222.34,62.18,1349.32,5.57,4.18,0.95,4.19,4.19,0.16,0.09,4.19,0.44,8.3,27,31.536,43,"e00fce6856818e5885f65487",2022-10-25 01:10:02,2022-10-25 01:10:02,2022-10-25 01:10:02,2022-10-25
"23","fXgvHfnDMS","MOOSPMPSParser",1666660380,0.37,0.37,0,1.25,0.12,0,0,1.62,0.12,0,420.63,111.42,0,16.9,0,2.02,0,0,0.38,0.22,0,0,0,0,33.32,42,"e00fce6835b6173deb1a1f49",2022-10-25 01:13:01,2022-10-25 01:13:01,2022-10-25 01:13:01,2022-10-25
"24","XX1HgR10uF","MOOSPMPSParser",1666660621,0.74,0.74,1.95,2.08,0.21,2.65,3.12,3.39,0.25,3.38,339.78,92.53,2767305.5,22.87,14.8,3.87,15.48,15.6,1.95,0.88,15.63,0.69,21.8,23.8,36.504,42,"e00fce68f8f5a1da595c7249",2022-10-25 01:17:03,2022-10-25 01:17:03,2022-10-25 01:17:03,2022-10-25
"25","WMbLGbQ2s1","MOOSPMPSParser",1666660800,0.47,0.47,0.69,0.72,0.06,0.73,0.73,0.81,0.06,0.73,240.69,67.85,1396.65,6.31,5.49,0.54,5.51,5.51,0.11,0.09,5.51,0.44,8.1,27.1,32.765,43,"e00fce6856818e5885f65487",2022-10-25 01:20:02,2022-10-25 01:20:02,2022-10-25 01:20:02,2022-10-25
"26","lym00U3uFY","MOOSPMPSParser",1666660980,0.31,0.31,0,0.93,0.18,0,0,1.36,0.27,0,369.36,98.68,0,14.78,0,1.61,0,0,0.53,0.2,0,0,0,0,35.624,42,"e00fce6835b6173deb1a1f49",2022-10-25 01:23:01,2022-10-25 01:23:01,2022-10-25 01:23:01,2022-10-25
"27","pH6xMm9eMb","MOOSPMPSParser",1666661221,0.86,0.86,1.33,2.05,0.22,1.71,1.94,2.86,0.25,2.07,348.37,95.13,2767440.75,20.36,10.27,3.22,10.61,10.68,1.34,0.43,10.69,0.66,21.8,24.3,37.182,42,"e00fce68f8f5a1da595c7249",2022-10-25 01:27:03,2022-10-25 01:27:03,2022-10-25 01:27:03,2022-10-25
