"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","yQ5NkmxXa2","MOOSPMPSParser",1660003441,0.99,0.99,0.92,1.55,0.14,0.98,0.98,1.76,0.14,0.98,341.55,94.28,494719.09,14.77,7.34,0.84,7.36,7.37,0.35,0.09,7.37,0.42,26.8,27.2,39.01,42,"e00fce68f8f5a1da595c7249",2022-08-09 00:04:03,2022-08-09 00:04:03,2022-08-09 00:04:03,2022-08-09
"2","7bEpxep4rt","MOOSPMPSParser",1660003621,1.92,1.92,1.44,2.31,0.25,1.52,1.52,2.48,0.28,1.52,516.68,145.35,336958.53,12.82,11.46,0.47,11.49,11.49,0.22,0.17,11.49,0.44,23.6,30.3,33.604,42,"e00fce68a145996ae3d821b8",2022-08-09 00:06:59,2022-08-09 00:06:59,2022-08-09 00:06:59,2022-08-09
"3","U0HhxeHkyI","MOOSPMPSParser",1660003741,0.05,0.05,0.8,0.17,0.02,0.84,0.84,0.24,0.06,0.84,325.75,81.8,399812.44,7.26,6.34,0.34,6.36,6.36,0.08,0.08,6.36,0.42,25.2,22.6,29.566,42,"e00fce6835b6173deb1a1f49",2022-08-09 00:08:57,2022-08-09 00:08:57,2022-08-09 00:08:57,2022-08-09
"4","cQbXJHeezq","MOOSPMPSParser",1660004041,0.74,0.74,1.05,1.3,0.17,1.11,1.11,1.39,0.17,1.11,314.65,87.31,494787.66,13.51,8.33,0.77,8.36,8.36,0.17,0,8.36,0.43,26.5,29.7,42.272,42,"e00fce68f8f5a1da595c7249",2022-08-09 00:14:09,2022-08-09 00:14:09,2022-08-09 00:14:09,2022-08-09
"5","BHSi0xeasc","MOOSPMPSParser",1660004221,1.86,1.86,1.5,2.25,0.28,1.58,1.58,2.4,0.28,1.58,515.77,148.75,337063.12,11.19,11.92,0.33,11.95,11.96,0.12,0.08,11.96,0.44,23.3,31.5,34.069,42,"e00fce68a145996ae3d821b8",2022-08-09 00:16:59,2022-08-09 00:16:59,2022-08-09 00:16:59,2022-08-09
"6","O2Ne1kvtxO","MOOSPMPSParser",1660004341,0.08,0.08,0.85,0.22,0.05,0.89,0.89,0.35,0.05,0.89,333.26,84.94,399862.94,7.63,6.74,0.51,6.75,6.75,0.13,0.05,6.76,0.44,24.3,24,29.548,42,"e00fce6835b6173deb1a1f49",2022-08-09 00:18:57,2022-08-09 00:18:57,2022-08-09 00:18:57,2022-08-09
"7","JIfReVRqRP","MOOSPMPSParser",1660004641,0.87,0.87,0.93,1.49,0.18,0.99,0.99,1.63,0.18,0.99,335.79,93.07,494856.66,13.52,7.43,0.76,7.45,7.45,0.16,0.08,7.45,0.42,25.8,31.3,37.642,42,"e00fce68f8f5a1da595c7249",2022-08-09 00:24:03,2022-08-09 00:24:03,2022-08-09 00:24:03,2022-08-09
"8","MeUWeqtPMD","MOOSPMPSParser",1660004821,2.17,2.17,1.23,2.62,0.19,1.31,1.31,2.73,0.19,1.31,567.92,160.8,337160.72,10.32,9.82,0.55,9.85,9.85,0.12,0.04,9.85,0.42,23.1,32.3,33.715,42,"e00fce68a145996ae3d821b8",2022-08-09 00:26:59,2022-08-09 00:26:59,2022-08-09 00:26:59,2022-08-09
"9","Ae8xC3lFYR","MOOSPMPSParser",1660004941,0.01,0.01,0.7,0.17,0.02,0.74,0.74,0.17,0.02,0.74,322.5,83.57,399916.22,7.2,5.56,0.22,5.57,5.57,0,0,5.57,0.45,23.9,23.2,29.059,42,"e00fce6835b6173deb1a1f49",2022-08-09 00:28:57,2022-08-09 00:28:57,2022-08-09 00:28:57,2022-08-09
"10","nxFvFHr8sK","MOOSPMPSParser",1660005241,0.82,0.82,1.28,1.61,0.15,1.35,1.35,2.13,0.2,1.35,340.98,92.35,494935,15.82,10.18,2.03,10.21,10.22,0.94,0.08,10.22,0.44,25.8,30.1,33.788,42,"e00fce68f8f5a1da595c7249",2022-08-09 00:34:03,2022-08-09 00:34:03,2022-08-09 00:34:03,2022-08-09
