"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","uGBFQQ3qj6","MOOSPMPSParser",1659312181,2.83,2.83,2.79,4.46,0.4,2.95,2.95,4.89,0.4,2.95,874.48,234.01,242304.72,33.02,22.23,2.21,22.28,22.29,0.53,0.18,22.29,0.44,13.2,79.4,24.025,42,"e00fce6835b6173deb1a1f49",2022-08-01 00:02:56,2022-08-01 00:02:56,2022-08-01 00:02:56,2022-08-01
"2","lQynvVu9SM","MOOSPMPSParser",1659312301,3.16,3.16,2.83,3.98,0.43,2.99,2.99,4.41,0.45,2.99,694.62,201.51,144006.17,21.36,22.5,1.14,22.55,22.56,0.48,0.21,22.57,0.47,15,75,23.48,42,"e00fce68a145996ae3d821b8",2022-08-01 00:05:02,2022-08-01 00:05:03,2022-08-01 00:05:03,2022-08-01
"3","10c9OD7cxh","MOOSPMPSParser",1659312360,2.29,2.29,1.85,3.71,0.4,1.96,1.96,3.89,0.42,1.96,608.13,167.49,290918.97,28.07,14.74,1.45,14.79,14.79,0.24,0.09,14.8,0.43,24,45.8,35.833,42,"e00fce68f8f5a1da595c7249",2022-08-01 00:05:58,2022-08-01 00:05:58,2022-08-01 00:05:58,2022-08-01
"4","MWfNwiaqVu","MOOSPMPSParser",1659312781,3.24,3.24,2.75,5.1,0.55,2.91,2.91,5.35,0.58,2.91,954.78,255.74,242512.09,40.05,21.9,2.32,21.96,21.97,0.3,0.09,21.97,0.45,13.5,77,22.781,42,"e00fce6835b6173deb1a1f49",2022-08-01 00:12:56,2022-08-01 00:12:56,2022-08-01 00:12:56,2022-08-01
"5","uS0KgdKwUC","MOOSPMPSParser",1659312901,3.25,3.25,2.65,4.14,0.42,2.8,2.8,4.46,0.47,2.8,707.39,206.36,144189.11,21.45,21.1,0.93,21.15,21.16,0.33,0.16,21.17,0.47,15,75.2,22.154,42,"e00fce68a145996ae3d821b8",2022-08-01 00:15:02,2022-08-01 00:15:02,2022-08-01 00:15:02,2022-08-01
"6","gx3qttprGE","MOOSPMPSParser",1659312960,2.09,2.09,1.7,3.34,0.38,1.8,1.8,3.48,0.43,1.8,559.09,155.32,291050.81,26.54,13.54,1.3,13.58,13.58,0.25,0,13.59,0.43,24.3,43.7,35.956,42,"e00fce68f8f5a1da595c7249",2022-08-01 00:15:58,2022-08-01 00:15:59,2022-08-01 00:15:59,2022-08-01
"7","HL15toutgh","MOOSPMPSParser",1659313381,2.76,2.76,2.94,4.41,0.35,3.11,3.11,4.57,0.39,3.11,854.66,229.01,242715.45,35.45,23.41,1.53,23.47,23.48,0.13,0.04,23.48,0.45,13.4,79.6,23.447,42,"e00fce6835b6173deb1a1f49",2022-08-01 00:22:56,2022-08-01 00:22:57,2022-08-01 00:22:57,2022-08-01
"8","MMErNFG8DM","MOOSPMPSParser",1659313501,2.92,2.92,2.27,3.74,0.37,2.4,2.4,4.03,0.37,2.4,652.26,188.01,144355.41,20.02,18.05,1.06,18.1,18.11,0.31,0.22,18.11,0.46,15.5,72.7,23.809,42,"e00fce68a145996ae3d821b8",2022-08-01 00:25:02,2022-08-01 00:25:03,2022-08-01 00:25:03,2022-08-01
"9","1JINI4FQBG","MOOSPMPSParser",1659313560,1.79,1.79,1.45,3.04,0.24,1.54,1.54,3.18,0.24,1.54,521.75,143.44,291161.91,22.76,11.57,1.81,11.6,11.61,0.28,0,11.61,0.42,24.1,41.8,37.629,42,"e00fce68f8f5a1da595c7249",2022-08-01 00:25:58,2022-08-01 00:25:58,2022-08-01 00:25:58,2022-08-01
"10","SY2nRYD2ts","MOOSPMPSParser",1659313981,2.09,2.09,2.15,3.35,0.26,2.27,2.27,3.62,0.29,2.27,743.45,197.86,242890,28.01,17.1,1.89,17.15,17.15,0.3,0.13,17.16,0.44,13,77.7,24.362,42,"e00fce6835b6173deb1a1f49",2022-08-01 00:32:56,2022-08-01 00:32:56,2022-08-01 00:32:56,2022-08-01
"11","kP2BVIVx9c","MOOSPMPSParser",1659314101,2.66,2.66,2.2,3.39,0.34,2.33,2.33,3.65,0.37,2.33,609.22,177.85,144511.67,19.06,17.54,0.59,17.58,17.59,0.32,0.15,17.59,0.47,16.1,66.3,26.315,42,"e00fce68a145996ae3d821b8",2022-08-01 00:35:02,2022-08-01 00:35:03,2022-08-01 00:35:03,2022-08-01
"12","tGwWvfEhiH","MOOSPMPSParser",1659314160,1.75,1.75,1.53,2.95,0.31,1.61,1.61,3.23,0.46,1.61,493.54,138.4,291276.53,22.62,12.14,1.69,12.17,12.18,0.52,0,12.18,0.4,24.1,43.7,37.662,42,"e00fce68f8f5a1da595c7249",2022-08-01 00:35:58,2022-08-01 00:35:58,2022-08-01 00:35:58,2022-08-01
"13","ShDUbbFRrt","MOOSPMPSParser",1659314581,1.72,1.72,2.11,2.92,0.33,2.23,2.23,3.1,0.33,2.23,684.6,185.08,243047.06,27.14,16.79,1.45,16.83,16.84,0.21,0.04,16.84,0.44,12.9,79.3,24.888,42,"e00fce6835b6173deb1a1f49",2022-08-01 00:42:56,2022-08-01 00:42:56,2022-08-01 00:42:56,2022-08-01
"14","PLHmKbd6b7","MOOSPMPSParser",1659314701,2.96,2.96,2.45,3.73,0.41,2.59,2.59,4.13,0.43,2.59,655.89,191.74,144671.59,21.03,19.5,1.12,19.55,19.55,0.46,0.33,19.56,0.46,16.6,64.4,26.558,42,"e00fce68a145996ae3d821b8",2022-08-01 00:45:02,2022-08-01 00:45:02,2022-08-01 00:45:02,2022-08-01
"15","RO2Vy1faFm","MOOSPMPSParser",1659314760,1.67,1.67,1.76,2.98,0.26,1.86,1.86,3.32,0.26,1.86,480.88,136.29,291391.78,24.92,14.01,2.11,14.05,14.05,0.5,0.08,14.06,0.42,24.3,42.7,36.827,42,"e00fce68f8f5a1da595c7249",2022-08-01 00:45:58,2022-08-01 00:45:58,2022-08-01 00:45:58,2022-08-01
"16","dFIG6ohlUd","MOOSPMPSParser",1659315181,1.48,1.48,2.01,2.5,0.2,2.13,2.13,2.62,0.2,2.13,643.07,172.36,243193.97,22.45,16.03,1.12,16.07,16.08,0.17,0.04,16.08,0.46,12.9,79.8,24.337,42,"e00fce6835b6173deb1a1f49",2022-08-01 00:52:56,2022-08-01 00:52:56,2022-08-01 00:52:56,2022-08-01
"17","NHgrYXed9s","MOOSPMPSParser",1659315360,1.79,1.79,1.65,2.92,0.34,1.74,1.74,3.11,0.43,1.74,483.58,137.21,291502.16,22.05,13.12,2.28,13.16,13.17,0.26,0.09,13.17,0.42,24.3,43.6,36.163,42,"e00fce68f8f5a1da595c7249",2022-08-01 00:55:58,2022-08-01 00:55:59,2022-08-01 00:55:59,2022-08-01
"18","VaawcddNLd","MOOSPMPSParser",1659315360,3.34,3.34,2.72,4.38,0.42,2.88,2.88,4.69,0.44,2.88,722.39,213.31,144872.7,24.22,21.65,1.08,21.7,21.71,0.32,0.16,21.71,0.45,16.2,66.2,25.791,42,"e00fce68a145996ae3d821b8",2022-08-01 00:56:02,2022-08-01 00:56:02,2022-08-01 00:56:02,2022-08-01
"19","beZo23cO1v","MOOSPMPSParser",1659315781,1.52,1.52,1.96,2.55,0.3,2.08,2.08,2.76,0.33,2.08,654.38,174.67,243338.94,24.22,15.64,1.2,15.68,15.68,0.33,0.05,15.69,0.45,12.8,76.9,24.721,42,"e00fce6835b6173deb1a1f49",2022-08-01 01:02:56,2022-08-01 01:02:56,2022-08-01 01:02:56,2022-08-01
"20","WiFlxfkiFt","MOOSPMPSParser",1659315960,1.98,1.98,1.88,3.2,0.34,1.99,1.99,3.62,0.42,1.99,514.21,146.81,291629.31,22.94,14.96,1.8,15,15.01,0.64,0.25,15.01,0.41,24.2,43.2,35.631,42,"e00fce68f8f5a1da595c7249",2022-08-01 01:05:59,2022-08-01 01:05:59,2022-08-01 01:05:59,2022-08-01
"21","h007xfPN2z","MOOSPMPSParser",1659315960,3.62,3.62,2.78,4.49,0.45,2.94,2.94,5.1,0.49,2.94,770.34,223.75,145063.5,21.69,22.1,1.45,22.15,22.16,0.64,0.39,22.16,0.46,16,69.7,23.62,42,"e00fce68a145996ae3d821b8",2022-08-01 01:06:01,2022-08-01 01:06:02,2022-08-01 01:06:02,2022-08-01
"22","gKlKW0OtHv","MOOSPMPSParser",1659316381,1.68,1.68,2.03,2.82,0.26,2.14,2.14,3.23,0.31,2.14,672.19,178.42,243481.3,25.23,16.14,1.93,16.18,16.19,0.43,0.21,16.19,0.45,12.8,76.6,25.787,42,"e00fce6835b6173deb1a1f49",2022-08-01 01:12:56,2022-08-01 01:12:56,2022-08-01 01:12:56,2022-08-01
"23","wcUGLP0jrN","MOOSPMPSParser",1659316560,2.27,2.27,2.04,3.67,0.36,2.16,2.16,3.97,0.5,2.16,597.62,164.9,291767.31,26.15,16.23,2.04,16.28,16.29,0.42,0.2,16.29,0.42,24,43.9,35.579,42,"e00fce68f8f5a1da595c7249",2022-08-01 01:15:58,2022-08-01 01:15:59,2022-08-01 01:15:59,2022-08-01
"24","TZ5Vk7Xpjf","MOOSPMPSParser",1659316560,3.69,3.69,2.94,4.55,0.44,3.11,3.11,5.01,0.46,3.11,773.38,225.49,145255.19,23.07,23.44,0.93,23.5,23.5,0.47,0.39,23.51,0.44,15.6,69,22.588,42,"e00fce68a145996ae3d821b8",2022-08-01 01:16:01,2022-08-01 01:16:02,2022-08-01 01:16:02,2022-08-01
"25","sNQLtlFuFc","MOOSPMPSParser",1659316981,1.59,1.59,2.18,2.54,0.21,2.3,2.3,2.78,0.21,2.3,626.4,169.23,243622.89,21.88,17.32,1.04,17.36,17.37,0.3,0.13,17.37,0.46,12.7,76.2,25.788,42,"e00fce6835b6173deb1a1f49",2022-08-01 01:22:56,2022-08-01 01:22:56,2022-08-01 01:22:56,2022-08-01
