"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","NBGAfLXUea","MOOSPMPSParser",1667779860,0.02,0.02,0.92,0.4,0.09,1.05,1.11,0.58,0.09,1.14,158.81,46.7,54.35,6.12,7.24,0.92,7.33,7.34,0.16,0,7.35,0.58,7.6,35.2,22.055,43,"e00fce6856818e5885f65487",2022-11-07 00:11:03,2022-11-07 00:11:03,2022-11-07 00:11:03,2022-11-07
"2","OENZU17GYE","MOOSPMPSParser",1667780460,0.17,0.17,0.84,0.77,0.08,0.92,0.95,0.9,0.12,0.96,211.36,61.19,114.12,7.2,6.65,1.26,6.7,6.71,0.12,0.04,6.71,0.56,7.6,34.4,27.811,43,"e00fce6856818e5885f65487",2022-11-07 00:21:02,2022-11-07 00:21:02,2022-11-07 00:21:02,2022-11-07
"3","UHJ22Yirie","MOOSPMPSParser",1667849461,4.09,4.09,2.73,5.46,0.47,2.89,2.89,6.16,0.51,2.89,928.94,266.7,191.15,26.85,21.74,2.36,21.8,21.8,0.87,0.63,21.81,0.43,15.9,32.7,17.529,43,"e00fce6856818e5885f65487",2022-11-07 19:31:03,2022-11-07 19:31:03,2022-11-07 19:31:03,2022-11-07
"4","VxyyLKncQP","MOOSPMPSParser",1667850061,3.98,3.98,2.68,5.53,0.56,2.84,2.84,6.02,0.64,2.84,956.64,270.87,373.37,27.03,21.37,2.65,21.42,21.43,0.5,0.34,21.43,0.44,16.8,31.5,22.316,43,"e00fce6856818e5885f65487",2022-11-07 19:41:03,2022-11-07 19:41:03,2022-11-07 19:41:03,2022-11-07
"5","BDOSCY02if","MOOSPMPSParser",1667850661,4.49,4.49,2.64,6.31,0.68,2.8,2.8,6.82,0.69,2.8,1019.45,291.15,561.28,29.87,21.05,3.08,21.1,21.11,0.73,0.35,21.11,0.44,17.2,29.6,23.238,43,"e00fce6856818e5885f65487",2022-11-07 19:51:03,2022-11-07 19:51:03,2022-11-07 19:51:03,2022-11-07
"6","LxswfABe6g","MOOSPMPSParser",1667851261,4.82,4.82,2.75,6.09,0.64,2.91,2.91,6.46,0.64,2.91,1016.68,293.74,759.16,26.87,21.89,2.31,21.94,21.95,0.35,0.18,21.95,0.41,17.4,29.5,23.653,43,"e00fce6856818e5885f65487",2022-11-07 20:01:03,2022-11-07 20:01:03,2022-11-07 20:01:03,2022-11-07
"7","e1vWdGBP4P","MOOSPMPSParser",1667851861,5.1,5.1,2.8,6.65,0.69,2.96,2.96,6.85,0.72,2.96,1063.64,308.86,950.98,29.64,22.27,1.81,22.33,22.34,0.25,0.17,22.34,0.42,17.9,28.5,24.517,43,"e00fce6856818e5885f65487",2022-11-07 20:11:03,2022-11-07 20:11:03,2022-11-07 20:11:03,2022-11-07
"8","OaSE2Q5VN6","MOOSPMPSParser",1667852461,4.92,4.92,2.62,6.78,0.71,2.77,2.77,6.95,0.71,2.77,1048.82,302.52,1141.98,30.37,20.87,3.08,20.92,20.93,0.26,0.08,20.93,0.44,18.1,28.2,25.995,43,"e00fce6856818e5885f65487",2022-11-07 20:21:03,2022-11-07 20:21:03,2022-11-07 20:21:03,2022-11-07
"9","9IQOtXk7lX","MOOSPMPSParser",1667853061,4.92,4.92,2.66,6.38,0.7,2.81,2.81,6.71,0.7,2.81,1028.51,295.02,1339.51,29.25,21.15,2.31,21.2,21.21,0.54,0.17,21.21,0.42,18.3,28.3,24.728,43,"e00fce6856818e5885f65487",2022-11-07 20:31:03,2022-11-07 20:31:03,2022-11-07 20:31:03,2022-11-07
"10","NaD91lFX5R","MOOSPMPSParser",1667853661,5.05,5.05,2.71,6.84,0.65,2.87,2.87,7,0.65,2.87,1059.42,308.08,1531.47,29.73,21.61,2.28,21.66,21.67,0.18,0.09,21.67,0.41,18.9,26.6,26.905,43,"e00fce6856818e5885f65487",2022-11-07 20:41:03,2022-11-07 20:41:03,2022-11-07 20:41:03,2022-11-07
"11","G99MXhUcWY","MOOSPMPSParser",1667854261,5.51,5.51,3.31,7.21,0.65,3.5,3.5,7.71,0.71,3.5,1130.57,326.61,1731.41,31.67,26.33,2.85,26.39,26.4,0.62,0.45,26.41,0.44,18.9,26.8,27.867,43,"e00fce6856818e5885f65487",2022-11-07 20:51:03,2022-11-07 20:51:03,2022-11-07 20:51:03,2022-11-07
"12","wALlSEvGHG","MOOSPMPSParser",1667854861,5.66,5.66,3.08,7.54,0.75,3.26,3.26,8.01,0.83,3.26,1185.94,340.33,1951.93,34.75,24.51,2.25,24.57,24.58,0.62,0.47,24.58,0.42,19.3,26.2,27.852,43,"e00fce6856818e5885f65487",2022-11-07 21:01:03,2022-11-07 21:01:03,2022-11-07 21:01:03,2022-11-07
"13","nD0p747YGJ","MOOSPMPSParser",1667855461,5.84,5.84,3.12,7.87,0.69,3.3,3.3,8.28,0.75,3.3,1175.62,340.16,2171.69,35.57,24.84,3.58,24.91,24.91,0.48,0.38,24.92,0.43,19.6,26.6,27.335,43,"e00fce6856818e5885f65487",2022-11-07 21:11:03,2022-11-07 21:11:03,2022-11-07 21:11:03,2022-11-07
"14","tBLAUJde9t","MOOSPMPSParser",1667856061,5.56,5.56,3.31,7.41,0.71,3.49,3.49,7.88,0.73,3.49,1138.04,326.84,2394.72,36.43,26.31,2.6,26.38,26.38,0.61,0.34,26.39,0.41,19.6,25.5,28.189,43,"e00fce6856818e5885f65487",2022-11-07 21:21:03,2022-11-07 21:21:03,2022-11-07 21:21:03,2022-11-07
"15","OuDsffxxmy","MOOSPMPSParser",1667856661,5.89,5.89,3.05,7.71,0.83,3.23,3.23,7.91,0.83,3.23,1172.41,338.08,2619.24,32.91,24.3,2.66,24.36,24.36,0.24,0.16,24.37,0.42,19.5,25.6,27.831,43,"e00fce6856818e5885f65487",2022-11-07 21:31:03,2022-11-07 21:31:03,2022-11-07 21:31:03,2022-11-07
