"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","FHfehifnU2","MOOSPMPSParser",1659916921,1.09,1.09,0.84,1.68,0.12,0.89,0.89,1.89,0.12,0.89,364.63,98.97,480369.16,13.45,6.66,0.88,6.68,6.68,0.36,0,6.69,0.42,27.1,29.7,43.683,42,"e00fce68f8f5a1da595c7249",2022-08-08 00:02:00,2022-08-08 00:02:00,2022-08-08 00:02:00,2022-08-08
"2","qBlEkLOl00","MOOSPMPSParser",1659917041,1.45,1.45,1.25,1.85,0.17,1.32,1.32,2.02,0.19,1.32,447.32,128.53,323905.06,8.03,9.94,0.52,9.97,9.97,0.18,0.09,9.97,0.43,23.3,34.6,35.893,42,"e00fce68a145996ae3d821b8",2022-08-08 00:04:01,2022-08-08 00:04:01,2022-08-08 00:04:01,2022-08-08
"3","zWcLBh0HuD","MOOSPMPSParser",1659917161,0.19,0.19,0.92,0.58,0.04,0.97,0.97,0.58,0.04,0.97,406.14,104.62,385401.5,10.19,7.3,0.51,7.32,7.32,0.09,0,7.32,0.45,20.8,41.5,24.432,42,"e00fce6835b6173deb1a1f49",2022-08-08 00:06:00,2022-08-08 00:06:00,2022-08-08 00:06:00,2022-08-08
"4","Le4A4PNq1I","MOOSPMPSParser",1659917521,0.62,0.62,1.16,1.09,0.14,1.23,1.23,1.19,0.14,1.23,285.64,76.44,480431.41,10.77,9.26,0.59,9.29,9.3,0.17,0.08,9.3,0.45,27,30.3,45.589,42,"e00fce68f8f5a1da595c7249",2022-08-08 00:12:00,2022-08-08 00:12:01,2022-08-08 00:12:01,2022-08-08
"5","pPEmtblEvo","MOOSPMPSParser",1659917641,1.5,1.5,1.18,1.91,0.18,1.24,1.24,2.1,0.19,1.24,452.35,128.92,323991.66,9.47,9.36,0.51,9.39,9.39,0.17,0.13,9.39,0.44,23.6,34.4,36.076,42,"e00fce68a145996ae3d821b8",2022-08-08 00:14:01,2022-08-08 00:14:01,2022-08-08 00:14:01,2022-08-08
"6","vrDDStlwk6","MOOSPMPSParser",1659917761,0.34,0.34,0.94,0.77,0.05,1,1,0.97,0.05,1,419.95,107.92,385469.09,11.24,7.52,0.91,7.54,7.54,0.25,0.04,7.54,0.47,20.4,42,23.353,42,"e00fce6835b6173deb1a1f49",2022-08-08 00:15:59,2022-08-08 00:16:00,2022-08-08 00:16:00,2022-08-08
"7","iEFhXA6qFf","MOOSPMPSParser",1659918121,0.74,0.74,0.8,1.36,0.11,0.84,0.84,1.62,0.15,0.84,308.3,84.12,480491.72,11.01,6.36,1.34,6.38,6.38,0.43,0.09,6.38,0.43,26.7,30.3,46.313,42,"e00fce68f8f5a1da595c7249",2022-08-08 00:22:00,2022-08-08 00:22:00,2022-08-08 00:22:00,2022-08-08
"8","GgQVX8gXbB","MOOSPMPSParser",1659918241,1.57,1.57,1.19,1.84,0.16,1.25,1.25,1.91,0.16,1.25,462.72,132.3,324067.53,9.06,9.44,0.3,9.46,9.46,0.09,0.04,9.47,0.44,23.4,34.9,36.408,42,"e00fce68a145996ae3d821b8",2022-08-08 00:24:01,2022-08-08 00:24:01,2022-08-08 00:24:01,2022-08-08
"9","BYKCVJAKpV","MOOSPMPSParser",1659918361,0.2,0.2,1.11,0.48,0.05,1.18,1.18,0.7,0.11,1.18,395.57,99.13,385537.06,9.94,8.85,0.64,8.87,8.87,0.3,0.26,8.87,0.44,20.1,43.4,23.436,42,"e00fce6835b6173deb1a1f49",2022-08-08 00:25:59,2022-08-08 00:26:00,2022-08-08 00:26:00,2022-08-08
"10","ADxYzmvbt2","MOOSPMPSParser",1659918721,0.66,0.66,1.16,1.46,0.31,1.23,1.23,1.67,0.34,1.23,300.75,83.64,480553.22,12.83,9.27,1.88,9.3,9.3,0.34,0.09,9.3,0.44,26.9,30.4,47.505,42,"e00fce68f8f5a1da595c7249",2022-08-08 00:32:00,2022-08-08 00:32:00,2022-08-08 00:32:00,2022-08-08
"11","8OwO0C0Ky5","MOOSPMPSParser",1659918841,1.66,1.66,1.18,1.97,0.21,1.24,1.24,2.2,0.26,1.24,459.28,131.32,324148.56,10.12,9.37,0.51,9.39,9.4,0.25,0.13,9.4,0.46,22.9,35.8,36.002,42,"e00fce68a145996ae3d821b8",2022-08-08 00:34:01,2022-08-08 00:34:01,2022-08-08 00:34:01,2022-08-08
"12","u0mqyXMhXm","MOOSPMPSParser",1659918961,0.26,0.26,1.47,0.57,0.12,1.56,1.56,0.9,0.15,1.56,406.23,99.91,385607.81,9.79,11.71,0.98,11.74,11.74,0.45,0.32,11.74,0.48,19,57.4,22.397,42,"e00fce6835b6173deb1a1f49",2022-08-08 00:35:59,2022-08-08 00:36:00,2022-08-08 00:36:00,2022-08-08
"13","gPlTV3uZBy","MOOSPMPSParser",1659919321,0.63,0.63,1.05,1.24,0.1,1.11,1.11,1.52,0.14,1.11,303.57,83.3,480613.94,12.04,8.36,1.28,8.39,8.39,0.43,0.09,8.39,0.41,26.9,30,47.722,42,"e00fce68f8f5a1da595c7249",2022-08-08 00:42:00,2022-08-08 00:42:00,2022-08-08 00:42:00,2022-08-08
"14","7E3Q6z7CHr","MOOSPMPSParser",1659919441,1.46,1.46,1.26,1.91,0.16,1.33,1.33,2.15,0.16,1.33,450.47,126.92,324231.28,9.68,10,0.56,10.02,10.02,0.31,0.18,10.03,0.45,22.6,36.5,35.894,42,"e00fce68a145996ae3d821b8",2022-08-08 00:44:01,2022-08-08 00:44:01,2022-08-08 00:44:01,2022-08-08
"15","fd0MVlEhQb","MOOSPMPSParser",1659919561,0.42,0.42,0.82,0.74,0.03,0.86,0.86,0.85,0.03,0.86,424.07,110.9,385677.06,10.42,6.5,0.67,6.52,6.52,0.17,0.12,6.52,0.47,17.3,45.2,22.432,42,"e00fce6835b6173deb1a1f49",2022-08-08 00:45:59,2022-08-08 00:46:00,2022-08-08 00:46:00,2022-08-08
"16","AJ9Elo8s6Z","MOOSPMPSParser",1659919921,0.7,0.7,0.79,1.26,0.1,0.83,0.83,1.4,0.15,0.83,316.11,85.19,480673.69,13.02,6.28,0.58,6.3,6.3,0.25,0,6.3,0.43,26.9,30.9,47.055,42,"e00fce68f8f5a1da595c7249",2022-08-08 00:52:00,2022-08-08 00:52:00,2022-08-08 00:52:00,2022-08-08
"17","MGJu9Afs6W","MOOSPMPSParser",1659920100,1.5,1.5,1.26,1.92,0.18,1.33,1.33,2.08,0.18,1.33,451.4,127.37,324326.97,9.37,10.01,0.44,10.04,10.04,0.16,0.08,10.04,0.45,22.4,36.9,35.216,42,"e00fce68a145996ae3d821b8",2022-08-08 00:55:00,2022-08-08 00:55:00,2022-08-08 00:55:00,2022-08-08
"18","jZWeYPSXds","MOOSPMPSParser",1659920161,0.52,0.52,1.37,0.91,0.07,1.5,1.55,1.2,0.1,1.57,463.5,118.67,385767.56,13.17,10.84,0.8,10.92,10.94,0.31,0.18,10.94,0.51,16,70.2,22.868,42,"e00fce6835b6173deb1a1f49",2022-08-08 00:55:59,2022-08-08 00:56:00,2022-08-08 00:56:00,2022-08-08
"19","8rt4D3y7Wp","MOOSPMPSParser",1659920521,0.95,0.95,0.84,1.74,0.14,0.89,0.89,1.91,0.14,0.89,344.01,96.1,480742.16,16.25,6.69,1.03,6.71,6.71,0.28,0,6.72,0.43,26.7,30.7,48.201,42,"e00fce68f8f5a1da595c7249",2022-08-08 01:02:00,2022-08-08 01:02:00,2022-08-08 01:02:00,2022-08-08
"20","OC5jFi9aLw","MOOSPMPSParser",1659920700,1.47,1.47,1.17,1.73,0.22,1.24,1.24,1.9,0.22,1.24,458.91,131.13,324410.09,9.53,9.34,0.39,9.36,9.37,0.17,0.04,9.37,0.46,22.1,37.2,34.947,42,"e00fce68a145996ae3d821b8",2022-08-08 01:05:00,2022-08-08 01:05:00,2022-08-08 01:05:00,2022-08-08
"21","xoLjHcybHD","MOOSPMPSParser",1659920761,0.53,0.53,1.17,1.33,0.1,1.3,1.35,1.56,0.1,1.37,475.61,124.48,385852.66,16.61,9.23,1.09,9.32,9.33,0.34,0.22,9.33,0.53,14.2,57.8,25.076,42,"e00fce6835b6173deb1a1f49",2022-08-08 01:05:59,2022-08-08 01:06:00,2022-08-08 01:06:00,2022-08-08
"22","ymQTmq9zY7","MOOSPMPSParser",1659921121,0.55,0.55,0.83,1.15,0.1,0.88,0.88,1.2,0.1,0.88,306.87,84.28,480805.94,13.46,6.62,0.62,6.64,6.64,0.09,0,6.64,0.42,26.3,30.7,47.312,42,"e00fce68f8f5a1da595c7249",2022-08-08 01:12:00,2022-08-08 01:12:00,2022-08-08 01:12:00,2022-08-08
"23","UuURjgCU7U","MOOSPMPSParser",1659921300,1.56,1.56,1.12,1.9,0.17,1.19,1.19,2.05,0.17,1.19,450.63,127.9,324492.06,9.1,8.93,0.48,8.96,8.96,0.22,0.08,8.96,0.44,22.1,37.7,35.533,42,"e00fce68a145996ae3d821b8",2022-08-08 01:15:00,2022-08-08 01:15:00,2022-08-08 01:15:00,2022-08-08
