"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","gFsQNk1uQ4","MOOSPMPSParser",1676941561,2.84,2.84,2.33,4.12,4.12,2.47,2.47,4.32,4.32,2.47,638.26,177.99,150.11,28.29,18.56,1.23,18.61,18.61,85.73,332.77,18.62,0.49,9.8,36.2,43.107,42,"e00fce6856818e5885f65487",2023-02-21 01:06:02,2023-02-21 01:06:03,2023-02-21 01:06:03,2023-02-21
"2","vqAve10s0c","MOOSPMPSParser",1676942161,2.73,2.73,2.59,4.09,4.09,2.74,2.74,4.33,4.33,2.74,635.52,179.32,281.14,25.91,20.6,2.01,20.65,20.66,88.02,330.2,20.66,0.49,9.9,35.7,43.087,42,"e00fce6856818e5885f65487",2023-02-21 01:16:02,2023-02-21 01:16:03,2023-02-21 01:16:03,2023-02-21
"3","2HOrfTSYdr","MOOSPMPSParser",1676942761,3.14,3.14,0.99,4.4,4.4,1.05,1.06,4.53,4.53,1.06,697.16,195.45,418.74,27.95,7.89,1.23,7.91,7.92,87.33,330.19,7.92,0.5,10,34.5,42.81,42,"e00fce6856818e5885f65487",2023-02-21 01:26:02,2023-02-21 01:26:03,2023-02-21 01:26:03,2023-02-21
"4","wmVJCI7HAY","MOOSPMPSParser",1676943361,1.1,1.1,0.87,1.69,1.69,0.92,0.92,1.93,1.93,0.92,338.53,95.63,489.72,12.28,6.94,0.92,6.96,6.96,88.64,316.52,6.96,0.47,10.6,31.9,43.275,42,"e00fce6856818e5885f65487",2023-02-21 01:36:02,2023-02-21 01:36:03,2023-02-21 01:36:03,2023-02-21
"5","dKFoNZYPSt","MOOSPMPSParser",1676943961,0.81,0.81,0.93,1.38,1.38,0.99,1,1.58,1.58,1,313.29,87.01,562.2,12.64,7.38,0.93,7.41,7.41,91.09,301.91,7.41,0.52,11,31.1,43.119,42,"e00fce6856818e5885f65487",2023-02-21 01:46:02,2023-02-21 01:46:03,2023-02-21 01:46:03,2023-02-21
"6","ei4HPKUB8Z","MOOSPMPSParser",1676998441,2.76,2.76,2.2,4.25,4.25,2.33,2.33,4.46,4.46,2.33,627.88,177.69,176.13,27.79,17.53,1.1,17.58,17.58,50.26,603.54,17.58,0.47,6.1,56.7,22.942,42,"e00fce6856818e5885f65487",2023-02-21 16:54:03,2023-02-21 16:54:03,2023-02-21 16:54:03,2023-02-21
"7","16AsboFmPn","MOOSPMPSParser",1676999041,2.8,2.8,2.04,4.11,4.11,2.16,2.16,4.43,4.43,2.16,640.18,179.22,322.93,28.33,16.28,1.9,16.32,16.32,63.09,538.93,16.33,0.49,7.5,51.8,20.049,42,"e00fce6856818e5885f65487",2023-02-21 17:04:03,2023-02-21 17:04:03,2023-02-21 17:04:03,2023-02-21
"8","5luHNcPzaZ","MOOSPMPSParser",1676999641,2.79,2.79,2.17,4.18,4.18,2.3,2.3,4.41,4.41,2.3,663.28,180.45,469.17,28.79,17.28,1.77,17.33,17.33,72.05,499.9,17.34,0.46,8.5,48.4,19.927,42,"e00fce6856818e5885f65487",2023-02-21 17:14:03,2023-02-21 17:14:03,2023-02-21 17:14:03,2023-02-21
"9","uRTH3dby12","MOOSPMPSParser",1677000241,2.26,2.26,1.92,3.42,3.42,2.03,2.03,3.66,3.66,2.03,552.81,157.09,599.37,25.36,15.28,1.1,15.32,15.33,77.72,474.72,15.33,0.47,9.4,45.6,19.05,42,"e00fce6856818e5885f65487",2023-02-21 17:24:02,2023-02-21 17:24:03,2023-02-21 17:24:03,2023-02-21
"10","zC93SrYCSx","MOOSPMPSParser",1677000841,2.5,2.5,2.09,3.69,3.69,2.21,2.21,3.74,3.74,2.21,581.35,165.83,727.53,25.62,16.62,1.07,16.67,16.67,84.76,451.08,16.67,0.48,10.2,43.5,19.022,42,"e00fce6856818e5885f65487",2023-02-21 17:34:02,2023-02-21 17:34:03,2023-02-21 17:34:03,2023-02-21
"11","BwQ1SksRBj","MOOSPMPSParser",1677001441,3.75,3.75,2.14,5.4,5.4,2.41,2.52,5.93,5.93,2.58,801.18,223.77,890.22,35.5,16.91,2.75,17.09,17.12,90.91,422.59,17.12,0.52,11.1,40.3,19.794,42,"e00fce6856818e5885f65487",2023-02-21 17:44:03,2023-02-21 17:44:03,2023-02-21 17:44:03,2023-02-21
"12","NGUcSFxDTF","MOOSPMPSParser",1677002041,2.49,2.49,1.7,3.55,3.55,1.79,1.79,3.72,3.72,1.79,577.75,163.69,1016.65,25.16,13.51,1.16,13.55,13.55,95.15,405.41,13.55,0.48,11.7,39,22.299,42,"e00fce6856818e5885f65487",2023-02-21 17:54:03,2023-02-21 17:54:03,2023-02-21 17:54:03,2023-02-21
"13","7YmTcIddJ6","MOOSPMPSParser",1677002641,2.57,2.57,2.26,3.88,3.88,2.39,2.39,4.13,4.13,2.39,602.86,170.33,1144.44,26.41,17.97,1.52,18.02,18.02,99.36,393.77,18.03,0.47,12.9,36.2,25.839,42,"e00fce6856818e5885f65487",2023-02-21 18:04:02,2023-02-21 18:04:03,2023-02-21 18:04:03,2023-02-21
"14","VWRS71eUZy","MOOSPMPSParser",1677003241,3.45,3.45,2.12,5.07,5.07,2.24,2.25,5.29,5.29,2.25,751.67,211.45,1301.57,34.7,16.87,1.98,16.91,16.92,106.43,369.74,16.92,0.49,13.6,33.4,30.096,42,"e00fce6856818e5885f65487",2023-02-21 18:14:03,2023-02-21 18:14:03,2023-02-21 18:14:03,2023-02-21
