"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","kNOuPdyOlT","MOOSPMPSParser",1672938541,7.54,7.54,5.02,12.13,1.05,5.31,5.31,12.57,1.06,5.31,1108.34,312.14,416.06,59.98,39.97,3.28,40.07,40.08,43072.94,665.71,40.09,0.46,-1.1,61.5,14.379,43,"e00fce6856818e5885f65487",2023-01-05 17:09:02,2023-01-05 17:09:02,2023-01-05 17:09:02,2023-01-05
"2","CdDBJB8Bd0","MOOSPMPSParser",1672939141,8.46,8.46,5.6,13.43,1.38,5.92,5.92,14.04,1.54,5.92,1251.45,358.74,796.81,69.24,44.58,4.16,44.69,44.7,10.27,590.58,44.71,0.45,0.3,56.4,19.147,43,"e00fce6856818e5885f65487",2023-01-05 17:19:02,2023-01-05 17:19:02,2023-01-05 17:19:02,2023-01-05
"3","tvGSGkjWyw","MOOSPMPSParser",1672939741,9.94,9.94,6.28,14.67,1.55,6.65,6.66,15.57,1.64,6.67,1448.48,414.15,1208.8,71.19,49.97,4.21,50.11,50.12,20.4,546.46,50.14,0.48,1.3,51.7,18.364,43,"e00fce6856818e5885f65487",2023-01-05 17:29:02,2023-01-05 17:29:02,2023-01-05 17:29:02,2023-01-05
"4","741ZHuxJGX","MOOSPMPSParser",1672940341,10.62,10.62,6.41,16.15,1.53,6.78,6.78,16.77,1.53,6.78,1567.33,450.32,1643.02,80.77,51,4.45,51.13,51.15,27.22,507.01,51.16,0.47,1.7,50.2,17.225,43,"e00fce6856818e5885f65487",2023-01-05 17:39:02,2023-01-05 17:39:02,2023-01-05 17:39:02,2023-01-05
"5","VOLcdBv2NG","MOOSPMPSParser",1672940941,13.54,13.54,8.11,20.35,2.22,8.57,8.57,21.28,2.34,8.57,1965.02,562.4,2153.51,97.39,64.54,6.15,64.71,64.72,31.31,487.57,64.74,0.45,2.4,49,14.927,43,"e00fce6856818e5885f65487",2023-01-05 17:49:02,2023-01-05 17:49:02,2023-01-05 17:49:02,2023-01-05
"6","XpEnlTmWSD","MOOSPMPSParser",1672941541,15.15,15.15,8.05,22.55,2.27,8.51,8.51,23.49,2.36,8.51,2172.67,619.06,2705.33,109.74,64.1,6.98,64.26,64.28,33.81,480.77,64.3,0.47,2.8,47.9,14.533,43,"e00fce6856818e5885f65487",2023-01-05 17:59:02,2023-01-05 17:59:02,2023-01-05 17:59:02,2023-01-05
"7","Zscor3PpVV","MOOSPMPSParser",1672942141,14.85,14.85,8.2,21.69,2.21,8.68,8.68,22.24,2.3,8.68,2175.57,616.75,3272.23,109.25,65.31,4.52,65.48,65.5,37.59,464.98,65.51,0.44,3,48.6,13.892,43,"e00fce6856818e5885f65487",2023-01-05 18:09:02,2023-01-05 18:09:02,2023-01-05 18:09:02,2023-01-05
"8","ytQEwe6BT3","MOOSPMPSParser",1672942741,14.94,14.94,7.36,21.87,2.04,7.78,7.78,22.55,2.08,7.78,2205.43,623.49,3818.05,112.06,58.6,5.33,58.75,58.77,39.91,458.38,58.78,0.44,3.3,48.1,12.336,43,"e00fce6856818e5885f65487",2023-01-05 18:19:02,2023-01-05 18:19:02,2023-01-05 18:19:02,2023-01-05
"9","m8MEIFgX1Y","MOOSPMPSParser",1672943341,16.8,16.8,11.24,25.32,3.02,11.89,11.9,26.16,3.18,11.9,2426.61,692.15,4447.85,130.12,89.45,7.4,89.68,89.71,39.89,457.97,89.73,0.48,3.2,48.5,9.922,43,"e00fce6856818e5885f65487",2023-01-05 18:29:02,2023-01-05 18:29:02,2023-01-05 18:29:02,2023-01-05
"10","3JFBcSFxig","MOOSPMPSParser",1672943941,18.47,18.47,9.62,27.73,2.78,10.18,10.18,28.28,2.83,10.18,2637.56,750.75,5124.5,137.53,76.61,7.22,76.8,76.82,36.43,465.76,76.84,0.46,2.9,51.7,8.042,43,"e00fce6856818e5885f65487",2023-01-05 18:39:02,2023-01-05 18:39:02,2023-01-05 18:39:02,2023-01-05
"11","n9HSC6vMH5","MOOSPMPSParser",1672944541,17.91,17.91,8.66,26.76,2.58,9.15,9.16,27.6,2.71,9.16,2573.67,729.46,5780.9,137.25,68.9,6.92,69.07,69.09,37.58,467.45,69.11,0.48,2.9,50.2,8.483,43,"e00fce6856818e5885f65487",2023-01-05 18:49:02,2023-01-05 18:49:02,2023-01-05 18:49:02,2023-01-05
"12","DDRYzIProJ","MOOSPMPSParser",1672945141,17.87,17.87,9.41,26.95,2.71,9.95,9.95,27.75,2.8,9.95,2578.42,732.07,6439.26,134.2,74.88,7.36,75.07,75.09,37.04,466.82,75.11,0.44,2.9,49.1,8.119,43,"e00fce6856818e5885f65487",2023-01-05 18:59:02,2023-01-05 18:59:02,2023-01-05 18:59:02,2023-01-05
"13","C7HaBx5nlE","MOOSPMPSParser",1672945741,17.96,17.96,8.86,27.25,2.47,9.37,9.37,28.23,2.5,9.37,2594.81,740.75,7074.94,135.3,70.51,8.86,70.69,70.71,39.5,461.62,70.72,0.45,3.3,48.8,8.033,43,"e00fce6856818e5885f65487",2023-01-05 19:09:02,2023-01-05 19:09:02,2023-01-05 19:09:02,2023-01-05
"14","AjaHpWSiMB","MOOSPMPSParser",1672946341,17.24,17.24,8.93,26.21,2.56,9.45,9.45,27.07,2.69,9.45,2513.16,714.73,7703.25,132.94,71.11,8.37,71.29,71.3,42.23,455.38,71.32,0.43,3.7,48.4,9.394,43,"e00fce6856818e5885f65487",2023-01-05 19:19:02,2023-01-05 19:19:02,2023-01-05 19:19:02,2023-01-05
"15","k99Y75P3MP","MOOSPMPSParser",1672946941,17.32,17.32,8.72,25.56,2.59,9.22,9.22,26.26,2.6,9.22,2555.9,726.57,8332.59,130.25,69.41,6.98,69.58,69.6,46.91,442.87,69.62,0.44,3.9,46.2,10.548,43,"e00fce6856818e5885f65487",2023-01-05 19:29:02,2023-01-05 19:29:02,2023-01-05 19:29:02,2023-01-05
"16","iR48VBocad","MOOSPMPSParser",1672947541,16.2,16.2,9.39,23.81,2.53,9.93,9.93,24.59,2.61,9.93,2388.81,683.65,8930.74,123.09,74.79,6.15,74.98,75,49.06,431.82,75.02,0.44,4.2,46.7,11.008,43,"e00fce6856818e5885f65487",2023-01-05 19:39:02,2023-01-05 19:39:02,2023-01-05 19:39:02,2023-01-05
