"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","yBqZ28V8ab","MOOSPMPSParser",1688947380,0.46,0.46,1.29,1.15,1.15,1.38,1.39,1.79,1.79,1.39,479.37,124.16,4246.77,17.59,10.29,1.95,10.33,10.33,0.9,0.6,10.34,0.5,31.5,34.1,54.605,42,"e00fce68f8f5a1da595c7249",2023-07-10 00:03:02,2023-07-10 00:03:02,2023-07-10 00:03:02,2023-07-10
"2","WGCvuOyve1","MOOSPMPSParser",1688947980,0.56,0.56,1.22,1.14,1.14,1.36,1.41,1.74,1.74,1.44,479.26,124.61,4353.47,17.83,9.62,1.74,9.71,9.72,0.69,0.43,9.72,0.52,31.6,30.1,54.775,42,"e00fce68f8f5a1da595c7249",2023-07-10 00:13:02,2023-07-10 00:13:02,2023-07-10 00:13:02,2023-07-10
"3","jhzpHP47Xc","MOOSPMPSParser",1688948580,0.5,0.5,1.57,1.05,1.05,1.72,1.77,1.51,1.51,1.79,455.45,118.72,4459.02,16.89,12.47,1.29,12.56,12.57,0.63,0.28,12.57,0.5,31.4,31.7,56.146,42,"e00fce68f8f5a1da595c7249",2023-07-10 00:23:02,2023-07-10 00:23:02,2023-07-10 00:23:02,2023-07-10
"4","SC35uggW2T","MOOSPMPSParser",1688949180,0.36,0.36,1.61,1.18,1.18,1.75,1.79,1.8,1.8,1.81,474.75,120.43,4571.53,19.06,12.77,2.15,12.85,12.86,0.69,0.47,12.86,0.5,31.1,30.2,56.301,42,"e00fce68f8f5a1da595c7249",2023-07-10 00:33:02,2023-07-10 00:33:02,2023-07-10 00:33:02,2023-07-10
"5","n3LK5M8LoS","MOOSPMPSParser",1688949780,0.3,0.3,1.39,0.85,0.85,1.5,1.52,1.21,1.21,1.54,427.8,112.59,4675.88,16.06,11.04,1.16,11.1,11.11,0.39,0.3,11.11,0.51,31.2,29,55.962,42,"e00fce68f8f5a1da595c7249",2023-07-10 00:43:02,2023-07-10 00:43:02,2023-07-10 00:43:02,2023-07-10
"6","c88k24NNfL","MOOSPMPSParser",1688950380,0.21,0.21,1.64,0.75,0.75,1.77,1.8,1.29,1.29,1.81,427.48,109.68,4780.53,16.34,13.04,1.33,13.1,13.11,0.64,0.47,13.11,0.51,30.9,29.6,56.001,42,"e00fce68f8f5a1da595c7249",2023-07-10 00:53:02,2023-07-10 00:53:02,2023-07-10 00:53:02,2023-07-10
"7","UGqW5N7wZc","MOOSPMPSParser",1688950980,0.38,0.38,1.32,0.66,0.66,1.4,1.4,0.82,0.82,1.4,401.96,106.05,4882.73,14.27,10.53,0.85,10.56,10.56,0.29,0.09,10.56,0.49,30.8,29.8,55.939,42,"e00fce68f8f5a1da595c7249",2023-07-10 01:03:02,2023-07-10 01:03:02,2023-07-10 01:03:02,2023-07-10
"8","EwZyc2EdMV","MOOSPMPSParser",1688951580,0.38,0.38,1.4,1.04,1.04,1.52,1.55,1.3,1.3,1.56,442.84,115.93,4985.5,18.28,11.13,1.34,11.19,11.2,0.36,0.13,11.2,0.52,30.8,30,55.371,42,"e00fce68f8f5a1da595c7249",2023-07-10 01:13:02,2023-07-10 01:13:02,2023-07-10 01:13:02,2023-07-10
"9","TwCcLxTsj5","MOOSPMPSParser",1688952180,0.34,0.34,1.37,0.98,0.98,1.46,1.48,1.18,1.18,1.49,408.99,108.98,5082.9,16.6,10.85,1.4,10.9,10.9,0.28,0.08,10.91,0.5,30.6,30.1,55.285,42,"e00fce68f8f5a1da595c7249",2023-07-10 01:23:02,2023-07-10 01:23:02,2023-07-10 01:23:02,2023-07-10
"10","QKlzdkhhQV","MOOSPMPSParser",1688952780,0.14,0.14,1.85,0.61,0.61,1.98,2,0.78,0.78,2.01,395.89,103.39,5180.34,14.08,14.67,1.01,14.73,14.74,0.27,0.04,14.75,0.51,30.4,31.2,54.477,42,"e00fce68f8f5a1da595c7249",2023-07-10 01:33:02,2023-07-10 01:33:02,2023-07-10 01:33:02,2023-07-10
