"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","MRNyS37zGu","MOOSPMPSParser",1661126460,0.07,0.07,0.7,0.36,0.01,0.74,0.74,0.5,0.01,0.74,289.62,78.46,712285,11.68,5.57,0.67,5.58,5.59,0.23,0.12,5.59,0.47,12.8,71.7,27.451,42,"e00fce6835b6173deb1a1f49",2022-08-22 00:00:56,2022-08-22 00:00:56,2022-08-22 00:00:56,2022-08-22
"2","OubmCntFi5","MOOSPMPSParser",1661126581,0.08,0.08,0.78,0.4,0.05,0.83,0.83,0.48,0.05,0.83,194.9,56.23,677528.25,5.79,6.22,0.34,6.24,6.24,0.08,0.04,6.24,0.45,11.8,83.8,33.36,42,"e00fce68a145996ae3d821b8",2022-08-22 00:02:58,2022-08-22 00:02:59,2022-08-22 00:02:59,2022-08-22
"3","UsTFFEyt8W","MOOSPMPSParser",1661126880,1.11,1.11,1.32,2.17,0.32,1.39,1.39,2.36,0.32,1.39,381.73,106.28,813898.12,18.49,10.48,1.4,10.51,10.52,0.27,0.09,10.52,0.42,16,80.3,28.255,42,"e00fce68f8f5a1da595c7249",2022-08-22 00:07:58,2022-08-22 00:07:58,2022-08-22 00:07:58,2022-08-22
"4","DVllQA0Zfo","MOOSPMPSParser",1661127060,0,0,0.89,0.22,0.02,0.94,0.94,0.32,0.03,0.94,289.58,76.36,712350,9.54,7.09,0.58,7.11,7.11,0.14,0,7.11,0.47,13.2,73.9,26.323,42,"e00fce6835b6173deb1a1f49",2022-08-22 00:10:56,2022-08-22 00:10:56,2022-08-22 00:10:56,2022-08-22
"5","fqrBFgxNPI","MOOSPMPSParser",1661127181,0.04,0.04,0.62,0.25,0.02,0.66,0.66,0.5,0.03,0.66,189.83,53.47,677578.81,4.25,4.94,0.54,4.95,4.95,0.13,0.13,4.95,0.48,11.9,83.3,33.864,42,"e00fce68a145996ae3d821b8",2022-08-22 00:12:59,2022-08-22 00:12:59,2022-08-22 00:12:59,2022-08-22
"6","kxKNT5OLaC","MOOSPMPSParser",1661127480,0.66,0.66,1.1,1.52,0.15,1.16,1.16,1.83,0.15,1.16,325.66,92.34,813979.31,16.5,8.76,1.71,8.79,8.79,0.49,0.17,8.79,0.45,17.5,73.6,32.191,42,"e00fce68f8f5a1da595c7249",2022-08-22 00:17:58,2022-08-22 00:17:58,2022-08-22 00:17:58,2022-08-22
"7","jMW8EHCZI4","MOOSPMPSParser",1661127660,0.04,0.04,1.01,0.29,0,1.07,1.07,0.39,0,1.07,292.15,78.29,712423.44,9.69,8.04,0.69,8.06,8.07,0.17,0.04,8.07,0.49,12.8,75.6,25.726,42,"e00fce6835b6173deb1a1f49",2022-08-22 00:20:56,2022-08-22 00:20:56,2022-08-22 00:20:56,2022-08-22
"8","FPYZanY79Q","MOOSPMPSParser",1661127781,0.02,0.02,0.59,0.09,0,0.62,0.62,0.09,0,0.62,168.52,47.21,677618.81,4.33,4.68,0.04,4.69,4.69,0,0,4.69,0.46,12.1,82.6,32.504,42,"e00fce68a145996ae3d821b8",2022-08-22 00:22:59,2022-08-22 00:22:59,2022-08-22 00:22:59,2022-08-22
"9","moN984E1PE","MOOSPMPSParser",1661128080,0.92,0.92,1.62,1.89,0.21,1.72,1.72,2.17,0.21,1.72,366.16,100.61,814080.12,16.01,12.91,1.64,12.95,12.95,0.5,0.09,12.96,0.47,17.8,71.1,31.262,42,"e00fce68f8f5a1da595c7249",2022-08-22 00:27:58,2022-08-22 00:27:58,2022-08-22 00:27:58,2022-08-22
"10","Dz3XzxmASW","MOOSPMPSParser",1661128260,0.06,0.06,1.14,0.41,0,1.21,1.21,0.44,0,1.21,323.38,85.7,712493.88,9.99,9.08,0.33,9.11,9.11,0.05,0.05,9.11,0.46,12.5,77.1,25.725,42,"e00fce6835b6173deb1a1f49",2022-08-22 00:30:56,2022-08-22 00:30:56,2022-08-22 00:30:56,2022-08-22
