"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","1Eu5J5Qe3h","MOOSPMPSParser",1660348920,1.02,1.02,1.39,1.52,0.11,1.47,1.47,1.74,0.15,1.47,561.61,145.3,470973.22,13.42,11.1,1.04,11.13,11.13,0.29,0.13,11.13,0.44,22.8,32.7,29.907,42,"e00fce6835b6173deb1a1f49",2022-08-13 00:02:00,2022-08-13 00:02:00,2022-08-13 00:02:00,2022-08-13
"2","ZFoiOCv366","MOOSPMPSParser",1660349041,1.41,1.41,1.18,2.29,0.22,1.24,1.24,2.49,0.25,1.24,471.19,127.41,564639.38,18,9.36,1.2,9.39,9.39,0.35,0.08,9.39,0.43,31.7,22.7,44.51,42,"e00fce68f8f5a1da595c7249",2022-08-13 00:04:02,2022-08-13 00:04:03,2022-08-13 00:04:03,2022-08-13
"3","mdBRjYdGFf","MOOSPMPSParser",1660349221,5.57,5.57,8.29,6.72,1.73,8.76,8.76,6.91,1.79,8.76,1142.93,328.5,418790.41,30.58,65.98,0.77,66.15,66.16,0.16,0.16,66.18,0.46,24.7,28,38.29,42,"e00fce68a145996ae3d821b8",2022-08-13 00:07:02,2022-08-13 00:07:03,2022-08-13 00:07:03,2022-08-13
"4","D1oOOJp4Bj","MOOSPMPSParser",1660349520,1.06,1.06,1.26,1.7,0.1,1.33,1.33,1.85,0.1,1.33,576.87,147.83,471059.16,14.99,10,1.09,10.02,10.03,0.21,0.05,10.03,0.43,21.1,35.3,31.06,42,"e00fce6835b6173deb1a1f49",2022-08-13 00:12:01,2022-08-13 00:12:01,2022-08-13 00:12:01,2022-08-13
"5","f7g2gcX1rR","MOOSPMPSParser",1660349641,1.62,1.62,1.21,2.47,0.18,1.28,1.28,2.8,0.18,1.28,481.39,129.98,564717.94,19.14,9.6,1.56,9.63,9.63,0.52,0.17,9.63,0.43,32.1,21,44.206,42,"e00fce68f8f5a1da595c7249",2022-08-13 00:13:58,2022-08-13 00:13:59,2022-08-13 00:13:59,2022-08-13
"6","JYKWzFCEhT","MOOSPMPSParser",1660349821,12.17,11.43,11.86,15.77,2.27,12.54,12.54,16.97,2.55,12.54,2275.91,660.13,419326.84,85.14,94.43,3.27,94.67,94.7,1.33,0.44,94.72,0.46,24.4,30,37.297,42,"e00fce68a145996ae3d821b8",2022-08-13 00:17:03,2022-08-13 00:17:03,2022-08-13 00:17:03,2022-08-13
"7","nMb6FQkQ90","MOOSPMPSParser",1660350120,0.75,0.75,1.1,1.23,0.15,1.16,1.16,1.4,0.15,1.16,544.25,140.11,471144.91,13.39,8.75,0.77,8.77,8.78,0.17,0.05,8.78,0.43,22.5,34.9,29.485,42,"e00fce6835b6173deb1a1f49",2022-08-13 00:22:00,2022-08-13 00:22:00,2022-08-13 00:22:00,2022-08-13
"8","q5kunSwBIw","MOOSPMPSParser",1660350241,1.21,1.21,1.02,1.81,0.11,1.08,1.08,1.86,0.11,1.08,427.37,115.46,564799.81,13.55,8.15,0.67,8.17,8.18,0.09,0,8.18,0.42,31.7,20.3,44.251,42,"e00fce68f8f5a1da595c7249",2022-08-13 00:23:58,2022-08-13 00:23:59,2022-08-13 00:23:59,2022-08-13
"9","MK7JUqWaU7","MOOSPMPSParser",1660350421,3.32,3.32,1.75,3.95,0.38,1.85,1.85,4.15,0.43,1.85,767.49,217.06,419456.09,15.52,13.95,0.48,13.98,13.99,0.17,0.13,13.99,0.44,24,30.9,39.502,42,"e00fce68a145996ae3d821b8",2022-08-13 00:27:02,2022-08-13 00:27:03,2022-08-13 00:27:03,2022-08-13
"10","YwgOtvJAbe","MOOSPMPSParser",1660350720,1.15,1.15,1.63,1.74,0.19,1.72,1.72,1.76,0.2,1.72,601.27,152.29,471237.97,15.17,12.98,0.4,13.01,13.02,0.04,0,13.02,0.45,22.9,31.8,29.772,42,"e00fce6835b6173deb1a1f49",2022-08-13 00:32:00,2022-08-13 00:32:00,2022-08-13 00:32:00,2022-08-13
"11","En1lIOvgdC","MOOSPMPSParser",1660350841,1.13,1.13,1.17,1.99,0.19,1.24,1.24,2.18,0.19,1.24,399.8,110,564879.06,15.94,9.3,1.14,9.33,9.33,0.27,0.18,9.33,0.42,31.4,24,44.23,42,"e00fce68f8f5a1da595c7249",2022-08-13 00:33:58,2022-08-13 00:33:58,2022-08-13 00:33:58,2022-08-13
"12","fhNaBhlpOd","MOOSPMPSParser",1660351021,4.7,4.7,2.37,5.56,0.44,2.5,2.5,5.8,0.44,2.5,1008.08,286.85,419638.59,21.6,18.84,0.78,18.89,18.89,0.28,0.19,18.9,0.44,23.3,35.8,38.707,42,"e00fce68a145996ae3d821b8",2022-08-13 00:37:02,2022-08-13 00:37:03,2022-08-13 00:37:03,2022-08-13
"13","ZuZ98E1Ngw","MOOSPMPSParser",1660351321,1.16,1.16,1.17,1.62,0.19,1.23,1.23,1.68,0.19,1.23,595.26,155.04,471328.28,14.72,9.29,0.3,9.32,9.32,0.13,0.04,9.32,0.42,23.3,29.8,29.599,42,"e00fce6835b6173deb1a1f49",2022-08-13 00:42:00,2022-08-13 00:42:00,2022-08-13 00:42:00,2022-08-13
"14","RSGJbslGI9","MOOSPMPSParser",1660351441,0.98,0.98,1.23,1.74,0.15,1.3,1.3,2.11,0.19,1.3,400.17,108.81,564961.12,17.01,9.77,1.55,9.8,9.8,0.61,0.09,9.8,0.4,30.5,25.2,41.935,42,"e00fce68f8f5a1da595c7249",2022-08-13 00:43:58,2022-08-13 00:43:59,2022-08-13 00:43:59,2022-08-13
"15","j6RpPbzzNU","MOOSPMPSParser",1660351621,2.82,2.82,1.51,3.27,0.21,1.59,1.59,3.65,0.22,1.59,653.98,186.99,419762.41,14.34,12,0.86,12.03,12.04,0.33,0.24,12.04,0.45,20.9,45.1,39.194,42,"e00fce68a145996ae3d821b8",2022-08-13 00:47:02,2022-08-13 00:47:03,2022-08-13 00:47:03,2022-08-13
"16","XphRoYB9BP","MOOSPMPSParser",1660351921,1.44,1.44,1.24,2.05,0.17,1.32,1.32,2.19,0.19,1.32,645.53,164.97,471419.88,15.72,9.91,0.86,9.93,9.93,0.16,0.04,9.94,0.41,23,30.1,29.794,42,"e00fce6835b6173deb1a1f49",2022-08-13 00:52:00,2022-08-13 00:52:00,2022-08-13 00:52:00,2022-08-13
"17","92IiBces8H","MOOSPMPSParser",1660352041,1.23,1.23,1.1,1.87,0.14,1.16,1.16,2.12,0.2,1.16,404.99,108.18,565044.25,15.07,8.76,1.13,8.79,8.79,0.35,0.26,8.79,0.39,28.9,27.2,42.471,42,"e00fce68f8f5a1da595c7249",2022-08-13 00:53:58,2022-08-13 00:53:59,2022-08-13 00:53:59,2022-08-13
"18","ERJcIBS1fc","MOOSPMPSParser",1660352221,1.86,1.86,1.22,2.29,0.16,1.29,1.29,2.49,0.16,1.29,493.81,139.84,419856.16,10.57,9.75,0.57,9.77,9.78,0.26,0.09,9.78,0.48,18,50.9,39.462,42,"e00fce68a145996ae3d821b8",2022-08-13 00:57:03,2022-08-13 00:57:03,2022-08-13 00:57:03,2022-08-13
"19","CFN4ry7XD8","MOOSPMPSParser",1660352521,1.73,1.73,1.23,2.34,0.21,1.31,1.31,2.49,0.25,1.31,671.19,176.04,471510.56,18.41,9.83,0.61,9.86,9.86,0.18,0.13,9.86,0.43,21.7,31.9,30.473,42,"e00fce6835b6173deb1a1f49",2022-08-13 01:02:00,2022-08-13 01:02:00,2022-08-13 01:02:00,2022-08-13
"20","IW5DXVCOc7","MOOSPMPSParser",1660352641,0.99,0.99,1.28,1.76,0.14,1.35,1.35,1.88,0.14,1.35,410.22,110.96,565124.31,15.01,10.15,0.79,10.18,10.18,0.19,0,10.18,0.42,28,30.2,40.303,42,"e00fce68f8f5a1da595c7249",2022-08-13 01:03:58,2022-08-13 01:03:59,2022-08-13 01:03:59,2022-08-13
"21","LOTGRBEsmx","MOOSPMPSParser",1660352821,2.16,2.16,2.06,2.59,0.35,2.19,2.19,2.92,0.46,2.2,514.68,149.15,419963.06,13.5,16.4,0.74,16.45,16.45,0.37,0.16,16.46,0.51,15.3,72,38.067,42,"e00fce68a145996ae3d821b8",2022-08-13 01:07:02,2022-08-13 01:07:03,2022-08-13 01:07:03,2022-08-13
"22","lpCfLr3uZd","MOOSPMPSParser",1660353121,1.53,1.53,1.48,2.15,0.15,1.57,1.57,2.41,0.15,1.57,663.59,171.07,471610.88,17.14,11.8,0.78,11.83,11.84,0.35,0.22,11.84,0.42,21.1,33.6,30.781,42,"e00fce6835b6173deb1a1f49",2022-08-13 01:12:00,2022-08-13 01:12:00,2022-08-13 01:12:00,2022-08-13
"23","ZLu0ryT4h8","MOOSPMPSParser",1660353241,1.16,1.16,1.29,2.14,0.14,1.37,1.37,2.62,0.18,1.37,427.76,115.84,565207.94,16.75,10.28,1.88,10.31,10.32,0.76,0.25,10.32,0.41,27.9,30,39.312,42,"e00fce68f8f5a1da595c7249",2022-08-13 01:13:58,2022-08-13 01:13:59,2022-08-13 01:13:59,2022-08-13
"24","VKU57QpByD","MOOSPMPSParser",1660353421,3.85,3.85,2.84,4.85,0.51,3.05,3.09,5.46,0.52,3.11,821.45,238.85,420149,24.85,22.53,1.63,22.64,22.65,0.61,0.23,22.66,0.52,14.3,78.3,34.286,42,"e00fce68a145996ae3d821b8",2022-08-13 01:17:05,2022-08-13 01:17:05,2022-08-13 01:17:05,2022-08-13
"25","Dii0PUlo1R","MOOSPMPSParser",1660353721,1.81,1.81,1.54,2.46,0.2,1.63,1.63,2.65,0.21,1.63,701,182.21,471705.84,16.52,12.25,0.84,12.29,12.29,0.33,0.11,12.29,0.42,20.4,38.1,30.58,42,"e00fce6835b6173deb1a1f49",2022-08-13 01:22:00,2022-08-13 01:22:00,2022-08-13 01:22:00,2022-08-13
"26","v1K3oCZt7W","MOOSPMPSParser",1660353841,1.38,1.38,1.15,2.28,0.28,1.22,1.22,2.66,0.29,1.22,457.75,125.55,565291.19,18.35,9.18,1.59,9.21,9.22,0.59,0.16,9.22,0.41,27.6,29.7,40.61,42,"e00fce68f8f5a1da595c7249",2022-08-13 01:23:58,2022-08-13 01:23:58,2022-08-13 01:23:58,2022-08-13
"27","v85ghBR35S","MOOSPMPSParser",1660354021,2.64,2.64,2.55,3.34,0.34,2.91,3.09,3.93,0.41,3.18,646.2,179.23,420308.53,18.07,20.02,1.28,20.28,20.32,0.67,0.31,20.33,0.57,14,79.1,36.664,42,"e00fce68a145996ae3d821b8",2022-08-13 01:27:03,2022-08-13 01:27:03,2022-08-13 01:27:03,2022-08-13
"28","t3TOqQU7mz","MOOSPMPSParser",1660354321,1.9,1.9,1.18,2.77,0.11,1.25,1.25,3.07,0.17,1.25,730.92,189.62,471799.59,19.28,9.42,1.74,9.44,9.44,0.46,0.29,9.45,0.46,19.6,37.2,32.071,42,"e00fce6835b6173deb1a1f49",2022-08-13 01:32:00,2022-08-13 01:32:01,2022-08-13 01:32:01,2022-08-13
"29","C2vX0dlldg","MOOSPMPSParser",1660354441,1.56,1.56,1.11,2.4,0.26,1.18,1.18,2.82,0.27,1.18,459.89,124.97,565376.81,17.69,8.86,1.52,8.88,8.89,0.71,0.09,8.89,0.41,27.3,30.2,41.707,42,"e00fce68f8f5a1da595c7249",2022-08-13 01:33:58,2022-08-13 01:33:58,2022-08-13 01:33:58,2022-08-13
"30","SG1TqbN1pM","MOOSPMPSParser",1660354621,2.42,2.42,2.72,3.3,0.46,3.38,3.8,4.05,0.54,4,596.88,172.3,420471.88,18.36,21.06,1.67,21.61,21.7,0.74,0.46,21.71,0.61,13.1,83.6,36.493,42,"e00fce68a145996ae3d821b8",2022-08-13 01:37:03,2022-08-13 01:37:03,2022-08-13 01:37:03,2022-08-13
"31","MFtG8iFCc4","MOOSPMPSParser",1660354921,1.06,1.06,0.79,1.63,0.18,0.84,0.84,1.77,0.18,0.84,570.63,149.53,471866.88,14.19,6.32,0.86,6.33,6.33,0.22,0.04,6.34,0.46,18.7,39.2,33.317,42,"e00fce6835b6173deb1a1f49",2022-08-13 01:42:00,2022-08-13 01:42:00,2022-08-13 01:42:00,2022-08-13
"32","m8L98nSjDB","MOOSPMPSParser",1660355041,1.66,1.66,1.12,2.43,0.29,1.19,1.19,3.02,0.33,1.19,470.22,128.21,565464.38,17.63,8.95,1.75,8.97,8.98,1.03,0.1,8.98,0.4,26.7,31.8,41.369,42,"e00fce68f8f5a1da595c7249",2022-08-13 01:43:58,2022-08-13 01:43:59,2022-08-13 01:43:59,2022-08-13
"33","X1fI4g40cp","MOOSPMPSParser",1660355221,2.76,2.76,2.52,3.47,0.48,2.81,2.93,3.9,0.48,2.99,639.21,183.78,420629.47,18.9,19.88,1.3,20.08,20.11,0.46,0.06,20.11,0.53,13.1,83.6,36.172,42,"e00fce68a145996ae3d821b8",2022-08-13 01:47:02,2022-08-13 01:47:03,2022-08-13 01:47:03,2022-08-13
"34","pEwcVGLOil","MOOSPMPSParser",1660355521,1.25,1.25,1.04,1.92,0.23,1.1,1.1,2.17,0.24,1.1,603.15,156.54,471943.53,15.77,8.27,1.01,8.29,8.29,0.38,0.09,8.3,0.44,18.1,40.5,33.061,42,"e00fce6835b6173deb1a1f49",2022-08-13 01:52:00,2022-08-13 01:52:00,2022-08-13 01:52:00,2022-08-13
"35","EKV2PceTJh","MOOSPMPSParser",1660355641,1.66,1.66,1.22,2.66,0.23,1.29,1.29,3.01,0.23,1.29,474.64,128.91,565554.69,18.29,9.71,1.87,9.74,9.74,0.52,0.09,9.74,0.41,26.4,31.8,40.771,42,"e00fce68f8f5a1da595c7249",2022-08-13 01:53:58,2022-08-13 01:53:59,2022-08-13 01:53:59,2022-08-13
