"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","DdzsA97a4t","MOOSPMPSParser",1660089601,2.93,2.93,1.88,3.4,0.33,1.99,1.99,3.48,0.34,1.99,683,194.71,356014.84,14.61,14.95,0.3,14.99,14.99,0.09,0.05,14.99,0.45,26.5,25.4,42.177,42,"e00fce68a145996ae3d821b8",2022-08-10 00:00:03,2022-08-10 00:00:03,2022-08-10 00:00:03,2022-08-10
"2","YCQHXihOQX","MOOSPMPSParser",1660089721,1.91,1.91,1.47,2.66,0.22,1.55,1.55,2.78,0.22,1.55,705.74,184.24,416821.88,21.21,11.67,0.69,11.7,11.7,0.17,0.04,11.71,0.44,24,27.3,29.646,42,"e00fce6835b6173deb1a1f49",2022-08-10 00:02:01,2022-08-10 00:02:01,2022-08-10 00:02:01,2022-08-10
"3","iXF2dXfcFD","MOOSPMPSParser",1660090020,1.36,1.36,1.15,2.41,0.25,1.21,1.21,2.65,0.27,1.21,465.37,128.17,512001.47,21.36,9.13,1.69,9.15,9.16,0.44,0,9.16,0.41,32.5,17.5,50.627,42,"e00fce68f8f5a1da595c7249",2022-08-10 00:07:00,2022-08-10 00:07:01,2022-08-10 00:07:01,2022-08-10
"4","Zc2RhdksvD","MOOSPMPSParser",1660090201,3.07,3.07,2.05,3.73,0.35,2.16,2.16,3.96,0.35,2.16,709.21,204.76,356151.41,16.33,16.29,0.61,16.33,16.34,0.17,0.13,16.34,0.45,25.8,26,43.114,42,"e00fce68a145996ae3d821b8",2022-08-10 00:10:03,2022-08-10 00:10:03,2022-08-10 00:10:03,2022-08-10
"5","aOJYdMYFtp","MOOSPMPSParser",1660090321,1.38,1.38,1.42,2.24,0.23,1.5,1.5,2.38,0.27,1.5,669.33,178.04,416929.91,19.67,11.32,0.87,11.35,11.35,0.17,0.13,11.36,0.43,24.6,27,29.511,42,"e00fce6835b6173deb1a1f49",2022-08-10 00:12:01,2022-08-10 00:12:01,2022-08-10 00:12:01,2022-08-10
"6","iJekxM1YHT","MOOSPMPSParser",1660090620,1.24,1.24,1.31,2.27,0.2,1.39,1.39,2.51,0.3,1.39,434.2,119.21,512095.66,18.76,10.44,1.29,10.47,10.48,0.43,0,10.48,0.39,32.2,15.9,51.075,42,"e00fce68f8f5a1da595c7249",2022-08-10 00:17:00,2022-08-10 00:17:01,2022-08-10 00:17:01,2022-08-10
"7","mgsEs4RVBF","MOOSPMPSParser",1660090801,3.12,3.12,2,3.83,0.35,2.12,2.12,4.05,0.35,2.12,716.61,206.09,356290.53,17.85,15.93,0.74,15.97,15.97,0.22,0.09,15.97,0.45,24.8,27.6,42.481,42,"e00fce68a145996ae3d821b8",2022-08-10 00:20:03,2022-08-10 00:20:03,2022-08-10 00:20:03,2022-08-10
"8","biUJmEnHXK","MOOSPMPSParser",1660090921,1.49,1.49,1.4,2.23,0.28,1.49,1.49,2.32,0.31,1.49,667.11,172.11,417032.19,19.83,11.18,0.57,11.21,11.21,0.05,0,11.22,0.46,24.4,25.8,29.125,42,"e00fce6835b6173deb1a1f49",2022-08-10 00:22:01,2022-08-10 00:22:01,2022-08-10 00:22:01,2022-08-10
"9","j59JTRRdcG","MOOSPMPSParser",1660091220,1.51,1.51,1.28,2.58,0.27,1.36,1.36,2.74,0.27,1.36,449.75,122.28,512186.97,21.39,10.21,1.45,10.24,10.24,0.25,0.09,10.25,0.41,31.9,17.9,51.345,42,"e00fce68f8f5a1da595c7249",2022-08-10 00:27:00,2022-08-10 00:27:01,2022-08-10 00:27:01,2022-08-10
"10","NtatwZpIRa","MOOSPMPSParser",1660091401,3.25,3.25,1.91,3.83,0.37,2.02,2.02,3.95,0.37,2.02,741.05,211.97,356423.66,15.48,15.24,0.6,15.28,15.28,0.04,0,15.28,0.48,24.3,27.7,42.362,42,"e00fce68a145996ae3d821b8",2022-08-10 00:30:03,2022-08-10 00:30:03,2022-08-10 00:30:03,2022-08-10
"11","weZjAFoOWV","MOOSPMPSParser",1660091521,1.42,1.42,1.66,2.18,0.23,1.76,1.76,2.4,0.27,1.76,642.71,167.16,417134.84,19.31,13.24,0.95,13.27,13.27,0.22,0.14,13.28,0.44,23.9,26.9,29.6,42,"e00fce6835b6173deb1a1f49",2022-08-10 00:32:01,2022-08-10 00:32:01,2022-08-10 00:32:01,2022-08-10
"12","8iencbB5CW","MOOSPMPSParser",1660091820,1.32,1.32,1.39,2.39,0.2,1.47,1.47,2.45,0.24,1.47,448.39,124.36,512287.09,20.34,11.02,1.31,11.06,11.06,0.1,0,11.06,0.41,31.8,16.8,49.667,42,"e00fce68f8f5a1da595c7249",2022-08-10 00:37:00,2022-08-10 00:37:01,2022-08-10 00:37:01,2022-08-10
"13","AhejqP0YD9","MOOSPMPSParser",1660092001,3.39,3.39,2.35,3.93,0.46,2.48,2.48,4.27,0.5,2.48,756.23,218.36,356563.19,16.41,18.69,0.73,18.74,18.74,0.38,0.17,18.75,0.45,24.2,29,43.464,42,"e00fce68a145996ae3d821b8",2022-08-10 00:40:03,2022-08-10 00:40:03,2022-08-10 00:40:03,2022-08-10
"14","ilWSalPHTR","MOOSPMPSParser",1660092121,1.92,1.92,1.54,2.6,0.32,1.63,1.63,2.7,0.32,1.63,703.11,184.45,417241.5,18.55,12.29,0.81,12.32,12.32,0.12,0.08,12.33,0.45,23.5,28.1,29.604,42,"e00fce6835b6173deb1a1f49",2022-08-10 00:42:01,2022-08-10 00:42:01,2022-08-10 00:42:01,2022-08-10
"15","Z1GeJMlKEi","MOOSPMPSParser",1660092420,1.2,1.2,1.42,2.46,0.24,1.5,1.5,2.74,0.24,1.5,431.31,119.98,512382.5,21.07,11.29,1.97,11.33,11.33,0.49,0.08,11.33,0.41,31.6,18.6,50.774,42,"e00fce68f8f5a1da595c7249",2022-08-10 00:47:00,2022-08-10 00:47:01,2022-08-10 00:47:01,2022-08-10
"16","F1KyfW5qZH","MOOSPMPSParser",1660092601,3.71,3.71,2.25,4.45,0.46,2.38,2.38,4.82,0.52,2.38,819.06,235,356716.94,19.94,17.91,0.87,17.96,17.96,0.48,0.15,17.97,0.43,24.3,28,44.019,42,"e00fce68a145996ae3d821b8",2022-08-10 00:50:03,2022-08-10 00:50:03,2022-08-10 00:50:03,2022-08-10
"17","bmpGbIJcqk","MOOSPMPSParser",1660092721,1.94,1.94,1.43,2.77,0.35,1.51,1.51,2.85,0.35,1.51,725.7,190.45,417347.34,21.16,11.37,0.83,11.39,11.4,0.12,0,11.4,0.48,23.3,29.3,29.922,42,"e00fce6835b6173deb1a1f49",2022-08-10 00:52:01,2022-08-10 00:52:01,2022-08-10 00:52:01,2022-08-10
"18","v9kUo63gC6","MOOSPMPSParser",1660093020,1.48,1.48,1.37,2.54,0.24,1.45,1.45,2.99,0.31,1.45,463.33,127,512481,21.32,10.88,1.57,10.92,10.92,0.7,0.18,10.92,0.45,31.4,17.6,48.217,42,"e00fce68f8f5a1da595c7249",2022-08-10 00:57:00,2022-08-10 00:57:00,2022-08-10 00:57:00,2022-08-10
"19","Q8IDXkDyDC","MOOSPMPSParser",1660093201,3.53,3.53,2.13,4.15,0.44,2.26,2.26,4.52,0.48,2.26,805.34,228.91,356870.06,18.94,16.99,0.96,17.03,17.03,0.31,0.27,17.04,0.44,24.3,28.7,45.024,42,"e00fce68a145996ae3d821b8",2022-08-10 01:00:03,2022-08-10 01:00:03,2022-08-10 01:00:03,2022-08-10
"20","jvNFArYhIA","MOOSPMPSParser",1660093321,2.09,2.09,1.75,2.78,0.24,1.85,1.85,2.91,0.24,1.85,745.36,195.72,417463,19.81,13.89,0.62,13.93,13.93,0.18,0.09,13.94,0.45,22.4,30.1,30.376,42,"e00fce6835b6173deb1a1f49",2022-08-10 01:02:01,2022-08-10 01:02:02,2022-08-10 01:02:02,2022-08-10
"21","KyWACHJK82","MOOSPMPSParser",1660093620,1.52,1.52,1.36,2.51,0.28,1.43,1.43,2.61,0.28,1.43,458.27,126.98,512579.69,19.57,10.79,0.61,10.83,10.83,0.17,0,10.83,0.44,30.9,19.2,48.87,42,"e00fce68f8f5a1da595c7249",2022-08-10 01:07:00,2022-08-10 01:07:01,2022-08-10 01:07:01,2022-08-10
"22","flBJ6JTTjd","MOOSPMPSParser",1660093801,3.69,3.69,2.25,4.37,0.5,2.38,2.38,4.78,0.53,2.38,814.76,233.52,357033.12,19.2,17.9,1.07,17.94,17.95,0.39,0.26,17.95,0.45,23.9,28.9,45.067,42,"e00fce68a145996ae3d821b8",2022-08-10 01:10:03,2022-08-10 01:10:03,2022-08-10 01:10:03,2022-08-10
"23","mF3dVHXbvf","MOOSPMPSParser",1660093921,2.03,2.03,1.64,2.98,0.31,1.74,1.74,3.01,0.31,1.74,740.33,194.88,417576.38,21.47,13.07,0.82,13.1,13.1,0.04,0.04,13.11,0.45,21.8,30.9,30.203,42,"e00fce6835b6173deb1a1f49",2022-08-10 01:12:01,2022-08-10 01:12:01,2022-08-10 01:12:01,2022-08-10
"24","bcrzZ1ahF1","MOOSPMPSParser",1660094220,1.7,1.7,1.47,2.73,0.24,1.56,1.56,2.96,0.31,1.56,495.65,134.15,512688.53,20.65,11.72,1.33,11.75,11.76,0.4,0,11.76,0.42,30.9,17.8,48.114,42,"e00fce68f8f5a1da595c7249",2022-08-10 01:17:01,2022-08-10 01:17:01,2022-08-10 01:17:01,2022-08-10
